n,mesh,angle_deg,phase,h_local_max_m,h_local_median_m,area_m2,area_over_unique_length_h_local,support_width_m,width_over_h_local,forward_leakage_m,forward_leakage_over_h_local,intact_cross_graph_path_exists,certificate_fingerprint,unresolved_bridge_nodes,construction_screen
33,perturbed,-30,0.037,0.0512619807378665,0.0446610974643143,0.0643521734174358,2.5107173968367453,0.08605540116215123,1.6787373395149228,0.056432688878473636,1.1008682861290142,False,1efb2cbb26eae968de7e2106f0fd6fab5cf26d54c971715e1218142e45b9ab8c,0,True
33,perturbed,45,0.0,0.0494361307851355,0.04282526404031504,0.06180175921157706,2.5002668384460085,0.08299540475460243,1.6788410305678203,0.0670661286022326,1.3566217164875312,False,4bbe1c0e3313c17e0281305a9a1607cb2e6254cdf7822242762e5d2b99d688cd,0,True
33,perturbed,45,0.037,0.04899888600232033,0.04252916756318166,0.06439895813363947,2.628588663447976,0.08305176751938564,1.6949725656100172,0.044653553287972825,0.9113177243633308,False,87715241b579e1ad3f83069705260df19b26b9eb629b2cb60a9c66ccd3bdc076,0,True
33,perturbed,-45,0.0,0.05113280249990874,0.04234112455831011,0.06358803084348866,2.4871717463012963,0.08440164946900924,1.650636095472371,0.06619551980048077,1.2945803195629444,False,5fdd5f5f106012496695c0c38c2d667fe5a054351916985dbd2da03dd1722266,0,True
33,perturbed,-45,0.037,0.04889165952379522,0.042527313912302925,0.061831469367285646,2.529325859237513,0.08287972294438224,1.6951709913639825,0.04249152765648345,0.869095630427581,False,356af1f5f7b18a065a329b13147e218754649124682bc7dec2ce290ccb77d745,0,True
65,structured,0,0.0,0.02209708691207961,0.02209708691207961,0.03369140625,3.0493979938669864,0.03125,1.414213562373095,0.0187500000000001,0.8485281374238615,False,a1211a1ed4838bf07d8382293b41af8a8064a2966d9e83572f66564fb1fc155c,0,True
65,structured,0,0.037,0.02209708691207961,0.02209708691207961,0.03369140625,3.049397993866986,0.03125,1.414213562373095,0.02862500000000001,1.2954196231337556,False,e8ce2b52734a9c097cb94ba60d26b52c0b4900530abf8f1a70cb796af9a5ad90,0,True
65,structured,15,0.0,0.02209708691207961,0.02209708691207961,0.0283203125,2.5632620818012346,0.037967367892509575,1.7182069312382666,0.022377859569229552,1.0127063199899193,False,d818d2b09eb1ee68d612c23ecf76e5df16c954067d170fc069bed8507a8119e3,0,True
65,structured,15,0.037,0.02209708691207961,0.02209708691207961,0.0284423828125,2.574310625257274,0.03788422679042957,1.7144443944653966,0.035960424683560976,1.6273830494780206,False,d483cb6b632888b08b7cc8d47ff8e3d11f4cf90286ad554ab18c60d6f4ece7f8,0,True
65,structured,-15,0.0,0.02209708691207961,0.02209708691207961,0.0283203125,2.5632620818012346,0.037967367892509575,1.7182069312382666,0.022377859569229552,1.0127063199899193,False,c101066006524a35865fc480a6395cd9ccb61f128866dab22ab906a9fb544eaa,0,True
