x,Kirsch hoop,normal traction
0.0,-1.0,0.0
30.0,-2.220446049250313e-16,0.0
60.0,1.9999999999999996,0.0
90.0,3.0,0.0
120.0,2.000000000000001,0.0
150.0,-2.220446049250313e-16,0.0
180.0,-1.0,0.0
210.0,5.551115123125783e-16,0.0
240.0,1.9999999999999984,0.0
270.0,3.0,0.0
300.0,1.9999999999999996,0.0
330.0,1.7763568394002505e-15,0.0
360.0,-1.0,0.0
