trajectory,event_index,blocks_to_fire,waiting_time_s_this_event,cumulative_time_s,accepted_length_m,cumulative_extension_m,pre_event_max_pB,pre_event_K_rebond_Pa_sqrt_m,max_pB_post_commit,max_K_rebond_post_commit_Pa_sqrt_m,max_phase_resolved_K_rebond_Pa_sqrt_m,action_weighted_K_rebond_Pa_sqrt_m,cleavage_action,hazard_threshold_action,hazard_event_index,engine_id,any_bulk_action_used,all_bulk_action_qualified,mpz_mobile_count,mpz_retained_count,mpz_emitted_total,mpz_escaped_total,mpz_recovered_total,r_eff,sigma_tip,mpz_total_K_shield_Pa_sqrt_m
C2R_K15MPa_seed1001723,0,2,0.007161813778606406,0.007161813778606406,4.9999999999999996e-06,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.41888831546554345,5.574146126938762,1,1,False,True,4.2876850460108986e-06,4.50492417777805e-50,4.2876850460108986e-06,0.0,0.0,1e-06,5984134206.02149,0.0
C2R_K15MPa_seed1001723,1,49,0.10712017997165803,0.11428199375026443,4.9999999999999996e-06,9.999999999999999e-06,0.6396408717260083,0.0,0.35985466259399446,0.0,0.0,0.0,0.009095787234660176,0.8482871693609024,2,1,False,True,6.383871932828163e-05,9.686556239455023e-48,6.81264043742925e-05,0.0,0.0,1e-06,5984134206.02149,0.0
C2R_K15MPa_seed1001723,2,5,0.016301810569772812,0.13058380432003724,4.9999999999999996e-06,1.4999999999999999e-05,0.40079379152946115,0.0,0.31025957527004655,0.0,0.0,0.0,0.06134290691402203,1.9759719948773753,3,1,False,True,9.751753225174075e-06,2.3243493648340068e-49,7.787815759946663e-05,0.0,0.0,1e-06,5984134206.02149,0.0
C2R_K15MPa_seed1001723,3,18,0.03797289681504368,0.16855670113508092,4.9999999999999996e-06,1.9999999999999998e-05,0.29385149938244104,0.0,0.5457097210335504,0.0,0.0,0.0,2.193742535531659e-74,3.410074510168954,4,1,False,True,2.268663953641767e-05,1.2499369167830741e-48,0.00010056479713588426,0.0,0.0,1e-06,5984134206.02149,0.0
C2R_K15MPa_seed1001723,4,205,0.06553251151431003,0.23408921264939095,4.9999999999999996e-06,2.4999999999999998e-05,0.40379207053409627,0.0,0.40379151317015355,0.0,0.0,0.0,5.8197628704700313e-08,0.35940039563036524,5,1,False,True,3.910686190991958e-05,3.682863313925623e-48,0.00013967165904580348,0.0,0.0,1e-06,5984134206.02149,0.0
C2R_K15MPa_seed1001723,5,2,0.006906714353208554,0.2409959270025995,4.9999999999999996e-06,2.9999999999999997e-05,0.4744049691644784,0.0,0.42179571837591673,0.0,0.0,0.0,0.4850707882495817,0.6369055091541016,6,1,False,True,4.135078937447644e-06,4.1903570659334936e-50,0.0001438067379832511,0.0,0.0,1e-06,5984134206.02149,0.0
C2R_K15MPa_seed1001723,6,4,0.01223962042110946,0.25323554742370896,4.9999999999999996e-06,3.5e-05,0.2669462950780279,0.0,0.4731490463633944,0.0,0.0,0.0,0.021351016695838408,1.1543662337503555,7,1,False,True,7.324104681232574e-06,1.312674983731963e-49,0.0001511308426644836,0.0,0.0,1e-06,5984134206.02149,0.0
C2R_K15MPa_seed1720,0,1,0.00144308969830943,0.00144308969830943,4.9999999999999996e-06,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.6945856811254734,0.4332087756327596,1,1,False,True,8.647205279231458e-07,1.834809141300327e-51,8.647205279231458e-07,0.0,0.0,1e-06,5984134206.02149,0.0
C2R_K15MPa_seed1720,1,3,0.008325114009267647,0.009768203707577076,4.9999999999999996e-06,9.999999999999999e-06,0.2851917027051559,0.0,0.5851247341210492,0.0,0.0,0.0,1.4550654912812473e-11,0.004735693787404665,2,1,False,True,4.983515236808497e-06,6.083882766031703e-50,5.8482357647316475e-06,0.0,0.0,1e-06,5984134206.02149,0.0
C2R_K15MPa_seed1720,2,1,9.100736852696127e-05,0.009859211076104038,4.9999999999999996e-06,1.4999999999999999e-05,0.48921174713989357,0.0,0.40902019345681556,0.0,0.0,0.0,5.53300362805363,0.4743474603364672,3,1,False,True,5.456222773125943e-08,7.305778520297377e-54,5.9027979924629086e-06,0.0,0.0,1e-06,5984134206.02149,0.0
