canonical_job_key,protocol,row_name,cohesion,R,frequency_Hz,minimum_load_hold_s,config_hash,material_row_hash,physical_producer_sha,event_index,hazard_threshold_action,accepted_length_m,cumulative_extension_m,cumulative_time_s,cumulative_cycles,waiting_time_s_this_event,pre_event_max_pB,max_pB_post_commit,pre_event_K_rebond_Pa_sqrt_m,max_K_rebond_post_commit_Pa_sqrt_m,max_phase_resolved_K_rebond_Pa_sqrt_m,action_weighted_K_rebond_Pa_sqrt_m,cleavage_action,mpz_mobile_count,mpz_retained_count,mpz_emitted_total,r_eff,A_CB,A_BC,A_PC,A_CP,F_CB,F_BC,F_PC,F_CP,cycle_mean_p_P,cycle_mean_p_C,contact_time_sinusoid_s,contact_time_dwell_s
94bd7b36e800ce97cf0a22da247ac047c749eaf9dcb2e36903d2c9c9601334f0,7.1_R_panel,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,6b9631dc4d0c27367fd444f93a0d4894cdf66fa5,0,0.4332087756327596,4.9999999999999996e-06,4.9999999999999996e-06,0.0009992353948245368,0.9992353948245368,0.0009992353948245368,0.0,0.0,0.0,0.0,0.0,0.0,9.448052016388596e-07,0.001529680046682973,1.1581825867433595e-46,0.001529680046682973,1e-06,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED
94bd7b36e800ce97cf0a22da247ac047c749eaf9dcb2e36903d2c9c9601334f0,7.1_R_panel,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,6b9631dc4d0c27367fd444f93a0d4894cdf66fa5,1,0.004735693787404665,4.9999999999999996e-06,9.999999999999999e-06,0.0073494598444226325,7.349459844422633,0.0063502244495980955,0.48741160140647294,0.9687333189285326,900000.0,395.82382174140804,900000.0,900000.0000000008,1.475606015717356e-73,0.009311378425222875,4.383310425960279e-45,0.010841058471905848,1e-06,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED
94bd7b36e800ce97cf0a22da247ac047c749eaf9dcb2e36903d2c9c9601334f0,7.1_R_panel,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,6b9631dc4d0c27367fd444f93a0d4894cdf66fa5,2,0.4743474603364672,4.9999999999999996e-06,1.4999999999999999e-05,0.0074190862432619645,7.419086243261965,6.962639883933194e-05,0.9755970681959025,0.7033845590256312,900000.0,102.6741800670489,900000.0,900000.0,1.7193221867389865e-06,0.00010889610813070992,5.804433404781182e-49,0.010949954580036562,1e-06,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED
94bd7b36e800ce97cf0a22da247ac047c749eaf9dcb2e36903d2c9c9601334f0,7.1_R_panel,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,6b9631dc4d0c27367fd444f93a0d4894cdf66fa5,3,1.063242955769338,4.9999999999999996e-06,1.9999999999999998e-05,0.014352359231808196,14.3523592318082,0.006933272988546232,0.8562580323662272,0.7469951302940251,900000.0,305.2345337875128,900000.0,900000.0000000001,4.9809958155092373e-23,0.010134396530122809,5.2002120652011595e-45,0.02108435111015938,1e-06,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED
94bd7b36e800ce97cf0a22da247ac047c749eaf9dcb2e36903d2c9c9601334f0,7.1_R_panel,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,6b9631dc4d0c27367fd444f93a0d4894cdf66fa5,4,3.9401919556857865,4.9999999999999996e-06,2.4999999999999998e-05,0.02995154613654475,29.95154613654475,0.015599186904736554,0.7298275298446463,0.9752458868177009,900000.0,398.50135418378187,900000.0,900000.0000000002,5.447266746451794e-74,0.02199567759365139,2.489678290099201e-44,0.043080028703810745,1e-06,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED
94bd7b36e800ce97cf0a22da247ac047c749eaf9dcb2e36903d2c9c9601334f0,7.1_R_panel,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,6b9631dc4d0c27367fd444f93a0d4894cdf66fa5,5,4.685684778076526,4.9999999999999996e-06,2.9999999999999997e-05,0.08791980977736134,87.91980977736137,0.05796826364081659,0.9716925016315355,0.776633053713812,900000.0,317.34511168617905,900000.0,899999.9999999999,1.2079986508530852e-38,0.07434857981189587,2.9475312954171315e-43,0.1174286085157066,1e-06,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED
94bd7b36e800ce97cf0a22da247ac047c749eaf9dcb2e36903d2c9c9601334f0,7.1_R_panel,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,6b9631dc4d0c27367fd444f93a0d4894cdf66fa5,6,0.8521657919641812,4.9999999999999996e-06,3.5e-05,0.15682508039210852,156.8250803921085,0.06890527061474717,0.9769958625034678,0.8224830189375578,900000.0,336.0801233556243,900000.0,900000.0,5.648411765706069e-53,0.08688770923238479,4.045916207727088e-43,0.20431631774809114,1e-06,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED
94bd7b36e800ce97cf0a22da247ac047c749eaf9dcb2e36903d2c9c9601334f0,7.1_R_panel,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,6b9631dc4d0c27367fd444f93a0d4894cdf66fa5,7,1.7287324266244588,4.9999999999999996e-06,3.9999999999999996e-05,0.16931815446001516,169.3181544600152,0.012493074067906645,0.2782427579061819,0.8272285971961407,900000.0,338.0192452356491,900000.0,900000.0,4.647889750296467e-57,0.01781470069727782,1.6250781515090894e-44,0.22213101844536895,1e-06,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED
94bd7b36e800ce97cf0a22da247ac047c749eaf9dcb2e36903d2c9c9601334f0,7.1_R_panel,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,6b9631dc4d0c27367fd444f93a0d4894cdf66fa5,8,0.2231995271257637,4.9999999999999996e-06,4.4999999999999996e-05,0.19471038176595015,194.7103817659502,0.02539222730593499,0.23129323467729943,0.9689597148333461,900000.0,395.9324886625076,900000.0,900000.0,1.914569935203663e-43,0.034781857452026374,6.300471708610137e-44,0.2569128758973952,1e-06,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED
94bd7b36e800ce97cf0a22da247ac047c749eaf9dcb2e36903d2c9c9601334f0,7.1_R_panel,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,6b9631dc4d0c27367fd444f93a0d4894cdf66fa5,9,1.8975835192495756,4.9999999999999996e-06,4.9999999999999996e-05,0.19799388190304668,197.9938819030467,0.0032835001370965233,0.5090951999235332,0.5090940854765558,900000.0,208.02426711119742,900000.0,900000.0,8.868878461185661e-07,0.004911205496213056,1.2078342223419266e-45,0.26182408139360813,1e-06,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED,NOT_ARCHIVED
