Kmax_Pa_sqrt_m,R,frequency_Hz,minimum_load_hold_s,mean_p_P,mean_p_C,mean_p_B,max_p_B,min_p_B,A_CB,A_BC,A_PC,A_CP,F_CB,F_BC,F_PC,F_CP,contact_time_s,contact_time_sinusoid_s,contact_time_dwell_s,predicted_static_shield_equivalent_K_b_Pa_sqrt_m,any_barrier_floored,any_cooperative_saturated,convergence_residual,row_name,chemistry_factor,K_rebond_max_Pa_sqrt_m,axis
21000000.0,-0.1,10000.0,0.0005,0.3333333333333372,0.5210021378655397,0.1456645288011229,0.1676782335927283,0.14369128721659477,0.04860746703083619,0.15983606557365607,0.0,0.0,0.024833894848791293,0.02483389484879125,0.0,0.0,0.00051875,1.8750000000000002e-05,0.0005,131098.0759210106,False,False,0.0,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
21000000.0,-0.1,100.0,0.002,0.333333333333316,0.5628923391746082,0.10377432749207623,0.5647701682950378,0.00018244969960568247,3.534053848197212,15.983606557365611,0.0,0.0,1.1038318189952059,1.1038318189952059,0.0,0.0,0.003875,0.0018749999999999997,0.002,93396.89474286861,False,False,1.2412670766236366e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
21000000.0,-0.1,1000.0,0.002,0.33333333333326964,0.4643665997895952,0.20230006687713548,0.5871195543676955,0.14636522648135303,2.043658379168685,1.5983606557365642,0.0,0.0,0.5022030904666736,0.5022030904666734,0.0,0.0,0.0021875,0.00018750000000000006,0.002,182070.06018942193,False,False,4.47545209131181e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
21000000.0,-0.1,10000.0,0.002,0.3333333333333713,0.10983341339343404,0.5568332532731949,0.6495336348198602,0.5546029991496395,1.8946188322658324,0.15983606557365607,0.0,0.0,0.09603138394496347,0.09603138394496347,0.0,0.0,0.00201875,1.8750000000000002e-05,0.002,501149.9279458754,False,False,2.2228841655759984e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
21000000.0,-0.1,100000.0,0.002,0.3333333333333232,0.012402854737539215,0.6542638119291375,0.6647663812314271,0.6542372871436722,1.879714877575547,0.015983606557365644,0.0,0.0,0.010540993808517264,0.010540993808517262,0.0,0.0,0.002001875,1.875e-06,0.002,588837.4307362238,False,False,1.1102569054260746e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
21000000.0,-0.1,100.0,0.002,0.3333333333333303,0.6193491282614261,0.04731753840524396,0.2872101367786121,8.83018620283642e-05,1.0602161544591637,15.983606557365611,0.0,0.0,0.5481000780310024,0.5481000780310024,0.0,0.0,0.003875,0.0018749999999999997,0.002,42585.784564719565,False,False,0.0,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
21000000.0,-0.1,1000.0,0.002,0.3333333333332971,0.5564529023476807,0.11021376431902234,0.33177402534154504,0.07837216741144946,0.6130975137506055,1.5983606557365642,0.0,0.0,0.2784814927405687,0.2784814927405688,0.0,0.0,0.0021875,0.00018750000000000006,0.002,99192.3878871201,False,False,1.7554167342883506e-16,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
21000000.0,-0.1,10000.0,0.002,0.3333333333333342,0.18801820066113265,0.47864846600553335,0.5585412587934683,0.47672644454105567,0.5683856496797497,0.15983606557365607,0.0,0.0,0.08256324768550012,0.08256324768550008,0.0,0.0,0.00201875,1.8750000000000002e-05,0.002,430783.61940498004,False,False,1.3877787807814457e-17,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
21000000.0,-0.1,100.0,0.002,0.3333333333333,0.6485343052814434,0.018132361385257024,0.1141781511035505,3.442294339772528e-05,0.35340538481972084,15.983606557365611,0.0,0.0,0.21588080315733132,0.2158808031573312,0.0,0.0,0.003875,0.0018749999999999997,0.002,16319.12524673132,False,False,2.2591401799415137e-16,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
21000000.0,-0.1,1000.0,0.002,0.3333333333333071,0.6199780863923577,0.04668858027433519,0.14156756177809535,0.03308246607533622,0.20436583791686827,1.5983606557365642,0.0,0.0,0.11838858626391884,0.1183885862639189,0.0,0.0,0.0021875,0.00018750000000000006,0.002,42019.72224690167,False,False,1.2412670766236366e-16,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
21000000.0,-0.1,10000.0,0.002,0.33333333333334825,0.33242195115335793,0.33424471551329393,0.3900508054036717,0.3329021683128086,0.189461883226583,0.15983606557365607,0.0,0.0,0.057655903413857484,0.05765590341385748,0.0,0.0,0.00201875,1.8750000000000002e-05,0.002,300820.24396196456,False,False,7.850462293418876e-17,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,100.0,0.0,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,0.0,19.672131147526905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,1000.0,0.0,0.33333333333333337,0.6666666666666669,0.0,0.0,0.0,0.0,1.9672131147526946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,10000.0,0.0,0.33333333333333337,0.6666666666666667,2.0301895476643429e-35,2.2329897352749012e-35,1.8342213601130521e-35,0.0,0.19672131147526897,0.0,0.0,0.0,3.9876837516184934e-36,0.0,0.0,0.0,0.0,0.0,1.8271705928979086e-29,False,False,3.9876837516184934e-36,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,100.0,0.0,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,0.0,19.672131147526905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,1000.0,0.0,0.33333333333333337,0.6666666666666669,0.0,0.0,0.0,0.0,1.9672131147526946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,10000.0,0.0,0.33333333333333337,0.6666666666666667,2.0301895476643429e-35,2.2329897352749012e-35,1.8342213601130521e-35,0.0,0.19672131147526897,0.0,0.0,0.0,3.9876837516184934e-36,0.0,0.0,0.0,0.0,0.0,1.8271705928979086e-29,False,False,3.9876837516184934e-36,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,100.0,0.0,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,0.0,19.672131147526905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,1000.0,0.0,0.33333333333333337,0.6666666666666669,0.0,0.0,0.0,0.0,1.9672131147526946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,10000.0,0.0,0.33333333333333337,0.6666666666666667,2.0301895476643429e-35,2.2329897352749012e-35,1.8342213601130521e-35,0.0,0.19672131147526897,0.0,0.0,0.0,3.9876837516184934e-36,0.0,0.0,0.0,0.0,0.0,1.8271705928979086e-29,False,False,3.9876837516184934e-36,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,100.0,0.0005,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,20.655737704903252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,1000.0,0.0005,0.33333333333333326,0.6666666666666669,0.0,0.0,0.0,0.0,2.950819672129041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,10000.0,0.0005,0.3333333333333333,0.6666666666666666,2.5185869224715366e-206,3.012497073786695e-206,9.253728501957707e-207,0.0,1.1803278688516152,0.0,0.0,0.0,2.0871242235909243e-206,0.0,0.0,0.0,0.0,0.0,2.266728230224383e-200,False,False,0.0,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,100.0,0.0005,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,20.655737704903252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,1000.0,0.0005,0.33333333333333326,0.6666666666666669,0.0,0.0,0.0,0.0,2.950819672129041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,10000.0,0.0005,0.3333333333333333,0.6666666666666666,2.5185869224715366e-206,3.012497073786695e-206,9.253728501957707e-207,0.0,1.1803278688516152,0.0,0.0,0.0,2.0871242235909243e-206,0.0,0.0,0.0,0.0,0.0,2.266728230224383e-200,False,False,0.0,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,100.0,0.0005,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,0.0,20.655737704903252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,1000.0,0.0005,0.33333333333333326,0.6666666666666669,0.0,0.0,0.0,0.0,2.950819672129041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,10000.0,0.0005,0.3333333333333333,0.6666666666666666,2.5185869224715366e-206,3.012497073786695e-206,9.253728501957707e-207,0.0,1.1803278688516152,0.0,0.0,0.0,2.0871242235909243e-206,0.0,0.0,0.0,0.0,0.0,2.266728230224383e-200,False,False,0.0,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,100.0,0.002,0.3333333333333333,0.6666666666666669,0.0,0.0,0.0,0.0,23.60655737703229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,1000.0,0.002,0.3333333333333333,0.6666666666666669,0.0,0.0,0.0,0.0,5.901639344258079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,10000.0,0.002,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,0.0,4.131147540980654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,100.0,0.002,0.3333333333333333,0.6666666666666669,0.0,0.0,0.0,0.0,23.60655737703229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,1000.0,0.002,0.3333333333333333,0.6666666666666669,0.0,0.0,0.0,0.0,5.901639344258079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,10000.0,0.002,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,0.0,4.131147540980654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,100.0,0.002,0.3333333333333333,0.6666666666666669,0.0,0.0,0.0,0.0,23.60655737703229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,1000.0,0.002,0.3333333333333333,0.6666666666666669,0.0,0.0,0.0,0.0,5.901639344258079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
21000000.0,0.1,10000.0,0.002,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,0.0,4.131147540980654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,1000.0,0.0,0.33333333333332343,0.46332603704081704,0.20334062962585994,0.32429666234691445,0.1008491599337671,0.5023795637219014,1.168032786884412,0.0,0.0,0.22344750241314737,0.22344750241314743,0.0,0.0,0.00040625000000000004,0.00040625000000000004,0.0,91503.28333163698,False,False,5.551115123125783e-17,SAT_EXISTING,1.0,450000.0,cohesive_strength
18000000.0,-0.5,1000.0,0.0,0.3333333333333294,0.44940087943052026,0.2172657872361502,0.3460390049742017,0.10761055233628412,0.5559693340690008,1.168032786884412,0.0,0.0,0.23842845263791757,0.23842845263791765,0.0,0.0,0.00040625000000000004,0.00040625000000000004,0.0,97769.60425626759,False,False,2.7755575615628914e-17,SAT_EXISTING,1.0,450000.0,cohesive_strength
21000000.0,-0.5,1000.0,0.0,0.33333333333332776,0.43487629764188307,0.2317903690247892,0.3686260895721637,0.11463464099193807,0.6163764201383362,1.168032786884412,0.0,0.0,0.25399144858022565,0.2539914485802257,0.0,0.0,0.00040625000000000004,0.00040625000000000004,0.0,104305.66606115513,False,False,5.551115123125783e-17,SAT_EXISTING,1.0,450000.0,cohesive_strength
15000000.0,-0.5,1000.0,0.0,0.33333333333332343,0.46332603704081704,0.20334062962585994,0.32429666234691445,0.1008491599337671,0.5023795637219014,1.168032786884412,0.0,0.0,0.22344750241314737,0.22344750241314743,0.0,0.0,0.00040625000000000004,0.00040625000000000004,0.0,183006.56666327396,False,False,5.551115123125783e-17,SAT_EXISTING,1.0,900000.0,cohesive_strength
18000000.0,-0.5,1000.0,0.0,0.3333333333333294,0.44940087943052026,0.2172657872361502,0.3460390049742017,0.10761055233628412,0.5559693340690008,1.168032786884412,0.0,0.0,0.23842845263791757,0.23842845263791765,0.0,0.0,0.00040625000000000004,0.00040625000000000004,0.0,195539.20851253517,False,False,2.7755575615628914e-17,SAT_EXISTING,1.0,900000.0,cohesive_strength
21000000.0,-0.5,1000.0,0.0,0.33333333333332776,0.43487629764188307,0.2317903690247892,0.3686260895721637,0.11463464099193807,0.6163764201383362,1.168032786884412,0.0,0.0,0.25399144858022565,0.2539914485802257,0.0,0.0,0.00040625000000000004,0.00040625000000000004,0.0,208611.33212231027,False,False,5.551115123125783e-17,SAT_EXISTING,1.0,900000.0,cohesive_strength
15000000.0,-0.5,1000.0,0.0,0.33333333333332343,0.46332603704081704,0.20334062962585994,0.32429666234691445,0.1008491599337671,0.5023795637219014,1.168032786884412,0.0,0.0,0.22344750241314737,0.22344750241314743,0.0,0.0,0.00040625000000000004,0.00040625000000000004,0.0,366013.1333265479,False,False,5.551115123125783e-17,SAT_EXISTING,1.0,1800000.0,cohesive_strength
18000000.0,-0.5,1000.0,0.0,0.3333333333333294,0.44940087943052026,0.2172657872361502,0.3460390049742017,0.10761055233628412,0.5559693340690008,1.168032786884412,0.0,0.0,0.23842845263791757,0.23842845263791765,0.0,0.0,0.00040625000000000004,0.00040625000000000004,0.0,391078.41702507035,False,False,2.7755575615628914e-17,SAT_EXISTING,1.0,1800000.0,cohesive_strength
21000000.0,-0.5,1000.0,0.0,0.33333333333332776,0.43487629764188307,0.2317903690247892,0.3686260895721637,0.11463464099193807,0.6163764201383362,1.168032786884412,0.0,0.0,0.25399144858022565,0.2539914485802257,0.0,0.0,0.00040625000000000004,0.00040625000000000004,0.0,417222.66424462054,False,False,5.551115123125783e-17,SAT_EXISTING,1.0,1800000.0,cohesive_strength
15000000.0,-0.95,100.0,0.0,0.3333333333333136,0.33243470573635636,0.3342319609303298,0.6666666666666854,4.839732600929307e-08,34.54931294604423,16.43835616438378,0.0,0.0,0.6666666182693592,0.6666666182693592,0.0,0.0,0.005,0.005,0.0,300808.76483729685,False,False,1.1102231569740467e-16,COMPETING_REVERSIBLE,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,1000.0,0.0,0.33333333333329984,0.2599690905806239,0.4066975760860762,0.6495721802455822,0.12552166153061245,3.4549312946044224,1.6438356164383785,0.0,0.0,0.5240505187149695,0.5240505187149702,0.0,0.0,0.0005,0.0005,0.0,366027.81847746857,False,False,1.7554167342883506e-16,COMPETING_REVERSIBLE,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,10000.0,0.0,0.33333333333322995,0.21566845763435857,0.4509982090324117,0.4875756853899369,0.4136672757040525,0.3454931294604422,0.1643835616438378,0.0,0.0,0.07390840968588439,0.07390840968588465,0.0,0.0,5e-05,5e-05,0.0,405898.3881291706,False,False,5.585701844806365e-16,COMPETING_REVERSIBLE,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,100.0,0.0,0.3333333333333185,0.3615449420341154,0.3051217246325661,0.666645651350929,4.8395800381661195e-08,10.364793883813274,16.43835616438378,0.0,0.0,0.6666456029551288,0.6666456029551283,0.0,0.0,0.005,0.005,0.0,274609.55216930946,False,False,1.6263032587282567e-19,COMPETING_REVERSIBLE,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,1000.0,0.0,0.3333333333332916,0.40238258817674943,0.2642840784899589,0.46185545913587334,0.08924776396027467,1.0364793883813266,1.6438356164383785,0.0,0.0,0.3726076951755988,0.372607695175599,0.0,0.0,0.0005,0.0005,0.0,237855.67064096298,False,False,2.3714374201337736e-16,COMPETING_REVERSIBLE,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,10000.0,0.0,0.33333333333329596,0.40878986086214925,0.25787680580455485,0.2791734832204072,0.23685540053179274,0.1036479388381327,0.1643835616438378,0.0,0.0,0.04231808268861433,0.042318082688614644,0.0,0.0,5e-05,5e-05,0.0,232089.12522409938,False,False,1.5700924586837752e-16,COMPETING_REVERSIBLE,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,100.0,0.0,0.3333333333333088,0.4192999882184787,0.24736667844821253,0.6456070183813167,4.6868480013730994e-08,3.454931294604418,16.43835616438378,0.0,0.0,0.6456069715128367,0.6456069715128366,0.0,0.0,0.005,0.005,0.0,222630.01060339127,False,False,2.2204463139480933e-16,COMPETING_REVERSIBLE,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,1000.0,0.0,0.33333333333331705,0.5418157728208028,0.12485089384588009,0.22561359096538872,0.04359699147084306,0.34549312946044203,1.6438356164383785,0.0,0.0,0.1820165994945457,0.1820165994945458,0.0,0.0,0.0005,0.0005,0.0,112365.80446129208,False,False,1.1102230246251565e-16,COMPETING_REVERSIBLE,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,10000.0,0.0,0.33333333333329257,0.5507861525496843,0.11588051411702305,0.12549971800704549,0.10647603644977174,0.03454931294604418,0.1643835616438378,0.0,0.0,0.01902368155727376,0.019023681557273894,0.0,0.0,5e-05,5e-05,0.0,104292.46270532074,False,False,3.3766115072321297e-16,COMPETING_REVERSIBLE,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,100.0,0.0005,0.3333333333333333,0.32387656103907964,0.34279010562758744,0.6666666666666663,0.00017800201980103684,39.25608697802241,16.43835616438378,0.0,0.0,1.3269547473221732,1.3269547473221726,0.0,0.0,0.0055,0.005,0.0004999999999999996,308511.0950648287,False,False,8.673617379884035e-19,COMPETING_REVERSIBLE,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,1000.0,0.0005,0.3333333333332565,0.2364976910772066,0.4301689755895369,0.6632444810852789,0.28784959128953336,8.161705326582599,1.6438356164383785,0.0,0.0,0.7386577675282924,0.7386577675282927,0.0,0.0,0.001,0.0005,0.0005,387152.07803058316,False,False,5.551223542284261e-16,COMPETING_REVERSIBLE,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,10000.0,0.0005,0.333333333333189,0.08022740291078713,0.586439263756025,0.665877329060859,0.5792913457631245,5.052267161438619,0.1643835616438378,0.0,0.0,0.10216526881413912,0.10216526881413916,0.0,0.0,0.00055,5e-05,0.0005,527795.3373804225,False,False,1.1102239193033465e-15,COMPETING_REVERSIBLE,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,100000.0,0.0005,0.3333333333333431,0.010672051318315412,0.6559946153483412,0.6665692991155527,0.6558886156031223,4.741323344924221,0.016438356164383775,0.0,0.0,0.010869278720970686,0.010869278720970684,0.0,0.0,0.000505,5e-06,0.0005,590395.1538135072,False,False,1.1102230577123805e-16,COMPETING_REVERSIBLE,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,100.0,0.0005,0.3333333333333189,0.35738719308842853,0.3092794735782528,0.6666456556324629,0.0001358710445153719,11.776826093406727,16.43835616438378,0.0,0.0,1.1706088385296978,1.170608838529697,0.0,0.0,0.0055,0.005,0.0004999999999999996,278351.52622042754,False,False,1.1443916996305594e-16,COMPETING_REVERSIBLE,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,1000.0,0.0005,0.3333333333332723,0.3330507022651956,0.33361596440153235,0.559657461261072,0.22747010032414347,2.44851159797478,1.6438356164383785,0.0,0.0,0.6036310367303348,0.6036310367303348,0.0,0.0,0.001,0.0005,0.0005,300254.3679613791,False,False,3.4021815010030383e-16,COMPETING_REVERSIBLE,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,10000.0,0.0005,0.33333333333320525,0.11099642530102413,0.5556702413657711,0.6378336370985201,0.548327617837905,1.5156801484315858,0.1643835616438378,0.0,0.0,0.09730001275590106,0.0973000127559011,0.0,0.0,0.00055,5e-05,0.0005,500103.217229194,False,False,8.893228709106558e-16,COMPETING_REVERSIBLE,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,100.0,0.0005,0.3333333333333257,0.4217940709502465,0.24487259571642778,0.6456091480529466,6.746399617281373e-05,3.925608697802235,16.43835616438378,0.0,0.0,0.8957570239362489,0.8957570239362487,0.0,0.0,0.0055,0.005,0.0004999999999999996,220385.336144785,False,False,5.551115123125783e-17,COMPETING_REVERSIBLE,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,1000.0,0.0005,0.33333333333330695,0.4750776286464569,0.19158903802023658,0.3321264086994053,0.1310414851756038,0.8161705326582592,1.6438356164383785,0.0,0.0,0.35318702919269407,0.3531870291926943,0.0,0.0,0.001,0.0005,0.0005,172430.13421821292,False,False,1.7554167342883506e-16,COMPETING_REVERSIBLE,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,10000.0,0.0005,0.3333333333332169,0.19740338095144747,0.4692632857153365,0.5394579665442135,0.46299556440721723,0.5052267161438614,0.1643835616438378,0.0,0.0,0.08222782435486335,0.08222782435486349,0.0,0.0,0.00055,5e-05,0.0005,422336.95714380284,False,False,6.866350197783356e-16,COMPETING_REVERSIBLE,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,100.0,0.002,0.3333333333333333,0.3665077182060972,0.30015894846056984,0.6666666666666664,0.00017962428448436602,53.376409073956935,16.43835616438378,0.0,0.0,1.3329740803241419,1.3329740803241414,0.0,0.0,0.007,0.005,0.002,270143.05361451284,False,False,0.0,COMPETING_REVERSIBLE,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,1000.0,0.002,0.3333333333332643,0.30735765261079157,0.3593090140559444,0.6666666641438268,0.28787048121560094,22.282027422517128,1.6438356164383785,0.0,0.0,0.7406022323609492,0.7406022323609492,0.0,0.0,0.0025,0.0005,0.002,323378.11265034997,False,False,5.551115123125783e-16,COMPETING_REVERSIBLE,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,10000.0,0.002,0.33333333333318543,0.08485189879648282,0.5818147678703325,0.6666666660880238,0.5797653976093364,19.17258925737315,0.1643835616438378,0.0,0.0,0.10226816039778969,0.10226816039778971,0.0,0.0,0.00205,5e-05,0.002,523633.29108329926,False,False,1.1102230246251565e-15,COMPETING_REVERSIBLE,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,100000.0,0.002,0.33333333333334303,0.010658616080383812,0.6560080505862733,0.6666666665954879,0.6559811429834462,18.86164544085875,0.016438356164383775,0.0,0.0,0.010870839354730039,0.01087083935473004,0.0,0.0,0.002005,5e-06,0.002,590407.245527646,False,False,1.1102230246251565e-16,COMPETING_REVERSIBLE,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,100.0,0.002,0.3333333333333036,0.39083586676802745,0.27583079989866877,0.6666456569917607,0.00017899144142868983,16.012922722187085,16.43835616438378,0.0,0.0,1.3306049434009681,1.3306049434009681,0.0,0.0,0.007,0.005,0.002,248247.7199088019,False,False,2.2204502844110104e-16,COMPETING_REVERSIBLE,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,1000.0,0.002,0.3333333333332629,0.3692348950306118,0.2974317716361257,0.6651443720625687,0.23470033773229781,6.68460822675514,1.6438356164383785,0.0,0.0,0.6719647173175768,0.6719647173175773,0.0,0.0,0.0025,0.0005,0.002,267688.5944725131,False,False,5.551130369697895e-16,COMPETING_REVERSIBLE,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,10000.0,0.002,0.3333333333331904,0.0942930725150439,0.572373594151767,0.6663264306463487,0.5701212908059826,5.751776777211946,0.1643835616438378,0.0,0.0,0.10141516146065752,0.10141516146065754,0.0,0.0,0.00205,5e-05,0.002,515136.2347365903,False,False,1.1102231847673116e-15,COMPETING_REVERSIBLE,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,100.0,0.002,0.3333333333333303,0.44216710090812705,0.22449956575854285,0.6456118278733707,0.00015229669624767668,5.337640907395687,16.43835616438378,0.0,0.0,1.2105272477233715,1.210527247723371,0.0,0.0,0.007,0.005,0.002,202049.60918268855,False,False,1.3877787807814457e-17,COMPETING_REVERSIBLE,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,1000.0,0.002,0.33333333333328324,0.4459151047899637,0.22075156187675354,0.5905357453027936,0.1663885783013264,2.2282027422517108,1.6438356164383785,0.0,0.0,0.5430653124394552,0.5430653124394555,0.0,0.0,0.0025,0.0005,0.002,198676.40568907818,False,False,3.4021815010030383e-16,COMPETING_REVERSIBLE,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.95,10000.0,0.002,0.3333333333331942,0.1113243139595153,0.5553423527072916,0.6493829858134166,0.5530906496904907,1.917258925737313,0.1643835616438378,0.0,0.0,0.09861933108607879,0.09861933108607883,0.0,0.0,0.00205,5e-05,0.002,499808.11743656243,False,False,9.996884940843768e-16,COMPETING_REVERSIBLE,0.1,900000.0,kinetic_chemistry_and_conditions
