canonical_job_key,seed,protocol,row_name,cohesion,R,frequency_Hz,minimum_load_hold_s,Kmax_Pa_sqrt_m,config_hash,material_row_hash,physical_producer_sha,event_index,hazard_threshold_action,accepted_length_m,cumulative_extension_m,cumulative_time_s,cumulative_cycles,waiting_time_s_this_event,pre_event_max_pB,max_pB_post_commit,pre_event_K_rebond_Pa_sqrt_m,max_K_rebond_post_commit_Pa_sqrt_m,cleavage_action
248b832748571c0e4dfdcd0c99ef54b86447d7f050a9719ef922e1acdd20ac4b,1720,D1,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,18000000.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,91b66e99ff17aa0010e0c954a279a3b9748277f8,0,0.4332087756327596,4.9999999999999996e-06,4.9999999999999996e-06,0.0009992353948245368,0.9992353948245368,0.0009992353948245368,0.0,0.0,0.0,0.0,9.448052016388596e-07
248b832748571c0e4dfdcd0c99ef54b86447d7f050a9719ef922e1acdd20ac4b,1720,D1,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,18000000.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,91b66e99ff17aa0010e0c954a279a3b9748277f8,1,0.004735693787404665,4.9999999999999996e-06,9.999999999999999e-06,0.0073494598444226325,7.349459844422633,0.0063502244495980955,0.48741160140647294,0.9687333189285326,900000.0,395.82382174140804,1.475606015717356e-73
248b832748571c0e4dfdcd0c99ef54b86447d7f050a9719ef922e1acdd20ac4b,1720,D1,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,18000000.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,91b66e99ff17aa0010e0c954a279a3b9748277f8,2,0.4743474603364672,4.9999999999999996e-06,1.4999999999999999e-05,0.0074190862432619645,7.419086243261965,6.962639883933194e-05,0.9755970681959025,0.7033845590256312,900000.0,102.6741800670489,1.7193221867389865e-06
248b832748571c0e4dfdcd0c99ef54b86447d7f050a9719ef922e1acdd20ac4b,1720,D1,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,18000000.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,91b66e99ff17aa0010e0c954a279a3b9748277f8,3,1.063242955769338,4.9999999999999996e-06,1.9999999999999998e-05,0.014352359231808196,14.3523592318082,0.006933272988546232,0.8562580323662272,0.7469951302940251,900000.0,305.2345337875128,4.9809958155092373e-23
248b832748571c0e4dfdcd0c99ef54b86447d7f050a9719ef922e1acdd20ac4b,1720,D1,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,18000000.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,91b66e99ff17aa0010e0c954a279a3b9748277f8,4,3.9401919556857865,4.9999999999999996e-06,2.4999999999999998e-05,0.02995154613654475,29.95154613654475,0.015599186904736554,0.7298275298446463,0.9752458868177009,900000.0,398.50135418378187,5.447266746451794e-74
248b832748571c0e4dfdcd0c99ef54b86447d7f050a9719ef922e1acdd20ac4b,1720,D1,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,18000000.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,91b66e99ff17aa0010e0c954a279a3b9748277f8,5,4.685684778076526,4.9999999999999996e-06,2.9999999999999997e-05,0.08791980977736134,87.91980977736137,0.05796826364081659,0.9716925016315355,0.776633053713812,900000.0,317.34511168617905,1.2079986508530852e-38
248b832748571c0e4dfdcd0c99ef54b86447d7f050a9719ef922e1acdd20ac4b,1720,D1,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,18000000.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,91b66e99ff17aa0010e0c954a279a3b9748277f8,6,0.8521657919641812,4.9999999999999996e-06,3.5e-05,0.15682508039210852,156.8250803921085,0.06890527061474717,0.9769958625034678,0.8224830189375578,900000.0,336.0801233556243,5.648411765706069e-53
248b832748571c0e4dfdcd0c99ef54b86447d7f050a9719ef922e1acdd20ac4b,1720,D1,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,18000000.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,91b66e99ff17aa0010e0c954a279a3b9748277f8,7,1.7287324266244588,4.9999999999999996e-06,3.9999999999999996e-05,0.16931815446001516,169.3181544600152,0.012493074067906645,0.2782427579061819,0.8272285971961407,900000.0,338.0192452356491,4.647889750296467e-57
248b832748571c0e4dfdcd0c99ef54b86447d7f050a9719ef922e1acdd20ac4b,1720,D1,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,18000000.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,91b66e99ff17aa0010e0c954a279a3b9748277f8,8,0.2231995271257637,4.9999999999999996e-06,4.4999999999999996e-05,0.19471038176595015,194.7103817659502,0.02539222730593499,0.23129323467729943,0.9689597148333461,900000.0,395.9324886625076,1.914569935203663e-43
248b832748571c0e4dfdcd0c99ef54b86447d7f050a9719ef922e1acdd20ac4b,1720,D1,COMPETING_REVERSIBLE,finite,-0.95,1000.0,0.0,18000000.0,947d80130bf1397c4b3455ce514ef29687705ba6d3bf433ef3e5ec6fa7f1aaaf,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,91b66e99ff17aa0010e0c954a279a3b9748277f8,9,1.8975835192495756,4.9999999999999996e-06,4.9999999999999996e-05,0.19799388190304668,197.9938819030467,0.0032835001370965233,0.5090951999235332,0.5090940854765558,900000.0,208.02426711119742,8.868878461185661e-07
