claim_label,case,G_marginal_J_per_m2,J_kin_used_J_per_m2,J_local_signed_J_per_m2,accepted,accepted_state_id,action_type,apparent_compliance_after_m2_per_N,apparent_compliance_before_m2_per_N,applied_displacement_m,candidate_ids,completion_times_s,consumption_result,correlation_time_difference_s,directional_K_Pa_sqrt_m,equilibrium_status,geometry_status,hazard_derived_cost_per_arm_J_per_m,lambda_directional_per_s,local_J_invalid_reason,local_J_valid,net_energy_margin_J_per_m,participating_front_ids,pending_event_ids,physical_time_s,positive_directional_J_J_per_m2,postrollback_state_hash,posttrial_potential_energy_J_per_m,pretrial_potential_energy_J_per_m,pretrial_state_hash,proposed_arm_lengths_m,provider_identity,reaction_force_after_N_per_m,reaction_force_before_N_per_m,realized_arm_lengths_m,relative_energy_residual,released_energy_J_per_m,reservation_result,signed_directional_J_J_per_m2,step,topology_fingerprint_after,topology_fingerprint_before,total_dissipative_cost_J_per_m,trial_copy_bytes,trial_copy_wall_time_s,trial_id,veto_reason
CAPABILITY_DEMONSTRATION_NOT_VALIDATED_BRANCHING_PHYSICS,branching_disabled_control,[null],[12726.938242843291],[12726.938242843291],True,04e3530537ffcbcb5e3f4cddcd30e383cf4a6d68bf8948cf59af8efb35019892,one_arm,4.595686475357321e-12,4.595014482408664e-12,5.740000013538536e-05,"[""cleave:cleavage:(010):694b159e5c3c21b95300""]",[2410.8000056773253],consumed,0.0,[75245869.26564606],converged,realized,[4.992113801599821e-06],[1000000.0],[null],[true],0.0524179305370039,"[""b00000000""]","[""cleave:cleavage:(010):694b159e5c3c21b95300#event:0000000000000007""]",2410.800005686198,[12726.938242843291],,358.46222683043953,358.51464975309034,04e3530537ffcbcb5e3f4cddcd30e383cf4a6d68bf8948cf59af8efb35019892,[5e-06],v11_exact_crack_network_live_fem_v1,12489973.030834839,12491799.613501286,[5e-06],0.00014620861538881108,0.052422922650805504,accepted,[12726.938242843291],316,f8656daf336301c15a6adc545cb7a5296eb7b5441f04848f3a0a7229f31daeca,43ef9f6686d6a39f08bcc92cfd7981bef5f52f72edf8940d32f95140ab35b231,4.992113801599821e-06,0,1.833401620388031e-05,action:1:9a51be60764acfa1836157e7,
CAPABILITY_DEMONSTRATION_NOT_VALIDATED_BRANCHING_PHYSICS,branching_disabled_control,[null],[15743.39813487456],[15743.39813487456],True,95f78b7f247fa1ab555a25f6af31be6b0d6f026a72ac6df46f1345946706923d,one_arm,4.596839477686314e-12,4.595927060429168e-12,5.740000015538537e-05,"[""cleave:cleavage:(100):77278fedde405b16bcd0""]",[2410.800006429957],consumed,0.0,[83689299.85266443],converged,realized,[4.416766453047949e-06],[1000000.0],[null],[true],0.07114229228863242,"[""b00000000""]","[""cleave:cleavage:(100):77278fedde405b16bcd0#event:0000000000000005""]",2410.8000065261963,[15743.39813487456],,358.37231578690705,358.44346249596214,95f78b7f247fa1ab555a25f6af31be6b0d6f026a72ac6df46f1345946706923d,[5e-06],v11_exact_crack_network_live_fem_v1,12486840.237518148,12489319.216921024,[5e-06],0.00019847563069847824,0.07114670905508547,accepted,[15743.39813487456],324,1d10cb875821fce73b47f83c2d0abffd2439ab1b5bd521a3055eb16e5ae44787,cb3fb122e5fd0d483a33444309ec32bc7f609c6a3be06f3389a6c1407247ed13,4.416766453047949e-06,0,1.75421591848135e-05,action:1:a9cc273d8ffb71c9d7091a59,
CAPABILITY_DEMONSTRATION_NOT_VALIDATED_BRANCHING_PHYSICS,branching_disabled_control,[null],[16562.055323162047],[16562.055323162047],True,6fac20290019ebd5ed29af3f9f0350d317254889232310707a1d96d07bc93e94,one_arm,4.597803135481302e-12,4.5970169246548225e-12,5.7400000172885373e-05,"[""cleave:cleavage:(100):77278fedde405b16bcd0""]",[2410.800007163689],consumed,0.0,[85837648.3195355],converged,realized,[4.592850226991176e-06],[1000000.0],[null],[true],0.061273654724478356,"[""b00000000""]","[""cleave:cleavage:(100):77278fedde405b16bcd0#event:0000000000000006""]",2410.800007261195,[16562.055323162047],,358.297204421557,358.3584826691317,6fac20290019ebd5ed29af3f9f0350d317254889232310707a1d96d07bc93e94,[5e-06],v11_exact_crack_network_live_fem_v1,12484223.112975169,12486358.24354625,[5e-06],0.00017098424535146728,0.06127824757470535,accepted,[16562.055323162047],331,4626252ca762ec0a13f189a0a3b7f6916a896a463130431bc1c0ba2b051a1bb4,eab48b2919ea74685daa4ae4860223532fd53fe8f3a469377bbf5156d3a91b34,4.592850226991176e-06,0,1.8208986148238182e-05,action:1:785d246f2da91903613349ad,
CAPABILITY_DEMONSTRATION_NOT_VALIDATED_BRANCHING_PHYSICS,branching_disabled_control,[8245.897938093094],[8245.897938093094],[17360.510989050526],True,4947190a8964b21605641f0e32f3d5db92e1cbd94ff9dda122c396cd8d0d99ee,one_arm,4.598454859441717e-12,4.597925698179007e-12,5.7400000175385374e-05,"[""cleave:cleavage:(100):77278fedde405b16bcd0""]",[2410.8000072794375],consumed,0.0,[60567503.471739925],converged,realized,[8.365401247144755e-06],[1000000.0],"[""no_numerically_converged_independent_contour""]",[false],0.04122112428938886,"[""b00000000""]","[""cleave:cleavage:(100):77278fedde405b16bcd0#event:0000000000000007""]",2410.8000073661947,[8245.897938093094],,358.2464241623812,358.2876536520718,4947190a8964b21605641f0e32f3d5db92e1cbd94ff9dda122c396cd8d0d99ee,[5e-06],v11_exact_crack_network_live_fem_v1,12482453.765427222,12483890.333007872,[5e-06],0.00011505036210211731,0.041229489690636,accepted,[8245.897938093094],332,afba30cb8a5754e1beacdc4c0fce6a145993ad500d5c6c1ef70d470c3d7ae749,193d3a5547efd04da4037a236cf677c2b8c8d824e97a19f90390cd2c02f729b5,8.365401247144755e-06,0,1.8249964341521263e-05,action:1:39f63dc320cf0d0443dd9753,
CAPABILITY_DEMONSTRATION_NOT_VALIDATED_BRANCHING_PHYSICS,branching_disabled_control,[14875.582768490856],[14875.582768490856],[17112.527567589186],True,1cd865c95a2b9a3f6ebfe54fbd93b4736fff56480b727cad27ed2fdfee27038c,one_arm,4.600080729077299e-12,4.599125536544708e-12,5.740000018788538e-05,"[""cleave:cleavage:(010):694b159e5c3c21b95300""]",[2410.800007859566],consumed,0.0,[81350024.80307813],converged,realized,[4.911186014031674e-06],[1000000.0],"[""no_numerically_converged_independent_contour""]",[false],0.07437300265655394,"[""b00000000""]","[""cleave:cleavage:(010):694b159e5c3c21b95300#event:0000000000000008""]",2410.8000078911937,[14875.582768490856],,358.11980437027194,358.1941822841145,1cd865c95a2b9a3f6ebfe54fbd93b4736fff56480b727cad27ed2fdfee27038c,[5e-06],v11_exact_crack_network_live_fem_v1,12478041.923277047,12480633.488210808,[5e-06],0.00020763319544247187,0.07437791384256798,accepted,[14875.582768490856],337,c60781d8672f4fbc46159e2056db5e6b2ee67800f5c1a64171327c6fd812b3ce,7b700eca168563911ccf23a4088aaa989b03c6127745b839ac675fcf50594dba,4.911186014031674e-06,0,1.708301715552807e-05,action:1:7276d9be5504d70db15ef409,
CAPABILITY_DEMONSTRATION_NOT_VALIDATED_BRANCHING_PHYSICS,branching_disabled_control,[null],[18063.173982955454],[18063.173982955454],True,131afaa71943997889eca8df3746ed1a956f3db0145a5b6a4654322cbd60e5a2,one_arm,4.601286185387855e-12,4.6005825289986735e-12,5.740000023038539e-05,"[""cleave:cleavage:(010):694b159e5c3c21b95300""]",[2410.8000096748515],consumed,0.0,[89643277.74586008],converged,realized,[4.3851811808762275e-06],[1000000.0],[null],[true],0.05475547824879797,"[""b00000000""]","[""cleave:cleavage:(010):694b159e5c3c21b95300#event:0000000000000009""]",2410.8000096761903,[18063.173982955454],,358.02598379028234,358.0807436537123,131afaa71943997889eca8df3746ed1a956f3db0145a5b6a4654322cbd60e5a2,[5e-06],v11_exact_crack_network_live_fem_v1,12474772.90429545,12476680.913466543,[5e-06],0.000152913774949457,0.05475986342997885,accepted,[18063.173982955454],354,fe21563a685f850e57a54a05ff16b6ace7e8954fc6f91a9115016ba155ba20ce,32513b4b1457ee41e5f31e66384618c3c98582d61fe79f9fe6f4e8021bdc6940,4.3851811808762275e-06,0,1.741712912917137e-05,action:1:7e9a20d8ecba75a286276666,
CAPABILITY_DEMONSTRATION_NOT_VALIDATED_BRANCHING_PHYSICS,branching_disabled_control,[null],[17657.113456841704],[17657.113456841704],True,75991a1478895c8b51c25bd2becf7d0cb7546eb9b547033136c303176bd0d63e,one_arm,4.603207639171731e-12,4.6019625332248565e-12,5.7400000240385395e-05,"[""cleave:cleavage:(010):694b159e5c3c21b95300""]",[2410.8000100713302],consumed,0.0,[88629959.14776322],converged,realized,[4.754349433852901e-06],[1000000.0],[null],[true],0.09682224120866974,"[""b00000000""]","[""cleave:cleavage:(010):694b159e5c3c21b95300#event:0000000000000010""]",2410.8000100961895,[17657.113456841704],,357.87653804262027,357.9733650381784,75991a1478895c8b51c25bd2becf7d0cb7546eb9b547033136c303176bd0d63e,[5e-06],v11_exact_crack_network_live_fem_v1,12469565.733235868,12472939.496133175,[5e-06],0.00027047331076808886,0.09682699555810359,accepted,[17657.113456841704],358,e7b11fd91538e2852d2db9d909cc923f538812497d00bf6a0a95fddcec7c554a,23134cb56042e9304b829b23cdf7842d2735c37cbce62a4a2a6bd8653f68f95f,4.754349433852901e-06,0,1.8042046576738358e-05,action:1:d378c9873b08b036c33002e3,
CAPABILITY_DEMONSTRATION_NOT_VALIDATED_BRANCHING_PHYSICS,branching_disabled_control,[null],[18277.24656180686],[18277.24656180686],True,dd06b6ffb0f55e85773fd1cb199d009ec8c259fa39863b8ccb2391ed4611e7ca,one_arm,4.604432673458755e-12,4.603413019140711e-12,5.74000002453854e-05,"[""cleave:cleavage:(010):694b159e5c3c21b95300""]",[2410.8000102162077],consumed,0.0,[90172909.05169635],converged,realized,[4.6557279340320145e-06],[1000000.0],[null],[true],0.07924377788185735,"[""b00000000""]","[""cleave:cleavage:(010):694b159e5c3c21b95300#event:0000000000000011""]",2410.800010306189,[18277.24656180686],,357.7813231108977,357.8605715445075,dd06b6ffb0f55e85773fd1cb199d009ec8c259fa39863b8ccb2391ed4611e7ca,[5e-06],v11_exact_crack_network_live_fem_v1,12466248.138724048,12469009.408175996,[5e-06],0.00022143757704249273,0.07924843360979139,accepted,[18277.24656180686],360,997d812098e71f211abb4b8a2f45b873af67c2f0e0d2a523baf970d6a69d3583,4cdd1c90de0cf4b7d44516de49a89995f92a854309ddfa9b198192cc44459806,4.6557279340320145e-06,0,1.8208986148238182e-05,action:1:e3d6b9e22755df65e9a75d98,
CAPABILITY_DEMONSTRATION_NOT_VALIDATED_BRANCHING_PHYSICS,branching_disabled_control,[21194.3996348964],[21194.3996348964],[22186.034154182576],True,1f9737292f388e77428a5a61f553f4e317b6e9a0740ba1dd517e69d2f8e6fd24,one_arm,4.605867026537213e-12,4.604502784379835e-12,5.74000002528854e-05,"[""cleave:cleavage:(100):77278fedde405b16bcd0""]",[2410.8000106086706],consumed,0.0,[97102688.57884386],converged,realized,[4.308389819808935e-06],[1000000.0],"[""no_numerically_converged_independent_contour""]",[false],0.10596768978477587,"[""b00000000""]","[""cleave:cleavage:(100):77278fedde405b16bcd0#event:0000000000000008""]",2410.8000106211884,[21194.3996348964],,357.6699034132032,357.7758754113778,1f9737292f388e77428a5a61f553f4e317b6e9a0740ba1dd517e69d2f8e6fd24,[5e-06],v11_exact_crack_network_live_fem_v1,12462365.917680414,12466058.321781732,[5e-06],0.00029618455873507997,0.10597199817459568,accepted,[21194.3996348964],363,864c1bc2839c194025f9fff33f9917b1a6fd2788b1483ec77bd806b1caf768ec,ec8865f299a982932ebdbbb077c1b8a61349c0cc0ce09b8ca68176d82573ec07,4.308389819808935e-06,0,1.7707934603095055e-05,action:1:50fe975d4528e83e5aa5db38,
CAPABILITY_DEMONSTRATION_NOT_VALIDATED_BRANCHING_PHYSICS,branching_disabled_control,[null],[20004.134385215875],[20004.134385215875],True,49057e4ecdcf752f519b2e00b819b1bf44d741e67129c032fbab86f82e821c11,one_arm,4.607366815968132e-12,4.605890957861092e-12,5.74000002578854e-05,"[""cleave:cleavage:(010):694b159e5c3c21b95300""]",[2410.8000108279443],consumed,0.0,[94336677.61492802],converged,realized,[4.839149307412841e-06],[1000000.0],[null],[true],0.11456543603407496,"[""b00000000""]","[""cleave:cleavage:(010):694b159e5c3c21b95300#event:0000000000000012""]",2410.800010831188,[20004.134385215875],,357.5534748162794,357.6680450914628,49057e4ecdcf752f519b2e00b819b1bf44d741e67129c032fbab86f82e821c11,[5e-06],v11_exact_crack_network_live_fem_v1,12458309.17107565,12462301.166708713,[5e-06],0.0003203121934048604,0.11457027518338236,accepted,[20004.134385215875],365,417f57797dbd1f390eff482f1e604e7c4e97969288d1fbd5e1b2d3be93528685,6f32fd1397d5fd04422e4bf2908d5cdc26e170aea6ca31624eeaa540d88abb18,4.839149307412841e-06,0,2.1999934688210487e-05,action:1:38f0089e6fac2e5cc236a4b0,
