case_id,material_class,temperature_K,theta_deg,seed,reinitiation_event_transaction_index,reinitiation_physical_avalanche_index,initial_U_m,initial_KJ_MPa_sqrt_m,initial_C_MPa_sqrt_m_per_m,reinitiation_U_m,reinitiation_KJ_MPa_sqrt_m,reinitiation_C_MPa_sqrt_m_per_m,delta_K_reinit_MPa_sqrt_m,required_opening_local_state_contribution_MPa_sqrt_m,structural_wake_transfer_contribution_MPa_sqrt_m,identity_residual_MPa_sqrt_m,frozen_geometry_linearity_basis,complete_evolved_state_swap_available,initial_tip_radius_um,initial_front_width_um,initial_mobile_count,initial_retained_count,initial_multiplicity,initial_backstress_Pa,initial_signed_shielding_MPa_sqrt_m,initial_maximum_emission_rate_system_index,initial_maximum_emission_rate_system_name,initial_tensor_probe_reliable,reinitiation_tip_radius_um,reinitiation_front_width_um,reinitiation_mobile_count,reinitiation_retained_count,reinitiation_multiplicity,reinitiation_backstress_Pa,reinitiation_signed_shielding_MPa_sqrt_m,reinitiation_maximum_emission_rate_system_index,reinitiation_maximum_emission_rate_system_name,reinitiation_tensor_probe_reliable
canonical_single_crack_theta__dbtt__T1200K__theta15__rate1x__seed1012702,DBTT,1200.0,15.0,1012702,35,2,2.8045904859222713e-05,47.53642738773855,1694950.7468683615,2.9885931657721744e-05,51.10281915858631,1709928.9305703365,3.5663917708477584,3.1325349260759694,0.43385684477178993,-9.43689570931383e-16,PF_sharp_wake_map_load_scaling_passed,False,5.588922924736144,0.1810139485042026,0.0,17312.39298275672,1325.1622955013588,6621863652.263514,-2.318697885548913,0,(110),True,4.086474394046391,0.2206995522765286,4.546166111837342e-09,11669.586820633574,1181.351514300031,5428573438.273595,-0.009569332427265,0,(110),True
canonical_single_crack_theta__dbtt__T1200K__theta15__rate1x__seed1012702,DBTT,1200.0,15.0,1012702,63,3,2.8045904859222713e-05,47.53642738773855,1694950.7468683615,3.849261098383769e-05,56.87851343695798,1477647.5791896833,9.342086049219432,16.571601181886905,-7.229515132667469,-3.552713678800501e-15,PF_sharp_wake_map_load_scaling_passed,False,5.588922924736144,0.1810139485042026,0.0,17312.39298275672,1325.1622955013588,6621863652.263514,-2.318697885548913,0,(110),True,4.449191594039159,0.2087782508333592,5.155357031493956e-09,13233.62833931443,1216.7329548864534,5602301109.237341,-0.0450931949668202,0,(110),True
canonical_single_crack_theta__dbtt__T1200K__theta30__rate1x__seed1012702,DBTT,1200.0,30.0,1012702,1,1,1.875427727165986e-05,31.736593937047644,1692232.3093199516,1.9892005161385427e-05,34.369963392529726,1727827.9948996326,2.6333694554820823,1.945548996326965,0.687820459155116,1.3322676295501878e-15,PF_sharp_wake_map_load_scaling_passed,False,2.3188334099363663,0.3375173517292976,0.0,4999.274438276387,1025.1668683983034,3468422496.937281,-0.4840702032187239,1,(1-10),True,2.6600609739053027,0.3008707081297636,0.0,6327.454470417126,1048.3357786033937,3985171479.140609,-0.5932557334179117,0,(110),True
canonical_single_crack_theta__dbtt__T1200K__theta30__rate1x__seed1012702,DBTT,1200.0,30.0,1012702,2,2,1.875427727165986e-05,31.736593937047644,1692232.3093199516,2.042148738837691e-05,36.76889606795517,1800500.3929773767,5.032302130907524,2.911559648129295,2.12074248277823,-8.881784197001252e-16,PF_sharp_wake_map_load_scaling_passed,False,2.3188334099363663,0.3375173517292976,0.0,4999.274438276387,1025.1668683983034,3468422496.937281,-0.4840702032187239,1,(1-10),True,3.027590149205978,0.2722622790623751,0.0,7646.145259356641,1079.7257711855516,4270420759.995808,-0.7028956406691047,0,(110),True
canonical_single_crack_theta__dbtt__T1200K__theta30__rate1x__seed1012702,DBTT,1200.0,30.0,1012702,8,3,1.875427727165986e-05,31.736593937047644,1692232.3093199516,2.402112212755253e-05,36.74132843277686,1529542.551662651,5.004734495729217,8.484294176705271,-3.4795596809760543,0.0,PF_sharp_wake_map_load_scaling_passed,False,2.3188334099363663,0.3375173517292976,0.0,4999.274438276387,1025.1668683983034,3468422496.937281,-0.4840702032187239,1,(1-10),True,3.069063964719144,0.2695217574794185,0.0,7998.171454088903,1083.4994074009526,4150236618.449003,-0.5795945933929804,0,(110),True
canonical_single_crack_theta__dbtt__T1200K__theta30__rate1x__seed1012702,DBTT,1200.0,30.0,1012702,142,4,1.875427727165986e-05,31.736593937047644,1692232.3093199516,2.7806894476249733e-05,48.86595560300332,1757332.3639121382,17.129361665955678,15.61379425462313,1.515567411332545,2.4424906541753444e-15,PF_sharp_wake_map_load_scaling_passed,False,2.3188334099363663,0.3375173517292976,0.0,4999.274438276387,1025.1668683983034,3468422496.937281,-0.4840702032187239,1,(1-10),True,2.9980907343269663,0.2742632275545679,2.9241249436005254e-09,7506.226005218873,1077.0633868915795,3887611322.757359,0.0131114495119303,0,(110),True
canonical_single_crack_theta__dbtt__T1250K__theta15__rate1x__seed1013711,DBTT,1250.0,15.0,1013711,3,1,2.797703257560197e-05,47.41969225917703,1694950.7468683615,2.889347529953815e-05,45.60751462180188,1578471.0613378827,-1.8121776373751501,1.4999517992523161,-3.3121294366274707,4.440892098500626e-15,PF_sharp_wake_map_load_scaling_passed,False,5.6383577023436375,0.1800470719747552,0.0,17552.50895618293,1329.742641449921,6657435558.023317,-2.348909141094549,0,(110),True,4.45851318830981,0.2084968275807344,0.0,13457.26959644274,1217.63862257955,5725144023.606532,-1.7796546714608343,0,(110),True
canonical_single_crack_theta__dbtt__T1250K__theta15__rate1x__seed1013711,DBTT,1250.0,15.0,1013711,10,2,2.797703257560197e-05,47.41969225917703,1694950.7468683615,2.928615822620914e-05,47.58117048619414,1624698.2659409454,0.16147822701710624,2.172918836840719,-2.011440609823613,0.0,PF_sharp_wake_map_load_scaling_passed,False,5.6383577023436375,0.1800470719747552,0.0,17552.50895618293,1329.742641449921,6657435558.023317,-2.348909141094549,0,(110),True,3.664713281261977,0.2375148718986326,3.896730050896087e-09,10082.86780910982,1140.1440320421425,5032986116.056163,-1.2204878567419022,0,(110),True
canonical_single_crack_theta__dbtt__T1250K__theta15__rate1x__seed1013711,DBTT,1250.0,15.0,1013711,46,3,2.797703257560197e-05,47.41969225917703,1694950.7468683615,3.400061336325388e-05,57.484134098163715,1690679.3263997298,10.064441838986681,10.1968081317171,-0.13236629273041756,-1.2212453270876722e-15,PF_sharp_wake_map_load_scaling_passed,False,5.6383577023436375,0.1800470719747552,0.0,17552.50895618293,1329.742641449921,6657435558.023317,-2.348909141094549,0,(110),True,4.671967344027067,0.202348622190643,5.370338841840994e-09,13895.177356737331,1238.3087973960155,5789607264.733885,-0.0620286331841558,0,(110),True
canonical_single_crack_theta__dbtt__T1250K__theta30__rate1x__seed1013711,DBTT,1250.0,30.0,1013711,1,1,1.866754790244998e-05,31.58982769630375,1692232.3093199518,2.0727209061162265e-05,37.50093478020555,1809261.1827066073,5.911107083901797,3.605945071505477,2.3051620123963206,-4.440892098500626e-16,PF_sharp_wake_map_load_scaling_passed,False,2.310389545715671,0.3386018068377238,0.0,4962.383557351185,1024.7157000370537,3457301335.895085,-0.478452669026289,1,(1-10),True,3.117977401271702,0.2663935898991496,0.0,7988.731283441946,1087.991849139702,4369635721.82053,-0.7352493536919679,0,(110),True
canonical_single_crack_theta__dbtt__T1250K__theta30__rate1x__seed1013711,DBTT,1250.0,30.0,1013711,3,2,1.866754790244998e-05,31.58982769630375,1692232.3093199518,2.221816709195808e-05,35.06991369836968,1578434.1504508408,3.4800860020659314,5.806445547271354,-2.3263595452054204,-1.7763568394002505e-15,PF_sharp_wake_map_load_scaling_passed,False,2.310389545715671,0.3386018068377238,0.0,4962.383557351185,1024.7157000370537,3457301335.895085,-0.478452669026289,1,(1-10),True,2.68536432832744,0.2986056222930744,0.0,6447.372453691972,1050.3404822016346,3812904636.066493,-0.580551134031871,0,(110),True
canonical_single_crack_theta__dbtt__T1250K__theta30__rate1x__seed1013711,DBTT,1250.0,30.0,1013711,106,3,1.866754790244998e-05,31.58982769630375,1692232.3093199518,2.5597127214128096e-05,40.73966483410821,1591571.7608975405,9.149837137804461,11.377690374291765,-2.2278532364873063,2.220446049250313e-15,PF_sharp_wake_map_load_scaling_passed,False,2.310389545715671,0.3386018068377238,0.0,4962.383557351185,1024.7157000370537,3457301335.895085,-0.478452669026289,1,(1-10),True,1.961077447827802,0.3952936330811747,1.3313297143375163e-09,3444.6370669582793,1015.414762158363,2952850400.7036724,-0.003316203575082,0,(110),True
canonical_single_crack_theta__dbtt__T1300K__theta15__rate1x__seed1014720,DBTT,1300.0,15.0,1014720,21,1,2.6236578637073655e-05,44.46970855617848,1694950.7468683613,2.774069959191412e-05,46.53932321693652,1677654.994342747,2.0696146607580417,2.536403483885442,-0.4667888231274016,1.3877787807814457e-15,PF_sharp_wake_map_load_scaling_passed,False,5.237703600346233,0.1883632772811027,0.0,16088.641602996277,1292.3080941648989,6363413443.91544,-2.1540162500760833,1,(1-10),True,4.282004639948502,0.2140274599450678,4.771379737016584e-09,12439.36518813958,1200.4540444912063,5436083702.640983,-1.229745243265993,0,(110),True
canonical_single_crack_theta__dbtt__T1300K__theta15__rate1x__seed1014720,DBTT,1300.0,15.0,1014720,148,2,2.6236578637073655e-05,44.46970855617848,1694950.7468683613,3.04341165411077e-05,60.5050885464007,1988067.8469728471,16.035379990222218,7.729805074455322,8.305574915766895,1.7763568394002505e-15,PF_sharp_wake_map_load_scaling_passed,False,5.237703600346233,0.1883632772811027,0.0,16088.641602996277,1292.3080941648989,6363413443.91544,-2.1540162500760833,1,(1-10),True,4.929239625348992,0.1956145796654653,5.7740408020897195e-09,15053.06581304774,1263.0195124399222,6083113494.550149,-1.4816215589497754,0,(110),True
canonical_single_crack_theta__dbtt__T1300K__theta30__rate1x__seed1014720,DBTT,1300.0,30.0,1014720,1,1,1.7755264769760758e-05,30.04603270391943,1692232.3093199518,1.8656276366573316e-05,31.77814814684215,1703348.9171386557,1.7321154429227192,1.529729031479106,0.2023864114436144,-1.27675647831893e-15,PF_sharp_wake_map_load_scaling_passed,False,2.231641596640515,0.3492459589243536,0.0,4643.619020345841,1020.9036245940244,3351808501.8869734,-0.4486038306814365,1,(1-10),True,2.45177913833716,0.3217091796589997,0.0,5494.74634724256,1033.1745670196603,3730191149.209133,-0.5232687575055556,1,(1-10),True
canonical_single_crack_theta__dbtt__T1300K__theta30__rate1x__seed1014720,DBTT,1300.0,30.0,1014720,3,2,1.7755264769760758e-05,30.04603270391943,1692232.3093199518,1.9749556050798068e-05,34.566167691851284,1750225.0482463117,4.520134987931854,3.4326313467685683,1.087503641163288,-1.9984014443252818e-15,PF_sharp_wake_map_load_scaling_passed,False,2.231641596640515,0.3492459589243536,0.0,4643.619020345841,1020.9036245940244,3351808501.8869734,-0.4486038306814365,1,(1-10),True,2.6921867406968016,0.298003603813189,0.0,6542.888324318318,1050.885997480072,3840214915.783228,-0.5923045537781493,0,(110),True
canonical_single_crack_theta__dbtt__T1300K__theta30__rate1x__seed1014720,DBTT,1300.0,30.0,1014720,22,3,1.7755264769760758e-05,30.04603270391943,1692232.3093199518,2.014996862455552e-05,42.240928026305006,2096327.2357073848,12.194895322385577,4.536239073298225,7.658656249087351,0.0,PF_sharp_wake_map_load_scaling_passed,False,2.231641596640515,0.3492459589243536,0.0,4643.619020345841,1020.9036245940244,3351808501.8869734,-0.4486038306814365,1,(1-10),True,3.450980002856135,0.2476483764567135,0.0,9443.931310370372,1119.455504399827,4367710194.73712,-0.3068075453973483,0,(110),True
canonical_single_crack_theta__peak__T0300K__theta15__rate1x__seed3621,Peak,300.0,15.0,3621,11,1,1.395971825216036e-05,23.66103487757109,1694950.7468683608,1.539727497013489e-05,23.620487083674817,1534069.3161283387,-0.040547793896273276,2.3209497420177216,-2.361497535913996,8.881784197001252e-16,PF_sharp_wake_map_load_scaling_passed,False,1.000000000000011,9.999999999959226,3.898848741315139e-11,2.1611194821398064e-34,352563.0211105656,335.22218373510475,-1.981778511206187e-38,1,(1-10),True,1.0000000000000009,9.99999999999696,3.107296540872298e-12,1.3423771996912968e-35,352563.0211118923,91.9318594286144,-1.0521749135594195e-39,0,(110),True
canonical_single_crack_theta__peak__T0950K__theta30__rate1x__seed7657,Peak,950.0,30.0,7657,15,1,1.820000000000001e-05,30.798628029623146,1692232.3093199523,2.6453020429776464e-05,30.196319058586173,1141507.418358779,-0.6023089710369725,11.693455932600868,-12.295764903637846,5.329070518200751e-15,PF_sharp_wake_map_load_scaling_passed,False,1.0000016928627866,9.993868016099254,0.0070632485928484,1.1534512809555563e-05,352347.42650989007,4131856.5815256895,-4.922475356180451e-10,1,(1-10),True,1.4236723663767925,0.5655264237450138,1360.708867271248,38.791136709774925,28385.707036576492,1948142081.8629951,-0.0007113104804042,0,(110),True
canonical_single_crack_theta__peak__T1150K__theta30__rate1x__seed11693,Peak,1150.0,30.0,11693,2,1,1.7311603887108272e-05,29.295255423913503,1692232.3093199527,1.871799462085275e-05,32.043667928402854,1711917.7869997174,2.7484125044893517,2.3937825758696802,0.3546299286196737,-2.220446049250313e-15,PF_sharp_wake_map_load_scaling_passed,False,2.1132592767704974,0.3481009021981534,2836.5646981173477,1872.429354391088,25935.504000050383,3362847516.316744,-0.0866766185635724,0,(110),True,1.3511702595329222,0.6203842493747349,1005.8770970313994,105.58804990639148,29553.410051742212,1864774228.798302,-0.0039368241854736,0,(110),True
canonical_single_crack_theta__peak__T1200K__theta30__rate1x__seed12702,Peak,1200.0,30.0,12702,1,1,1.6644418735135353e-05,28.166223153446385,1692232.3093199527,1.7638632670581197e-05,30.044745859240997,1703348.9171386557,1.8785227057946123,1.6879670871417183,0.19055561865289164,2.4147350785597155e-15,PF_sharp_wake_map_load_scaling_passed,False,2.055482949240149,0.3569324338899834,2584.017252933136,1908.8275587199169,25866.439409852446,3279538798.6415815,-0.0934684324039209,0,(110),True,2.275451047278747,0.3274686648390996,2914.6310250439537,2390.5864630878623,26270.842749968637,3664519698.195732,-0.1137980191497084,0,(110),True
canonical_single_crack_theta__weakt__T0300K__theta15__rate1x__seed2003621,weak-T,300.0,15.0,2003621,17,1,1.2099341243273492e-05,20.507787476901576,1694950.7468683617,1.3973512658435882e-05,19.218978586461635,1375386.3510374422,-1.2888088904399417,2.8771690119038524,-4.165977902343794,0.0,PF_sharp_wake_map_load_scaling_passed,False,1.1543857005442528,0.7051856017692834,80.32617328710998,1058.2260492865844,125597.5085060968,1652785363.0063758,-0.1345915036507199,1,(1-10),True,1.032809199966759,1.5438517738463728,39.92221929437746,219.15483748723497,246009.76626676923,550701213.2073058,-0.0270659213304587,0,(110),True
canonical_single_crack_theta__weakt__T0300K__theta15__rate1x__seed2003621,weak-T,300.0,15.0,2003621,113,2,1.2099341243273492e-05,20.507787476901576,1694950.7468683617,1.620325858391479e-05,19.294483866710447,1190778.0010290253,-1.2133036101911294,5.921396124441593,-7.134699734632722,0.0,PF_sharp_wake_map_load_scaling_passed,False,1.1543857005442528,0.7051856017692834,80.32617328710998,1058.2260492865844,125597.5085060968,1652785363.0063758,-0.1345915036507199,1,(1-10),True,1.0132167610667138,2.50977233238796,43.4711171141277,72.26875111552067,392340.6815841777,406557412.932281,-0.0087189232725187,0,(110),True
canonical_single_crack_theta__weakt__T0300K__theta15__rate1x__seed2003621,weak-T,300.0,15.0,2003621,225,3,1.2099341243273492e-05,20.507787476901576,1694950.7468683617,1.9382218446621996e-05,21.22796140275123,1095228.6737048368,0.7201739258496538,10.160267047672342,-9.44009312182269,1.7763568394002505e-15,PF_sharp_wake_map_load_scaling_passed,False,1.1543857005442528,0.7051856017692834,80.32617328710998,1058.2260492865844,125597.5085060968,1652785363.0063758,-0.1345915036507199,1,(1-10),True,1.0180461950354045,1.53063811688019,17.87668610595258,214.8860088905787,240417.82211139088,644389986.1232532,-0.0264249571093156,1,(1-10),True
canonical_single_crack_theta__weakt__T0800K__theta30__rate1x__seed2005639,weak-T,800.0,30.0,2005639,56,1,1.0497988369342436e-05,17.76503510146635,1692232.3093199523,1.1328049927338348e-05,19.04274939528009,1681026.2593673435,1.277714293813741,1.4000061315238195,-0.12229183771007841,-1.5265566588595902e-16,PF_sharp_wake_map_load_scaling_passed,False,1.0911613359505747,0.8844902631463147,6.377273396214367,730.4945287623868,148904.79211844102,1242998370.0804987,-0.0730100564417098,1,(1-10),True,1.074699226378672,1.0060770653169375,14.635677250689769,573.6494618602273,166818.7392031486,927309686.713097,-0.0254040704707207,0,(110),True
canonical_single_crack_theta__weakt__T0950K__theta15__rate1x__seed2007657,weak-T,950.0,15.0,2007657,40,1,1.237483689701167e-05,20.974739040964085,1694950.7468683615,1.4500864183481989e-05,18.40673495784772,1269354.3450199976,-2.5680040831163637,3.1510967553887785,-5.719100838505144,1.7763568394002505e-15,PF_sharp_wake_map_load_scaling_passed,False,1.6896198838158092,0.3354228651834575,164.91069154666536,4901.259162773833,87439.63287742529,3566275549.1853676,-0.6489393026283986,1,(1-10),True,1.2348026014203533,0.5888906547108425,83.57477273360561,1561.411123393541,112191.214030123,2018956687.8429503,-0.1438402014802357,0,(110),True
canonical_single_crack_theta__weakt__T0950K__theta30__rate1x__seed2007657,weak-T,950.0,30.0,2007657,6,1,1.0307122194889442e-05,17.44204519430069,1692232.3093199518,1.1426989292602772e-05,18.155742249410192,1588847.4019279303,0.7136970551095025,1.8371866068006284,-1.1234895516911265,6.661338147750939e-16,PF_sharp_wake_map_load_scaling_passed,False,1.2040476974741778,0.6234493736009509,94.18021122315298,1405.6337047348648,115816.7926864332,1882201820.0388832,-0.1345418572269068,1,(1-10),True,1.2512213946234012,0.5631330532352117,49.862905656974434,1647.3182191837673,108710.5843717032,1998614638.6330984,-0.1381637552970887,0,(110),True
canonical_single_crack_theta__weakt__T0950K__theta30__rate1x__seed2007657,weak-T,950.0,30.0,2007657,144,2,1.0307122194889442e-05,17.44204519430069,1692232.3093199518,1.3159700347704035e-05,18.991341121697022,1443143.887771763,1.549295927396333,4.4719528203393635,-2.922656892943033,2.6645352591003757e-15,PF_sharp_wake_map_load_scaling_passed,False,1.2040476974741778,0.6234493736009509,94.18021122315298,1405.6337047348648,115816.7926864332,1882201820.0388832,-0.1345418572269068,1,(1-10),True,1.1805953862209049,0.658300557950325,0.1101415018251703,1298.905662980703,119909.0477983071,1492778393.7349813,0.0028385709897763,0,(110),True
canonical_single_crack_theta__weakt__T1100K__theta15__rate1x__seed2010684,weak-T,1100.0,15.0,2010684,4,1,1.255438182034941e-05,21.27905884287181,1694950.7468683613,1.3836548839998823e-05,20.04565396024768,1448746.6630623613,-1.2334048826241286,2.0153725693852276,-3.2487774520093553,-8.881784197001252e-16,PF_sharp_wake_map_load_scaling_passed,False,2.2199156297596874,0.252784236022527,27.44420151154469,8909.056112009268,86579.10770163187,4741051190.505538,-1.1944348970603462,0,(110),True,1.9063960841323229,0.2941517615547405,19.418280251263553,6579.6484484255625,86518.95000862831,4071548213.174834,-0.8518267007843338,0,(110),True
canonical_single_crack_theta__weakt__T1150K__theta15__rate1x__seed2011693,weak-T,1150.0,15.0,2011693,11,1,1.2351799377130312e-05,20.935691579435176,1694950.7468683608,1.5209989110676869e-05,18.54234157387936,1219089.7336582113,-2.393350005555817,4.164440292290062,-6.557790297845879,0.0,PF_sharp_wake_map_load_scaling_passed,False,2.1944074097242514,0.256384582979177,23.79937070414573,8635.356189951497,86803.21622575485,4674430934.008696,-1.1528046076181806,0,(110),True,1.638188329096706,0.3506787820901667,9.187264210234272,4605.21180204513,88633.92190683194,3367754022.362508,-0.6168098532631155,0,(110),True
canonical_single_crack_theta__weakt__T1300K__theta15__rate1x__seed2014720,weak-T,1300.0,15.0,2014720,115,1,1.1309731670002388e-05,19.1694381409513,1694950.7468683608,1.2558905806644818e-05,16.572193492915332,1319557.1133392141,-2.597244648035968,1.882822626838309,-4.480067274874279,1.7763568394002505e-15,PF_sharp_wake_map_load_scaling_passed,False,2.063760557180816,0.2713295627984038,51.08816639308853,7688.65171462178,86393.89859663008,4416786443.323247,-1.0266778194903234,0,(110),True,1.4049008801739369,0.4405287272551019,39.643947727997485,2984.6447142863667,95487.50996899582,2725134828.6282225,-0.40554613164678,0,(110),True
canonical_strain_rate__ceramiclike__T0600K__theta45__rate1x__seed3004630,ceramic-like,600.0,45.0,3004630,8,1,9.480902525796373e-06,16.102183591686817,1698380.881764658,1.0243021242167656e-05,15.650328397332627,1527901.5856088046,-0.45185519435418975,1.2294051263429193,-1.681260320697108,-1.1102230246251565e-15,PF_sharp_wake_map_load_scaling_passed,False,1.0000000000074958,9.9999998422756,1.7417116193915065e-07,7.947650894089163e-27,718464.2878033663,19973.44746921004,1.1416690553308348e-32,0,(110),True,1.0000007122379928,9.985046812137082,0.015701998284307,8.134974097404207e-22,717390.4769185365,4677044.590082076,-3.6416979078773186e-27,0,(110),True
canonical_strain_rate__ceramiclike__T0900K__theta45__rate1x__seed3006648,ceramic-like,900.0,45.0,3006648,76,1,8.360096591866514e-06,14.19862822133196,1698380.8817646578,1.4772293370664687e-05,14.36392235409388,972355.6115273364,0.16529413276191995,8.562643969652827,-8.397349836890909,1.7763568394002505e-15,PF_sharp_wake_map_load_scaling_passed,False,1.0005330842221671,5.5526308436273935,12.997325087961654,4.62891601416251e-11,399149.3696012647,135267946.1066967,8.385842412661951e-17,0,(110),True,1.060010721238653,0.6280159009179132,1433.977372862867,4.731982157609395e-09,47828.426183912976,1419096406.205209,1.0178874406502534e-14,0,(110),True
canonical_strain_rate__ceramiclike__T0950K__theta45__rate1x__seed3007657,ceramic-like,950.0,45.0,3007657,7,1,8.167178027096694e-06,13.870979019189424,1698380.881764658,9.475673222630414e-06,14.576967940044383,1538356.9692157311,0.7059889208549599,2.1176279636049875,-1.411639042750028,4.440892098500626e-16,PF_sharp_wake_map_load_scaling_passed,False,1.0005169103259062,5.6118274527952705,12.399350279191289,2.8067627289418175e-10,403398.18072531815,133200110.55942573,4.714691202290763e-16,1,(1-10),True,1.067677518504666,0.5915070054227805,1664.8655560911066,1.8879415700881674e-08,45373.803226429634,1481818600.0436485,1.0771049678316841e-13,0,(110),True
canonical_strain_rate__ceramiclike__T0950K__theta45__rate1x__seed3007657,ceramic-like,950.0,45.0,3007657,8,2,8.167178027096694e-06,13.870979019189424,1698380.881764658,1.0828972717158892e-05,14.45470457374684,1334817.7109027938,0.5837255545574163,4.036875953933178,-3.4531503993757613,-4.440892098500626e-16,PF_sharp_wake_map_load_scaling_passed,False,1.0005169103259062,5.6118274527952705,12.399350279191289,2.8067627289418175e-10,403398.18072531815,133200110.55942573,4.714691202290763e-16,1,(1-10),True,1.0586106654211458,0.6354425318867782,1460.0715608421708,2.0570357884896253e-08,48330.104904625114,1420333651.564977,-1.4447878301585e-13,0,(110),True
canonical_strain_rate__ceramiclike__T1200K__theta45__rate1x__seed3012702,ceramic-like,1200.0,45.0,3012702,13,1,7.124619792008269e-06,12.100318044588942,1698380.8817646585,7.923938350666263e-06,12.658760204643944,1597533.9085745874,0.5584421600550016,1.3172429298367647,-0.758800769781762,-1.1102230246251565e-15,PF_sharp_wake_map_load_scaling_passed,False,1.0003946012674036,6.130670911081865,9.428645995712378,1.9817858013252318e-07,440640.6266972651,116379428.62803894,6.380995640298716e-14,0,(110),True,1.0587842687069635,0.6345073180989274,1428.9537506069178,1.4180763180106484e-05,48266.88904614683,1377962515.6897569,-2.1155024478913497e-11,1,(1-10),True
canonical_strain_rate__ceramiclike__T1300K__theta45__rate1x__seed3014720,ceramic-like,1300.0,45.0,3014720,78,1,6.687624107492752e-06,11.358132928594127,1698380.8817646585,7.657072878473452e-06,11.923686721276788,1557212.1240739643,0.5655537926826604,1.5780653191618077,-1.012511526479147,-2.220446049250313e-16,PF_sharp_wake_map_load_scaling_passed,False,1.000346868451125,6.376091339605938,8.307230331522959,1.2762877969514642e-06,458258.29977901385,109113727.64045513,-8.449554067833925e-13,1,(1-10),True,1.0444095016757635,0.7295354773712023,1004.1644248039778,9.62454848411144e-05,54742.222237514165,1335209283.7595203,9.45284220289904e-11,0,(110),True
canonical_strain_rate__dbtt__T0300K__theta45__rate1x__seed1003621,DBTT,300.0,45.0,1003621,10,1,1.3752245763737945e-05,23.356551286461535,1698380.881764658,1.6857321267736194e-05,23.412144791268116,1388841.347888257,0.05559350480658054,4.793029060347062,-4.737435555540481,-8.881784197001252e-16,PF_sharp_wake_map_load_scaling_passed,False,1.0,10.0,2.7040170734808263e-19,1.0030726546689933e-19,13098.721493975596,0.0227778112029423,1.3502412222842265e-25,0,(110),True,1.0,9.999999999999996,2.3257521679401465e-15,1.0816945330755776e-15,13098.72149397559,1.8850822718729372,-4.085616355006789e-21,0,(110),True
canonical_strain_rate__dbtt__T0950K__theta45__rate1x__seed1007657,DBTT,950.0,45.0,1007657,118,1,1.246642776206286e-05,21.172742574987733,1698380.8817646583,1.780277028027815e-05,22.097242533523055,1241224.9434012135,0.9244999585353213,7.843371775812992,-6.918871817277674,3.552713678800501e-15,PF_sharp_wake_map_load_scaling_passed,False,1.0000000000000029,9.99999999999012,0.0,9.3759925451846e-12,13098.721493962694,121.01758596271873,-3.356326288372687e-16,0,(110),True,1.0000137623162342,9.954562284056731,1.3386707144160402e-14,0.0426938773917482,13039.383344976724,8128630.95603264,3.192201575750448e-07,0,(110),True
canonical_strain_rate__dbtt__T1000K__theta45__rate1x__seed1008666,DBTT,1000.0,45.0,1008666,2,1,1.2941651912880912e-05,21.979854187289952,1698380.8817646578,1.3663080794536435e-05,24.294677698416574,1778125.8900358314,2.3148235111266224,1.2540261962239405,1.0607973149026793,2.6645352591003757e-15,PF_sharp_wake_map_load_scaling_passed,False,1.0033396448720746,5.572471862894576,0.0,12.506738051367655,7323.602518174599,126634416.64566706,-0.0006477406965921,0,(110),True,1.2287085772918598,0.8083025827467812,3.4983740921805174e-10,862.3218019569289,1300.9235174056696,1047908066.4334008,-0.0446635813049117,0,(110),True
canonical_strain_rate__dbtt__T1000K__theta45__rate1x__seed1008666,DBTT,1000.0,45.0,1008666,3,2,1.2941651912880912e-05,21.979854187289952,1698380.8817646578,1.4397296710203346e-05,26.1949149892491,1819432.8780266643,4.215060801959147,2.5603436486947544,1.6547171532643912,1.7763568394002505e-15,PF_sharp_wake_map_load_scaling_passed,False,1.0033396448720746,5.572471862894576,0.0,12.506738051367655,7323.602518174599,126634416.64566706,-0.0006477406965921,0,(110),True,1.3993652919146753,0.6125437828734568,0.0,1506.2078284201318,1122.7863974641784,1384721624.3154004,0.0776884403829517,0,(110),True
canonical_strain_rate__dbtt__T1000K__theta45__rate1x__seed1008666,DBTT,1000.0,45.0,1008666,11,3,1.2941651912880912e-05,21.979854187289952,1698380.8817646578,1.5811874539619018e-05,30.818436914340868,1949069.15287752,8.838582727050916,5.234496809663334,3.6040859173875797,2.6645352591003757e-15,PF_sharp_wake_map_load_scaling_passed,False,1.0033396448720746,5.572471862894576,0.0,12.506738051367655,7323.602518174599,126634416.64566706,-0.0006477406965921,0,(110),True,2.042931162434404,0.3794878033918565,1.594887223674658e-09,3931.656607784316,1015.5012532883096,2324480133.7719235,-0.1972276774807079,0,(110),True
canonical_strain_rate__dbtt__T1000K__theta45__rate1x__seed1008666,DBTT,1000.0,45.0,1008666,12,4,1.2941651912880912e-05,21.979854187289952,1698380.8817646578,1.7331264207748023e-05,32.71172912959429,1887440.4508224137,10.731874942304337,7.87018270436049,2.8616922379438483,-8.881784197001252e-16,PF_sharp_wake_map_load_scaling_passed,False,1.0033396448720746,5.572471862894576,0.0,12.506738051367655,7323.602518174599,126634416.64566706,-0.0006477406965921,0,(110),True,2.254985174191619,0.3459865312465247,0.0,4745.534056849215,1021.955044607832,2533747546.208198,-0.2396429300029898,0,(110),True
