h_tip_m,kappa,representation,parent_geometry_fingerprint,parent_connectivity_fingerprint,selected_element_count,support_fingerprint,reaction_N_per_m,compliance_m2_per_N,energy_J_per_m,crack_opening_displacement_m,fixed_distance_cod_m,fixed_distance_cod_reference_error,cod_samples,direct_face_cod_m,cod_fit_residual_m,cod_fit_distances_m,cod_extrapolation_order,crack_opening_reference_error,conforming_extrapolated_direct_cod_error,free_residual_relative,energy_reaction_identity_relative,conditioning_diagonal_ratio,reaction_reference_error,compliance_reference_error,energy_reference_error,outside_support_stress_l2_error,KILLED_REGION_STRESS_RMS_DIAGNOSTIC,killed_energy_fraction,support_width_m,support_footprint_m,mirror_full_sigma_xx_relative,mirror_full_sigma_yy_relative,mirror_full_sigma_xy_antisymmetry_relative,mirror_full_sample_count,mirror_constraint_excluded_sigma_xx_relative,mirror_constraint_excluded_sigma_yy_relative,mirror_constraint_excluded_sigma_xy_antisymmetry_relative,mirror_constraint_excluded_sample_count,mirror_near_tip_sigma_xx_relative,mirror_near_tip_sigma_yy_relative,mirror_near_tip_sigma_xy_antisymmetry_relative,mirror_near_tip_sample_count,area_weighted_stress_error_whole_exterior,area_weighted_stress_region_whole_exterior_element_count,area_weighted_stress_region_whole_exterior_area_m2,area_weighted_stress_error_near_tip_annulus,area_weighted_stress_region_near_tip_annulus_element_count,area_weighted_stress_region_near_tip_annulus_area_m2,area_weighted_stress_error_face_adjacent_strip,area_weighted_stress_region_face_adjacent_strip_element_count,area_weighted_stress_region_face_adjacent_strip_area_m2,area_weighted_stress_error_h_scaled_regularization_layer,area_weighted_stress_region_h_scaled_regularization_layer_element_count,area_weighted_stress_region_h_scaled_regularization_layer_area_m2,root_intact_traction_rms_Pa,root_intact_normal_force_N_per_m,root_intact_shear_force_N_per_m,root_soft_traction_rms_Pa,root_soft_normal_force_N_per_m,root_soft_shear_force_N_per_m,root_jump_traction_rms_Pa,root_jump_normal_force_N_per_m,root_jump_shear_force_N_per_m,root_interface_length_m,trimmed_interior_intact_traction_rms_Pa,trimmed_interior_intact_normal_force_N_per_m,trimmed_interior_intact_shear_force_N_per_m,trimmed_interior_soft_traction_rms_Pa,trimmed_interior_soft_normal_force_N_per_m,trimmed_interior_soft_shear_force_N_per_m,trimmed_interior_jump_traction_rms_Pa,trimmed_interior_jump_normal_force_N_per_m,trimmed_interior_jump_shear_force_N_per_m,trimmed_interior_interface_length_m,active_tip_intact_traction_rms_Pa,active_tip_intact_normal_force_N_per_m,active_tip_intact_shear_force_N_per_m,active_tip_soft_traction_rms_Pa,active_tip_soft_normal_force_N_per_m,active_tip_soft_shear_force_N_per_m,active_tip_jump_traction_rms_Pa,active_tip_jump_normal_force_N_per_m,active_tip_jump_shear_force_N_per_m,active_tip_interface_length_m,pin_reaction_relative_error,pin_energy_relative_error,pin_cod_relative_error,root_soft_traction_rms_relative_remote_stress,root_soft_normal_force_relative_remote_resultant,root_soft_shear_force_relative_remote_resultant,trimmed_interior_soft_traction_rms_relative_remote_stress,trimmed_interior_soft_normal_force_relative_remote_resultant,trimmed_interior_soft_shear_force_relative_remote_resultant,active_tip_soft_traction_rms_relative_remote_stress,active_tip_soft_normal_force_relative_remote_resultant,active_tip_soft_shear_force_relative_remote_resultant
3.125e-06,,D_CONFORMING,80d56731c46b26e9b9fdfa32841a466faa870d6a461373d61bcdcb45ecce4a29,79f06c5be2ce68d6ccc3301aacd5c6da8748f777e6b187e360a10a73b3a854b3,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,149546.45364491726,5.34950833337391e-12,0.05981858145800461,5.187710483162725e-07,5.27004054956911e-07,0.0,"{'h_scaled': {'polynomial_order': 2, 'distances_m': [9.375000000000016e-06, 1.2500000000000016e-05, 1.5625000000000017e-05, 1.8750000000000015e-05], 'fit_residual_m': 1.3801048613124088e-11, 'upper_extrapolated_m': 2.5938552415818294e-07, 'lower_extrapolated_m': -2.5938552415808955e-07, 'samples': [{'side': 'upper', 'x_m': 0.00035, 'y_m': 9.374999999999997e-06, 'signed_graph_distance_m': 9.375000000000016e-06, 'support_clearance_m': 3.1249999999999997e-06, 'normal_displacement_m': 2.625847474775809e-07}, {'side': 'upper', 'x_m': 0.00035, 'y_m': 1.2499999999999979e-05, 'signed_graph_distance_m': 1.2500000000000016e-05, 'support_clearance_m': 6.2499999999999995e-06, 'normal_displacement_m': 2.635845062305863e-07}, {'side': 'upper', 'x_m': 0.00035, 'y_m': 1.5625000000000014e-05, 'signed_graph_distance_m': 1.5625000000000017e-05, 'support_clearance_m': 9.375000000000001e-06, 'normal_displacement_m': 2.644758476052361e-07}, {'side': 'upper', 'x_m': 0.00035, 'y_m': 1.8749999999999995e-05, 'signed_graph_distance_m': 1.8750000000000015e-05, 'support_clearance_m': 1.2499999999999999e-05, 'normal_displacement_m': 2.653822119329692e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -9.374999999999997e-06, 'signed_graph_distance_m': -9.375000000000016e-06, 'support_clearance_m': 3.1249999999999997e-06, 'normal_displacement_m': -2.625847474774892e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -1.2499999999999979e-05, 'signed_graph_distance_m': -1.2500000000000016e-05, 'support_clearance_m': 6.2499999999999995e-06, 'normal_displacement_m': -2.635845062304948e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -1.5625000000000014e-05, 'signed_graph_distance_m': -1.5625000000000017e-05, 'support_clearance_m': 9.375000000000001e-06, 'normal_displacement_m': -2.6447584760514476e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -1.8749999999999995e-05, 'signed_graph_distance_m': -1.8750000000000015e-05, 'support_clearance_m': 1.2499999999999999e-05, 'normal_displacement_m': -2.653822119328779e-07}]}, 'fixed_physical': {'polynomial_order': 2, 'distances_m': [5e-05, 6.25e-05, 7.5e-05, 8.75e-05], 'fit_residual_m': 1.734990551784698e-11, 'upper_extrapolated_m': 2.6350202747850876e-07, 'lower_extrapolated_m': -2.6350202747840224e-07, 'samples': [{'side': 'upper', 'x_m': 0.00035, 'y_m': 5.000000000000002e-05, 'signed_graph_distance_m': 5e-05, 'support_clearance_m': 4.3749999999999986e-05, 'normal_displacement_m': 2.7200898284772166e-07}, {'side': 'upper', 'x_m': 0.00035, 'y_m': 6.25e-05, 'signed_graph_distance_m': 6.25e-05, 'support_clearance_m': 5.6249999999999985e-05, 'normal_displacement_m': 2.7390044288092226e-07}, {'side': 'upper', 'x_m': 0.00035, 'y_m': 7.499999999999998e-05, 'signed_graph_distance_m': 7.5e-05, 'support_clearance_m': 6.874999999999998e-05, 'normal_displacement_m': 2.7560700976103096e-07}, {'side': 'upper', 'x_m': 0.00035, 'y_m': 8.750000000000001e-05, 'signed_graph_distance_m': 8.75e-05, 'support_clearance_m': 8.124999999999998e-05, 'normal_displacement_m': 2.7728386576061324e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -5.000000000000002e-05, 'signed_graph_distance_m': -5e-05, 'support_clearance_m': 4.3749999999999986e-05, 'normal_displacement_m': -2.720089828476321e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -6.25e-05, 'signed_graph_distance_m': -6.25e-05, 'support_clearance_m': 5.6249999999999985e-05, 'normal_displacement_m': -2.7390044288083417e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -7.499999999999998e-05, 'signed_graph_distance_m': -7.5e-05, 'support_clearance_m': 6.874999999999998e-05, 'normal_displacement_m': -2.756070097609446e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -8.750000000000001e-05, 'signed_graph_distance_m': -8.75e-05, 'support_clearance_m': 8.124999999999998e-05, 'normal_displacement_m': -2.7728386576052663e-07}]}}",5.188437909175472e-07,1.3801048613124088e-11,9.375000000000016e-06 1.2500000000000016e-05 1.5625000000000017e-05 1.8750000000000015e-05,2,0.0,0.00014020135259994358,1.1594430289004432e-13,6.303384091497253e-13,4.000000000000054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.781501077825305e-13,8.799421596748561e-13,9.093010753538961e-13,66049,5.799465533444234e-13,8.822069427781391e-13,9.116816618400463e-13,65637,7.01085517349331e-13,3.463617969253509e-13,1.3219425606957488e-12,6419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.125e-06,1e-08,C_V12,80d56731c46b26e9b9fdfa32841a466faa870d6a461373d61bcdcb45ecce4a29,79f06c5be2ce68d6ccc3301aacd5c6da8748f777e6b187e360a10a73b3a854b3,772,0a0790aa88f2f745a4aed814a4162eb16de73dd6ee7aa7664b50474274c378e3,147154.21287633304,5.436473644640485e-12,0.05886168515050485,5.336391244381186e-07,5.411745710056762e-07,0.02618474113155722,"{'h_scaled': {'polynomial_order': 2, 'distances_m': [9.375000000000016e-06, 1.2500000000000016e-05, 1.5625000000000017e-05, 1.8750000000000015e-05], 'fit_residual_m': 1.3414140433894396e-11, 'upper_extrapolated_m': 2.668195622190749e-07, 'lower_extrapolated_m': -2.6681956221904373e-07, 'samples': [{'side': 'upper', 'x_m': 0.00035, 'y_m': 9.374999999999997e-06, 'signed_graph_distance_m': 9.375000000000016e-06, 'support_clearance_m': 3.1249999999999997e-06, 'normal_displacement_m': 2.7020241640277756e-07}, {'side': 'upper', 'x_m': 0.00035, 'y_m': 1.2499999999999979e-05, 'signed_graph_distance_m': 1.2500000000000016e-05, 'support_clearance_m': 6.2499999999999995e-06, 'normal_displacement_m': 2.712641329336346e-07}, {'side': 'upper', 'x_m': 0.00035, 'y_m': 1.5625000000000014e-05, 'signed_graph_distance_m': 1.5625000000000017e-05, 'support_clearance_m': 9.375000000000001e-06, 'normal_displacement_m': 2.722199110366196e-07}, {'side': 'upper', 'x_m': 0.00035, 'y_m': 1.8749999999999995e-05, 'signed_graph_distance_m': 1.8750000000000015e-05, 'support_clearance_m': 1.2499999999999999e-05, 'normal_displacement_m': 2.7318973043121214e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -9.374999999999997e-06, 'signed_graph_distance_m': -9.375000000000016e-06, 'support_clearance_m': 3.1249999999999997e-06, 'normal_displacement_m': -2.7020241640274167e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -1.2499999999999979e-05, 'signed_graph_distance_m': -1.2500000000000016e-05, 'support_clearance_m': 6.2499999999999995e-06, 'normal_displacement_m': -2.7126413293359777e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -1.5625000000000014e-05, 'signed_graph_distance_m': -1.5625000000000017e-05, 'support_clearance_m': 9.375000000000001e-06, 'normal_displacement_m': -2.7221991103658196e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -1.8749999999999995e-05, 'signed_graph_distance_m': -1.8750000000000015e-05, 'support_clearance_m': 1.2499999999999999e-05, 'normal_displacement_m': -2.73189730431174e-07}]}, 'fixed_physical': {'polynomial_order': 2, 'distances_m': [5e-05, 6.25e-05, 7.5e-05, 8.75e-05], 'fit_residual_m': 1.694959777721179e-11, 'upper_extrapolated_m': 2.705872855028547e-07, 'lower_extrapolated_m': -2.7058728550282146e-07, 'samples': [{'side': 'upper', 'x_m': 0.00035, 'y_m': 5.000000000000002e-05, 'signed_graph_distance_m': 5e-05, 'support_clearance_m': 4.3749999999999986e-05, 'normal_displacement_m': 2.8038237645680494e-07}, {'side': 'upper', 'x_m': 0.00035, 'y_m': 6.25e-05, 'signed_graph_distance_m': 6.25e-05, 'support_clearance_m': 5.6249999999999985e-05, 'normal_displacement_m': 2.824122697043424e-07}, {'side': 'upper', 'x_m': 0.00035, 'y_m': 7.499999999999998e-05, 'signed_graph_distance_m': 7.5e-05, 'support_clearance_m': 6.874999999999998e-05, 'normal_displacement_m': 2.841859240958977e-07}, {'side': 'upper', 'x_m': 0.00035, 'y_m': 8.750000000000001e-05, 'signed_graph_distance_m': 8.75e-05, 'support_clearance_m': 8.124999999999998e-05, 'normal_displacement_m': 2.8585494144275647e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -5.000000000000002e-05, 'signed_graph_distance_m': -5e-05, 'support_clearance_m': 4.3749999999999986e-05, 'normal_displacement_m': -2.803823764567684e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -6.25e-05, 'signed_graph_distance_m': -6.25e-05, 'support_clearance_m': 5.6249999999999985e-05, 'normal_displacement_m': -2.824122697043047e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -7.499999999999998e-05, 'signed_graph_distance_m': -7.5e-05, 'support_clearance_m': 6.874999999999998e-05, 'normal_displacement_m': -2.8418592409585987e-07}, {'side': 'lower', 'x_m': 0.00035, 'y_m': -8.750000000000001e-05, 'signed_graph_distance_m': -8.75e-05, 'support_clearance_m': 8.124999999999998e-05, 'normal_displacement_m': -2.8585494144271745e-07}]}}",nan,1.3414140433894396e-11,9.375000000000016e-06 1.2500000000000016e-05 1.5625000000000017e-05 1.8750000000000015e-05,2,0.027861668009258222,,1.272004022318684e-13,4.819127791982601e-13,100000001.00000194,0.015996639908722608,0.01599663990872265,0.01599663990981708,0.07057838375212018,5.415534157289072e-07,1.1252341575407986e-07,6.250000000000016e-06,0.0,5.204506670374073e-13,8.602360001577907e-13,5.996474883976138e-13,66049,5.220393368105331e-13,8.625195984643142e-13,6.009688134285544e-13,65637,4.747915662294302e-13,2.458245350541667e-13,9.517425522453519e-13,6419,0.026723986292042853,123312,6.021093749999999e-07,0.03225524049035365,10664,5.20703125e-08,0.17824821695186696,4096,1.9999999999999994e-08,0.04895738763909995,3104,1.5156249999999974e-08,223233737.85583308,-9.896403696529887e-10,1815.9270284586053,65.96657312246639,-1.6447346956605102e-16,-0.0002816965567406597,223233727.96630645,-9.895400054915626e-10,1815.9273101551626,0.00011875000000000004,1219073.9533739216,7.365077436816136e-10,-9.806708643765838,111.92252271522764,-1.111307226797642e-17,4.409866552063378e-06,1218999.5033114206,7.365077436816136e-10,-9.806713053632393,0.0004000000000000001,135468708.03496143,2.361844053666573e-09,-2501.422505831995,65.24570345249316,2.0246120318451188e-16,0.0003608268207474604,135468698.1316145,2.3616166799911298e-09,-2501.422866658816,0.00011249999999999997,5.003777303842226e-14,6.6015449205241116e-15,9.722069774015793e-14,3.586255362075379e-07,-1.117694603173019e-21,-1.9142948831332115e-09,6.084638449830111e-07,-7.551990561979858e-23,2.99676541083427e-11,3.547065472455078e-07,1.3758437439685012e-21,2.4520318765912313e-09
