original_path,archive_path,original_size_bytes,archive_size_bytes,net_reclaimable_bytes,archive_sha256,archive_verified,source_deleted
/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v10_2_21_persistent_sites_top1/runs/1_final_v10_2_30_theta0_rate_extremes_four_class_1000um_base3621_v1,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_v10_2_21_persistent_sites_top1/runs/legacy_pf_fracture_pre_v2_theta0_rate_20260826.tar.zst,8423635502,634132237,7789503265,03abb3aa987aa0690ff68c61ad911bf2ec5e59a15fd4775235199bc1bca40b17,True,True
