h_tip_m,representation,kappa,interface_group,edge_count,edge_length_m,intact_traction_l2_relative,soft_traction_l2_relative,traction_jump_l2_relative,git_sha
2.5e-05,causal_p0,0.0001,rear_cap,30,0.0010399494936611652,1.1191058142072556,0.00021654318946074058,1.118895821129881,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,causal_p0,0.0001,lower_face,37,0.001308147545195115,1.1537439054761847,0.00022178415152972834,1.153528207137125,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,causal_p0,0.0001,near_tip_cap,20,0.000686396103067891,1.1050890798142552,0.00021271953826431546,1.1048849363677933,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,causal_p0,0.0001,upper_face,37,0.001308147545195115,1.153743905476195,0.0002217841515297298,1.153528207137135,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,causal_p0,1e-06,rear_cap,30,0.0010399494936611652,1.1192364930892098,2.166101725475656e-06,1.1192343925146424,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,causal_p0,1e-06,lower_face,37,0.001308147545195115,1.1538785273404746,2.218528142824418e-06,1.1538763696881573,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,causal_p0,1e-06,near_tip_cap,20,0.000686396103067891,1.105214997307063,2.127881308526658e-06,1.1052129552304861,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,causal_p0,1e-06,upper_face,37,0.001308147545195115,1.1538785273404868,2.2185281428244344e-06,1.1538763696881695,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,causal_p0,1e-08,rear_cap,30,0.0010399494936611652,1.1192378002891286,2.1661084258903222e-08,1.1192377792833186,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,causal_p0,1e-08,lower_face,37,0.001308147545195115,1.1538798739703982,2.2185350112443967e-08,1.1538798523938083,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,causal_p0,1e-08,near_tip_cap,20,0.000686396103067891,1.1052162568575195,2.1278881701318687e-08,1.1052162364366895,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,causal_p0,1e-08,upper_face,37,0.001308147545195115,1.153879873970386,2.2185350112443798e-08,1.1538798523937959,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,complete_corridor,1e-08,lower_face,60,0.0015,0.4071134062418434,6.534293112916156e-07,0.4071133572464483,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,complete_corridor,1e-08,rear_cap,2,5.000000000000002e-05,0.8170194920565659,1.4396843396648356e-07,0.8170193862524033,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,complete_corridor,1e-08,near_tip_cap,2,5.000000000000002e-05,0.8412185625737936,1.4056345434913488e-07,0.841218459063359,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,complete_corridor,1e-08,upper_face,60,0.0015,0.4071134062418349,6.534293112916156e-07,0.4071133572464397,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,causal_p0,0.0001,rear_cap,62,0.0010856601717798172,1.1621162967221286,0.00022433056512687551,1.1618980590120163,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,causal_p0,0.0001,lower_face,51,0.0009015611460128511,1.1654448077462036,0.00022466061530818627,1.1652260961371679,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,causal_p0,0.0001,near_tip_cap,80,0.0014038582233137625,1.1548776228443214,0.00022258052678415083,1.1546612708075004,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,causal_p0,0.0001,upper_face,51,0.0009015611460128511,1.1654448077462012,0.00022466061530818576,1.1652260961371657,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,causal_p0,1e-06,rear_cap,62,0.0010856601717798172,1.162258137593317,2.2440105283758307e-06,1.162255954531884,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,causal_p0,1e-06,lower_face,51,0.0009015611460128511,1.1655841778834526,2.2473084479857027e-06,1.1655819900820952,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,causal_p0,1e-06,near_tip_cap,80,0.0014038582233137625,1.1550163052670495,2.226503903698336e-06,1.1550141410688979,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,causal_p0,1e-06,upper_face,51,0.0009015611460128511,1.1655841778834692,2.2473084479857218e-06,1.1655819900821118,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,causal_p0,1e-08,rear_cap,62,0.0010856601717798172,1.1622595564406168,2.244017579367782e-08,1.1622595346099343,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,causal_p0,1e-08,lower_face,51,0.0009015611460128511,1.1655855720114268,2.2473154731408266e-08,1.1655855501333445,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,causal_p0,1e-08,near_tip_cap,80,0.0014038582233137625,1.1550176925194167,2.2265108922723493e-08,1.1550176708773672,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,causal_p0,1e-08,upper_face,51,0.0009015611460128511,1.1655855720114123,2.2473154731408088e-08,1.16558555013333,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,complete_corridor,1e-08,lower_face,120,0.0015,0.4075910565665793,1.2908769576106116e-06,0.4075910041220579,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,complete_corridor,1e-08,rear_cap,2,2.4999999999999957e-05,1.3108564894986383,2.131109032539996e-07,1.3108563323947875,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,complete_corridor,1e-08,near_tip_cap,2,2.4999999999999957e-05,1.3092995965106262,2.063368168609866e-07,1.3092994442088997,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,complete_corridor,1e-08,upper_face,120,0.0015,0.4075910565665688,1.2908769576106116e-06,0.40759100412204735,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,causal_p0,0.0001,rear_cap,178,0.0015681349186104018,1.1747632805683024,0.00022649528360964115,1.1745426733337603,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,causal_p0,0.0001,lower_face,56,0.0004949747468305894,1.1709208695145192,0.00022607740946749692,1.1707003295145102,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,causal_p0,0.0001,near_tip_cap,194,0.0017095562748477102,1.1755775870150027,0.00022693023120163872,1.175356540514737,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,causal_p0,0.0001,upper_face,56,0.0004949747468305894,1.1709208695140614,0.00022607740946743387,1.1707003295140521,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,causal_p0,1e-06,rear_cap,178,0.0015681349186104018,1.174907801610391,2.265667263614154e-06,1.1749055948413007,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,causal_p0,1e-06,lower_face,56,0.0004949747468305894,1.1710635877163962,2.261479587028422e-06,1.1710613816251132,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,causal_p0,1e-06,near_tip_cap,194,0.0017095562748477102,1.1757221206875277,2.270018642369412e-06,1.1757199095237971,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,causal_p0,1e-06,upper_face,56,0.0004949747468305894,1.1710635877158684,2.2614795870276887e-06,1.1710613816245856,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,causal_p0,1e-08,rear_cap,178,0.0015681349186104018,1.1749092472701879,2.2656744101533598e-08,1.1749092252024271,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,causal_p0,1e-08,lower_face,56,0.0004949747468305894,1.1710650153454412,2.2614866441497012e-08,1.171064993284459,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,causal_p0,1e-08,near_tip_cap,194,0.0017095562748477102,1.1757235664721941,2.2700258079420517e-08,1.1757235443604868,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,causal_p0,1e-08,upper_face,56,0.0004949747468305894,1.1710650153457,2.2614866441500596e-08,1.171064993284718,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,complete_corridor,1e-08,lower_face,240,0.0015,0.40886544978221595,2.5648629825852917e-06,0.4088653938858254,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,complete_corridor,1e-08,rear_cap,2,1.2500000000000033e-05,2.0175276169276017,3.105505510738517e-07,2.017527387479377,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,complete_corridor,1e-08,near_tip_cap,2,1.2500000000000033e-05,1.9831863303886759,2.9927732745473806e-07,1.9831861090841483,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,complete_corridor,1e-08,upper_face,240,0.0015,0.40886544978238026,2.564862982585292e-06,0.4088653938859897,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
