h_tip_m,representation,shared_cross_face_node_count,intact_cross_graph_path_exists,bridge_element_ids,bridge_node_ids,minimum_intact_crossing_path_length,selected_area_over_crack_length,selected_area_over_a_h,git_sha
2.5e-05,causal_p0,26,True,6504 6506 6508 6510 6512 6514 6516 6518 6520 6522 6524 6526 6528 6530 6532 6534 6536 6538 6540 6542 6544 6546 6548 6550 6552 6554 6556 6558 6560 6562 6564 6566 6568 6570 6572 6574 6576 6578 6580 6582 6584 6586 6588 6590 6592 6594 6596 6598 6600 6602 6604 6606 6721 6723 6725 6727 6729 6731 6733 6735 6737 6739 6741 6743 6745 6747 6749 6751 6753 6755 6757 6759 6761 6763 6765 6767 6769 6771 6773 6775 6777 6779 6781 6783 6785 6787 6789 6791 6793 6795 6797 6799 6801 6803 6805 6807 6809 6811 6813 6815 6817 6819 6821 6823,3392 3394 3396 3398 3400 3402 3404 3406 3408 3410 3412 3414 3416 3418 3420 3422 3424 3426 3428 3430 3432 3434 3436 3438 3440 3442,2,2.5000000000000015e-05,1.0000000000000004,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
2.5e-05,complete_corridor,0,False,,,inf,5.000000000000002e-05,2.000000000000001,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,causal_p0,56,True,15488 15490 15492 15494 15496 15498 15500 15502 15504 15506 15508 15510 15512 15514 15516 15518 15520 15522 15524 15526 15528 15530 15532 15534 15536 15538 15540 15542 15544 15546 15548 15550 15552 15554 15556 15558 15560 15562 15564 15566 15568 15570 15572 15574 15576 15578 15580 15582 15584 15586 15588 15590 15592 15594 15596 15598 15600 15602 15604 15606 15608 15610 15612 15614 15616 15618 15620 15622 15624 15626 15628 15630 15632 15634 15636 15638 15640 15642 15644 15646 15648 15650 15652 15654 15656 15658 15660 15662 15664 15666 15668 15670 15672 15674 15676 15678 15680 15682 15684 15686 15688 15690 15692 15694 15696 15698 15700 15702 15704 15706 15708 15710 15857 15859 15861 15863 15865 15867 15869 15871 15873 15875 15877 15879 15881 15883 15885 15887 15889 15891 15893 15895 15897 15899 15901 15903 15905 15907 15909 15911 15913 15915 15917 15919 15921 15923 15925 15927 15929 15931 15933 15935 15937 15939 15941 15943 15945 15947 15949 15951 15953 15955 15957 15959 15961 15963 15965 15967 15969 15971 15973 15975 15977 15979 15981 15983 15985 15987 15989 15991 15993 15995 15997 15999 16001 16003 16005 16007 16009 16011 16013 16015 16017 16019 16021 16023 16025 16027 16029 16031 16033 16035 16037 16039 16041 16043 16045 16047 16049 16051 16053 16055 16057 16059 16061 16063 16065 16067 16069 16071 16073 16075 16077 16079,7972 7974 7976 7978 7980 7982 7984 7986 7988 7990 7992 7994 7996 7998 8000 8002 8004 8006 8008 8010 8012 8014 8016 8018 8020 8022 8024 8026 8028 8030 8032 8034 8036 8038 8040 8042 8044 8046 8048 8050 8052 8054 8056 8058 8060 8062 8064 8066 8068 8070 8072 8074 8076 8078 8080 8082,2,1.2499999999999977e-05,0.9999999999999981,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
1.25e-05,complete_corridor,0,False,,,inf,2.4999999999999954e-05,1.9999999999999962,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,causal_p0,116,True,44400 44402 44404 44406 44408 44410 44412 44414 44416 44418 44420 44422 44424 44426 44428 44430 44432 44434 44436 44438 44440 44442 44444 44446 44448 44450 44452 44454 44456 44458 44460 44462 44464 44466 44468 44470 44472 44474 44476 44478 44480 44482 44484 44486 44488 44490 44492 44494 44496 44498 44500 44502 44504 44506 44508 44510 44512 44514 44516 44518 44520 44522 44524 44526 44528 44530 44532 44534 44536 44538 44540 44542 44544 44546 44548 44550 44552 44554 44556 44558 44560 44562 44564 44566 44568 44570 44572 44574 44576 44578 44580 44582 44584 44586 44588 44590 44592 44594 44596 44598 44600 44602 44604 44606 44608 44610 44612 44614 44616 44618 44620 44622 44624 44626 44628 44630 44632 44634 44636 44638 44640 44642 44644 44646 44648 44650 44652 44654 44656 44658 44660 44662 44664 44666 44668 44670 44672 44674 44676 44678 44680 44682 44684 44686 44688 44690 44692 44694 44696 44698 44700 44702 44704 44706 44708 44710 44712 44714 44716 44718 44720 44722 44724 44726 44728 44730 44732 44734 44736 44738 44740 44742 44744 44746 44748 44750 44752 44754 44756 44758 44760 44762 44764 44766 44768 44770 44772 44774 44776 44778 44780 44782 44784 44786 44788 44790 44792 44794 44796 44798 44800 44802 44804 44806 44808 44810 44812 44814 44816 44818 44820 44822 44824 44826 44828 44830 44832 44834 44836 44838 44840 44842 44844 44846 44848 44850 44852 44854 44856 44858 44860 44862 45073 45075 45077 45079 45081 45083 45085 45087 45089 45091 45093 45095 45097 45099 45101 45103 45105 45107 45109 45111 45113 45115 45117 45119 45121 45123 45125 45127 45129 45131 45133 45135 45137 45139 45141 45143 45145 45147 45149 45151 45153 45155 45157 45159 45161 45163 45165 45167 45169 45171 45173 45175 45177 45179 45181 45183 45185 45187 45189 45191 45193 45195 45197 45199 45201 45203 45205 45207 45209 45211 45213 45215 45217 45219 45221 45223 45225 45227 45229 45231 45233 45235 45237 45239 45241 45243 45245 45247 45249 45251 45253 45255 45257 45259 45261 45263 45265 45267 45269 45271 45273 45275 45277 45279 45281 45283 45285 45287 45289 45291 45293 45295 45297 45299 45301 45303 45305 45307 45309 45311 45313 45315 45317 45319 45321 45323 45325 45327 45329 45331 45333 45335 45337 45339 45341 45343 45345 45347 45349 45351 45353 45355 45357 45359 45361 45363 45365 45367 45369 45371 45373 45375 45377 45379 45381 45383 45385 45387 45389 45391 45393 45395 45397 45399 45401 45403 45405 45407 45409 45411 45413 45415 45417 45419 45421 45423 45425 45427 45429 45431 45433 45435 45437 45439 45441 45443 45445 45447 45449 45451 45453 45455 45457 45459 45461 45463 45465 45467 45469 45471 45473 45475 45477 45479 45481 45483 45485 45487 45489 45491 45493 45495 45497 45499 45501 45503 45505 45507 45509 45511 45513 45515 45517 45519 45521 45523 45525 45527 45529 45531 45533 45535,22604 22606 22608 22610 22612 22614 22616 22618 22620 22622 22624 22626 22628 22630 22632 22634 22636 22638 22640 22642 22644 22646 22648 22650 22652 22654 22656 22658 22660 22662 22664 22666 22668 22670 22672 22674 22676 22678 22680 22682 22684 22686 22688 22690 22692 22694 22696 22698 22700 22702 22704 22706 22708 22710 22712 22714 22716 22718 22720 22722 22724 22726 22728 22730 22732 22734 22736 22738 22740 22742 22744 22746 22748 22750 22752 22754 22756 22758 22760 22762 22764 22766 22768 22770 22772 22774 22776 22778 22780 22782 22784 22786 22788 22790 22792 22794 22796 22798 22800 22802 22804 22806 22808 22810 22812 22814 22816 22818 22820 22822 22824 22826 22828 22830 22832 22834,2,6.250000000000017e-06,1.0000000000000027,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
6.25e-06,complete_corridor,0,False,,,inf,1.2500000000000034e-05,2.0000000000000053,9386e7d76fcb98bcae17851a3a9a3a19b03f4888
