candidate_id,target_class,restart,candidate_source,objective,de_success,local_success,cleave_G00_eV,cleave_gT_eV_per_K,cleave_sigc0_GPa,cleave_sT_GPa_per_K,cleave_exp_a,cleave_exp_n,cleave_floor_frac,emit_G00_eV,emit_gT_eV_per_K,emit_sigc0_GPa,emit_sT_GPa_per_K,emit_exp_a,emit_exp_n,emit_floor_frac,peierls_H0_eV,peierls_exp_a,peierls_exp_n,delta_H_PT_eV,taylor_exp_a,taylor_exp_n,peierls_activation_entropy_kB,taylor_activation_entropy_kB,log10_taylor_corr_rho_c_m2,log10_taylor_corr_scale,log10_source_sites_per_system,log10_encounter_efficiency,log10_retained_recovery_rate_s,log10_source_refresh_length_um,c_blunt,taylor_H0_eV,taylor_corr_rho_c_m2,taylor_corr_scale,source_sites_per_system,encounter_efficiency,retained_recovery_rate_s,source_refresh_length_um,peierls_nu0_s,taylor_nu0_s,independent_shape_all_four_active,completion_loss,K_init_loss,K_plateau_loss,early_rise_loss,plateau_rise_loss,delta_window_loss,fast_Peierls_loss,FCC_barrier_separation_loss,barrier_order_margin_eV,min_raw_barrier_eV,min_peierls_traverse_number,plateau_temperature_rise,max_K_shield_MPa_sqrt_m,search_initialization,status,accepted_for_spatial_promotion,acceptance_reason,selection_role,spatial_validation_extension_um,spatial_validation_status
weakT_restart00_candidate00,weakT,0,de_best,5.229166666666666,False,True,2.5055466373011615,0.0049670562299499,5.428183116604254,0.0007306024749389,1.268488042355198,0.6009095465988468,0.0931367549188383,3.320894567638791,0.0038541727280313,0.9141599651513008,0.0039628704831088,0.4185310539099348,2.382936468648732,0.1184633632841159,0.4286129904720872,1.8578201802067744,1.2226427250553378,8.985832600453461,0.8308655408787133,2.183787205810243,-4.957541485675803,-17.956518623451785,12.490358720440614,0.2699146831964285,0.3871733686962249,-0.2473309130306346,-2.1581731680317695,1.4509387407235974,2.7268761085350786,9.41444559092555,3092849022611.605,1.8617213670631296,2.4387841773917582,0.5658080042785583,0.0069474724291644,28.24481540428955,1000000000000.0,100000000000.0,1.0,0.0,1.1666666666666663,1.1875,2.0,0.0,0.875,0.0,0.0,1.0404293651642949,0.3511473871457239,120940573155309.42,0.5,0.0860157827009303,FULL_SOBOL_NO_PRIOR_SHORTLIST,V9_10_UNIFIED_ZEROD_REQUIRES_SPATIAL_PROMOTION,True,weakT_FCC_fastP_highTbarrier,primary,500.0,PASSED_WEAKT_500UM_GATE
