plate_width_m,R_over_W,hoop_stress_concentration,Kirsch_SC_relative_error,interpretation,solver_identity,git_sha
0.008,0.0625,3.0221730440243895,0.007391014674796488,finite-width displacement-controlled benchmark,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
0.012,0.041666666666666664,3.0046113233038714,0.0015371077679571243,finite-width displacement-controlled benchmark,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
0.016,0.03125,2.9987482989115892,0.00041723369613692424,finite-width displacement-controlled benchmark,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
