mesh,radius_m,d_over_R,family,outer_radius_m,outer_over_h,effective_tip_x_m,K_I_Pa_sqrt_m,K_II_Pa_sqrt_m,active_elements,reaction_rescale_to_control,reaction_normalized_K_I_Pa_sqrt_m,reaction_normalized_K_II_Pa_sqrt_m,solver_identity,git_sha
medium,0.00015,32,void,0.0007695833333333333,5.771875,0.0019773119399688725,11144622.908989223,1.9980611325496268e-07,62,1.0016777767992433,11163321.098742241,2.0014134331612883e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
medium,0.00015,32,void,0.0010666666666666667,8.0,0.0019773119399688725,13266753.173419079,2.146801886981407e-07,142,1.0016777767992433,13289011.82409473,2.1504037413799562e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
medium,0.00015,32,matched_control,0.0004725,3.5437499999999997,0.0019773119399688725,7189735.254042124,4.035216093434067e-08,32,1.0016777767992433,7189735.254042124,4.035216093434067e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
medium,0.00015,32,matched_control,0.0007695833333333333,5.771875,0.0019773119399688725,11150039.545959014,5.6215703463326857e-08,62,1.0016777767992433,11150039.545959014,5.6215703463326857e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
medium,0.00015,32,matched_control,0.0010666666666666667,8.0,0.0019773119399688725,13272763.111434028,6.361661566239457e-08,142,1.0016777767992433,13272763.111434028,6.361661566239457e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
medium,0.00015,64,void,0.0004725,3.5437499999999997,0.00173755463202687,5581012.093176248,2.3299921687549055e-07,18,1.001678841075633,5590381.7255218765,2.3339038553137145e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
medium,0.00015,64,void,0.0007695833333333333,5.771875,0.00173755463202687,6294534.985319977,2.483068940328411e-07,34,1.001678841075633,6305102.50920534,2.487237618459063e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
medium,0.00015,64,void,0.0010666666666666667,8.0,0.00173755463202687,7549231.006123789,2.7849465960013016e-07,68,1.001678841075633,7561904.965226311,2.789622078740113e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
medium,0.00015,64,matched_control,0.0004725,3.5437499999999997,0.00173755463202687,5581113.472694229,1.5989375788938865e-07,18,1.001678841075633,5581113.472694229,1.5989375788938865e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
medium,0.00015,64,matched_control,0.0007695833333333333,5.771875,0.00173755463202687,6294732.989731209,1.7371098284147443e-07,34,1.001678841075633,6294732.989731209,1.7371098284147443e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
medium,0.00015,64,matched_control,0.0010666666666666667,8.0,0.00173755463202687,7549465.422463701,1.9155975884058787e-07,68,1.001678841075633,7549465.422463701,1.9155975884058787e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,8,void,0.0004725,4.725,0.001998558802226404,6152565.11721918,1.9140609413448667e-08,840,1.0010294404582218,6158898.816672689,1.9160313531173893e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,8,void,0.0005362500000000002,5.362500000000002,0.001998558802226404,6691783.4826285485,2.2708971132085596e-08,1122,1.0010294404582218,6698672.275283227,2.2732348665733555e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,8,void,0.0006000000000000003,6.000000000000003,0.001998558802226404,7135297.8644579435,2.3587156576111214e-08,1526,1.0010294404582218,7142643.228761081,2.3611438149385076e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,8,matched_control,0.0004725,4.725,0.001998558802226404,6135408.366035194,-3.1166256602661416e-09,840,1.0010294404582218,6135408.366035194,-3.1166256602661416e-09,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,8,matched_control,0.0005362500000000002,5.362500000000002,0.001998558802226404,6669963.279400754,-6.89839997694175e-09,1122,1.0010294404582218,6669963.279400754,-6.89839997694175e-09,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,8,matched_control,0.0006000000000000003,6.000000000000003,0.001998558802226404,7109146.255347694,-7.489218700495084e-09,1526,1.0010294404582218,7109146.255347694,-7.489218700495084e-09,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,16,void,0.0004725,4.725,0.0019983440821220552,6702196.242278075,3.2707179551147505e-07,252,1.00072891336626,6707081.562702369,3.2731020251495e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,16,void,0.00063625,6.3625,0.0019983440821220552,7858739.691866575,3.8816931215493673e-07,474,1.00072891336626,7864468.032269934,3.884522539549384e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,16,void,0.0008,8.0,0.0019983440821220552,9441668.100651322,4.5003190723573207e-07,872,1.00072891336626,9448550.258729678,4.503599415081597e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,16,matched_control,0.0004725,4.725,0.0019983440821220552,6704672.434001971,-1.0784811845739343e-07,252,1.00072891336626,6704672.434001971,-1.0784811845739343e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,16,matched_control,0.00063625,6.3625,0.0019983440821220552,7859731.689432175,-1.2775151565417176e-07,474,1.00072891336626,7859731.689432175,-1.2775151565417176e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,16,matched_control,0.0008,8.0,0.0019983440821220552,9440725.52351049,-1.4444071964670137e-07,872,1.00072891336626,9440725.52351049,-1.4444071964670137e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,32,void,0.0004725,4.725,0.0019616525726443425,7213707.086003529,1.8112487541323143e-08,76,1.0007104595804874,7218832.13331361,1.8125355731623334e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,32,void,0.00063625,6.3625,0.0019616525726443425,8799930.05294054,1.7251678855405942e-08,142,1.0007104595804874,8806182.047554271,1.7263935475928256e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,32,void,0.0008,8.0,0.0019616525726443425,10345590.937234556,1.5583128301330706e-08,240,1.0007104595804874,10352941.061431719,1.559419948412635e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,32,matched_control,0.0004725,4.725,0.0019616525726443425,7217593.4991882555,1.611627802076008e-08,76,1.0007104595804874,7217593.4991882555,1.611627802076008e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,32,matched_control,0.00063625,6.3625,0.0019616525726443425,8804048.285494177,1.1406120725049473e-08,142,1.0007104595804874,8804048.285494177,1.1406120725049473e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,32,matched_control,0.0008,8.0,0.0019616525726443425,10349720.807025852,-2.4424098317575354e-09,240,1.0007104595804874,10349720.807025852,-2.4424098317575354e-09,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,64,void,0.0004725,4.725,0.0019914149105816144,5967950.344720592,3.6202259430440024e-08,30,1.0007720629261403,5972557.977926796,3.623020985278878e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,64,void,0.00063625,6.3625,0.0019914149105816144,8942662.969533112,4.307345789108435e-08,52,1.0007720629261403,8949567.268072857,4.3106713311022724e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,64,void,0.0008,8.0,0.0019914149105816144,11378324.040959297,4.000398152573374e-08,58,1.0007720629261403,11387108.823112933,4.003486711676776e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,64,matched_control,0.0004725,4.725,0.0019914149105816144,5968742.433100316,8.463737479353732e-08,30,1.0007720629261403,5968742.433100316,8.463737479353732e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,64,matched_control,0.00063625,6.3625,0.0019914149105816144,8943692.746666513,1.1229549478908346e-07,52,1.0007720629261403,8943692.746666513,1.1229549478908346e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.0001,64,matched_control,0.0008,8.0,0.0019914149105816144,11379528.208104141,1.3017023153357549e-07,58,1.0007720629261403,11379528.208104141,1.3017023153357549e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,8,void,0.0004725,4.725,0.0019998429381170558,6274754.551091299,-1.0623356529926649e-07,382,1.001817900176405,6286161.428496626,-1.0642668731636415e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,8,void,0.00063625,6.3625,0.0019998429381170558,7355727.685227735,-1.2336766917962373e-07,778,1.001817900176405,7369099.663884297,-1.2359193928718803e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,8,void,0.0008,8.0,0.0019998429381170558,9007862.199596552,-1.327144800245939e-07,1414,1.001817900176405,9024237.59387823,-1.329557417012421e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,8,matched_control,0.0004725,4.725,0.0019998429381170558,6272277.624258015,1.856873332476429e-07,382,1.001817900176405,6272277.624258015,1.856873332476429e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,8,matched_control,0.00063625,6.3625,0.0019998429381170558,7346117.161632659,2.2504920389239274e-07,778,1.001817900176405,7346117.161632659,2.2504920389239274e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,8,matched_control,0.0008,8.0,0.0019998429381170558,8989558.86079044,2.6325608383856677e-07,1414,1.001817900176405,8989558.86079044,2.6325608383856677e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,16,void,0.0004725,4.725,0.0019987368584339113,6745123.825928766,1.5749926090388132e-07,114,1.0016069138928991,6755962.659113976,1.577523486543491e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,16,void,0.00063625,6.3625,0.0019987368584339113,8490449.14787127,1.9126445536190644e-07,230,1.0016069138928991,8504092.568563938,1.9157180087244526e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,16,void,0.0008,8.0,0.0019987368584339113,10508144.752029072,2.2691791227055648e-07,404,1.0016069138928991,10525030.435819702,2.272825498163317e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,16,matched_control,0.0004725,4.725,0.0019987368584339113,6756147.652801649,-3.770111070038611e-08,114,1.0016069138928991,6756147.652801649,-3.770111070038611e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,16,matched_control,0.00063625,6.3625,0.0019987368584339113,8500617.015838483,-3.9528289044237855e-08,230,1.0016069138928991,8500617.015838483,-3.9528289044237855e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,16,matched_control,0.0008,8.0,0.0019987368584339113,10517054.368839424,-4.466947106836648e-08,404,1.0016069138928991,10517054.368839424,-4.466947106836648e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,32,void,0.0004725,4.725,0.0019474287501636276,6194968.4839454135,6.993366674190626e-08,40,1.0017175727092846,6205608.792748316,7.005378289936237e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,32,void,0.00063625,6.3625,0.0019474287501636276,8107212.101940562,6.543520405373135e-08,64,1.0017175727092846,8121136.828195238,6.554759377444051e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,32,void,0.0008,8.0,0.0019474287501636276,9731177.891583262,5.7278638504117234e-08,126,1.0017175727092846,9747891.89715904,5.737701873043689e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,32,matched_control,0.0004725,4.725,0.0019474287501636276,6199523.954842758,4.414548396495308e-08,40,1.0017175727092846,6199523.954842758,4.414548396495308e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,32,matched_control,0.00063625,6.3625,0.0019474287501636276,8112474.697850178,6.042821617666998e-08,64,1.0017175727092846,8112474.697850178,6.042821617666998e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,32,matched_control,0.0008,8.0,0.0019474287501636276,9736841.864190081,7.275089676555676e-08,126,1.0017175727092846,9736841.864190081,7.275089676555676e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,64,void,0.0004725,4.725,0.0019445752747432078,4353620.298929459,5.199479168530242e-08,12,1.00171623744202,4361092.145094821,5.208402709358277e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,64,void,0.00063625,6.3625,0.0019445752747432078,4368157.533714578,5.1945924399883907e-08,26,1.00171623744202,4375654.32922658,5.203507594029933e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,64,void,0.0008,8.0,0.0019445752747432078,5185775.853235465,4.428597741053132e-08,62,1.00171623744202,5194675.875920711,4.436198266311973e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,64,matched_control,0.0004725,4.725,0.0019445752747432078,4353855.151324561,6.470028589411692e-08,12,1.00171623744202,4353855.151324561,6.470028589411692e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,64,matched_control,0.00063625,6.3625,0.0019445752747432078,4368385.469150559,7.694154089145551e-08,26,1.00171623744202,4368385.469150559,7.694154089145551e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
fine,0.00015,64,matched_control,0.0008,8.0,0.0019445752747432078,5186012.315625359,1.0102089578142992e-07,62,1.00171623744202,5186012.315625359,1.0102089578142992e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,8,void,0.0004725,6.300000000000001,0.0019997755515431593,6176521.614768758,2.569301564747896e-07,1508,1.0010509412392885,6183012.776049076,2.572001749718458e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,8,void,0.0005362499999999999,7.1499999999999995,0.0019997755515431593,6682855.898600721,2.839585017156025e-07,2018,1.0010509412392885,6689879.187460783,2.8425692541530205e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,8,void,0.0006,8.0,0.0019997755515431593,7108332.540813758,3.0415534719992884e-07,2684,1.0010509412392885,7115802.980623475,3.0447499659745134e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,8,matched_control,0.0004725,6.300000000000001,0.0019997755515431593,6165016.086251734,6.598048409846572e-08,1508,1.0010509412392885,6165016.086251734,6.598048409846572e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,8,matched_control,0.0005362499999999999,7.1499999999999995,0.0019997755515431593,6666129.196420013,6.492370817293347e-08,2018,1.0010509412392885,6666129.196420013,6.492370817293347e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,8,matched_control,0.0006,8.0,0.0019997755515431593,7086640.927320281,5.936326488313651e-08,2684,1.0010509412392885,7086640.927320281,5.936326488313651e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,16,void,0.0004725,6.300000000000001,0.0019960589897908792,6991271.767638061,7.26017059930571e-08,426,1.0007354503625414,6996413.500994196,7.265510094405082e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,16,void,0.0005362499999999999,7.1499999999999995,0.0019960589897908792,7475377.104653292,7.623853679153214e-08,568,1.0007354503625414,7480874.873455043,7.62946064510551e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,16,void,0.0006,8.0,0.0019960589897908792,7833564.086371673,7.718411160608669e-08,726,1.0007354503625414,7839325.283918987,7.724087668894982e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,16,matched_control,0.0004725,6.300000000000001,0.0019960589897908792,6993636.052381704,-3.511801653521667e-08,426,1.0007354503625414,6993636.052381704,-3.511801653521667e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,16,matched_control,0.0005362499999999999,7.1499999999999995,0.0019960589897908792,7477104.920489774,-3.902991670200453e-08,568,1.0007354503625414,7477104.920489774,-3.902991670200453e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,16,matched_control,0.0006,8.0,0.0019960589897908792,7834741.439621366,-4.219700087674014e-08,726,1.0007354503625414,7834741.439621366,-4.219700087674014e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,32,void,0.0004725,6.300000000000001,0.0019788378799827453,6808269.76218018,-1.9396647264744985e-07,112,1.0007172221902016,6813152.804330495,-1.9410558970578774e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,32,void,0.0005362499999999999,7.1499999999999995,0.0019788378799827453,7322689.189974564,-2.055423403785869e-07,170,1.0007172221902016,7327941.1851535635,-2.056897599061324e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,32,void,0.0006,8.0,0.0019788378799827453,7912617.3092103405,-2.1883638055268515e-07,210,1.0007172221902016,7918292.41392708,-2.1899333486084094e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,32,matched_control,0.0004725,6.300000000000001,0.0019788378799827453,6812695.918652776,-1.6638089002869683e-07,112,1.0007172221902016,6812695.918652776,-1.6638089002869683e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,32,matched_control,0.0005362499999999999,7.1499999999999995,0.0019788378799827453,7327194.540575906,-1.7632638477249185e-07,170,1.0007172221902016,7327194.540575906,-1.7632638477249185e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,32,matched_control,0.0006,8.0,0.0019788378799827453,7917164.101906206,-1.879689648188728e-07,210,1.0007172221902016,7917164.101906206,-1.879689648188728e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,64,void,0.0004725,6.300000000000001,0.0019827209591192466,8108011.655531711,1.674926207719681e-07,38,1.000779094909486,8114328.566138588,1.6762311342018798e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,64,void,0.0005362499999999999,7.1499999999999995,0.0019827209591192466,8778964.54108878,1.8378527915103564e-07,46,1.000779094909486,8785804.1876733,1.8392846532646066e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,64,void,0.0006,8.0,0.0019827209591192466,9337910.940604933,1.9662286774074706e-07,60,1.000779094909486,9345186.05948399,1.967760556160924e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,64,matched_control,0.0004725,6.300000000000001,0.0019827209591192466,8109001.277919048,5.512229795208753e-08,38,1.000779094909486,8109001.277919048,5.512229795208753e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,64,matched_control,0.0005362499999999999,7.1499999999999995,0.0019827209591192466,8780033.754922241,6.212253658829014e-08,46,1.000779094909486,8780033.754922241,6.212253658829014e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.0001,64,matched_control,0.0006,8.0,0.0019827209591192466,9339038.380397657,6.644041938581695e-08,60,1.000779094909486,9339038.380397657,6.644041938581695e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,8,void,0.0004725,6.300000000000001,0.0019959339210808623,6393581.204611562,3.626117024940066e-07,692,1.0018383602571672,6405334.910199092,3.632783134366553e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,8,void,0.0005362499999999999,7.1499999999999995,0.0019959339210808623,6902123.748541713,3.9272785678875804e-07,896,1.0018383602571672,6914812.338531082,3.9344983207256096e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,8,void,0.0006,8.0,0.0019959339210808623,7318723.463113445,4.19077446649768e-07,1168,1.0018383602571672,7332177.91346123,4.1984786197236403e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,8,matched_control,0.0004725,6.300000000000001,0.0019959339210808623,6393605.447557743,1.7279223820672836e-07,692,1.0018383602571672,6393605.447557743,1.7279223820672836e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
