state_id,r_eff_over_r0,opening_strength_fraction,crack_extension_m,region,system,bin,x_m,burgers_sign,delta_signed_line_content,K_I_base_Pa_sqrt_m,K_I_perturbed_Pa_sqrt_m,K_II_base_Pa_sqrt_m,K_II_perturbed_Pa_sqrt_m,interaction_integral_schema,ribbon_width_m,mesh_area_ratio
E0000200__load_1,1.0,0.0,0.0002,active,0,0,3.125e-07,-1,-0.25,16460.829266574474,16463.909315262783,13881.108007174556,13884.645926234725,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9940084883819422
E0000200__load_1,1.0,0.0,0.0002,active,0,0,3.125e-07,-1,-0.5,16460.829266574474,16466.989363951096,13881.108007174556,13888.183845294972,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9940084883819422
E0000200__load_1,1.0,0.0,0.0002,active,0,0,3.125e-07,1,0.25,16460.829266574474,16457.749217886158,13881.108007174556,13877.570088114368,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9940084883819422
E0000200__load_1,1.0,0.0,0.0002,active,0,0,3.125e-07,1,0.5,16460.829266574474,16454.669169197863,13881.108007174556,13874.032169054195,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9940084883819422
E0000200__load_1,1.0,0.0,0.0002,active,0,79,4.96875e-05,-1,-0.25,16460.829266574474,16276.089130845712,13881.108007174556,14574.747186216147,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999623175369947
E0000200__load_1,1.0,0.0,0.0002,active,0,79,4.96875e-05,-1,-0.5,16460.829266574474,16091.348995116941,13881.108007174556,15268.386365257691,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999623175369947
E0000200__load_1,1.0,0.0,0.0002,active,0,79,4.96875e-05,1,0.25,16460.829266574474,16645.569402303245,13881.108007174556,13187.468828132976,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999623175369947
E0000200__load_1,1.0,0.0,0.0002,active,0,79,4.96875e-05,1,0.5,16460.829266574474,16830.30953803201,13881.108007174556,12493.829649091444,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999623175369947
E0000200__load_1,1.0,0.0,0.0002,active,1,0,3.125e-07,-1,-0.25,16460.829266574474,16457.881337961586,13881.108007174556,13883.643222436385,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9985869789781888
E0000200__load_1,1.0,0.0,0.0002,active,1,0,3.125e-07,-1,-0.5,16460.829266574474,16454.93340934869,13881.108007174556,13886.17843769822,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9985869789781888
E0000200__load_1,1.0,0.0,0.0002,active,1,0,3.125e-07,1,0.25,16460.829266574474,16463.77719518738,13881.108007174556,13878.572791912728,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9985869789781888
E0000200__load_1,1.0,0.0,0.0002,active,1,0,3.125e-07,1,0.5,16460.829266574474,16466.72512380026,13881.108007174556,13876.03757665089,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9985869789781888
E0000200__load_1,1.0,0.0,0.0002,active,1,79,4.96875e-05,-1,-0.25,16460.829266574474,16718.02715433869,13881.108007174556,14505.291198368015,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999911130753354
E0000200__load_1,1.0,0.0,0.0002,active,1,79,4.96875e-05,-1,-0.5,16460.829266574474,16975.22504210288,13881.108007174556,15129.474389561485,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999911130753354
E0000200__load_1,1.0,0.0,0.0002,active,1,79,4.96875e-05,1,0.25,16460.829266574474,16203.631378810258,13881.108007174556,13256.924815981089,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999911130753354
E0000200__load_1,1.0,0.0,0.0002,active,1,79,4.96875e-05,1,0.5,16460.829266574474,15946.433491046073,13881.108007174556,12632.741624787619,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.545599183379563e-08,0.9999911130753354
