Kmax_MPa_sqrt_m,R,composite_id,cycles_max,deltaK_MPa_sqrt_m,exit_code,frequency_Hz,fresh,max_wall_seconds,n_bins,parameter_option,predicted_da_dN_OBSERVED_A_NATIVE_ENVELOPE,predicted_da_dN_RADIUS_SCALED_B1,predicted_da_dN_RAW_B1,predicted_local_slope_RADIUS_SCALED_B1,result_path,resume,seed,status,target_da_dN,target_ext_um,target_local_slope,temperature_K,wall_seconds
18.0,0.1,P40_RADIUS_SCALED_ENVELOPE_V1__DK_16.2__R0p1__n80__seed1720,1000000000000,16.2,2,1000.0,True,43200,80,P40_RADIUS_SCALED_ENVELOPE_V1,4.4600484050445897e-07,4.4802918940557583e-07,4.892810925738828e-07,3.9557352967800177,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_worktrees/v10230-prospective-paris-candidate-design/runs/prospective_paris_p40_pilot_v1/P40_RADIUS_SCALED_ENVELOPE_V1/K_18_R_0.1_seed_1720,False,1720,LAUNCH_PREFLIGHT_FAILURE,4.473410023231301e-07,100,3.958965,300.0,0.13202881813049316
21.0,0.1,P40_RADIUS_SCALED_ENVELOPE_V1__DK_18.9__R0p1__n80__seed1720,1000000000000,18.9,2,1000.0,True,43200,80,P40_RADIUS_SCALED_ENVELOPE_V1,6.847496691312505e-07,7.256402392769669e-07,8.532069680810729e-07,3.721268560178006,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_worktrees/v10230-prospective-paris-candidate-design/runs/prospective_paris_p40_pilot_v1/P40_RADIUS_SCALED_ENVELOPE_V1/K_21_R_0.1_seed_1720,False,1720,LAUNCH_PREFLIGHT_FAILURE,8.084670106097001e-07,100,3.621605,300.0,0.13231897354125977
13.5,0.1,P40_RADIUS_SCALED_ENVELOPE_V1__DK_12.15__R0p1__n80__seed1720,1000000000000,12.15,2,1000.0,True,43200,80,P40_RADIUS_SCALED_ENVELOPE_V1,1.639877259141026e-07,1.6093510660331768e-07,1.5931509897421866e-07,3.891273588808393,/Volumes/Data/Data/Nanopillar_calculation/PF-fracture-fatigue_worktrees/v10230-prospective-paris-candidate-design/runs/prospective_paris_p40_pilot_v1/P40_RADIUS_SCALED_ENVELOPE_V1/K_13.5_R_0.1_seed_1720,False,1720,LAUNCH_PREFLIGHT_FAILURE,1.4286990725190266e-07,100,3.845041,300.0,0.13369488716125488
