profile_id,target_name,window,m_mid,Kmax_MPa_sqrt_m,m_target
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.49465,2.188033
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.496854,2.18855
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.499058,2.189068
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.501263,2.189587
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.503468,2.190106
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.505674,2.190626
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.50788,2.191146
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.510087,2.191667
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.512294,2.192188
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.514501,2.19271
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.516709,2.193233
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.518917,2.193756
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.521125,2.194279
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.523334,2.194803
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.525543,2.195328
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.527753,2.195853
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.529963,2.196378
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.532173,2.196904
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.534384,2.197431
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.536595,2.197958
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.538807,2.198485
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.541019,2.199013
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.543231,2.199541
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.545444,2.20007
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.547657,2.200599
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.54987,2.201129
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.552084,2.20166
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.554298,2.20219
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.556513,2.202721
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.558728,2.203253
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.560944,2.203785
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.563159,2.204317
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.565376,2.20485
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.567592,2.205384
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.569809,2.205917
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.572027,2.206452
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.574245,2.206986
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.576463,2.207521
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.578681,2.208056
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.5809,2.208592
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.58312,2.209128
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.585339,2.209665
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.58756,2.210202
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.58978,2.210739
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.592001,2.211277
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.594222,2.211815
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.596444,2.212353
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.598666,2.212892
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.600889,2.213431
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.603112,2.213971
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.605335,2.21451
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.607559,2.21505
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.609783,2.215591
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.612007,2.216132
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.614232,2.216673
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.616457,2.217214
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.618683,2.217756
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.620909,2.218298
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.623135,2.21884
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.625362,2.219383
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.627589,2.219926
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.629817,2.220469
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.632045,2.221013
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.634273,2.221556
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.636502,2.2221
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.638731,2.222645
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.640961,2.223189
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.643191,2.223734
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.645421,2.224279
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.647652,2.224825
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.649883,2.22537
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.652115,2.225916
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.654347,2.226462
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.656579,2.227008
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.658812,2.227555
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.661045,2.228101
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.663278,2.228648
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.665512,2.229195
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.667747,2.229743
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.669981,2.23029
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.672216,2.230838
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.674452,2.231386
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.676688,2.231934
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.678924,2.232482
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.681161,2.233031
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.683398,2.233579
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.685635,2.234128
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.687873,2.234677
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.690111,2.235226
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.69235,2.235775
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.694589,2.236324
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.696828,2.236874
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.699068,2.237423
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.701308,2.237973
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.703549,2.238523
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.70579,2.239073
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.708031,2.239623
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.710273,2.240173
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.712515,2.240723
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.714758,2.241273
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.717001,2.241823
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.719244,2.242374
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.721488,2.242924
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.723732,2.243475
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.725977,2.244026
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.728222,2.244576
