profile_id,target_name,window,m_mid,Kmax_MPa_sqrt_m,g_target_m_per_cycle
P40_STANDARD_WINDOW,P40,STANDARD_WINDOW,4.0,19.5,6.121233445390226e-07
P40_STANDARD_WINDOW,P40,STANDARD_WINDOW,4.0,21.0,8.084670106097001e-07
P40_STANDARD_WINDOW,P40,STANDARD_WINDOW,4.0,24.3,1.305503893129134e-06
P40_EXTENDED_FLAT_WINDOW,P40,EXTENDED_FLAT_WINDOW,4.0,12.0,9.093844968412843e-08
P40_EXTENDED_FLAT_WINDOW,P40,EXTENDED_FLAT_WINDOW,4.0,12.75,1.1335478754718937e-07
P40_EXTENDED_FLAT_WINDOW,P40,EXTENDED_FLAT_WINDOW,4.0,13.5,1.4172364608646692e-07
P40_EXTENDED_FLAT_WINDOW,P40,EXTENDED_FLAT_WINDOW,4.0,15.0,2.1578771529463816e-07
P40_EXTENDED_FLAT_WINDOW,P40,EXTENDED_FLAT_WINDOW,4.0,16.5,3.159157149969953e-07
P40_EXTENDED_FLAT_WINDOW,P40,EXTENDED_FLAT_WINDOW,4.0,18.0,4.473410023231301e-07
P40_EXTENDED_FLAT_WINDOW,P40,EXTENDED_FLAT_WINDOW,4.0,19.5,6.154560251161363e-07
P40_EXTENDED_FLAT_WINDOW,P40,EXTENDED_FLAT_WINDOW,4.0,21.0,8.233978842638015e-07
P40_EXTENDED_FLAT_WINDOW,P40,EXTENDED_FLAT_WINDOW,4.0,24.3,1.372029528720018e-06
P55_STANDARD_WINDOW,P55,STANDARD_WINDOW,5.5,12.0,5.2044967493425656e-08
P55_STANDARD_WINDOW,P55,STANDARD_WINDOW,5.5,12.75,6.94502187708972e-08
P55_STANDARD_WINDOW,P55,STANDARD_WINDOW,5.5,13.5,9.312237289419945e-08
P55_STANDARD_WINDOW,P55,STANDARD_WINDOW,5.5,15.0,1.6477157029943588e-07
P55_STANDARD_WINDOW,P55,STANDARD_WINDOW,5.5,16.5,2.779488291462479e-07
P55_STANDARD_WINDOW,P55,STANDARD_WINDOW,5.5,18.0,4.473410023231301e-07
P55_STANDARD_WINDOW,P55,STANDARD_WINDOW,5.5,19.5,6.88515990459553e-07
P55_STANDARD_WINDOW,P55,STANDARD_WINDOW,5.5,21.0,1.0093601441248407e-06
P55_STANDARD_WINDOW,P55,STANDARD_WINDOW,5.5,24.3,1.950767315679986e-06
P55_EXTENDED_FLAT_WINDOW,P55,EXTENDED_FLAT_WINDOW,5.5,12.0,5.0036665595545665e-08
P55_EXTENDED_FLAT_WINDOW,P55,EXTENDED_FLAT_WINDOW,5.5,12.75,6.774313681910974e-08
P55_EXTENDED_FLAT_WINDOW,P55,EXTENDED_FLAT_WINDOW,5.5,13.5,9.209661554906781e-08
P55_EXTENDED_FLAT_WINDOW,P55,EXTENDED_FLAT_WINDOW,5.5,15.0,1.6417129377677342e-07
P55_EXTENDED_FLAT_WINDOW,P55,EXTENDED_FLAT_WINDOW,5.5,16.5,2.7728152023392346e-07
P55_EXTENDED_FLAT_WINDOW,P55,EXTENDED_FLAT_WINDOW,5.5,18.0,4.473410023231301e-07
P55_EXTENDED_FLAT_WINDOW,P55,EXTENDED_FLAT_WINDOW,5.5,19.5,6.936755674009802e-07
P55_EXTENDED_FLAT_WINDOW,P55,EXTENDED_FLAT_WINDOW,5.5,21.0,1.0350799277140748e-06
P55_EXTENDED_FLAT_WINDOW,P55,EXTENDED_FLAT_WINDOW,5.5,24.3,2.0887441196784006e-06
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.0,1.6825775349330474e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.002117,1.6831980039099406e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.004234,1.6838187986440053e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.006352,1.684439919600065e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.00847,1.6850613672436868e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.010588,1.6856831420411618e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.012707,1.6863052444595153e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.014826,1.6869276749664992e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.016946,1.6875504340305888e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.019066,1.6881735221209737e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.021186,1.6887969397075655e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.023306,1.6894206872609916e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.025427,1.6900447652525855e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.027549,1.6906691741543817e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.029671,1.6912939144391268e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.031793,1.6919189865802585e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.033915,1.6925443910519182e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.036038,1.693170128328936e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.038161,1.6937961988868258e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.040285,1.6944226032017896e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.042409,1.6950493417507131e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.044533,1.695676415011156e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.046658,1.6963038234613472e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.048783,1.696931567580193e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.050909,1.6975596478472616e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.053035,1.6981880647427787e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.055161,1.6988168187476363e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.057287,1.699445910343374e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.059414,1.7000753400121817e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.061542,1.7007051082368944e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.06367,1.7013352155009913e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.065798,1.7019656622885828e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.067926,1.7025964490844183e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.070055,1.7032275763738745e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.072184,1.7038590446429483e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.074314,1.704490854378262e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.076444,1.7051230060670528e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.078574,1.7057555001971674e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.080705,1.7063883372570599e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.082836,1.707021517735786e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.084968,1.7076550421230016e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.0871,1.7082889109089503e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.089232,1.7089231245844746e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.091365,1.7095576836409935e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.093498,1.7101925885705053e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.095631,1.7108278398655863e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.097765,1.7114634380193786e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.099899,1.7120993835255973e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.102033,1.7127356768785089e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.104168,1.7133723185729402e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.106304,1.7140093091042672e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.108439,1.7146466489684148e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.110575,1.7152843386618403e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.112712,1.7159223786815462e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.114848,1.7165607695250583e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.116986,1.7171995116904338e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.119123,1.7178386056762488e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.121261,1.71847805198159e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.123399,1.7191178511060583e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.125538,1.7197580035497546e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.127677,1.720398509813289e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.129816,1.7210393703977566e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.131956,1.721680585804745e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.134096,1.7223221565363186e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.136237,1.72296408309503e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.138378,1.7236063659838997e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.140519,1.7242490057064154e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.142661,1.7248920027665196e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.144803,1.725535357668623e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.146945,1.7261790709175722e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.149088,1.726823143018672e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.151231,1.7274675744776552e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.153375,1.7281123658006905e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.155519,1.7287575174943767e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.157663,1.729403030065731e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.159808,1.7300489040221858e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.161953,1.7306951398715865e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.164098,1.7313417381221763e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.166244,1.7319886992826025e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.168391,1.7326360238618963e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.170537,1.7332837123694812e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.172684,1.7339317653151585e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.174831,1.7345801832090984e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.176979,1.7352289665618462e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.179127,1.735878115884296e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.181276,1.7365276316877133e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.183425,1.737177514483698e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.185574,1.7378277647841977e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.187724,1.7384783831014946e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.189874,1.7391293699482012e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.192024,1.739780725837251e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.194175,1.7404324512819008e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.196326,1.741084546795707e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.198477,1.741737012892536e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.200629,1.7423898500865464e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.202782,1.7430430588921976e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.204934,1.7436966398242252e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.207087,1.744350593397636e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.209241,1.7450049201277216e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.211395,1.7456596205300245e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.213549,1.746314695120347e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.215703,1.7469701444147507e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.217858,1.7476259689295251e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.220014,1.7482821691812085e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.222169,1.748938745686567e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.224325,1.7495956989625858e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.226482,1.7502530295264618e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.228639,1.7509107378956075e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.230796,1.7515688245876385e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.232954,1.7522272901203608e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.235112,1.752886135011762e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.23727,1.7535453597800256e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.239429,1.7542049649434893e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.241588,1.7548649510206743e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.243747,1.7555253185302518e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.245907,1.756186067991043e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.248068,1.7568471999220154e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.250228,1.757508714842277e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.252389,1.75817061327106e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.254551,1.758832895727721e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.256712,1.7594955627317314e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.258875,1.7601586148026716e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.261037,1.760822052460217e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.2632,1.7614858762241387e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.265363,1.7621500866143002e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.267527,1.762814684150626e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.269691,1.7634796693531222e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.271856,1.7641450427418558e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.274021,1.764810804836944e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.276186,1.7654769561585545e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.278351,1.766143497226892e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.280517,1.7668104285621956e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.282684,1.7674777506847255e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.284851,1.7681454641147562e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.287018,1.7688135693725797e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.289185,1.7694820669784766e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.291353,1.7701509574527253e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.293521,1.7708202413155918e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.29569,1.771489919087311e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.297859,1.7721599912880921e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.300029,1.772830458438109e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.302198,1.773501321057481e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.304369,1.774172579666275e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.306539,1.774844234784493e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.30871,1.775516286932074e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.310882,1.7761887366288697e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.313053,1.7768615843946484e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.315225,1.7775348307490772e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.317398,1.7782084762117269e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.319571,1.778882521302058e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.321744,1.7795569665394e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.323918,1.7802318124429682e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.326092,1.7809070595318353e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.328266,1.7815827083249238e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.330441,1.7822587593410158e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.332616,1.7829352130987258e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.334792,1.7836120701165015e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.336968,1.7842893309126088e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.339144,1.7849669960051294e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.341321,1.785645065911959e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.343498,1.7863235411507786e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.345675,1.787002422239066e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.347853,1.787681709694077e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.350032,1.7883614040328454e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.35221,1.7890415057721633e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.354389,1.7897220154285776e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.356569,1.790402933518387e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.358748,1.7910842605576254e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.360929,1.79176599706206e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.363109,1.7924481435471768e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.36529,1.793130700528177e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.367471,1.7938136685199705e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.369653,1.7944970480371512e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.371835,1.7951808395940128e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.374018,1.79586504370453e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.376201,1.796549660882335e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.378384,1.7972346916407323e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.380568,1.7979201364926753e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.382752,1.7986059959507717e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.384936,1.7992922705272507e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.387121,1.7999789607339778e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.389306,1.800666067082444e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.391492,1.8013535900837323e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.393678,1.80204153024855e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.395864,1.8027298880871842e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.398051,1.8034186641095085e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.400238,1.8041078588249708e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.402425,1.8047974727425942e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.404613,1.8054875063709504e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.406801,1.8061779602181712e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.40899,1.806868834791926e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.411179,1.807560130599411e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.413368,1.808251848147353e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.415558,1.808943987941996e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.417749,1.8096365504890884e-07
P25_STANDARD_WINDOW__DENSE,P25,STANDARD_WINDOW,2.5,12.419939,1.8103295362938724e-07
