sigma_Pa,candidate_G_eV,a_native_G_eV
1000000000.0,0.44897862369257446,1.7758453595352386
1250000000.0,0.44747447983463734,1.7165559722937376
1500000000.0,0.4458351823318991,1.6340966296569943
1750000000.0,0.4440889141023323,1.5289467172946216
2000000000.0,0.442260021023018,1.404206673439243
2250000000.0,0.4403699171671903,1.265470947893777
2500000000.0,0.4384376116186811,1.1202351488798015
2750000000.0,0.4364800410748409,0.9768841327442819
3000000000.0,0.4345122962441053,0.8434429914641923
3250000000.0,0.43254778771295804,0.726371337343926
3500000000.0,0.4305983764219887,0.6296955580981717
3750000000.0,0.4286744831564764,0.5546853023467258
4000000000.0,0.4267851855086206,0.5001156958146766
4250000000.0,0.4249383073184849,0.4629798793211608
4500000000.0,0.4231405035287783,0.4393993883168786
4750000000.0,0.4213973421130593,0.4254653801121254
5000000000.0,0.41971338394013213,0.4178241718624435
5250000000.0,0.4180922609380977,0.41394647148864644
5500000000.0,0.4165367526122757,0.4121307549842896
5750000000.0,0.4150488607860656,0.4113485932641101
6000000000.0,0.41362988233097736,0.4110395528129153
6250000000.0,0.4122804796043087,0.41092789583993683
6500000000.0,0.4110007483020598,0.4108911186642503
6750000000.0,0.40979028244820814,0.4108801095056328
7000000000.0,0.40864823627073166,0.41087712366198526
7250000000.0,0.40757338275362626,0.41087639224467076
7500000000.0,0.40656416869821654,0.41087623092328746
7750000000.0,0.40561876617315246,0.41087619898684385
8000000000.0,0.40473512027835107,0.4108761933298556
8250000000.0,0.4039109931921758,0.41087619243609397
8500000000.0,0.40314400451223026,0.41087619231054096
8750000000.0,0.40243166793753826,0.41087619229490835
9000000000.0,0.40177142437313307,0.4108761922931886
9250000000.0,0.4011606715669522,0.410876192293022
9500000000.0,0.4005967904133677,0.4108761922930078
9750000000.0,0.4000771680777428,0.41087619229300676
10000000000.0,0.39959921811225807,0.4108761922930067
10250000000.0,0.39916039774513407,0.4108761922930067
10500000000.0,0.3987582225335802,0.4108761922930067
10750000000.0,0.39839027857564646,0.4108761922930067
11000000000.0,0.398054232477989,0.4108761922930067
11250000000.0,0.39774783927573587,0.4108761922930067
11500000000.0,0.39746894849750486,0.4108761922930067
11750000000.0,0.39721550856352833,0.4108761922930067
12000000000.0,0.39698556969810733,0.4108761922930067
