K_shield,Kmax,R,barrier_floor_active,candidate_id,maximum_recorded_renewal_fraction,mobile_count,post_geometry_checkpoint_K_shield_Pa_sqrt_m,post_geometry_checkpoint_mobile_count,post_geometry_checkpoint_radius_m,post_geometry_checkpoint_retained_count,post_geometry_checkpoint_sigma_back_Pa,retained_count,seed,sigma_back,stress_cap_active,terminal_radius_m,terminal_radius_scope
-4.917152733937218e-18,15.0,0.1,False,P40_TRANSFER_CALIBRATED_GEN2,0.00021382288703278011,246.09767309580448,-6.181896848482877e-190,1.2673376409715155e-146,1e-06,2.2019075798321935e-190,472562733.4448932,8.796252395742237e-19,1720,472562733.4448932,False,1.0424128857486982e-06,last recorded cleavage event state before geometry and MPZ translation; translated terminal checkpoint reported separately
-1.1044788394191293e-14,16.5,0.1,False,P40_TRANSFER_CALIBRATED_GEN2,0.0003516233319360562,396.69343938931735,-3.691094103038062e-167,1.5402045872693543e-124,1e-06,1.314717518120584e-167,599982092.8298528,1.975792743385289e-15,1720,599982092.8298528,False,1.0683668125971425e-06,last recorded cleavage event state before geometry and MPZ translation; translated terminal checkpoint reported separately
-2.059092297848824e-08,19.5,0.1,False,P40_TRANSFER_CALIBRATED_GEN2,0.0007111509584666616,806.4483976182815,-3.60776928267715e-128,8.15522684656024e-87,1e-06,1.2850383063282025e-128,855568055.2139434,3.6834925172406125e-09,1720,855568055.2139434,False,1.1389846694230483e-06,last recorded cleavage event state before geometry and MPZ translation; translated terminal checkpoint reported separately
-7.674268749503219e-26,12.0,0.1,False,P40_TRANSFER_CALIBRATED_GEN2,6.94892943934767e-05,50.87312083078008,-4.86906592168686e-102,2.0978634221488746e-58,1e-06,6.657567328581142e-104,214855799.62499884,1.3728427098144904e-26,1720,214855799.62499884,False,1.0087675589721124e-06,last recorded cleavage event state before geometry and MPZ translation; translated terminal checkpoint reported separately
-1.0617314904847899e-23,12.75,0.1,False,P40_TRANSFER_CALIBRATED_GEN2,9.423431332411624e-05,85.11183973511642,-1.479815776559544e-227,2.2790079707819463e-183,1e-06,5.270902532239767e-228,277906142.6073731,1.899322104942507e-24,1720,277906142.6073731,False,1.0146683131046407e-06,last recorded cleavage event state before geometry and MPZ translation; translated terminal checkpoint reported separately
-9.945804597463739e-22,13.5,0.1,False,P40_TRANSFER_CALIBRATED_GEN2,0.00012591496815221693,129.29729042410952,-1.2687329024030245e-214,1.023961199552633e-170,1e-06,4.5190540430195984e-215,342529819.98144746,1.7791963903135194e-22,1720,342529819.98144746,False,1.0222833118992524e-06,last recorded cleavage event state before geometry and MPZ translation; translated terminal checkpoint reported separately
-1.5757465163182455e-11,18.0,0.1,False,P40_TRANSFER_CALIBRATED_GEN2,0.0005168865329594207,580.5628690820962,-2.2920347831662344e-146,2.1057456428906352e-104,1e-06,8.163916148557259e-147,725853585.7382789,2.8188394557024125e-12,1720,725853585.7382789,False,1.1000551786206197e-06,last recorded cleavage event state before geometry and MPZ translation; translated terminal checkpoint reported separately
-1.8612012351373394e-05,21.0,0.1,False,P40_TRANSFER_CALIBRATED_GEN2,0.0009248888423416833,1117.1117760651853,-3.976262512897778e-113,2.3192710062573046e-72,1e-06,1.416289829382923e-113,1007318969.3118546,3.3294858555546093e-06,1720,1007318969.3118546,False,1.1925249177690302e-06,last recorded cleavage event state before geometry and MPZ translation; translated terminal checkpoint reported separately
-3.5158713766872562,24.3,0.1,False,P40_TRANSFER_CALIBRATED_GEN2,0.0014180785738043449,2093.0693104287006,-1.42686395191331e-89,7.480464458476531e-50,1e-06,5.081446247496996e-90,1389252031.0201962,0.6288890770145849,1720,1389252031.0201962,False,1.3608314537396374e-06,last recorded cleavage event state before geometry and MPZ translation; translated terminal checkpoint reported separately
-4.230647482988442e-18,15.0,0.1,False,P40_TRANSFER_CALIBRATED_GEN2,0.0002044069797847805,459.71312031217934,0.0,6.376281530799271e-280,1e-06,0.0,650100207.975902,6.355410022242809e-19,1001723,650100207.975902,False,1.0802665352220866e-06,last recorded cleavage event state before geometry and MPZ translation; translated terminal checkpoint reported separately
