trajectory,event_index,blocks_to_fire,waiting_time_s_this_event,cumulative_time_s,accepted_length_m,cumulative_extension_m,pre_event_max_pB,pre_event_K_rebond_Pa_sqrt_m,max_pB_post_commit,max_K_rebond_post_commit_Pa_sqrt_m,max_phase_resolved_K_rebond_Pa_sqrt_m,action_weighted_K_rebond_Pa_sqrt_m,cleavage_action,hazard_threshold_action,hazard_event_index,engine_id,any_bulk_action_used,all_bulk_action_qualified,K_b_applied_Pa_sqrt_m,mpz_mobile_count,mpz_retained_count,mpz_emitted_total,mpz_escaped_total,mpz_recovered_total,r_eff,sigma_tip,mpz_total_K_shield_Pa_sqrt_m
S1_K15MPa_seed1720_static,10,175,0.048759647942903495,0.3946660566477547,4.9999999999999996e-06,5.4999999999999995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5765070855437306,11,1,False,True,900000.0,2.9116862437458312e-05,2.0521630751222935e-48,0.0002354760957982226,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,11,4,0.01481372611141668,0.4094797827591714,4.9999999999999996e-06,5.9999999999999995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1995607066672124,12,1,False,True,900000.0,8.862578509217496e-06,1.920690781594218e-49,0.0002443386743074401,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,12,2,0.005127842701847574,0.414607625461019,4.9999999999999996e-06,6.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.902871633712193,13,1,False,True,900000.0,3.070727860926103e-06,2.3118459107316695e-50,0.00024740940216836575,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,13,7,0.023199876343176773,0.43780750180419575,4.9999999999999996e-06,7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3468947700446216,14,1,False,True,900000.0,1.3871730219855579e-05,4.69391026951955e-49,0.00026128113238822135,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,14,3,0.008913687692280903,0.44672118949647666,4.9999999999999996e-06,7.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9020694450106128,15,1,False,True,900000.0,5.335523224363363e-06,6.972610611949732e-50,0.0002666166556125845,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,15,7,0.023179263580536236,0.4699004530770129,4.9999999999999996e-06,7.999999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6202808120417522,16,1,False,True,900000.0,1.3859423070404433e-05,4.685619382164466e-49,0.00028047607868298877,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,16,256,0.06732982691440337,0.5372302799914163,4.9999999999999996e-06,8.499999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.473453342674382,17,1,False,True,900000.0,4.017676707486325e-05,3.8845120675243534e-48,0.0003206528457578518,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,17,140,0.037861346033142285,0.5750916260245585,4.9999999999999996e-06,8.999999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05548713876602077,18,1,False,True,900000.0,2.2620114823823996e-05,1.2425864736631135e-48,0.000343272960581676,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,18,1,0.0014257782722839618,0.5765174042968425,4.9999999999999996e-06,9.499999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6804877340009328,19,1,False,True,900000.0,8.543512017682518e-07,1.7909884244411967e-51,0.0003441273117834441,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,19,155,0.04318122994378448,0.619698634240627,4.9999999999999996e-06,9.999999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4061219618842336,20,1,False,True,900000.0,2.579203217361664e-05,1.613001592765437e-48,0.00036991934395705904,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,20,124,0.036131222225924686,0.6558298564665517,4.9999999999999996e-06,0.00010499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025125713703232973,21,1,False,True,900000.0,2.15882895562861e-05,1.132427086572478e-48,0.00039150763351334636,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,21,1,0.0006456216245851465,0.6564754780911368,4.9999999999999996e-06,0.00010999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1230246109565567,22,1,False,True,900000.0,3.8695804342177853e-07,3.6745792272756525e-52,0.00039189459155676814,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,22,106,0.028856850887444496,0.6853323289785813,4.9999999999999996e-06,0.00011499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2033610821199503,23,1,False,True,900000.0,1.724844800041555e-05,7.244437486277322e-49,0.00040914303955718375,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,23,2,0.005225495831339133,0.6905578248099205,4.9999999999999996e-06,0.00011999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9002101247195717,24,1,False,True,900000.0,3.129166174197562e-06,2.4006009818832843e-50,0.000412272205731381,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,24,7,0.02313148713123392,0.7136893119411544,4.9999999999999996e-06,0.000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4889636505520178,25,1,False,True,900000.0,1.3830897261091311e-05,4.666437315029988e-49,0.00042610310299247213,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,25,4,0.01256424036988979,0.7262535523110442,4.9999999999999996e-06,0.00013000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6100161659150042,26,1,False,True,900000.0,7.518148093925177e-06,1.3830061965768655e-49,0.00043362125108639736,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,26,54,0.015674763818173454,0.7419283161292176,4.9999999999999996e-06,0.00013500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6872331712100296,27,1,False,True,900000.0,9.377092227972772e-06,2.1494985583730553e-49,0.00044299834331437064,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,27,5,0.017658905203886688,0.7595872213331043,4.9999999999999996e-06,0.00014000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1587719978939257,28,1,False,True,900000.0,1.0562529970671094e-05,2.7258932259030743e-49,0.0004535608732850416,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,28,2,0.0040797501885770915,0.7636669715216814,4.9999999999999996e-06,0.00014500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8829111034859565,29,1,False,True,900000.0,2.4434513197004095e-06,1.4641704782476369e-50,0.000456004324604742,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K15MPa_seed1720_static,29,82,0.022686977481697013,0.7863539490033784,4.9999999999999996e-06,0.00015000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2045035987385955,30,1,False,True,900000.0,1.3565489919682596e-05,4.48949753643275e-49,0.00046956981452442456,0.0,0.0,1e-06,5984134206.02149,0.0
S1_K18MPa_seed1720_static,0,1,0.0009992553546444478,0.0009992553546444478,4.9999999999999996e-06,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4332087756327596,1,1,False,True,0.0,0.0015297101596055838,1.1582282517924678e-46,0.0015297101596055838,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,1,3,0.006374963274212075,0.0073742186288565225,4.9999999999999996e-06,9.999999999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004735693787404665,2,1,False,True,900000.0,0.009346384275700477,4.4166377888084874e-45,0.010876094435306063,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,2,1,6.968897139381005e-05,0.0074439076002503326,4.9999999999999996e-06,1.4999999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4743474603364672,3,1,False,True,900000.0,0.0001089935793831833,5.8146201028360135e-49,0.010985088014689242,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,3,3,0.006980347141961443,0.014424254742211776,4.9999999999999996e-06,1.9999999999999998e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.063242955769338,4,1,False,True,900000.0,0.010200688278426885,5.2690083445831593e-45,0.02118577629311612,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,4,58,0.015646346925206757,0.030070601667418533,4.9999999999999996e-06,2.4999999999999998e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9401919556857865,5,1,False,True,900000.0,0.022058668536105643,2.5040634693822786e-44,0.04324444482922177,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,5,235,0.057982618136379276,0.08805321980379781,4.9999999999999996e-06,2.9999999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.685684778076526,6,1,False,True,900000.0,0.07436343379868492,2.94813317980662e-43,0.11760787862790663,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,6,278,0.06895305463547376,0.15700627443927156,4.9999999999999996e-06,3.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8521657919641812,7,1,False,True,900000.0,0.08694220746327563,4.05107978154588e-43,0.20455008609118278,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,7,5,0.012540202167826725,0.1695464766070983,4.9999999999999996e-06,3.9999999999999996e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7287324266244588,8,1,False,True,900000.0,0.01787873976979429,1.6370019978622155e-44,0.22242882586097698,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,8,101,0.02543947941630062,0.1949859560233989,4.9999999999999996e-06,4.4999999999999996e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2231995271257637,9,1,False,True,900000.0,0.034842193399716524,6.322106222517421e-44,0.2572710192606936,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,9,2,0.003284533620469543,0.19827048964386845,4.9999999999999996e-06,4.9999999999999996e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8975835192495756,10,1,False,True,900000.0,0.004912708891939635,1.2085446630851355e-45,0.26218372815263336,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,10,100,0.02792423867059665,0.2261947283144651,4.9999999999999996e-06,5.4999999999999995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5765070855437306,11,1,False,True,900000.0,0.038005180865313744,7.541311875667612e-44,0.3001889090179466,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,11,4,0.008483695863030882,0.234678424177496,4.9999999999999996e-06,5.9999999999999995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1995607066672124,12,1,False,True,900000.0,0.012305157242573273,7.694103414598054e-45,0.3124940662605196,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,12,2,0.002936672217964842,0.23761509639546083,4.9999999999999996e-06,6.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.902871633712193,13,1,False,True,900000.0,0.004404703038092186,9.702044520445198e-46,0.31689876929861155,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,13,5,0.013286373291575199,0.250901469687036,4.9999999999999996e-06,7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3468947700446216,14,1,False,True,900000.0,0.01888926521013845,1.8295222129529743e-44,0.3357880345087499,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,14,2,0.0051047936778764735,0.2560062633649125,4.9999999999999996e-06,7.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9020694450106128,15,1,False,True,900000.0,0.007539832855769264,2.8641837739830076e-45,0.3433278673645189,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,15,5,0.013274568536456699,0.2692808319013692,4.9999999999999996e-06,7.999999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6202808120417522,16,1,False,True,900000.0,0.01887330667607479,1.8263896819608164e-44,0.36220117404059354,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,16,152,0.0385592233686638,0.307840055270033,4.9999999999999996e-06,8.499999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.473453342674382,17,1,False,True,900000.0,0.051238478860898634,1.383160673709077e-43,0.413439652901491,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,17,79,0.021682873187631624,0.3295229284576646,4.9999999999999996e-06,8.999999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05548713876602077,18,1,False,True,900000.0,0.03000221396473536,4.668739178705206e-44,0.44344186686622583,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,18,1,0.0008165311778549067,0.33033945963551953,4.9999999999999996e-06,9.499999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6804877340009328,19,1,False,True,900000.0,0.00125345858888633,7.765479231566654e-47,0.444695325455112,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,19,96,0.024729525784356943,0.35506898541987647,4.9999999999999996e-06,9.999999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4061219618842336,20,1,False,True,900000.0,0.03393310652448785,5.992291540503427e-44,0.4786284319795998,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,20,81,0.020692045891688382,0.37576103131156485,4.9999999999999996e-06,0.00010499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025125713703232973,21,1,False,True,900000.0,0.028713069448223036,4.2710057161480746e-44,0.5073415014278218,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,21,1,0.0003697420530378581,0.3761307733646027,4.9999999999999996e-06,0.00010999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1230246109565567,22,1,False,True,900000.0,0.0005724831157662005,1.6126778566172786e-47,0.5079139845435879,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,22,7,0.01652607484792379,0.3926568482125265,4.9999999999999996e-06,0.00011499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2033610821199503,23,1,False,True,900000.0,0.02323034819325216,2.780697753866916e-44,0.53114433273684,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,23,2,0.002992597340682024,0.3956494455532085,4.9999999999999996e-06,0.00011999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9002101247195717,24,1,False,True,900000.0,0.00448651923489404,1.0068204921186658e-45,0.5356308519717343,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,24,5,0.013247207367345859,0.4088966529205544,4.9999999999999996e-06,0.000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4889636505520178,25,1,False,True,900000.0,0.01883631477195773,1.8191401642125344e-44,0.5544671667436919,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,25,3,0.007195434372585852,0.41609208729314023,4.9999999999999996e-06,0.00013000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6100161659150042,26,1,False,True,900000.0,0.010503238956832462,5.5892169344053225e-45,0.5649704057005256,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,26,4,0.008976804887444123,0.42506889218058436,4.9999999999999996e-06,0.00013500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6872331712100296,27,1,False,True,900000.0,0.012990494608588574,8.584048562142608e-45,0.5779609003091146,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,27,4,0.010113105905772801,0.43518199808635716,4.9999999999999996e-06,0.00014000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1587719978939257,28,1,False,True,900000.0,0.01456112054807532,1.0810108009898163e-44,0.5925220208571894,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,28,1,0.002336438485274539,0.4375184365716317,4.9999999999999996e-06,0.00014500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8829111034859565,29,1,False,True,900000.0,0.003522904780712868,6.19016468093967e-46,0.5960449256379021,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K18MPa_seed1720_static,29,5,0.012992640444311976,0.4505110770159437,4.9999999999999996e-06,0.00015000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2045035987385955,30,1,False,True,900000.0,0.018491926004221823,1.7524428868719914e-44,0.6145368516421237,0.0,0.0,1e-06,7180961047.225788,0.0
S1_K21MPa_seed1720_static,0,1,0.000850922119902589,0.000850922119902589,4.9999999999999996e-06,4.9999999999999996e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4332087756327596,1,1,False,True,0.0,0.9838422736836214,3.796816430246443e-42,0.9838422736836214,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,1,3,0.005224082638292388,0.0060750047581949775,4.9999999999999996e-06,9.999999999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004735693787404665,2,1,False,True,900000.0,3.261560719462968,5.236931443515502e-41,4.245402993146588,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,2,1,5.710792829372903e-05,0.0061321126864887065,4.9999999999999996e-06,1.4999999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4743474603364672,3,1,False,True,900000.0,0.1058224423368447,3.6974610322873735e-44,4.351225435483436,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,3,3,0.005720175747691928,0.011852288434180635,4.9999999999999996e-06,1.9999999999999998e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.063242955769338,4,1,False,True,900000.0,3.4384378474003015,5.902509266971435e-41,7.789663282883737,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,4,46,0.012821691013549373,0.024673979447730008,4.9999999999999996e-06,2.4999999999999998e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9401919556857865,5,1,False,True,900000.0,5.34437157608368,1.632259130069119e-40,13.134034858967413,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,5,193,0.04751493862785189,0.07218891807558189,4.9999999999999996e-06,2.9999999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.685684778076526,6,1,False,True,900000.0,9.873671141751842,7.162486565528163e-40,23.007706000719306,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,6,234,0.0565048675708531,0.128693785646435,4.9999999999999996e-06,3.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8521657919641812,7,1,False,True,900000.0,10.61921869602847,8.580033547096917e-40,33.626924696747636,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,7,5,0.01027630271857799,0.13897008836501298,4.9999999999999996e-06,3.9999999999999996e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7287324266244588,8,1,False,True,900000.0,4.759704982082859,1.2453761333422773e-40,38.38662967883044,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,8,79,0.0208468562138219,0.15981694457883489,4.9999999999999996e-06,4.4999999999999996e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2231995271257637,9,1,False,True,900000.0,6.805639587229897,2.8948828715725924e-40,45.192269266060336,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,9,2,0.0026915723783057233,0.1625085169571406,4.9999999999999996e-06,4.9999999999999996e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8975835192495756,10,1,False,True,900000.0,2.1720758267383014,2.1125605646840465e-41,47.364345092798615,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,10,88,0.022883038560661817,0.18539155551780243,4.9999999999999996e-06,5.4999999999999995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5765070855437306,11,1,False,True,900000.0,7.114638441557985,3.2204277418840694e-40,54.47898353435652,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,11,23,0.006952122915890924,0.19234367843369335,4.9999999999999996e-06,5.9999999999999995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1995607066672124,12,1,False,True,900000.0,3.84316234098418,7.605676948117894e-41,58.32214587534061,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,12,2,0.002406510859487565,0.19475018929318091,4.9999999999999996e-06,6.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.902871633712193,13,1,False,True,900000.0,2.020760362708697,1.8018687282456103e-41,60.3429062380493,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,13,5,0.010887766572579727,0.20563795586576064,4.9999999999999996e-06,7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3468947700446216,14,1,False,True,900000.0,4.9077129964333075,1.3373393607708144e-40,65.25061923448268,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,14,2,0.004183218455945548,0.2098211743217062,4.9999999999999996e-06,7.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9020694450106128,15,1,False,True,900000.0,2.857739995944008,3.88889208672566e-41,68.10835923042667,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,15,5,0.010878092945672158,0.22069926726737835,4.9999999999999996e-06,7.999999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6202808120417522,16,1,False,True,900000.0,4.9054137530475455,1.3358831660452446e-40,73.01377298347418,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,16,127,0.03159807526438954,0.2522973425317679,4.9999999999999996e-06,8.499999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.473453342674382,17,1,False,True,900000.0,8.258537110362196,4.619977006232243e-40,81.27231009383641,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,17,70,0.017768435125894932,0.2700657776576628,4.9999999999999996e-06,8.999999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05548713876602077,18,1,False,True,900000.0,6.297660161571436,2.405462027846055e-40,87.56997025540775,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,18,1,0.0006691217135495475,0.27073489937121237,4.9999999999999996e-06,9.499999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6804877340009328,19,1,False,True,900000.0,0.8228425500143933,2.5964154938527496e-42,88.39281280542217,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,19,70,0.020265071459447392,0.29099997083065976,4.9999999999999996e-06,9.999999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4061219618842336,20,1,False,True,900000.0,6.713700337984103,2.8021280283356027e-40,95.10651314340627,0.0,0.0,1e-06,8377787888.430086,0.0
