surface_id,fracture_context,temperature_K,rate_criterion_m_per_cycle,DeltaK_th_MPa_sqrtm,DeltaK_lo_MPa_sqrtm,DeltaK_hi_MPa_sqrtm,threshold_status,threshold_width_MPa_sqrtm,converged,lower_rate_m_per_cycle,upper_rate_m_per_cycle,lower_source,upper_source,n_DeltaK_evaluations,threshold_definition
EXP_00012,ctx_FCC_like_case29,100.0,1e-12,,,0.025,below_search_range,,False,,2.0111748800886208e-11,,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00012,ctx_FCC_like_case29,100.0,1e-10,10.834385936471252,10.789141622988492,11.09077037954022,bracketed,0.3016287565517288,True,9.940062915630092e-11,1.1107445750859787e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00012,ctx_FCC_like_case29,300.0,1e-12,,,0.025,below_search_range,,False,,8.22732360913024e-11,,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00012,ctx_FCC_like_case29,300.0,1e-10,2.9752868755273085,2.9489143663397153,3.0144027200107635,bracketed,0.06548835367104822,True,8.632308839394751e-11,1.2437606563547668e-10,measured,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00012,ctx_FCC_like_case29,500.0,1e-12,,,0.025,below_search_range,,False,,2.575719183891768e-10,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00012,ctx_FCC_like_case29,500.0,1e-10,,,0.025,below_search_range,,False,,2.575719183891768e-10,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00012,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.159099539315254e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00012,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.159099539315254e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00012,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.0124575360489043,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00012,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.0124575360489043,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00017,ctx_FCC_like_case29,100.0,1e-12,,20.0,,above_search_range,,False,1e-19,,upper_bound,,11,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00017,ctx_FCC_like_case29,100.0,1e-10,,20.0,,above_search_range,,False,1e-19,,upper_bound,,11,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00017,ctx_FCC_like_case29,300.0,1e-12,5.010650083033593,4.921852647816906,5.026320218660068,bracketed,0.10446757084316172,True,6.211186736286318e-13,1.007460345186436e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00017,ctx_FCC_like_case29,300.0,1e-10,6.1088040437812525,5.993617733387827,6.129131039733034,bracketed,0.13551330634520653,True,6.28372305555797e-11,1.0721496743457575e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00017,ctx_FCC_like_case29,500.0,1e-12,0.2757743528071171,0.273820286402349,0.2868473957674695,bracketed,0.01302710936512047,True,9.951127021107958e-13,1.2032005556210789e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00017,ctx_FCC_like_case29,500.0,1e-10,0.6796903092137605,0.6487301266982928,0.6926236784685798,bracketed,0.043893551770286976,True,7.472917541518447e-11,1.1294017694337131e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00017,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,1.526068556732443e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00017,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,1.526068556732443e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00017,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.0116688293916718,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00017,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.0116688293916718,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00059,ctx_FCC_like_case29,100.0,1e-12,14.021613202045764,13.878915235218518,14.06931204143355,bracketed,0.1903968062150323,True,4.911770248743682e-13,1.2682594481594641e-12,measured,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00059,ctx_FCC_like_case29,100.0,1e-10,15.022646747556973,14.964202305657968,15.032960472597972,bracketed,0.06875816694000392,True,7.740271137388926e-11,1.0372281038330015e-10,measured,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00059,ctx_FCC_like_case29,300.0,1e-12,4.338443453061723,4.332435006175805,4.3585012850903375,bracketed,0.026066278914532504,True,9.689512651521072e-13,1.1110353429525305e-12,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00059,ctx_FCC_like_case29,300.0,1e-10,5.288431934249585,5.239656420152936,5.359076490472588,bracketed,0.11942007031965218,True,8.052975346764939e-11,1.368387612613633e-10,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00059,ctx_FCC_like_case29,500.0,1e-12,0.27207361215670783,0.2671732183468495,0.2790273157021758,bracketed,0.011854097355326332,True,9.329424254874617e-13,1.10350994867611e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00059,ctx_FCC_like_case29,500.0,1e-10,0.6797007619598596,0.64868839593653,0.6925745834547412,bracketed,0.04388618751821116,True,7.469028522040087e-11,1.1287830232583243e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00059,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.165297000404622e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00059,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.165297000404622e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00059,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.0124575381101813,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00059,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.0124575381101813,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00129,ctx_FCC_like_case29,100.0,1e-12,,20.0,,above_search_range,,False,6.975540937579306e-14,,measured,,11,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00129,ctx_FCC_like_case29,100.0,1e-10,,20.0,,above_search_range,,False,6.975540937579306e-14,,measured,,11,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00129,ctx_FCC_like_case29,300.0,1e-12,5.0106857735340125,4.922099946960276,5.02631856645879,bracketed,0.10421861949851419,True,6.218364061026082e-13,1.0074530496410214e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00129,ctx_FCC_like_case29,300.0,1e-10,6.108804789473972,5.993656330533931,6.129125105757509,bracketed,0.13546877522357725,True,6.284688611428027e-11,1.0721248494593376e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00129,ctx_FCC_like_case29,500.0,1e-12,0.27202426636600496,0.2670879150073137,0.2789269588321338,bracketed,0.011839043824820095,True,9.325063685359213e-13,1.102648425314653e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00129,ctx_FCC_like_case29,500.0,1e-10,0.6792779514355697,0.6484417117985207,0.6922843668217891,bracketed,0.04384265502326834,True,7.481000986023804e-11,1.1302187930280479e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00129,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00129,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00129,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00129,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00269,ctx_FCC_like_case29,100.0,1e-12,12.293300807351844,12.240777825929348,12.324661152039946,bracketed,0.08388332611059823,True,7.485445889157694e-13,1.188781193399413e-12,measured,measured,18,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00269,ctx_FCC_like_case29,100.0,1e-10,12.92672042312333,12.8,12.949082850733328,bracketed,0.14908285073332728,True,3.6637272943675545e-11,1.0817756750300661e-10,measured,measured,18,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00269,ctx_FCC_like_case29,300.0,1e-12,,,0.025,below_search_range,,False,,1.1515056553352949e-10,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00269,ctx_FCC_like_case29,300.0,1e-10,,,0.025,below_search_range,,False,,1.1515056553352949e-10,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00269,ctx_FCC_like_case29,500.0,1e-12,,,0.025,below_search_range,,False,,1.6389155669782942e-09,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00269,ctx_FCC_like_case29,500.0,1e-10,,,0.025,below_search_range,,False,,1.6389155669782942e-09,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00269,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.0617176774625136e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00269,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.0617176774625136e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00269,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.0124574872666176,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00269,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.0124574872666176,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00294,ctx_FCC_like_case29,100.0,1e-12,14.247396250935047,14.058605435595696,14.280712277171403,bracketed,0.22210684157570704,True,4.10912625808186e-13,1.03784350314539e-12,measured,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00294,ctx_FCC_like_case29,100.0,1e-10,15.412575955243142,15.301817186316438,15.432121620347854,bracketed,0.1303044340314159,True,6.201873179005749e-11,1.021796415721418e-10,measured,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00294,ctx_FCC_like_case29,300.0,1e-12,4.01862440039412,4.00174698570473,4.088,bracketed,0.08625301429526999,True,9.590644190801094e-13,1.187451184151632e-12,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00294,ctx_FCC_like_case29,300.0,1e-10,5.315889291286388,5.29952189632105,5.327408589586752,bracketed,0.027886693265702256,True,9.41462698518332e-11,1.0433673612486652e-10,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00294,ctx_FCC_like_case29,500.0,1e-12,,,0.025,below_search_range,,False,,3.3679009394890648e-12,,measured,12,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00294,ctx_FCC_like_case29,500.0,1e-10,0.6765399080595493,0.6563819314975025,0.7016258017617676,bracketed,0.04524387026426513,True,8.293077543711397e-11,1.262279192308858e-10,measured,measured,12,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00294,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.165167543767855e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00294,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.165167543767855e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00294,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.0124575380394816,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00294,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.0124575380394816,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00347,ctx_FCC_like_case29,100.0,1e-12,12.442691591178338,12.418281409543798,12.475539198112228,bracketed,0.05725778856843,True,8.745611244212486e-13,1.1976506916992725e-12,measured,measured,17,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00347,ctx_FCC_like_case29,100.0,1e-10,13.33506372037531,13.28193628267252,13.36698386196767,bracketed,0.08504757929514994,True,7.820401222449864e-11,1.1591786171180678e-10,measured,measured,17,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00347,ctx_FCC_like_case29,300.0,1e-12,,,0.025,below_search_range,,False,,3.380616446843534e-12,,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00347,ctx_FCC_like_case29,300.0,1e-10,4.702335659272358,4.693220727812527,4.715676649029642,bracketed,0.022455921217114927,True,9.655025423601123e-11,1.0527264166307914e-10,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00347,ctx_FCC_like_case29,500.0,1e-12,,,0.025,below_search_range,,False,,3.48402784509448e-11,,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00347,ctx_FCC_like_case29,500.0,1e-10,0.6736458846223004,0.6647988500347607,0.6794969243157656,bracketed,0.014698074281004891,True,8.525882388750539e-11,1.1112351159228319e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00347,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1640568162855185e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00347,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1640568162855185e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00347,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.0124575375827534,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00347,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.0124575375827534,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00378,ctx_FCC_like_case29,100.0,1e-12,12.697831220190631,12.656,12.8,bracketed,0.14400000000000013,True,7.683268627102547e-13,1.9034565815250484e-12,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00378,ctx_FCC_like_case29,100.0,1e-10,13.467832480955847,13.390975283271922,13.49526503914344,bracketed,0.1042897558715179,True,6.477861289237441e-11,1.1676306956581498e-10,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00378,ctx_FCC_like_case29,300.0,1e-12,4.25905683910377,4.2387337867542305,4.262643260106629,bracketed,0.02390947335239879,True,8.80276737165755e-13,1.0151975040072845e-12,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00378,ctx_FCC_like_case29,300.0,1e-10,5.090709643763015,5.050164866222223,5.1560465706199246,bracketed,0.10588170439770117,True,8.098557229830525e-11,1.4047493647027843e-10,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00378,ctx_FCC_like_case29,500.0,1e-12,0.27202433690779215,0.2670879773854496,0.278927032218176,bracketed,0.011839054832726403,True,9.32506278501671e-13,1.102648440393364e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00378,ctx_FCC_like_case29,500.0,1e-10,0.6797013682879561,0.6486809127659109,0.692565779724601,bracketed,0.043884866958690094,True,7.468381628690908e-11,1.1286879892403127e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00378,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1652970050011557e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00378,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1652970050011557e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00378,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.0118248411111709,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00378,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.0118248411111709,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00383,ctx_FCC_like_case29,100.0,1e-12,,,0.025,below_search_range,,False,,1.4453903570729803e-09,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00383,ctx_FCC_like_case29,100.0,1e-10,,,0.025,below_search_range,,False,,1.4453903570729803e-09,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00383,ctx_FCC_like_case29,300.0,1e-12,5.010686989484984,4.922107883903888,5.026318596352237,bracketed,0.10421071244834845,True,6.218591630433793e-13,1.0074528443433076e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00383,ctx_FCC_like_case29,300.0,1e-10,6.108804827049974,5.993657581154027,6.129124929266906,bracketed,0.1354673481128792,True,6.284719705562169e-11,1.0721240869355936e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00383,ctx_FCC_like_case29,500.0,1e-12,0.2720243481672735,0.2669906136285011,0.2788124866217659,bracketed,0.011821872993264815,True,9.312109526146993e-13,1.1008789734838525e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00383,ctx_FCC_like_case29,500.0,1e-10,0.6792771934199147,0.6483508210502291,0.6921774365296813,bracketed,0.04382661547945221,True,7.474499500524924e-11,1.1290999457077491e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00383,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00383,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00383,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00383,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00444,ctx_FCC_like_case29,100.0,1e-12,,,,unresolved,,False,,,,,0,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00444,ctx_FCC_like_case29,100.0,1e-10,,,,unresolved,,False,,,,,0,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00444,ctx_FCC_like_case29,300.0,1e-12,4.83886385006042,4.760043434684832,4.852773335126701,bracketed,0.0927299004418689,True,6.431087297410393e-13,1.0057143037769941e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00444,ctx_FCC_like_case29,300.0,1e-10,5.882451476964879,5.779441784790023,5.910752943763037,bracketed,0.13131115897301449,True,6.495484510345511e-11,1.1258594168488276e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00444,ctx_FCC_like_case29,500.0,1e-12,0.2717425560386542,0.2668409963197099,0.2786364662584822,bracketed,0.011795469938772285,True,9.32939047050112e-13,1.1025557386585794e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00444,ctx_FCC_like_case29,500.0,1e-10,0.6792771934199143,0.6483508210502291,0.6921774365296813,bracketed,0.04382661547945221,True,7.474499500524925e-11,1.1290999457077548e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00444,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00444,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00444,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00444,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00454,ctx_FCC_like_case29,100.0,1e-12,8.264434,8.176,8.28004,bracketed,0.10403999999999947,True,9.71652947154286e-13,1.0000528291266968e-12,measured,measured,17,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00454,ctx_FCC_like_case29,100.0,1e-10,13.323413835778874,13.275378670647148,13.35926902429076,bracketed,0.08389035364361241,True,8.888338645333614e-11,1.0919485218323238e-10,measured,measured,17,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00454,ctx_FCC_like_case29,300.0,1e-12,,,0.025,below_search_range,,False,,1.2013887661170582e-11,,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00454,ctx_FCC_like_case29,300.0,1e-10,4.510665691411902,4.491759972701846,4.617798097435552,bracketed,0.12603812473370546,True,9.754761186051551e-11,1.244248825059717e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00454,ctx_FCC_like_case29,500.0,1e-12,,,0.025,below_search_range,,False,,6.223539308145385e-11,,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00454,ctx_FCC_like_case29,500.0,1e-10,0.7086355188880672,0.7065325001412452,0.7205526251200585,bracketed,0.01402012497881322,True,9.828921858929468e-11,1.699679723643838e-10,measured,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00454,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1634890664550194e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00454,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1634890664550194e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00454,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.0124575374523525,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00454,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.0124575374523525,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00465,ctx_FCC_like_case29,100.0,1e-12,14.629150921313201,14.423702080392433,14.710237741638156,bracketed,0.2865356612457237,True,3.764343245453259e-13,1.470508506619752e-12,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00465,ctx_FCC_like_case29,100.0,1e-10,15.62694647090332,15.28621751493568,15.687075110191728,bracketed,0.40085759525604736,True,1.9295406833401697e-11,1.0236377042105666e-10,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00465,ctx_FCC_like_case29,300.0,1e-12,4.984213996968353,4.899165737351908,4.9992225133712545,bracketed,0.10005677601934604,True,6.34635939168967e-13,1.0071312868437831e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00465,ctx_FCC_like_case29,300.0,1e-10,6.086459335173058,5.970706184654614,6.106886361735136,bracketed,0.1361801770805222,True,6.314889546543649e-11,1.0783253312329251e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00465,ctx_FCC_like_case29,500.0,1e-12,0.27202434816727167,0.2669906136284957,0.2788124866217596,bracketed,0.011821872993263927,True,9.31210952614655e-13,1.100878973483781e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00465,ctx_FCC_like_case29,500.0,1e-10,0.679277193419914,0.6483508210502289,0.692177436529681,bracketed,0.0438266154794521,True,7.474499500524916e-11,1.1290999457077512e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00465,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00465,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00465,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00465,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00483,ctx_FCC_like_case29,100.0,1e-12,13.481323668996614,13.40302302044752,13.50943884758532,bracketed,0.10641582713780018,True,6.80357135773948e-13,1.1483086673376816e-12,measured,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00483,ctx_FCC_like_case29,100.0,1e-10,14.52250325246037,14.445912355689703,14.540232575936926,bracketed,0.09432022024722286,True,7.357148767802534e-11,1.0736288800178758e-10,measured,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00483,ctx_FCC_like_case29,300.0,1e-12,4.242177525785247,4.225737384637506,4.24507872716426,bracketed,0.019341342526753458,True,9.074192693241152e-13,1.0040682269674188e-12,measured,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00483,ctx_FCC_like_case29,300.0,1e-10,5.218997839505403,5.189126451806281,5.308517180377441,bracketed,0.11939072857115995,True,8.819180756095717e-11,1.4572767581161504e-10,measured,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00483,ctx_FCC_like_case29,500.0,1e-12,0.2723301875143901,0.2675657982512123,0.279489174413191,bracketed,0.011923376161978694,True,9.3455890797078e-13,1.1070481147520933e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00483,ctx_FCC_like_case29,500.0,1e-10,0.6796844948188472,0.6486918656569519,0.6925786654787669,bracketed,0.04388679982181498,True,7.470401811913927e-11,1.129000064495526e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_00483,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1652969915756068e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
