surface_id,fracture_context,temperature_K,rate_criterion_m_per_cycle,DeltaK_th_MPa_sqrtm,DeltaK_lo_MPa_sqrtm,DeltaK_hi_MPa_sqrtm,threshold_status,threshold_width_MPa_sqrtm,converged,lower_rate_m_per_cycle,upper_rate_m_per_cycle,lower_source,upper_source,n_DeltaK_evaluations,threshold_definition
EXP_02210,ctx_FCC_like_case29,100.0,1e-10,,,0.025,below_search_range,,False,,4.9635428884328316e-08,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02210,ctx_FCC_like_case29,300.0,1e-12,5.0106500830311775,4.921852647802341,5.026320218659796,bracketed,0.10446757085745517,True,6.211186735876077e-13,1.0074603451867736e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02210,ctx_FCC_like_case29,300.0,1e-10,6.108804043781108,5.993617733385466,6.12913103973328,bracketed,0.13551330634781422,True,6.283723055501126e-11,1.0721496743471143e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02210,ctx_FCC_like_case29,500.0,1e-12,0.2717425560386539,0.2668409963197098,0.2786364662584821,bracketed,0.011795469938772285,True,9.329390470501117e-13,1.10255573865859e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02210,ctx_FCC_like_case29,500.0,1e-10,0.6792771934199143,0.6483508210502291,0.6921774365296813,bracketed,0.04382661547945221,True,7.474499500524925e-11,1.1290999457077548e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02210,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02210,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02210,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02210,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02254,ctx_FCC_like_case29,100.0,1e-12,,20.0,,above_search_range,,False,1e-19,,upper_bound,,11,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02254,ctx_FCC_like_case29,100.0,1e-10,,20.0,,above_search_range,,False,1e-19,,upper_bound,,11,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02254,ctx_FCC_like_case29,300.0,1e-12,5.010687037553677,4.9221082172409805,5.026318594079448,bracketed,0.10421037683846723,True,6.218601311668448e-13,1.0074528344992114e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02254,ctx_FCC_like_case29,300.0,1e-10,6.108804828045606,5.993657633171266,6.129124921258725,bracketed,0.135467288087459,True,6.284721007065195e-11,1.0721240534462044e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02254,ctx_FCC_like_case29,500.0,1e-12,0.27202426636702304,0.2670879150093161,0.2789269588344895,bracketed,0.011839043825173368,True,9.325063685479948e-13,1.1026484253370493e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02254,ctx_FCC_like_case29,500.0,1e-10,0.6792799720863757,0.6486883421532167,0.6925745201802549,bracketed,0.0438861780270382,True,7.498668897752298e-11,1.1332599203417936e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02254,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02254,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02254,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02254,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02262,ctx_FCC_like_case29,100.0,1e-12,12.712345123539233,12.656,12.8,bracketed,0.14400000000000013,True,6.14245087690093e-13,2.1343822520019513e-12,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02262,ctx_FCC_like_case29,100.0,1e-10,13.260531958235102,13.208051482864962,13.280060568076426,bracketed,0.0720090852114641,True,6.523435856460907e-11,1.1722913006287094e-10,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02262,ctx_FCC_like_case29,300.0,1e-12,4.050358308355357,3.967027945965481,4.065063666424159,bracketed,0.09803572045867792,True,5.346976468113463e-13,1.003349943135231e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02262,ctx_FCC_like_case29,300.0,1e-10,4.827948681640165,4.790145787132949,4.911515193312366,bracketed,0.12136940617941683,True,8.06605906073116e-11,1.608173548826955e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02262,ctx_FCC_like_case29,500.0,1e-12,0.2876829614629752,0.2769689384409779,0.2905516922835034,bracketed,0.013582753842525497,True,8.010194426056921e-13,1.0612068176588719e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02262,ctx_FCC_like_case29,500.0,1e-10,0.676404368554821,0.6466234722653523,0.6901452614886499,bracketed,0.043521789223297525,True,7.517046884536329e-11,1.1407533221040624e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02262,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1652899131769087e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02262,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1652899131769087e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02262,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.0124575381047683,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02262,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.0124575381047683,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02297,ctx_FCC_like_case29,100.0,1e-12,13.98672781763871,13.87550906405932,14.065304781246256,bracketed,0.18979571718693578,True,7.937453937102584e-13,1.1772699103374733e-12,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02297,ctx_FCC_like_case29,100.0,1e-10,16.856528708097375,16.79817779357841,17.187183890371514,bracketed,0.3890060967931035,True,9.547013161341344e-11,1.5615636423122128e-10,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02297,ctx_FCC_like_case29,300.0,1e-12,5.011067011980669,4.919681694015844,5.027193832797991,bracketed,0.10751213878214738,True,6.12458433253253e-13,1.0075429428947337e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02297,ctx_FCC_like_case29,300.0,1e-10,6.10974874951441,5.994106077943351,6.130156279791656,bracketed,0.13605020184830519,True,6.270891341829405e-11,1.0721658513380036e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02297,ctx_FCC_like_case29,500.0,1e-12,0.2720242663684032,0.2670879150119545,0.2789269588375935,bracketed,0.011839043825638995,True,9.325063685633978e-13,1.1026484253659562e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02297,ctx_FCC_like_case29,500.0,1e-10,0.6792779514355098,0.6484417117985752,0.6922843668218532,bracketed,0.043842655023278,True,7.481000986032098e-11,1.1302187930293531e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02297,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02297,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02297,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02297,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02314,ctx_FCC_like_case29,100.0,1e-12,15.248069555380338,14.928756135113336,15.30441898248628,bracketed,0.3756628473729453,True,9.720480768033865e-14,1.1276791866041434e-12,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02314,ctx_FCC_like_case29,100.0,1e-10,16.008111753304792,15.808979686674531,16.043252706239546,bracketed,0.23427301956501445,True,2.5720367858314942e-11,1.0270234737428543e-10,measured,measured,15,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02314,ctx_FCC_like_case29,300.0,1e-12,4.3615859715376395,4.264898354604247,4.378648492172944,bracketed,0.11375013756869734,True,5.640422085233165e-13,1.000526393504142e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02314,ctx_FCC_like_case29,300.0,1e-10,5.351560271292387,5.267716944319747,5.41152200620228,bracketed,0.14380506188253328,True,6.888781825058687e-11,1.305433394121133e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02314,ctx_FCC_like_case29,500.0,1e-12,,,0.025,below_search_range,,False,,1.102204698926739e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02314,ctx_FCC_like_case29,500.0,1e-10,,,0.025,below_search_range,,False,,1.102204698926739e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02314,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,0.010856351880658,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02314,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,0.010856351880658,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02314,ctx_FCC_like_case29,900.0,1e-12,,,,unresolved,,False,,,,,0,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02314,ctx_FCC_like_case29,900.0,1e-10,,,,unresolved,,False,,,,,0,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02325,ctx_FCC_like_case29,100.0,1e-12,,20.0,,above_search_range,,False,9.462840817728776e-17,,measured,,11,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02325,ctx_FCC_like_case29,100.0,1e-10,,20.0,,above_search_range,,False,9.462840817728776e-17,,measured,,11,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02325,ctx_FCC_like_case29,300.0,1e-12,4.991531202224002,4.886791748630892,5.0100146352110215,bracketed,0.12322288658012948,True,5.76194383188035e-13,1.0061814084127026e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02325,ctx_FCC_like_case29,300.0,1e-10,6.104769663604043,5.9847293875785885,6.125953241726182,bracketed,0.14122385414759364,True,6.145634878624757e-11,1.0693425294036611e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02325,ctx_FCC_like_case29,500.0,1e-12,0.2720242880856994,0.2670879360977702,0.2789269836444356,bracketed,0.011839047546665371,True,9.325063526718097e-13,1.1026484860842653e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02325,ctx_FCC_like_case29,500.0,1e-10,0.679407247842654,0.6486883358064727,0.6925745127134972,bracketed,0.043886176907024566,True,7.468793933339488e-11,1.1332599629053114e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02325,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1652970049712715e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02325,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1652970049712715e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02325,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.0124575381101835,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02325,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.0124575381101835,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02344,ctx_FCC_like_case29,100.0,1e-12,,,0.025,below_search_range,,False,,2.474095094047009e-12,,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02344,ctx_FCC_like_case29,100.0,1e-10,12.858273875506411,12.8,12.944,bracketed,0.14400000000000013,True,8.769398784378637e-11,1.2130998149332967e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02344,ctx_FCC_like_case29,300.0,1e-12,,,0.025,below_search_range,,False,,4.2374926198223505e-11,,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02344,ctx_FCC_like_case29,300.0,1e-10,3.459650706236504,3.431366031952076,3.4721953317083245,bracketed,0.040829299756248716,True,9.809237224898349e-11,1.0085789093599295e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02344,ctx_FCC_like_case29,500.0,1e-12,,,0.025,below_search_range,,False,,1.7953575611022716e-10,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02344,ctx_FCC_like_case29,500.0,1e-10,,,0.025,below_search_range,,False,,1.7953575611022716e-10,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02344,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.16045858954751e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02344,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.16045858954751e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02344,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.0124575363875938,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02344,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.0124575363875938,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02346,ctx_FCC_like_case29,100.0,1e-12,12.431175583075744,12.320890264020868,12.450637698203074,bracketed,0.1297474341822067,True,4.750042791596014e-13,1.0700944749154346e-12,measured,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02346,ctx_FCC_like_case29,100.0,1e-10,13.389648768989575,13.369350333661355,13.469823921954536,bracketed,0.10047358829318043,True,9.254269087912028e-11,1.3581337222811568e-10,measured,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02346,ctx_FCC_like_case29,300.0,1e-12,4.009069051883928,4.002910264988829,4.043968844289485,bracketed,0.04105857930065593,True,9.848159879196374e-13,1.2542182450616613e-12,measured,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02346,ctx_FCC_like_case29,300.0,1e-10,4.872795027651711,4.797890798437769,4.889877269869164,bracketed,0.09198647143139471,True,7.079683160297853e-11,1.0819445763214997e-10,measured,measured,16,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02346,ctx_FCC_like_case29,500.0,1e-12,0.28605115397356834,0.2798263748303073,0.2939133821533027,bracketed,0.014087007322995393,True,9.010107951461265e-13,1.1407183622903766e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02346,ctx_FCC_like_case29,500.0,1e-10,0.6758726611820973,0.647262949564488,0.6908975877229271,bracketed,0.04363463815843904,True,7.608268375431413e-11,1.1543698515653079e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02346,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.165294131928204e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02346,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.165294131928204e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02346,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.0124575381091396,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02346,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.0124575381091396,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02366,ctx_FCC_like_case29,100.0,1e-12,,20.0,,above_search_range,,False,1e-19,,upper_bound,,11,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02366,ctx_FCC_like_case29,100.0,1e-10,,20.0,,above_search_range,,False,1e-19,,upper_bound,,11,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02366,ctx_FCC_like_case29,300.0,1e-12,5.010650083016817,4.921852647704055,5.026320218660246,bracketed,0.10446757095619041,True,6.211186733033106e-13,1.0074603451895164e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02366,ctx_FCC_like_case29,300.0,1e-10,6.10880404378082,5.993617733370133,6.129131039735647,bracketed,0.13551330636551384,True,6.258688301909082e-11,1.067878161710028e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02366,ctx_FCC_like_case29,500.0,1e-12,0.27202434816727183,0.2669906136284961,0.2788124866217601,bracketed,0.011821872993264038,True,9.3121095261466e-13,1.1008789734837865e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02366,ctx_FCC_like_case29,500.0,1e-10,0.6792771934199147,0.6483508210502291,0.6921774365296813,bracketed,0.04382661547945221,True,7.474499500524924e-11,1.1290999457077503e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02366,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02366,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02366,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02366,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02390,ctx_FCC_like_case29,100.0,1e-12,,20.0,,above_search_range,,False,1e-19,,upper_bound,,11,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02390,ctx_FCC_like_case29,100.0,1e-10,,20.0,,above_search_range,,False,1e-19,,upper_bound,,11,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02390,ctx_FCC_like_case29,300.0,1e-12,5.011137113646333,4.921852647813309,5.0268931958521605,bracketed,0.10504054803885143,True,6.18644097229324e-13,1.0101143515806619e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02390,ctx_FCC_like_case29,300.0,1e-10,6.10880404378124,5.993617733387264,6.129131039733118,bracketed,0.135513306345854,True,6.283723055543938e-11,1.0721496743461228e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02390,ctx_FCC_like_case29,500.0,1e-12,0.2717425560386544,0.2668409963197101,0.2786364662584824,bracketed,0.011795469938772285,True,9.329390470501119e-13,1.1025557386585808e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02390,ctx_FCC_like_case29,500.0,1e-10,0.6792771934199143,0.6483508210502291,0.6921774365296813,bracketed,0.04382661547945221,True,7.474499500524925e-11,1.1290999457077548e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02390,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02390,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02390,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02390,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02458,ctx_FCC_like_case29,100.0,1e-12,,,,unresolved,,False,,,,,0,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02458,ctx_FCC_like_case29,100.0,1e-10,,,,unresolved,,False,,,,,0,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02458,ctx_FCC_like_case29,300.0,1e-12,5.008112192202468,4.899669174719261,5.02724919528774,bracketed,0.1275800205684794,True,5.57820787474132e-13,1.007889368452043e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02458,ctx_FCC_like_case29,300.0,1e-10,6.109683477201868,5.990978344582585,6.130631441781741,bracketed,0.1396530971991563,True,6.193307155632487e-11,1.0741576026592572e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02458,ctx_FCC_like_case29,500.0,1e-12,0.27202426636600613,0.2670879150073185,0.2789269588321394,bracketed,0.011839043824820927,True,9.325063685359672e-13,1.1026484253147257e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02458,ctx_FCC_like_case29,500.0,1e-10,0.6792779514355698,0.648441711798521,0.6922843668217893,bracketed,0.04384265502326834,True,7.481000986023834e-11,1.1302187930280484e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02458,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02458,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02458,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02458,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.012507368262625,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02503,ctx_FCC_like_case29,100.0,1e-12,,20.0,,above_search_range,,False,2.8449099877057573e-14,,measured,,11,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02503,ctx_FCC_like_case29,100.0,1e-10,,20.0,,above_search_range,,False,2.8449099877057573e-14,,measured,,11,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02503,ctx_FCC_like_case29,300.0,1e-12,5.003810043099774,4.878791204833146,5.025872191029179,bracketed,0.14708098619603316,True,5.102671688324549e-13,1.007352112733846e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02503,ctx_FCC_like_case29,300.0,1e-10,6.109389098770796,5.987518582792991,6.130895660413938,bracketed,0.1433770776209471,True,6.11126548827095e-11,1.0756012270961008e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02503,ctx_FCC_like_case29,500.0,1e-12,0.27202435667224273,0.2670880787290123,0.2789271514458968,bracketed,0.011839072716884502,True,9.325072610215232e-13,1.1026501489837505e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02503,ctx_FCC_like_case29,500.0,1e-10,0.6792779487502126,0.6484417139001654,0.6922843692943121,bracketed,0.04384265539414678,True,7.481001333062007e-11,1.1302188472564611e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02503,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.165297004973205e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02503,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.165297004973205e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02503,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.0125073682626249,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02503,ctx_FCC_like_case29,900.0,1e-10,,,0.025,below_search_range,,False,,0.0125073682626249,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02548,ctx_FCC_like_case29,100.0,1e-12,,,,unresolved,,False,,,,,0,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02548,ctx_FCC_like_case29,100.0,1e-10,,,,unresolved,,False,,,,,0,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02548,ctx_FCC_like_case29,300.0,1e-12,5.01068700691749,4.922108009599908,5.026318594679416,bracketed,0.10421058507950764,True,6.218595310113604e-13,1.007452840298061e-12,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02548,ctx_FCC_like_case29,300.0,1e-10,6.10880482730646,5.99365760066545,6.129124926125462,bracketed,0.13546732546001206,True,6.284720195163782e-11,1.0721240739667552e-10,measured,measured,14,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02548,ctx_FCC_like_case29,500.0,1e-12,0.2717425560386539,0.2668409963197098,0.2786364662584821,bracketed,0.011795469938772285,True,9.329390470501117e-13,1.10255573865859e-12,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02548,ctx_FCC_like_case29,500.0,1e-10,0.6792771934199143,0.6483508210502291,0.6921774365296813,bracketed,0.04382661547945221,True,7.474499500524925e-11,1.1290999457077548e-10,measured,measured,13,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02548,ctx_FCC_like_case29,700.0,1e-12,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02548,ctx_FCC_like_case29,700.0,1e-10,,,0.025,below_search_range,,False,,2.1739581930213547e-06,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
EXP_02548,ctx_FCC_like_case29,900.0,1e-12,,,0.025,below_search_range,,False,,0.0125073682626249,,measured,10,rate_defined_da_dN_crossing_of_simulated_V1_growth_curve
