case_label,source_case,material_response_class,target_Kmax_MPa_sqrtm,K_initial_MPa_sqrtm,K_first_fire_MPa_sqrtm,K_final_MPa_sqrtm,DeltaK_nominal_MPa_sqrtm,DeltaK_initial_MPa_sqrtm,DeltaK_first_fire_MPa_sqrtm,DeltaK_final_MPa_sqrtm,DeltaK_MPa_sqrtm,cycles_total,cycles_to_first_fire,n_adv_or_fire_total,a_adv_m,da_dN_m_per_cycle,da_dN_upper_bound_m_per_cycle,plot_da_dN_m_per_cycle,is_censored_upper_bound,direct_lt_1_cycle,log10_da_dN_or_bound,B_final,N_em_final,dN_store_last_block,dN_mobile_last_block,dN_escape_last_block,cyclic_plastic_work_J,G_cleave_eff_eV,S_cleave_kB,K_calibration_rel_error,cycle_limiter_code,blocks_completed,run_dir
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,7.0,6.999999999999977,6.999999999999977,15.44658018856648,6.3,6.299999999999979,6.299999999999979,13.901922169709833,13.901922169709833,100733039.5540543,41121552.46343505,250,0.0010825317547305403,1.0746541149983303e-11,,1.0746541149983303e-11,False,False,-10.968731293998642,0.0790411821769912,1.0439402558349952e-307,9.874893872e-313,1.0015433902049588e-08,65251.37681993844,0.1645648149883696,0.360396828086955,0.9936928061811908,-1.1102230246251563e-16,1.0,25000.0,runs/v8_orientation_plastic_shielded_K7/theta30/plastic_shielded_case64_M1/v8_2d_K7
