case_label,extension_um,KJ_mean_MPa_sqrtm,KJ_std_MPa_sqrtm,n_contributing_seeds
FCC_like_case29,0.0,5.999999999999969,0.0,3
FCC_like_case29,3.012048192771092,5.999999999999969,0.0,3
FCC_like_case29,6.024096385542184,6.024743606278778,8.881784197001252e-16,3
FCC_like_case29,9.036144578313277,6.097518918863507,0.0,3
FCC_like_case29,12.048192771084368,6.215638820137239,0.0,3
FCC_like_case29,15.06024096385546,6.354664046133087,0.0,3
FCC_like_case29,18.072289156626553,6.4724573149191,8.881784197001252e-16,3
FCC_like_case29,21.084337349397643,6.622974470576227,0.0,3
FCC_like_case29,24.096385542168736,6.831667425115338,0.0,3
FCC_like_case29,27.10843373493983,6.929605137182491,0.0,3
FCC_like_case29,30.12048192771092,6.980668864545404,0.0,3
FCC_like_case29,33.13253012048201,7.045953738718119,0.0,3
FCC_like_case29,36.144578313253106,7.098832506017839,0.0,3
FCC_like_case29,39.156626506024196,7.131469730524778,0.0,3
FCC_like_case29,42.168674698795286,6.628087558644367,0.0,3
FCC_like_case29,45.18072289156638,5.963443582222825,8.881784197001252e-16,3
FCC_like_case29,48.19277108433747,6.038112471905804,0.0,3
FCC_like_case29,51.20481927710856,6.107941672850163,0.0,3
FCC_like_case29,54.21686746987966,6.170511340686592,8.881784197001252e-16,3
FCC_like_case29,57.22891566265075,6.219180462651404,0.0,3
FCC_like_case29,60.24096385542184,6.241196102086545,0.0,3
FCC_like_case29,63.253012048192936,6.012862411560392,0.0,3
FCC_like_case29,66.26506024096402,5.858225981854787,0.0,3
FCC_like_case29,69.27710843373512,5.805361959948985,0.0,3
FCC_like_case29,72.28915662650621,5.761094787838928,0.0,3
FCC_like_case29,75.3012048192773,5.718020369066639,0.0,3
FCC_like_case29,78.31325301204839,5.6612475782831675,0.0,3
FCC_like_case29,81.32530120481948,5.929633891828826,0.0,3
FCC_like_case29,84.33734939759057,6.611859065429743,0.0,3
FCC_like_case29,87.34939759036168,6.77632189086496,0.0,3
FCC_like_case29,90.36144578313277,6.794809287758343,8.881784197001252e-16,3
FCC_like_case29,93.37349397590386,6.8137374587304445,0.0,3
FCC_like_case29,96.38554216867495,6.820916053792762,0.0,3
FCC_like_case29,99.39759036144603,6.814301668439243,0.0,3
FCC_like_case29,102.40963855421712,7.211424623444231,0.0,3
FCC_like_case29,105.42168674698821,7.629225384848842,8.881784197001252e-16,3
FCC_like_case29,108.43373493975932,7.5540217557291,8.881784197001252e-16,3
FCC_like_case29,111.44578313253041,7.476017651159307,0.0,3
FCC_like_case29,114.4578313253015,7.394979698185286,8.881784197001252e-16,3
FCC_like_case29,117.46987951807259,7.30918337331025,8.881784197001252e-16,3
FCC_like_case29,120.48192771084368,7.289009532399137,0.0,3
FCC_like_case29,123.49397590361477,7.61883746576995,0.0,3
FCC_like_case29,126.50602409638587,7.748008812323362,0.0,3
FCC_like_case29,129.51807228915695,7.676523572059371,0.0,3
FCC_like_case29,132.53012048192804,7.601071713360604,0.0,3
FCC_like_case29,135.54216867469916,7.522192199539295,0.0,3
FCC_like_case29,138.55421686747025,7.431139745838607,0.0,3
FCC_like_case29,141.56626506024134,7.7176454435117074,0.0,3
FCC_like_case29,144.57831325301242,8.352666357837537,0.0,3
FCC_like_case29,147.59036144578351,8.439721522825403,0.0,3
FCC_like_case29,150.6024096385546,8.436846760359984,0.0,3
FCC_like_case29,153.6144578313257,8.431067194627062,0.0,3
FCC_like_case29,156.62650602409678,8.401285560184302,0.0,3
FCC_like_case29,159.63855421686787,8.351057719062796,0.0,3
FCC_like_case29,162.65060240963896,7.627083964428682,0.0,3
FCC_like_case29,165.66265060241005,6.983711510283238,8.881784197001252e-16,3
