T_K,sigma_GPa,G_cleave_eV,G_emit_eV
600.0,11.0,0.1888958577010378,0.7441991219442614
600.0,11.25,0.18440110391261896,0.742710671744814
600.0,11.5,0.18021178684938316,0.7413810437104028
600.0,11.75,0.1763031198432993,0.7401956069746983
600.0,12.0,0.17265269250805879,0.7391412173370571
600.0,12.25,0.1692402091598744,0.7382060482577508
600.0,12.5,0.16604725950320773,0.7373794431148306
600.0,12.75,0.16305711721016017,0.7366517858046766
600.0,13.0,0.16025456266181765,0.7360143871989921
600.0,13.25,0.15762572665988225,0.735459385334255
600.0,13.5,0.15515795237367158,0.7349796575165313
600.0,13.75,0.1528396731745161,0.7345687427842106
600.0,14.0,0.15066030433796665,0.7342207733913032
600.0,14.25,0.14861014687340182,0.7339304141608043
600.0,14.5,0.1466803019783955,0.733692808716565
600.0,14.75,0.14486259481807925,0.7335035317375354
600.0,15.0,0.14314950650314584,0.7333585464938319
600.0,15.25,0.14153411328864493,0.7332541670229409
600.0,15.5,0.14001003214312052,0.7331870243890372
600.0,15.75,0.1385713719471362,0.7331540365410676
600.0,16.0,0.13721268967450517,0.733149454051869
600.0,16.25,0.13592895099086155,0.733149454051869
600.0,16.5,0.1347154947744609,0.733149454051869
600.0,16.75,0.13356800112491513,0.733149454051869
600.0,17.0,0.1324824624782864,0.733149454051869
600.0,17.25,0.13145515749275752,0.733149454051869
600.0,17.5,0.13048262740892855,0.733149454051869
600.0,17.75,0.1295616546234989,0.733149454051869
600.0,18.0,0.1286892432453844,0.733149454051869
600.0,18.25,0.12786260142980002,0.733149454051869
600.0,18.5,0.12707912530901835,0.733149454051869
600.0,18.75,0.1263363843588418,0.733149454051869
600.0,19.0,0.12563210805767364,0.733149454051869
600.0,19.25,0.12496417371077172,0.733149454051869
600.0,19.5,0.12433059532609192,0.733149454051869
600.0,19.75,0.12372951344032009,0.733149454051869
600.0,20.0,0.12315918580445985,0.733149454051869
900.0,0.0,2.755111998718613,1.9551119987186132
900.0,0.25,2.716666675671779,1.9663483904829209
900.0,0.5,2.6308358323386387,1.9391610624671758
900.0,0.75,2.506321340598109,1.880954785572698
900.0,1.0,2.354398358073252,1.8004661845382455
900.0,1.25,2.1867804071011365,1.706454523429121
900.0,1.5,2.0138394366197936,1.606568141007195
900.0,1.75,1.843631925902156,1.5067320146772523
900.0,2.0,1.6816909651439145,1.411042885301193
900.0,2.25,1.5313150038127519,1.3219940516144284
900.0,2.5,1.394069987201265,1.2408390760717858
900.0,2.75,1.2703092457849312,1.167962293413757
900.0,3.0,1.1596132769047987,1.1031904222033553
900.0,3.25,1.0611203246329144,1.046026392784062
900.0,3.5,0.9737549586395221,0.995811147492792
900.0,3.75,0.8963755170139592,0.9518283350351945
900.0,4.0,0.827862801912104,0.9133676982257352
900.0,4.25,0.7671689214238079,0.8797604262852264
900.0,4.5,0.713340469810648,0.8503964218367167
900.0,4.75,0.6655259795203393,0.8247304430790241
900.0,5.0,0.6229742629800992,0.8022817601770657
900.0,5.25,0.5850278839749489,0.7826303015544915
900.0,5.5,0.5511143787008783,0.7654111332525806
900.0,5.75,0.5207367833518546,0.7503083708657142
900.0,6.0,0.49346434736354006,0.7370491491073653
900.0,6.25,0.4689238908369238,0.7253979791393292
900.0,6.5,0.44679201094654475,0.7151516454254376
900.0,6.75,0.426788194363644,0.7061346895421264
900.0,7.0,0.4086688108716912,0.6981954701757326
900.0,7.25,0.3922219216637206,0.6912027584904701
900.0,7.5,0.3772628179844586,0.6850428147809918
900.0,7.75,0.36363020165078824,0.6796168887272339
900.0,8.0,0.3511829223137633,0.6748390872823977
900.0,8.25,0.3397971933568217,0.6706345586129249
900.0,8.5,0.32936421684995204,0.6669379460191366
900.0,8.75,0.31978815674628985,0.6636920715116837
900.0,9.0,0.3109844078457013,0.6608468142241813
900.0,9.25,0.302878115636727,0.6583581538722995
900.0,9.5,0.2954029088436632,0.6561873539325839
900.0,9.75,0.28849981234288924,0.6543002630991644
900.0,10.0,0.28211631312473173,0.6526667169146633
900.0,10.25,0.2762055562447497,0.6512600243145379
900.0,10.5,0.2707256513210344,0.6500565262305258
900.0,10.75,0.2656390731805884,0.6490352154273149
900.0,11.0,0.260912142820394,0.6481774084517866
900.0,11.25,0.25651457700109703,0.6474664620053147
900.0,11.5,0.2524190965977031,0.6468875272496384
900.0,11.75,0.2486010853477377,0.6464273365628813
900.0,12.0,0.24503829191007825,0.6460740181058892
900.0,12.25,0.24171056921693138,0.645816934266883
900.0,12.5,0.2385996460006236,0.6456465406468335
900.0,12.75,0.2356889261339552,0.6455542627477133
900.0,13.0,0.23296331206116763,0.6455314743877806
900.0,13.25,0.23040904913553922,0.6455314743877806
900.0,13.5,0.22801358813544448,0.6455314743877806
900.0,13.75,0.22576546361684915,0.6455314743877806
900.0,14.0,0.22365418608790227,0.6455314743877806
900.0,14.25,0.22167014626985004,0.6455314743877806
900.0,14.5,0.21980452994574173,0.6455314743877806
900.0,14.75,0.21804924210080523,0.6455314743877806
900.0,15.0,0.2163968392313799,0.6455314743877806
900.0,15.25,0.21484046884744154,0.6455314743877806
900.0,15.5,0.21337381532084304,0.6455314743877806
900.0,15.75,0.2119910513406131,0.6455314743877806
900.0,16.0,0.2106867943306904,0.6455314743877806
900.0,16.25,0.20945606726656782,0.6455314743877806
900.0,16.5,0.20829426339739276,0.6455314743877806
900.0,16.75,0.20719711444071254,0.6455314743877806
900.0,17.0,0.20616066186962773,0.6455314743877806
900.0,17.25,0.20518123095777743,0.6455314743877806
900.0,17.5,0.20425540728729338,0.6455314743877806
900.0,17.75,0.20338001545946544,0.6455314743877806
900.0,18.0,0.20255209977805733,0.6455314743877806
900.0,18.25,0.20176890670160982,0.6455314743877806
900.0,18.5,0.20102786888417115,0.6455314743877806
900.0,18.75,0.20032659064415728,0.6455314743877806
900.0,19.0,0.19966283471882995,0.6455314743877806
900.0,19.25,0.19903451017752521,0.6455314743877806
900.0,19.5,0.19843966138054045,0.6455314743877806
900.0,19.75,0.19787645788273409,0.6455314743877806
900.0,20.0,0.19734318519162267,0.6455314743877806
1200.0,0.0,2.8068159982914844,1.8
1200.0,0.25,2.7703592906128374,1.8271453147098065
1200.0,0.5,2.686232974738144,1.813594206361632
1200.0,0.75,2.563195740128267,1.767205986512382
1200.0,1.0,2.412565357592732,1.6970581853925033
1200.0,1.25,2.2460879360229593,1.6121707595021209
1200.0,1.5,2.0741607694548096,1.5203948083857435
1200.0,1.75,1.904860346448977,1.4278153837502388
1200.0,2.0,1.7437357646313598,1.3386572858991734
1200.0,2.25,1.5940984318655238,1.2555174807350227
1200.0,2.5,1.4575248957679703,1.1797343493038472
1200.0,2.75,1.3343772452556628,1.1117622938780276
1200.0,3.0,1.2242432763708877,1.0514864226304843
1200.0,3.25,1.126267364094732,0.9984587131770205
1200.0,3.5,1.0393792657897045,0.9520616093926703
1200.0,3.75,0.9624417386904057,0.9116141131451837
1200.0,4.0,0.8943393727915097,0.8764362699593984
1200.0,4.25,0.8340275415611412,0.845885392082311
1200.0,4.5,0.7805556692553803,0.8193740220929941
1200.0,4.75,0.7330747531558643,0.7963766368616432
1200.0,5.0,0.6908357624194924,0.7764297603906302
1200.0,5.25,0.653183156139188,0.7591284835668229
1200.0,5.5,0.619546142841443,0.744121251075516
1200.0,5.75,0.5894292399272405,0.7311040281672192
1200.0,6.0,0.5624030134607015,0.7198144825830749
1200.0,6.25,0.5380954578330621,0.710026519806854
1200.0,6.5,0.5161842208996086,0.7015453297483664
1200.0,6.75,0.4963897322502012,0.6942029973330024
1200.0,7.0,0.4784692102950672,0.6878546702611584
1200.0,7.25,0.4622114820611436,0.6823752463682727
1200.0,7.5,0.44743253169049796,0.6776565291277244
1200.0,7.75,0.43397168944178727,0.6736047957536443
1200.0,8.0,0.42168837627676925,0.6701387236848639
1200.0,8.25,0.41045932610641217,0.6671876253080665
1200.0,8.5,0.40017621626497113,0.6646899460377075
1200.0,8.75,0.3907436455218257,0.6625919864143887
1200.0,9.0,0.382077407258399,0.6608468142241813
1200.0,9.25,0.37410301300751875,0.659413337537052
1200.0,9.5,0.36675442825422533,0.6582555139154986
1200.0,9.75,0.35997298822303453,0.6573416748387451
1200.0,10.0,0.3537064663794763,0.656643947651038
1200.0,10.25,0.3479082726335427,0.6561377601232992
1200.0,10.5,0.3425367618389109,0.6558014150719561
1200.0,10.75,0.3375546362228545,0.6556157244638622
1200.0,11.0,0.3329284279397501,0.6555633259351349
1200.0,11.25,0.3286280500895752,0.6555633259351349
1200.0,11.5,0.3246264063460231,0.6555633259351349
1200.0,11.75,0.32089905085217607,0.6555633259351349
1200.0,12.0,0.3174238913120978,0.6555633259351349
1200.0,12.25,0.31418092927398833,0.6555633259351349
1200.0,12.5,0.3111520324980394,0.6555633259351349
1200.0,12.75,0.30832073505775026,0.6555633259351349
1200.0,13.0,0.30567206146051756,0.6555633259351349
1200.0,13.25,0.3031923716111962,0.6555633259351349
1200.0,13.5,0.3008692238972173,0.6555633259351349
1200.0,13.75,0.2986912540591823,0.6555633259351349
1200.0,14.0,0.2966480678378379,0.6555633259351349
1200.0,14.25,0.29473014566629835,0.6555633259351349
1200.0,14.5,0.2929287579130879,0.6555633259351349
1200.0,14.75,0.2912358893835312,0.6555633259351349
1200.0,15.0,0.28964417195961395,0.6555633259351349
1200.0,15.25,0.2881468244062383,0.6555633259351349
1200.0,15.5,0.28673759849856545,0.6555633259351349
1200.0,15.75,0.28541073073409007,0.6555633259351349
1200.0,16.0,0.2841608989868756,0.6555633259351349
1200.0,16.25,0.2829831835422741,0.6555633259351349
1200.0,16.5,0.28187303202032477,0.6555633259351349
1200.0,16.75,0.28082622775650995,0.6555633259351349
1200.0,17.0,0.27983886126096896,0.6555633259351349
1200.0,17.25,0.27890730442279726,0.6555633259351349
1200.0,17.5,0.2780281871656582,0.6555633259351349
1200.0,17.75,0.277198376295432,0.6555633259351349
1200.0,18.0,0.27641495631073026,0.6555633259351349
1200.0,18.25,0.27567521197341965,0.6555633259351349
1200.0,18.5,0.274976612459324,0.6555633259351349
1200.0,18.75,0.2743167969294728,0.6555633259351349
1200.0,19.0,0.27369356137998624,0.6555633259351349
1200.0,19.25,0.27310484664427875,0.6555633259351349
1200.0,19.5,0.272548727434989,0.6555633259351349
1200.0,19.75,0.2720234023251481,0.6555633259351349
1200.0,20.0,0.2715271845787855,0.6555633259351349
