T_K,sigma_GPa,G_cleave_eV,G_emit_eV
600.0,15.75,0.22212998585718782,0.7331540365410676
600.0,16.0,0.21824224162874728,0.733149454051869
600.0,16.25,0.2145416677538673,0.733149454051869
600.0,16.5,0.21101711057338368,0.733149454051869
600.0,16.75,0.20765821685819036,0.733149454051869
600.0,17.0,0.2044553667966607,0.733149454051869
600.0,17.25,0.20139961336603462,0.733149454051869
600.0,17.5,0.19848262740892855,0.733149454051869
600.0,17.75,0.19569664781548488,0.733149454051869
600.0,18.0,0.19303443628096345,0.733149454051869
600.0,18.25,0.19048923616916266,0.733149454051869
600.0,18.5,0.18805473506511589,0.733149454051869
600.0,18.75,0.18572503064705143,0.733149454051869
600.0,19.0,0.1834945995484837,0.733149454051869
600.0,19.25,0.1813582689172736,0.733149454051869
600.0,19.5,0.17931119041017987,0.733149454051869
600.0,19.75,0.17734881638938174,0.733149454051869
600.0,20.0,0.17546687811215214,0.733149454051869
900.0,0.0,6.155111998718613,1.9551119987186132
900.0,0.25,6.083003309335145,1.9663483904829209
900.0,0.5,5.900066601569407,1.9391610624671758
900.0,0.75,5.62558739564398,1.880954785572698
900.0,1.0,5.285432840831873,1.8004661845382455
900.0,1.25,4.906780407101136,1.706454523429121
900.0,1.5,4.513839436619794,1.606568141007195
900.0,1.75,4.125511120533028,1.5067320146772523
900.0,2.0,3.754861696851232,1.411042885301193
900.0,2.25,3.409768042486784,1.3219940516144284
900.0,2.5,3.094069987201265,1.2408390760717858
900.0,2.75,2.80877078424647,1.167962293413757
900.0,3.0,2.553055899855618,1.1031904222033553
900.0,3.25,2.325060845079011,1.046026392784062
900.0,3.5,2.1224036072881702,0.995811147492792
900.0,3.75,1.9425293631678056,0.9518283350351945
900.0,4.0,1.7829189816873847,0.9133676982257352
900.0,4.25,1.6412049111410318,0.8797604262852264
900.0,4.5,1.515227262263478,0.8503964218367167
900.0,4.75,1.4030530944878015,0.8247304430790241
900.0,5.0,1.302974262980099,0.8022817601770657
900.0,5.25,1.2134936880414922,0.7826303015544915
900.0,5.5,1.1333061595227958,0.7654111332525806
900.0,5.75,1.0612773238923954,0.7503083708657142
900.0,6.0,0.9964229272451969,0.7370491491073653
900.0,6.25,0.937889408078303,0.7253979791393292
900.0,6.5,0.8849363408434519,0.7151516454254376
900.0,6.75,0.8369208843515812,0.7061346895421264
900.0,7.0,0.7932841954870757,0.6981954701757326
900.0,7.25,0.7535396687412976,0.6912027584904701
900.0,7.5,0.7172628179844586,0.6850428147809918
900.0,7.75,0.6840826050438136,0.6796168887272339
900.0,8.0,0.6536740255166102,0.6748390872823977
900.0,8.25,0.6257517770405896,0.6706345586129249
900.0,8.5,0.6000648537926273,0.6669379460191366
900.0,8.75,0.5763919303311955,0.6636920715116837
900.0,9.0,0.5545374164416899,0.6608468142241813
900.0,9.25,0.5343280815999671,0.6583581538722995
900.0,9.5,0.5156101627296735,0.6561873539325839
900.0,9.75,0.49824688205294465,0.6543002630991644
900.0,10.0,0.4821163131247317,0.6526667169146633
900.0,10.25,0.46710954276917427,0.6512600243145379
900.0,10.5,0.45312908479742925,0.6500565262305258
900.0,10.75,0.4400875082755088,0.6490352154273149
900.0,11.0,0.42790624891076723,0.6481774084517866
900.0,11.25,0.416514577001097,0.6474664620053147
900.0,11.5,0.4058486994857897,0.6468875272496384
900.0,11.75,0.3958509770757584,0.6464273365628813
900.0,12.0,0.38646924032937935,0.6460740181058892
900.0,12.25,0.37765619096823083,0.645816934266883
900.0,12.5,0.36936887676985436,0.6456465406468335
900.0,12.75,0.36156823009545097,0.6455542627477133
900.0,13.0,0.35421866156188087,0.6455314743877806
900.0,13.25,0.34728770159342853,0.6455314743877806
900.0,13.5,0.3407456836261606,0.6455314743877806
900.0,13.75,0.3345654636168492,0.6455314743877806
900.0,14.0,0.328722171254775,0.6455314743877806
900.0,14.25,0.3231929889094439,0.6455314743877806
900.0,14.5,0.317956954888005,0.6455314743877806
900.0,14.75,0.3129947880376943,0.6455314743877806
900.0,15.0,0.30828873112327176,0.6455314743877806
900.0,15.25,0.3038224107474678,0.6455314743877806
900.0,15.5,0.2995807118725672,0.6455314743877806
900.0,15.75,0.2955496652506647,0.6455314743877806
900.0,16.0,0.29171634628493254,0.6455314743877806
900.0,16.25,0.28806878402957353,0.6455314743877806
900.0,16.5,0.28459587919631557,0.6455314743877806
900.0,16.75,0.28128733017398777,0.6455314743877806
900.0,17.0,0.27813356618800195,0.6455314743877806
900.0,17.25,0.27512568683105454,0.6455314743877806
900.0,17.5,0.27225540728729336,0.6455314743877806
900.0,17.75,0.2695150086514514,0.6455314743877806
900.0,18.0,0.26689729281363644,0.6455314743877806
900.0,18.25,0.2643955414409725,0.6455314743877806
900.0,18.5,0.26200347864026874,0.6455314743877806
900.0,18.75,0.25971523693236687,0.6455314743877806
900.0,19.0,0.25752532620964,0.6455314743877806
900.0,19.25,0.2554286053840271,0.6455314743877806
900.0,19.5,0.2534202564646284,0.6455314743877806
900.0,19.75,0.2514957608317957,0.6455314743877806
900.0,20.0,0.249650877499315,0.6455314743877806
1200.0,0.0,6.206815998291484,1.8
1200.0,0.25,6.136695924276203,1.8271453147098065
1200.0,0.5,5.955463743968911,1.813594206361632
1200.0,0.75,5.682461795174138,1.767205986512382
1200.0,1.0,5.343599840351352,1.6970581853925033
1200.0,1.25,4.9660879360229595,1.6121707595021209
1200.0,1.5,4.574160769454809,1.5203948083857435
1200.0,1.75,4.18673954107985,1.4278153837502388
1200.0,2.0,3.8169064963386767,1.3386572858991734
1200.0,2.25,3.472551470539556,1.2555174807350227
1200.0,2.5,3.1575248957679705,1.1797343493038472
1200.0,2.75,2.872838783717201,1.1117622938780276
1200.0,3.0,2.617685899321707,1.0514864226304843
1200.0,3.25,2.3902078845408283,0.9984587131770205
1200.0,3.5,2.188027914438353,0.9520616093926703
1200.0,3.75,2.008595584844252,0.9116141131451837
1200.0,4.0,1.8493955525667904,0.8764362699593984
1200.0,4.25,1.708063531278365,0.845885392082311
1200.0,4.5,1.5824424617082105,0.8193740220929941
1200.0,4.75,1.4706018681233266,0.7963766368616432
1200.0,5.0,1.3708357624194925,0.7764297603906302
1200.0,5.25,1.2816489602057313,0.7591284835668229
1200.0,5.5,1.2017379236633605,0.744121251075516
1200.0,5.75,1.129969780467781,0.7311040281672192
1200.0,6.0,1.0653615933423581,0.7198144825830749
1200.0,6.25,1.0070609750744415,0.710026519806854
1200.0,6.5,0.9543285507965158,0.7015453297483664
1200.0,6.75,0.9065224222381384,0.6942029973330024
1200.0,7.0,0.8630845949104518,0.6878546702611584
1200.0,7.25,0.8235292291387206,0.6823752463682727
1200.0,7.5,0.7874325316904979,0.6776565291277244
1200.0,7.75,0.7544240928348126,0.6736047957536443
1200.0,8.0,0.7241794794796161,0.6701387236848639
1200.0,8.25,0.69641390979018,0.6671876253080665
1200.0,8.5,0.6708768532076462,0.6646899460377075
1200.0,8.75,0.6473474191067313,0.6625919864143887
1200.0,9.0,0.6256304158543874,0.6608468142241813
1200.0,9.25,0.605552978970759,0.659413337537052
1200.0,9.5,0.5869616821402356,0.6582555139154986
1200.0,9.75,0.56972005793309,0.6573416748387451
1200.0,10.0,0.5537064663794762,0.656643947651038
1200.0,10.25,0.5388122591579672,0.6561377601232992
1200.0,10.5,0.5249401953153058,0.6558014150719561
1200.0,10.75,0.5120030713177749,0.6556157244638622
1200.0,11.0,0.4999225340301234,0.6555633259351349
1200.0,11.25,0.48862805008957516,0.6555633259351349
1200.0,11.5,0.47805600923410974,0.6555633259351349
1200.0,11.75,0.4681489425801968,0.6555633259351349
1200.0,12.0,0.4588548397313989,0.6555633259351349
1200.0,12.25,0.45012655102528776,0.6555633259351349
1200.0,12.5,0.4419212632672702,0.6555633259351349
1200.0,12.75,0.43420003901924603,0.6555633259351349
1200.0,13.0,0.4269274109612307,0.6555633259351349
1200.0,13.25,0.42007102406908553,0.6555633259351349
1200.0,13.5,0.41360131938793343,0.6555633259351349
1200.0,13.75,0.4074912540591823,0.6555633259351349
1200.0,14.0,0.40171605300471064,0.6555633259351349
1200.0,14.25,0.3962529883058922,0.6555633259351349
1200.0,14.5,0.3910811828553512,0.6555633259351349
1200.0,14.75,0.3861814353204203,0.6555633259351349
1200.0,15.0,0.3815360638515058,0.6555633259351349
1200.0,15.25,0.3771287663062644,0.6555633259351349
1200.0,15.5,0.3729444950502896,0.6555633259351349
1200.0,15.75,0.3689693446441416,0.6555633259351349
1200.0,16.0,0.3651904509411178,0.6555633259351349
1200.0,16.25,0.3615959003052799,0.6555633259351349
1200.0,16.5,0.3581746478192475,0.6555633259351349
1200.0,16.75,0.35491644348978524,0.6555633259351349
1200.0,17.0,0.35181176557934324,0.6555633259351349
1200.0,17.25,0.34885176029607434,0.6555633259351349
1200.0,17.5,0.3460281871656582,0.6555633259351349
1200.0,17.75,0.34333336948741794,0.6555633259351349
1200.0,18.0,0.3407601493463094,0.6555633259351349
1200.0,18.25,0.33830184671278235,0.6555633259351349
1200.0,18.5,0.3359522222154215,0.6555633259351349
1200.0,18.75,0.33370544321768236,0.6555633259351349
1200.0,19.0,0.3315560528707964,0.6555633259351349
1200.0,19.25,0.32949894185078066,0.6555633259351349
1200.0,19.5,0.32752932251907696,0.6555633259351349
1200.0,19.75,0.32564270527420974,0.6555633259351349
1200.0,20.0,0.3238348768864779,0.6555633259351349
