T_K,sigma_GPa,G_cleave_eV,G_emit_eV
300.0,15.0,0.10774001161274967,0.5093078816780573
300.0,15.25,0.10486738086515315,0.5087313195626653
300.0,15.5,0.1021432063690492,0.5082047559773551
300.0,15.75,0.09955818063426874,0.5077245984033498
300.0,16.0,0.09710369464653733,0.5072875411083355
300.0,16.25,0.09477177691168706,0.5068905392456384
300.0,16.5,0.09255503853932072,0.5065307855747289
300.0,16.75,0.0904466236992899,0.5062056895095873
300.0,17.0,0.08844016486509924,0.505912858237375
300.0,17.25,0.08652974232849885,0.5056500796809993
300.0,17.5,0.08470984753056372,0.5054153071062465
300.0,17.75,0.0829753498077619,0.5052066451977245
300.0,18.0,0.08132146619794987,0.5050223374484147
300.0,18.25,0.07974373399184538,0.5048607547255848
300.0,18.5,0.07823798575108219,0.5047203848915117
300.0,18.75,0.07680032654514204,0.5045998233712261
300.0,19.0,0.0754271131868509,0.5044977645715498
300.0,19.25,0.07411493527022486,0.5044129940663036
300.0,19.5,0.0728605978356796,0.5043443814718913
300.0,19.75,0.07166110550634325,0.5042908739456832
300.0,20.0,0.07051364795575857,0.5042514902468735
600.0,0.0,4.103407999145742,2.2136319965829685
600.0,0.25,4.049112674592107,2.2089594654017772
600.0,0.5,3.92159253609298,2.168135917718462
600.0,0.75,3.733850610792721,2.0981115837787563
600.0,1.0,3.5031279102779105,2.00728218282973
600.0,1.25,3.2474728781793143,1.9041462865018635
600.0,1.5,2.9829298684906593,1.796149472774389
600.0,1.75,2.722000820791577,1.6890566447500082
600.0,2.0,2.473304702241835,1.5868364838489541
600.0,2.25,2.242012238743405,1.491878621639576
600.0,2.5,2.03061507863456,1.4053518019854665
600.0,2.75,1.8397254092101274,1.3275702920952286
600.0,3.0,1.6687537692419885,1.2583024209219684
600.0,3.25,1.5164193818253717,1.1970020715368452
600.0,3.5,1.381103624462312,1.1429686847386558
600.0,3.75,1.2610785261067436,1.0954505560709475
600.0,4.0,1.1546446579989906,1.0537071256378137
600.0,4.25,1.0602074735229787,1.0170434596338842
600.0,4.5,0.9763139496111986,0.9848268207261817
600.0,4.75,0.9016648414596513,0.9564922484421471
600.0,5.0,0.835112763540706,0.9315417591092434
600.0,5.25,0.7756526487792864,0.9095401186879022
600.0,5.5,0.7224086419575738,0.8901090145753872
600.0,5.75,0.6746198434696326,0.8729207127099514
600.0,6.0,0.631626272982355,0.857691814777398
600.0,6.25,0.5928557721166475,0.8441774376175466
600.0,6.5,0.5578121721275016,0.832165960248251
600.0,6.75,0.526064822942708,0.8214743808969925
600.0,7.0,0.4972394521722972,0.811944269236049
600.0,7.25,0.47101025712177047,0.8034382697584099
600.0,7.5,0.4470931042784193,0.7958370995800013
600.0,7.75,0.42523970349221146,0.7890369808465656
600.0,8.0,0.405232628493106,0.7829474500256735
600.0,8.25,0.38688106565348857,0.7774894910635248
600.0,8.5,0.3700171855877992,0.772593945146308
600.0,8.75,0.3544930453292446,0.768200155754721
600.0,9.0,0.3401779413842929,0.7642548133699235
600.0,9.25,0.3269561454272694,0.7607109693532891
600.0,9.5,0.31472496456263477,0.7575271930954112
600.0,9.75,0.30339307693159023,0.7546668505053261
600.0,10.0,0.29287910104645776,0.7520974853240308
600.0,10.25,0.28311036371895515,0.7497902876515185
600.0,10.5,0.274021836940497,0.747719636534838
600.0,10.75,0.2655552187068188,0.7458627055365098
600.0,11.0,0.2576581366794268,0.7441991219442614
600.0,11.25,0.2502834568537955,0.742710671744814
600.0,11.5,0.24338868215624238,0.7413810437104028
600.0,11.75,0.23693542820189611,0.7401956069746983
600.0,12.0,0.23088896538659456,0.7391412173370571
600.0,12.25,0.22521781811629182,0.7382060482577508
600.0,12.5,0.21989341334936158,0.7373794431148306
600.0,12.75,0.21488977178254073,0.7366517858046766
600.0,13.0,0.2101832359856408,0.7360143871989921
600.0,13.25,0.2057522306131308,0.735459385334255
600.0,13.5,0.20157705051690764,0.7349796575165313
600.0,13.75,0.19763967317451608,0.7345687427842106
600.0,14.0,0.1939235923478554,0.7342207733913032
600.0,14.25,0.19041367031323458,0.7339304141608043
600.0,14.5,0.1870960063663863,0.733692808716565
600.0,14.75,0.18395781961562185,0.7335035317375354
600.0,15.0,0.1809873443409837,0.7333585464938319
600.0,15.25,0.17817373642394985,0.7332541670229409
600.0,15.5,0.17550698954677169,0.7331870243890372
600.0,15.75,0.17297786002774568,0.7331540365410676
600.0,16.0,0.17057779930272254,0.733149454051869
600.0,16.25,0.16829889318739333,0.733149454051869
600.0,16.5,0.16613380716225262,0.733149454051869
600.0,16.75,0.1640757370150873,0.733149454051869
600.0,17.0,0.1621183642564405,0.733149454051869
600.0,17.25,0.16025581579351872,0.733149454051869
600.0,17.5,0.15848262740892854,0.733149454051869
600.0,17.75,0.1567937106437284,0.733149454051869
600.0,18.0,0.15518432273062283,0.733149454051869
600.0,18.25,0.1536500392636552,0.733149454051869
600.0,18.5,0.152186729326235,0.733149454051869
600.0,18.75,0.15079053283045754,0.733149454051869
600.0,19.0,0.1494578398480072,0.733149454051869
600.0,19.25,0.1481852717369784,0.733149454051869
600.0,19.5,0.1469696638901281,0.733149454051869
600.0,19.75,0.14580804994875723,0.733149454051869
600.0,20.0,0.1446976473429214,0.733149454051869
900.0,0.0,4.155111998718613,1.9551119987186132
900.0,0.25,4.1028052895331655,1.9663483904829209
900.0,0.5,3.976989678492485,1.9391610624671758
900.0,0.75,3.7907250103228796,1.880954785572698
900.0,1.0,3.5612949097973905,1.8004661845382455
900.0,1.25,3.3067804071011366,1.706454523429121
900.0,1.5,3.043251201325676,1.606568141007195
900.0,1.75,2.7832292413383977,1.5067320146772523
900.0,2.0,2.53534950172928,1.411042885301193
900.0,2.25,2.3047956667961773,1.3219940516144284
900.0,2.5,2.094069987201265,1.2408390760717858
900.0,2.75,1.903793408680859,1.167962293413757
900.0,3.0,1.7333837687080773,1.1031904222033553
900.0,3.25,1.5815664212871894,1.046026392784062
900.0,3.5,1.4467279316124948,0.995811147492792
900.0,3.75,1.3271447477831901,0.9518283350351945
900.0,4.0,1.221121228878396,0.9133676982257352
900.0,4.25,1.1270660936603119,0.8797604262852264
900.0,4.5,1.0435291490559309,0.8503964218367167
900.0,4.75,0.9692136150951765,0.8247304430790241
900.0,5.0,0.9029742629800992,0.8022817601770657
900.0,5.25,0.8438079209435254,0.7826303015544915
900.0,5.5,0.7908404060981384,0.7654111332525806
900.0,5.75,0.7433123000450184,0.7503083708657142
900.0,6.0,0.7005649390795163,0.7370491491073653
900.0,6.25,0.6620273391127858,0.7253979791393292
900.0,6.5,0.6272043820805654,0.7151516454254376
900.0,6.75,0.5956663608292653,0.7061346895421264
900.0,7.0,0.5670398515956732,0.6981954701757326
900.0,7.25,0.5409998175191936,0.6912027584904701
900.0,7.5,0.5172628179844586,0.6850428147809918
900.0,7.75,0.4955811912832105,0.6796168887272339
900.0,8.0,0.475738082456112,0.6748390872823977
900.0,8.25,0.45754319840307905,0.6706345586129249
900.0,8.5,0.44082918500281837,0.6669379460191366
900.0,8.75,0.4254485341047804,0.6636920715116837
900.0,9.0,0.4112709407969906,0.6608468142241813
900.0,9.25,0.39818104279806127,0.6583581538722995
900.0,9.5,0.3860764839731969,0.6561873539325839
900.0,9.75,0.3748662528117356,0.6543002630991644
900.0,10.0,0.36446925430120236,0.6526667169146633
900.0,10.25,0.3548130801077481,0.6512600243145379
900.0,10.5,0.34583294745837345,0.6500565262305258
900.0,10.75,0.337470781749085,0.6490352154273149
900.0,11.0,0.3296744217987829,0.6481774084517866
900.0,11.25,0.32239692994227354,0.6474664620053147
900.0,11.5,0.3155959919045624,0.6468875272496384
900.0,11.75,0.30923339370633446,0.6464273365628813
900.0,12.0,0.30327456478861403,0.6460740181058892
900.0,12.25,0.2976881781733488,0.645816934266883
900.0,12.5,0.29244579984677743,0.6456465406468335
900.0,12.75,0.28752158070633577,0.6455542627477133
900.0,13.0,0.2828919853849908,0.6455314743877806
900.0,13.25,0.27853555308878775,0.6455314743877806
900.0,13.5,0.27443268627868056,0.6455314743877806
900.0,13.75,0.27056546361684913,0.6455314743877806
900.0,14.0,0.266917474097791,0.6455314743877806
900.0,14.25,0.2634736697096829,0.6455314743877806
900.0,14.5,0.2602202343337325,0.6455314743877806
900.0,14.75,0.2571444668983478,0.6455314743877806
900.0,15.0,0.2542346770692177,0.6455314743877806
900.0,15.25,0.25148009198274646,0.6455314743877806
900.0,15.5,0.24887077272449412,0.6455314743877806
900.0,15.75,0.24639753942122258,0.6455314743877806
900.0,16.0,0.24405190395890775,0.6455314743877806
900.0,16.25,0.2418260094630996,0.6455314743877806
900.0,16.5,0.2397125757851845,0.6455314743877806
900.0,16.75,0.23770485033088468,0.6455314743877806
900.0,17.0,0.23579656364778181,0.6455314743877806
900.0,17.25,0.23398188925853858,0.6455314743877806
900.0,17.5,0.23225540728729335,0.6455314743877806
900.0,17.75,0.23061207147969495,0.6455314743877806
900.0,18.0,0.22904717926329582,0.6455314743877806
900.0,18.25,0.22755634453546505,0.6455314743877806
900.0,18.5,0.2261354729013878,0.6455314743877806
900.0,18.75,0.224780739115773,0.6455314743877806
900.0,19.0,0.22348856650916352,0.6455314743877806
900.0,19.25,0.2222556082037319,0.6455314743877806
900.0,19.5,0.2210787299445767,0.6455314743877806
900.0,19.75,0.21995499439117122,0.6455314743877806
900.0,20.0,0.21888164673008423,0.6455314743877806
1200.0,0.0,4.206815998291484,1.8
1200.0,0.25,4.156497904474223,1.8271453147098065
1200.0,0.5,4.03238682089199,1.813594206361632
1200.0,0.75,3.847599409853038,1.767205986512382
1200.0,1.0,3.6194619093168705,1.6970581853925033
1200.0,1.25,3.3660879360229594,1.6121707595021209
1200.0,1.5,3.103572534160692,1.5203948083857435
1200.0,1.75,2.844457661885219,1.4278153837502388
1200.0,2.0,2.5973943012167258,1.3386572858991734
1200.0,2.25,2.3675790948489492,1.2555174807350227
1200.0,2.5,2.1575248957679705,1.1797343493038472
1200.0,2.75,1.9678614081515906,1.1117622938780276
1200.0,3.0,1.7980137681741661,1.0514864226304843
1200.0,3.25,1.6467134607490068,0.9984587131770205
1200.0,3.5,1.512352238762677,0.9520616093926703
1200.0,3.75,1.3932109694596364,0.9116141131451837
1200.0,4.0,1.2875977997578016,0.8764362699593984
1200.0,4.25,1.1939247137976452,0.845885392082311
1200.0,4.5,1.1107443485006632,0.8193740220929941
1200.0,4.75,1.0367623887307016,0.7963766368616432
1200.0,5.0,0.9708357624194925,0.7764297603906302
1200.0,5.25,0.9119631931077646,0.7591284835668229
1200.0,5.5,0.8592721702387031,0.744121251075516
1200.0,5.75,0.8120047566204042,0.7311040281672192
1200.0,6.0,0.7695036051766777,0.7198144825830749
1200.0,6.25,0.7311989061089241,0.710026519806854
1200.0,6.5,0.6965965920336291,0.7015453297483664
1200.0,6.75,0.6652678987158225,0.6942029973330024
1200.0,7.0,0.6368402510190491,0.6878546702611584
1200.0,7.25,0.6109893779166166,0.6823752463682727
1200.0,7.5,0.5874325316904979,0.6776565291277244
1200.0,7.75,0.5659226790742096,0.6736047957536443
1200.0,8.0,0.5462435364191179,0.6701387236848639
1200.0,8.25,0.5282053311526695,0.6671876253080665
1200.0,8.5,0.5116411844178375,0.6646899460377075
1200.0,8.75,0.4964040228803162,0.6625919864143887
1200.0,9.0,0.4823639402096884,0.6608468142241813
1200.0,9.25,0.46940594016885295,0.659413337537052
1200.0,9.5,0.457428003383759,0.6582555139154986
1200.0,9.75,0.4463394286918809,0.6573416748387451
1200.0,10.0,0.4360594075559468,0.656643947651038
1200.0,10.25,0.426515796496541,0.6561377601232992
1200.0,10.5,0.41764405797625,0.6558014150719561
1200.0,10.75,0.4093863447913511,0.6556157244638622
1200.0,11.0,0.401690706918139,0.6555633259351349
1200.0,11.25,0.39451040303075163,0.6555633259351349
1200.0,11.5,0.3878033016528823,0.6555633259351349
1200.0,11.75,0.38153135921077286,0.6555633259351349
1200.0,12.0,0.37566016419063347,0.6555633259351349
1200.0,12.25,0.3701585382304058,0.6555633259351349
1200.0,12.5,0.3649981863441933,0.6555633259351349
1200.0,12.75,0.3601533896301309,0.6555633259351349
1200.0,13.0,0.35560073478434057,0.6555633259351349
1200.0,13.25,0.35131887556444474,0.6555633259351349
1200.0,13.5,0.3472883220404534,0.6555633259351349
1200.0,13.75,0.34349125405918224,0.6555633259351349
1200.0,14.0,0.3399113558477267,0.6555633259351349
1200.0,14.25,0.33653366910613114,0.6555633259351349
1200.0,14.5,0.33334446230107867,0.6555633259351349
1200.0,14.75,0.3303311141810738,0.6555633259351349
1200.0,15.0,0.3274820097974518,0.6555633259351349
1200.0,15.25,0.3247864475415432,0.6555633259351349
1200.0,15.5,0.32223455590221656,0.6555633259351349
1200.0,15.75,0.3198172188146995,0.6555633259351349
1200.0,16.0,0.31752600861509295,0.6555633259351349
1200.0,16.25,0.31535312573880586,0.6555633259351349
1200.0,16.5,0.31329134440811646,0.6555633259351349
1200.0,16.75,0.3113339636466821,0.6555633259351349
1200.0,17.0,0.30947476303912314,0.6555633259351349
1200.0,17.25,0.3077079627235585,0.6555633259351349
1200.0,17.5,0.3060281871656582,0.6555633259351349
1200.0,17.75,0.30443043231566147,0.6555633259351349
1200.0,18.0,0.30291003579596876,0.6555633259351349
1200.0,18.25,0.30146264980727483,0.6555633259351349
1200.0,18.5,0.3000842164765406,0.6555633259351349
1200.0,18.75,0.29877094540108856,0.6555633259351349
1200.0,19.0,0.29751929317031983,0.6555633259351349
1200.0,19.25,0.2963259446704854,0.6555633259351349
1200.0,19.5,0.29518779599902517,0.6555633259351349
1200.0,19.75,0.2941019388335853,0.6555633259351349
1200.0,20.0,0.2930656461172471,0.6555633259351349
