case_label,source_case,material_response_class,target_Kmax_MPa_sqrtm,K_initial_MPa_sqrtm,K_first_fire_MPa_sqrtm,K_final_MPa_sqrtm,DeltaK_nominal_MPa_sqrtm,DeltaK_initial_MPa_sqrtm,DeltaK_first_fire_MPa_sqrtm,DeltaK_final_MPa_sqrtm,DeltaK_MPa_sqrtm,cycles_total,cycles_to_first_fire,n_adv_or_fire_total,a_adv_m,da_dN_m_per_cycle,da_dN_upper_bound_m_per_cycle,plot_da_dN_m_per_cycle,is_censored_upper_bound,direct_lt_1_cycle,log10_da_dN_or_bound,B_final,N_em_final,dN_store_last_block,dN_mobile_last_block,dN_escape_last_block,cyclic_plastic_work_J,G_cleave_eff_eV,S_cleave_kB,K_calibration_rel_error,cycle_limiter_code,blocks_completed,run_dir
slow_threshold_case101,101,Slow brittle/high-threshold control,4.0,3.999999999999985,,3.999999999999984,3.6,3.5999999999999863,,3.599999999999986,3.599999999999986,200000000000000.1,,0,0.0,,2.499999999999999e-20,2.499999999999999e-20,True,False,-19.602059991327963,0.5134684062024948,2.77727572478269e-306,3.7958942811007e-308,0.0003849802729421,4.340541048404866e+19,0.0,0.6735078537319005,1.4308525429738457,-3.3306690738754696e-16,8.0,52.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K4
slow_threshold_case101,101,Slow brittle/high-threshold control,4.5,4.499999999999983,4.499999999999984,4.406185121714873,4.05,4.049999999999985,4.049999999999986,3.9655666095433855,3.965566609543385,199999999999998.4,37693286690288.36,12,6.000000000000016e-05,3.000000000000032e-19,,3.000000000000032e-19,False,False,-18.522878745280334,0.1265171632169038,3.8242829620857506e-306,1.3021340444441643e-308,0.0001320603197383,1.1753063058131728e+19,3.434456130385791e-05,0.6569007039656104,1.412120440571868,-7.771561172376097e-16,8.0,1213.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K4p5
slow_threshold_case101,101,Slow brittle/high-threshold control,5.0,4.999999999999981,4.999999999999982,7.515532583627055,4.5,4.499999999999983,4.499999999999984,6.76397932526435,6.76397932526435,69847791087153.42,4314440840706.863,50,0.00025000000000000066,3.579211255056873e-18,,3.579211255056873e-18,False,False,-17.446212667578745,0.0026905048751262,2.6007418687647838e-307,1.2265364024e-312,1.2440026729306069e-08,168861291049972.84,0.0008715797973689,0.5560075461583119,1.2884223564375177,4.440892098500626e-16,1.0,5000.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K5
slow_threshold_case101,101,Slow brittle/high-threshold control,5.5,5.499999999999981,5.499999999999982,8.274423002061063,4.95,4.949999999999983,4.949999999999984,7.446980701854957,7.446980701854956,9310213303817.123,570567046763.0708,50,0.00025000000000000066,2.6852231183307305e-17,,2.6852231183307305e-17,False,False,-16.571019622428484,0.004178922721453,4.652940273665342e-308,2.0290269139e-313,2.0579062294509704e-09,17511267415925.166,0.0017282808674485,0.5363354560805772,1.2621631008079524,0.0,1.0,5000.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K5p5
slow_threshold_case101,101,Slow brittle/high-threshold control,6.0,5.999999999999977,5.999999999999978,9.036185313283934,5.4,5.399999999999979,5.39999999999998,8.132566781955541,8.132566781955541,1385679400103.7205,86437386257.66391,50,0.00025000000000000066,1.80416913162805e-16,,1.80416913162805e-16,False,False,-15.743722751999314,0.0059584864807025,9.354175595796118e-309,3.9158768944e-314,3.9715925740448463e-10,2114531920884.5,0.0030154141225558,0.517988313019917,1.236987925799336,0.0,1.0,5000.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K6
slow_threshold_case101,101,Slow brittle/high-threshold control,6.5,6.49999999999997,6.499999999999971,9.796929430707229,5.8500000000000005,5.849999999999973,5.849999999999974,8.817236487636507,8.817236487636507,225327142498.8209,14344317125.179184,50,0.00025000000000000066,1.1094979380981985e-15,,1.1094979380981985e-15,False,False,-14.954873500528329,0.0080450931597828,2.070632147387217e-309,8.715352444e-315,8.839407127989355e-11,294879216312.34216,0.0047717480350983,0.5008909228652185,1.2129110610429488,6.661338147750939e-16,1.0,5000.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K6p5
slow_threshold_case101,101,Slow brittle/high-threshold control,7.0,6.99999999999997,6.999999999999971,10.558136369226135,6.3,6.299999999999973,6.299999999999974,9.502322732303522,9.502322732303522,40064877414.656204,2654036383.4068384,50,0.00025000000000000066,6.239879319050349e-15,,6.239879319050349e-15,False,False,-14.204823809608813,0.0002613063791241,5.03462731368976e-310,2.193486217e-315,2.2247036870206098e-11,46557668734.52505,0.007050294914234,0.4848665676532193,1.1897860918954293,-3.3306690738754696e-16,1.0,4999.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K7
slow_threshold_case101,101,Slow brittle/high-threshold control,7.5,7.499999999999969,7.499999999999968,11.324401587449431,6.75,6.7499999999999725,6.749999999999972,10.191961428704488,10.19196142870449,7646808137.987076,536603914.2969902,50,0.00025000000000000066,3.269337944521908e-14,,3.269337944521908e-14,False,False,-13.485540185000765,0.0022358983491763,1.3226082623875e-310,6.1157353e-316,6.202778006706892e-12,8134956319.921808,0.0099282214670324,0.4697112235560594,1.1674001982865838,-7.771561172376097e-16,1.0,4999.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K7p5
slow_threshold_case101,101,Slow brittle/high-threshold control,8.0,7.999999999999969,7.999999999999968,12.088778264806988,7.2,7.199999999999972,7.199999999999972,10.87990043832629,10.87990043832629,1526656150.9565346,117546276.8429735,50,0.00025000000000000066,1.63756586473884e-13,,1.63756586473884e-13,False,False,-12.785801223172902,0.0036560070424294,3.673954160316e-311,1.891427e-316,1.9183452628140858e-12,1582449175.0843918,0.013488353934651,0.455468302233821,1.1458903905185545,-3.3306690738754696e-16,1.0,4999.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K8
slow_threshold_case101,101,Slow brittle/high-threshold control,8.5,8.499999999999972,8.499999999999973,12.845484633741735,7.65,7.649999999999975,7.649999999999976,11.560936170367562,11.560936170367563,329982166.80695206,27695751.34386632,50,0.00025000000000000066,7.576166991662219e-13,,7.576166991662219e-13,False,False,-12.120550461307033,0.0048391448128943,1.1058926287765e-311,6.4783676e-317,6.570569574287471e-13,343454768.17240024,0.0177928855499869,0.4421458131389897,1.1253434938613267,0.0,1.0,4999.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K8p5
slow_threshold_case101,101,Slow brittle/high-threshold control,9.0,9.0011646125785,9.00120975926059,13.58017874731622,8.1,8.101048151320649,8.10108878333453,12.222160872584597,12.2221608725846,76482676.32143942,6952710.647555973,50,0.00025000000000000066,3.268714067343919e-12,,3.268714067343919e-12,False,False,-11.485623067919443,0.0054666698416183,3.574114515976e-312,2.4791932e-317,2.514477388594141e-13,84644164.03440931,0.0229818885369762,0.42988384528796,1.1060559048300975,-7.771561172376097e-16,1.0,4999.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K9
slow_threshold_case101,101,Slow brittle/high-threshold control,10.0,10.00686101095022,10.008096146765247,14.97222705112704,9.0,9.006174909855197,9.007286532088722,13.475004346014337,13.475004346014336,4899791.596326067,518815.922991083,50,0.00025000000000000066,5.102257822301139e-11,,5.102257822301139e-11,False,False,-10.292237599827827,0.0094444619718863,4.5191859914e-313,4.912243e-318,4.9821568908794046e-14,7347069.1510127485,0.037203423917608,0.4082734378091066,1.071151583597383,4.440892098500626e-16,1.0,5000.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K10
slow_threshold_case101,101,Slow brittle/high-threshold control,11.0,11.030342823667937,11.036945786190657,16.23328216958943,9.9,9.927308541301143,9.933251207571592,14.609953952630487,14.609953952630487,431669.5464997604,45606.715340410046,49,0.00024500000000000064,5.675637811066586e-10,,5.675637811066586e-10,False,False,-9.245985326687784,0.994372921730912,2.56517625904e-313,1.411363e-318,1.4314517906039306e-14,1009605.4653751912,0.0559084393726376,0.3903138077455009,1.0412191731443343,0.0,1.0,5000.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K11
slow_threshold_case101,101,Slow brittle/high-threshold control,12.0,12.0260444671852,12.043400040504874,17.37412490851337,10.8,10.82344002046668,10.839060036454388,15.636712417662032,15.636712417662034,58204.73844627264,5095.37044194549,49,0.00024500000000000064,4.209279287908047e-09,,4.209279287908047e-09,False,False,-8.37579225762729,0.9782716750108144,6.106888352e-314,5.4875e-319,5.56560447783003e-15,203175.09855073987,0.0777394674286078,0.3752257242235528,1.0153921782584887,0.0,1.0,5000.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K12
slow_threshold_case101,101,Slow brittle/high-threshold control,12.5,12.5054258923947,12.511910262678947,17.9451309829777,11.25,11.25488330315523,11.260719236411052,16.15061788467993,16.150617884679935,26931.77381053128,1941.8739991534655,49,0.00024500000000000064,9.097061401287909e-09,,9.097061401287909e-09,False,False,-8.04109887397665,0.972473492794646,3.397149336e-314,3.66725e-319,3.719456716447936e-15,97962.37239819336,0.0930373322349314,0.3680486818764032,1.0028807224749288,0.0,1.0,5000.0,runs/v8_material_response_production_2d/slow_threshold_case101/v8_2d_K12p5
higher_barrier_case171,171,Higher-barrier threshold control,4.0,3.999999999999985,,3.999999999999984,3.6,3.5999999999999863,,3.599999999999986,3.599999999999986,200000000000000.0,,0,0.0,,2.5e-20,2.5e-20,True,False,-19.602059991327963,0.8668192679668887,2.780458184192131e-306,4.4208632487355325e-308,0.0004483647367662,5.055182515503785e+19,0.0,0.6680629175307043,1.4907192889596983,-3.3306690738754696e-16,8.0,87.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K4
higher_barrier_case171,171,Higher-barrier threshold control,4.5,4.499999999999983,4.499999999999984,4.211903239266156,4.05,4.049999999999985,4.049999999999986,3.7907129153395402,3.79071291533954,199999999999998.84,12857957980185.717,15,7.50000000000002e-05,3.750000000000032e-19,,3.750000000000032e-19,False,False,-18.425968732272278,0.6854808496031525,3.387568853787436e-306,1.0951644927517345e-308,0.0001110728752091,1.1073957045019464e+19,3.43445613038579e-05,0.6571591025431703,1.4774043403436403,-7.771561172376097e-16,8.0,1569.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K4p5
higher_barrier_case171,171,Higher-barrier threshold control,5.0,4.999999999999981,4.999999999999982,7.515532583627055,4.5,4.499999999999983,4.499999999999984,6.76397932526435,6.76397932526435,15988008442208.225,881549410064.6799,50,0.00025000000000000066,1.5636719288939234e-17,,1.5636719288939234e-17,False,False,-16.80585436023824,0.0032365095749422,5.716499149049934e-308,3.7809163925e-314,3.8347578508282207e-10,5205311657646.203,0.0008715797973689,0.5252776354453463,1.3007010283284293,4.440892098500626e-16,1.0,5000.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K5
higher_barrier_case171,171,Higher-barrier threshold control,5.5,5.499999999999981,5.499999999999982,8.274423002061061,4.95,4.949999999999983,4.949999999999984,7.446980701854955,7.446980701854955,1361546613294.8528,74159274431.09525,50,0.00025000000000000066,1.8361471987728512e-16,,1.8361471987728512e-16,False,False,-15.736092505568179,0.0049921985506653,6.526481890696275e-309,4.108748566e-315,4.1672287411092426e-11,354600495516.07526,0.0017282808674485,0.5020107404804163,1.2662242948031923,0.0,1.0,5000.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K5p5
higher_barrier_case171,171,Higher-barrier threshold control,6.0,5.999999999999977,5.999999999999978,9.036185313283934,5.4,5.399999999999979,5.39999999999998,8.132566781955541,8.132566781955541,134088691621.58148,7387545652.080478,50,0.00025000000000000066,1.864437611976545e-15,,1.864437611976545e-15,False,False,-14.729452144470892,0.0070693523455129,8.6710582401237e-310,5.47721773e-316,5.555148411318295e-12,29576393907.444935,0.0030154141225558,0.4804883133160234,1.2333498337870603,0.0,1.0,5000.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K6
higher_barrier_case171,171,Higher-barrier threshold control,6.5,6.49999999999997,6.499999999999971,9.796929430707223,5.8500000000000005,5.849999999999973,5.849999999999974,8.817236487636501,8.817236487636501,14865948566.303965,853747267.827675,50,0.00025000000000000066,1.6816955802380846e-14,,1.6816955802380846e-14,False,False,-13.77425261721121,0.0094807912888974,1.30636849426577e-310,8.819824e-317,8.945365990035479e-13,2984139631.2840123,0.0047717480350983,0.460590433634598,1.2020786965498371,6.661338147750939e-16,1.0,5000.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K6p5
higher_barrier_case171,171,Higher-barrier threshold control,7.0,6.99999999999997,6.999999999999971,10.558136369226135,6.3,6.299999999999973,6.299999999999974,9.502322732303522,9.502322732303522,1857723870.2782693,112554557.9251157,50,0.00025000000000000066,1.345732829295847e-13,,1.345732829295847e-13,False,False,-12.871041152801249,0.002010132947771,2.22863062533e-311,1.6752333e-317,1.6990750334516545e-13,355575320.0934545,0.007050294914234,0.4420839831255693,1.1722040217331684,-3.3306690738754696e-16,1.0,4999.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K7
higher_barrier_case171,171,Higher-barrier threshold control,7.5,7.499999999999969,7.499999999999968,11.324401587449437,6.75,6.7499999999999725,6.749999999999972,10.191961428704493,10.191961428704492,255119435.8477301,16694095.654413505,50,0.00025000000000000066,9.799331798037333e-13,,9.799331798037333e-13,False,False,-12.008803537197197,0.0042147634656786,4.20577803489e-312,3.66926e-318,3.7214818675973834e-14,48807312.47442867,0.0099282214670324,0.4247115260855619,1.1434375028431372,-7.771561172376097e-16,1.0,4999.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K7p5
higher_barrier_case171,171,Higher-barrier threshold control,8.0,7.999999999999969,7.999999999999968,12.088778264806988,7.2,7.199999999999972,7.199999999999972,10.87990043832629,10.87990043832629,37251670.40174445,2753432.341554637,50,0.00025000000000000066,6.711108449737961e-12,,6.711108449737961e-12,False,False,-11.173205743043013,0.0057333476396241,8.5297523425e-313,9.325e-319,9.457720977600231e-15,7801704.442518946,0.0134883539346509,0.4085034955577316,1.115942306721539,-3.3306690738754696e-16,1.0,4999.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K8
higher_barrier_case171,171,Higher-barrier threshold control,8.5,8.499999999999972,8.499999999999973,12.845484633741735,7.65,7.649999999999975,7.649999999999976,11.560936170367562,11.560936170367563,6058834.32430663,500077.7870938235,50,0.00025000000000000066,4.1262062406469673e-11,,4.1262062406469673e-11,False,False,-10.38444906842869,0.0069380757533767,1.928326296e-313,2.76464e-319,2.804002048537529e-15,1465699.225382341,0.0177928855499869,0.3934494604016961,1.0898140940966818,0.0,1.0,4999.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K8p5
higher_barrier_case171,171,Higher-barrier threshold control,9.0,9.0011646125785,9.00120975926059,13.580178747316223,8.1,8.101048151320649,8.10108878333453,12.2221608725846,12.2221608725846,1083848.4610770454,98812.6664211014,50,0.00025000000000000066,2.3065955156827907e-10,,2.3065955156827907e-10,False,False,-9.637028556631227,0.0074919399080235,4.8008595765e-314,9.747e-320,9.885717862127027e-16,332780.21433615295,0.0229818885369762,0.3796870270185005,1.065410757857578,-7.771561172376097e-16,1.0,4999.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K9
higher_barrier_case171,171,Higher-barrier threshold control,10.0,10.00686101095022,10.008096146765247,14.97222705112704,9.0,9.006174909855197,9.007286532088722,13.475004346014337,13.475004346014336,44041.97940259478,4836.017905243592,50,0.00025000000000000066,5.676402454910363e-09,,5.676402454910363e-09,False,False,-8.245926820799028,0.0008296903870352,3.82851582e-315,2.05e-320,2.0788778008174023e-16,30656.720158836222,0.037203423917608,0.3556562780698831,1.0215599218860154,4.440892098500626e-16,1.0,4999.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K10
higher_barrier_case171,171,Higher-barrier threshold control,11.0,11.030342823667937,11.036945786190657,16.233282169589422,9.9,9.927308541301143,9.933251207571592,14.60995395263048,14.60995395263048,2740.8009739657637,298.102513224271,49,0.00024500000000000064,8.938992737057492e-08,,8.938992737057492e-08,False,False,-7.048711415586981,0.9961801278331603,1.526806065e-315,8.765e-321,8.888767010654708e-17,6269.263005090466,0.0559084393726291,0.3359101768509759,0.9842832095505836,0.0,1.0,5000.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K11
higher_barrier_case171,171,Higher-barrier threshold control,12.0,12.0260444671852,12.043400040504878,17.374124908513625,10.8,10.82344002046668,10.83906003645439,15.636712417662263,15.636712417662263,296.15963714769447,25.3855804899919,49,0.00024500000000000064,8.272565510938259e-07,,8.272565510938259e-07,False,False,-6.082359784950661,0.9843201851916556,2.92588477e-316,6.907e-321,7.003932729828861e-17,2556.819709869766,0.0777394674285614,0.3194850662378294,0.952369220776898,0.0,1.0,5000.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K12
higher_barrier_case171,171,Higher-barrier threshold control,12.5,12.5054258923947,12.511910262678947,17.94513098410215,11.25,11.25488330315523,11.260719236411052,16.150617885691936,16.150617885691933,129.58941254527753,8.772067401607586,49,0.00024500000000000064,1.8905865470637856e-06,,1.8905865470637856e-06,False,False,-5.723403436761171,0.981471728190015,1.5599939e-316,7.3e-321,7.405644946206996e-17,1950.4852533869368,0.0930374904231341,0.3117260368064031,0.9369939857430296,0.0,1.0,5000.0,runs/v8_material_response_production_2d/higher_barrier_case171/v8_2d_K12p5
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,3.5,3.4999999999999845,,3.4999999999999853,3.15,3.149999999999986,,3.149999999999987,3.149999999999987,9929184596.26813,,0,0.0,,5.035660231233132e-16,5.035660231233132e-16,True,False,-15.297943580525766,5.7746181508229615e-05,4.839948139421257e-302,1.971935308751738e-305,0.2,93708151370628.38,0.0,0.666387298132519,1.4237444019499363,-3.3306690738754696e-16,3.0,5000.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K3p5
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,4.0,3.999999999999985,,3.999999999999984,3.6,3.5999999999999863,,3.599999999999986,3.599999999999986,8402540464.451488,,0,0.0,,5.950581280927394e-16,5.950581280927394e-16,True,False,-15.225440608259905,0.0007276507979835,4.839948139420774e-302,1.9719353087515764e-305,0.2,79497352555589.45,0.0,0.6429234040969725,1.3970251276878451,-3.3306690738754696e-16,3.0,5000.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K4
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,4.5,4.499999999999983,,4.499999999999984,4.05,4.049999999999985,,4.049999999999986,4.049999999999986,7088736920.652657,,0,0.0,,7.053442744408765e-16,7.053442744408765e-16,True,False,-15.151598854646998,0.0073395110192619,4.839948139421345e-302,1.971935308751785e-305,0.2,67233296773902.63,0.0,0.6213840844966526,1.3717215085162475,-7.771561172376097e-16,3.0,5000.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K4p5
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,5.0,4.999999999999981,,4.9999999999999805,4.5,4.499999999999983,,4.499999999999982,4.499999999999982,5963944748.900657,,0,0.0,,8.383712811762145e-16,8.383712811762145e-16,True,False,-15.076563607078286,0.0613364991953681,4.839948139421615e-302,1.9719353087519363e-305,0.2,56704548335191.195,0.0,0.6014677259627776,1.347640277585605,4.440892098500626e-16,3.0,5000.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K5
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,5.5,5.499999999999981,,5.499999999999981,4.95,4.949999999999983,,4.949999999999983,4.949999999999983,5005481329.34382,,0,0.0,,9.98904934614043e-16,9.98904934614043e-16,True,False,-15.000475841440768,0.4360939226160599,4.83994813942149e-302,1.971935308751839e-305,0.2,47708319595568.27,0.0,0.5829435046729866,1.32463234079364,0.0,3.0,5000.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K5p5
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,6.0,5.999999999999977,5.999999999999978,5.958963448841855,5.4,5.399999999999979,5.39999999999998,5.36306710395767,5.36306710395767,3881629141.703187,1556977690.2678905,8,4.0000000000000105e-05,1.0304951488088026e-14,,1.0304951488088026e-14,False,False,-13.986954048378244,0.3182195836680084,4.5062680463434903e-302,1.9719353087518089e-305,0.2000000000000002,40636170294266.2,0.0002676026859022,0.5670090229620642,1.304355838770384,0.0,3.0,5000.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K6
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,6.25,6.249999999999976,6.249999999999976,6.130948206968127,5.625,5.624999999999979,5.624999999999979,5.517853386271314,5.517853386271315,3507049735.322359,601146008.7688754,12,6.000000000000016e-05,1.7108397236483764e-14,,1.7108397236483764e-14,False,False,-13.76679067450068,0.6206104538422207,4.4403858761859406e-302,1.9719353087520993e-305,0.2,38249141206977.016,0.0004830765784231,0.5612768007753758,1.2969492896478043,-1.1102230246251563e-16,3.0,5000.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K6p25
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,6.5,6.49999999999997,6.49999999999997,6.119104319614524,5.8500000000000005,5.849999999999973,5.849999999999973,5.507193887653072,5.507193887653071,3371675652.848406,239017414.79193375,15,7.50000000000002e-05,2.2244132509199064e-14,,2.2244132509199064e-14,False,False,-13.652784526477598,0.6617461711708634,4.3355227568866565e-302,1.9719353087517952e-305,0.1999999999999999,38409194102159.336,0.0006421736794805,0.5616675923329749,1.297456139782998,6.661338147750939e-16,3.0,5000.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K6p5
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,6.75,6.749999999999978,6.749999999999978,7.849943093323078,6.075,6.07499999999998,6.07499999999998,7.06494878399077,7.06494878399077,1527507087.579263,97355957.48541611,38,0.00019000000000000047,1.2438567489798394e-13,,1.2438567489798394e-13,False,False,-12.905229633077587,0.2744071608609674,1.5305028733357734e-302,1.1532449589488564e-306,0.011696580043275,1209712499180.3047,0.0036465206425045,0.5099610033645565,1.2278754397728553,1.1102230246251563e-15,1.0,5000.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K6p75
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,7.0,6.99999999999997,6.999999999999971,9.37523943340032,6.3,6.299999999999973,6.299999999999974,8.437715490060288,8.437715490060288,625284342.5927136,40714408.37963945,47,0.0002350000000000006,3.7582901728449426e-13,,3.7582901728449426e-13,False,False,-12.42500969161168,0.6560418619746811,5.431020805741455e-303,2.4209058886704523e-308,0.0002455360353786,14579807791.246813,0.0062610394733753,0.4716501118604083,1.172852249986285,-3.3306690738754696e-16,1.0,5000.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K7
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,7.25,7.249999999999968,7.249999999999969,10.94147525056393,6.525,6.524999999999971,6.524999999999972,9.847327725507537,9.847327725507537,261454618.97329277,17635032.8364005,49,0.00024500000000000064,9.370651050728886e-13,,9.370651050728886e-13,False,False,-12.028230234307905,0.9622153997243936,2.3165763890962703e-303,8.5629218077527e-310,8.684789779612145e-06,290688212.6501364,0.0084130175796305,0.4375911816375484,1.1212367629723623,-2.220446049250313e-16,1.0,5000.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K7p25
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,7.5,7.499999999999969,7.499999999999968,11.324401587449431,6.75,6.7499999999999725,6.749999999999972,10.191961428704488,10.19196142870449,110681114.11548992,7662685.279664667,50,0.00025000000000000066,2.2587412676307074e-12,,2.2587412676307074e-12,False,False,-11.64613351342476,0.0026117945138557,3.226848987499258e-304,4.10783251152723e-310,4.1662954086735594e-06,121206927.87851584,0.0099282214670324,0.4299394536572592,1.1092702005657706,-7.771561172376097e-16,1.0,4999.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K7p5
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,8.0,7.999999999999969,7.999999999999968,12.088778264806988,7.2,7.199999999999972,7.199999999999972,10.87990043832629,10.87990043832629,20596985.387780283,1574634.7352276775,50,0.00025000000000000066,1.213769856574836e-11,,1.213769856574836e-11,False,False,-10.915863652218569,0.0040124497042941,7.24987099937951e-305,1.0364971692471e-310,1.0512486536924844e-06,23124140.77358026,0.013488353934651,0.4153605912358731,1.0860772636033085,-3.3306690738754696e-16,1.0,4999.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K8
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,8.5,8.499999999999972,8.499999999999973,12.845484633741735,7.65,7.649999999999975,7.649999999999976,11.560936170367562,11.560936170367563,4184816.961746703,350504.8855631423,50,0.00025000000000000066,5.973976933405782e-11,,5.973976933405782e-11,False,False,-10.223736458617381,0.0051485766313994,1.7809880101079976e-305,2.970874805703e-311,3.0131564585484733e-07,5028857.0354824895,0.0177928855499869,0.4017654763850364,1.0639712098149308,0.0,1.0,4999.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K8p5
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,9.0,9.0011646125785,9.00120975926059,13.580178747316214,8.1,8.101048151320649,8.10108878333453,12.222160872584594,12.222160872584594,918823.4864135548,83665.57931505039,50,0.00025000000000000066,2.72087080594583e-10,,2.72087080594583e-10,False,False,-9.565292079167278,0.0057077551274742,4.7367024819235504e-306,9.833938163045e-312,9.9738953092415e-08,1274305.0077030177,0.0229818885369762,0.3892891298246782,1.0432643095757632,-7.771561172376097e-16,1.0,4999.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K9
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,10.0,10.00686101095022,10.008096146765247,14.97222705112704,9.0,9.006174909855197,9.007286532088722,13.475004346014337,13.475004346014336,53949.97208695801,5749.157675274016,50,0.00025000000000000066,4.633922694103418e-09,,4.633922694103418e-09,False,False,-8.334051215648406,0.0096646020968553,4.128128514239654e-307,1.642983128306e-312,1.6663661541168596e-08,128727.9388761706,0.0372034239176079,0.3673891471214522,1.0059036859896493,4.440892098500626e-16,1.0,5000.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K10
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,11.0,11.030342823667937,11.036945786190657,16.23328216958943,9.9,9.927308541301143,9.933251207571592,14.609953952630487,14.609953952630486,4502.414169476061,476.8146069978127,49,0.00024500000000000064,5.4415251635659924e-08,,5.4415251635659924e-08,False,False,-7.264279358153529,0.995559962819288,1.6901188602998282e-307,4.7943692316e-313,4.862602956916874e-09,23916.01356612045,0.0559084393726282,0.3492779569713684,0.9739836487675708,0.0,1.0,5000.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K11
plastic_shielded_case64_M1,64,Plastic-entropy-shielded candidate,12.0,12.0260444671852,12.043400040504874,17.374124908513625,10.8,10.82344002046668,10.839060036454388,15.636712417662263,15.636712417662263,596.112992553626,51.80234504954244,49,0.00024500000000000064,4.109959069176983e-07,,4.109959069176983e-07,False,False,-6.386162503213734,0.9824711667402396,3.1427306516329223e-308,2.28612266064e-313,2.3186588834923966e-09,7610.657022327097,0.0777394674286153,0.3341278067815527,0.9465327683225596,0.0,1.0,5000.0,runs/v8_material_response_production_2d/plastic_shielded_case64_M1/v8_2d_K12
