class,n_complete,K0_mean,K0_std,Kss_mean,Kss_std,DeltaK_mean,DeltaK_std,AUC_mean,AUC_std,slope_100_400_mean,slope_100_400_std,sat_K0_mean,sat_Kss_mean,sat_ell_um_mean,sat_p_mean,J0_kJ_m2_mean,J_power_m_mean
DBTT,5,22.767036476845437,0.15644295858494234,33.19561542245609,4.476260563377973,10.428578945610656,4.417303680113372,30.660744962777528,1.0587731232351958,0.02964012490053116,0.005148703118862051,22.868847621465395,56.02438335442546,1381.570428668923,2.430030909105945,0.4477684617206051,0.5842860563226215
ceramic,5,9.330710759577588,0.09204380507935546,16.587906961071415,1.3896505751873367,7.2571962014938265,1.4174781348918983,13.996080450517335,0.6099576730788354,0.01455637653955627,0.008055473936314603,9.403269742153165,17.07250051407498,445.92208317936604,2.1944942399554117,0.07488365928923935,0.5696538645708927
peak,5,16.713038687270632,0.1312484413808761,27.41451206239868,1.6852678102228975,10.701473375128042,1.6778187391217767,24.12981076314333,1.3490130428700478,0.025330534380573727,0.01179644940466332,16.70853676309472,27.58802866546289,358.20245732558453,2.262545989994078,0.2121421395929763,0.48189840952921126
weakT,5,12.829414383254397,0.09928216935710903,17.781510541300708,1.507448593502841,4.952096158046309,1.506398322179569,14.514735603917591,0.4835247557535252,0.017472301705408897,0.009775335745715737,10.54769760164714,17.859699733266016,483.8740214900001,3.8946627094413713,0.22805998703392033,1.1467298487715165
