state_id,r_eff_over_r0,opening_strength_fraction,crack_extension_m,region,system,bin,x_m,burgers_sign,delta_signed_line_content,K_I_base_Pa_sqrt_m,K_I_perturbed_Pa_sqrt_m,K_II_base_Pa_sqrt_m,K_II_perturbed_Pa_sqrt_m,interaction_integral_schema,ribbon_width_m,mesh_area_ratio
E0000000__load_1p5,1.0,0.0,0.0,active,0,0,3.125e-07,-1,-0.25,18686.256449420252,18685.820982148805,12445.408740746985,12445.132885593388,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9544416379037504
E0000000__load_1p5,1.0,0.0,0.0,active,0,0,3.125e-07,-1,-0.5,18686.256449420252,18685.385514877336,12445.408740746985,12444.85703043987,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9544416379037504
E0000000__load_1p5,1.0,0.0,0.0,active,0,0,3.125e-07,1,0.25,18686.256449420252,18686.69191669176,12445.408740746985,12445.684595900431,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9544416379037504
E0000000__load_1p5,1.0,0.0,0.0,active,0,0,3.125e-07,1,0.5,18686.256449420252,18687.127383963216,12445.408740746985,12445.960451053947,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9544416379037504
E0000000__load_1p5,1.0,0.0,0.0,active,0,79,4.96875e-05,-1,-0.25,18686.256449420252,16928.36335167531,12445.408740746985,12103.29954283313,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9997134694207777
E0000000__load_1p5,1.0,0.0,0.0,active,0,79,4.96875e-05,-1,-0.5,18686.256449420252,15170.470253930354,12445.408740746985,11761.190344919361,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9997134694207777
E0000000__load_1p5,1.0,0.0,0.0,active,0,79,4.96875e-05,1,0.25,18686.256449420252,20444.14954716522,12445.408740746985,12787.517938660689,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9997134694207777
E0000000__load_1p5,1.0,0.0,0.0,active,0,79,4.96875e-05,1,0.5,18686.256449420252,22202.0426449102,12445.408740746985,13129.627136574456,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9997134694207777
E0000000__load_1p5,1.0,0.0,0.0,active,1,0,3.125e-07,-1,-0.25,18686.256449420252,18690.36567945448,12445.408740746985,12447.799719677072,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9996383290156837
E0000000__load_1p5,1.0,0.0,0.0,active,1,0,3.125e-07,-1,-0.5,18686.256449420252,18694.47490948866,12445.408740746985,12450.190698607237,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9996383290156837
E0000000__load_1p5,1.0,0.0,0.0,active,1,0,3.125e-07,1,0.25,18686.256449420252,18682.14721938608,12445.408740746985,12443.017761816744,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9996383290156837
E0000000__load_1p5,1.0,0.0,0.0,active,1,0,3.125e-07,1,0.5,18686.256449420252,18678.03798935187,12445.408740746985,12440.626782886595,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9996383290156837
E0000000__load_1p5,1.0,0.0,0.0,active,1,79,4.96875e-05,-1,-0.25,18686.256449420252,19731.85233655397,12445.408740746985,12426.020632840673,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9999977253397205
E0000000__load_1p5,1.0,0.0,0.0,active,1,79,4.96875e-05,-1,-0.5,18686.256449420252,20777.448223687727,12445.408740746985,12406.632524934406,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9999977253397205
E0000000__load_1p5,1.0,0.0,0.0,active,1,79,4.96875e-05,1,0.25,18686.256449420252,17640.660562286565,12445.408740746985,12464.796848653159,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9999977253397205
E0000000__load_1p5,1.0,0.0,0.0,active,1,79,4.96875e-05,1,0.5,18686.256449420252,16595.064675152844,12445.408740746985,12484.184956559413,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9999977253397205
