state_id,r_eff_over_r0,opening_strength_fraction,crack_extension_m,region,system,bin,x_m,burgers_sign,delta_signed_line_content,K_I_base_Pa_sqrt_m,K_I_perturbed_Pa_sqrt_m,K_II_base_Pa_sqrt_m,K_II_perturbed_Pa_sqrt_m,interaction_integral_schema,ribbon_width_m,mesh_area_ratio,parent_state_id,load_scale,captured_opening_strength_fraction,scaled_opening_proxy,cumulative_crack_path_extension_m
E0000000__load_0p5,1.0,0.0,0.0,active,0,0,3.125e-07,-1,-0.25,6228.752149806786,6228.316682535286,4148.469580248885,4148.193725095453,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9544416379037504,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,0,0,3.125e-07,-1,-0.5,6228.752149806786,6227.881215263814,4148.469580248885,4147.917869941933,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9544416379037504,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,0,0,3.125e-07,1,0.25,6228.752149806786,6229.187617078226,4148.469580248885,4148.745435402479,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9544416379037504,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,0,0,3.125e-07,1,0.5,6228.752149806786,6229.623084349698,4148.469580248885,4149.0212905559965,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9544416379037504,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,0,79,4.96875e-05,-1,-0.25,6228.752149806786,4470.85905206179,4148.469580248885,3806.3603823352028,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9997134694207777,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,0,79,4.96875e-05,-1,-0.5,6228.752149806786,2712.965954316829,4148.469580248885,3464.2511844214296,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9997134694207777,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,0,79,4.96875e-05,1,0.25,6228.752149806786,7986.645247551723,4148.469580248885,4490.578778162745,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9997134694207777,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,0,79,4.96875e-05,1,0.5,6228.752149806786,9744.538345296683,4148.469580248885,4832.6879760765105,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9997134694207777,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,1,0,3.125e-07,-1,-0.25,6228.752149806786,6232.861379840959,4148.469580248885,4150.8605591791265,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9996383290156837,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,1,0,3.125e-07,-1,-0.5,6228.752149806786,6236.970609875157,4148.469580248885,4153.251538109289,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9996383290156837,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,1,0,3.125e-07,1,0.25,6228.752149806786,6224.642919772558,4148.469580248885,4146.078601318806,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9996383290156837,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,1,0,3.125e-07,1,0.5,6228.752149806786,6220.533689738353,4148.469580248885,4143.6876223886475,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9996383290156837,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,1,79,4.96875e-05,-1,-0.25,6228.752149806786,7274.348036940479,4148.469580248885,4129.081472342712,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9999977253397205,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,1,79,4.96875e-05,-1,-0.5,6228.752149806786,8319.943924074192,4148.469580248885,4109.693364436461,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9999977253397205,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,1,79,4.96875e-05,1,0.25,6228.752149806786,5183.1562626730365,4148.469580248885,4167.857688155222,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9999977253397205,E0000000,0.5,0.0,0.0,0.0
E0000000__load_0p5,1.0,0.0,0.0,active,1,79,4.96875e-05,1,0.5,6228.752149806786,4137.56037553932,4148.469580248885,4187.245796061475,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9999977253397205,E0000000,0.5,0.0,0.0,0.0
E0000000__load_1,1.0,0.0,0.0,active,0,0,3.125e-07,-1,-0.25,12457.504299613523,12457.06883234204,8296.939160497934,8296.663305344417,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9544416379037504,E0000000,1.0,0.0,0.0,0.0
E0000000__load_1,1.0,0.0,0.0,active,0,0,3.125e-07,-1,-0.5,12457.504299613523,12456.633365070586,8296.939160497934,8296.387450190914,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9544416379037504,E0000000,1.0,0.0,0.0,0.0
E0000000__load_1,1.0,0.0,0.0,active,0,0,3.125e-07,1,0.25,12457.504299613523,12457.939766884982,8296.939160497934,8297.215015651462,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9544416379037504,E0000000,1.0,0.0,0.0,0.0
E0000000__load_1,1.0,0.0,0.0,active,0,0,3.125e-07,1,0.5,12457.504299613523,12458.37523415646,8296.939160497934,8297.490870804964,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9544416379037504,E0000000,1.0,0.0,0.0,0.0
E0000000__load_1,1.0,0.0,0.0,active,0,79,4.96875e-05,-1,-0.25,12457.504299613523,10699.61120186855,8296.939160497934,7954.829962584166,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9997134694207777,E0000000,1.0,0.0,0.0,0.0
E0000000__load_1,1.0,0.0,0.0,active,0,79,4.96875e-05,-1,-0.5,12457.504299613523,8941.718104123587,8296.939160497934,7612.720764670404,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9997134694207777,E0000000,1.0,0.0,0.0,0.0
E0000000__load_1,1.0,0.0,0.0,active,0,79,4.96875e-05,1,0.25,12457.504299613523,14215.397397358478,8296.939160497934,8639.048358411708,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9997134694207777,E0000000,1.0,0.0,0.0,0.0
E0000000__load_1,1.0,0.0,0.0,active,0,79,4.96875e-05,1,0.5,12457.504299613523,15973.290495103445,8296.939160497934,8981.157556325483,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9997134694207777,E0000000,1.0,0.0,0.0,0.0
E0000000__load_1,1.0,0.0,0.0,active,1,0,3.125e-07,-1,-0.25,12457.504299613523,12461.613529647711,8296.939160497934,8299.330139428106,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9996383290156837,E0000000,1.0,0.0,0.0,0.0
E0000000__load_1,1.0,0.0,0.0,active,1,0,3.125e-07,-1,-0.5,12457.504299613523,12465.722759681927,8296.939160497934,8301.721118358253,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337974e-08,0.9996383290156837,E0000000,1.0,0.0,0.0,0.0
