gate,passed,returncode,tests
V12_VOIDING_DISABLED_NEUTRALITY,True,0,tests/test_voiding_v3.py::test_default_off_instantiates_nothing_and_does_not_touch_rng tests/test_voiding_v3.py::test_disabled_metadata_is_separate_from_physical_artifact tests/test_topology_transaction_v11.py::test_v12_interrupted_restart_continues_exactly
V12_EXPLICIT_CRACK_VOID_STATIC_MECHANICS_QUALIFIED,True,0,tests/test_explicit_cavity_v3.py
V12_CRACK_VOID_TRANSACTION_QUALIFIED,True,0,tests/test_voiding_v3.py::test_ligament_hit_miss_ledgers_and_separate_downstream_activation tests/test_voiding_v3.py::test_crack_void_injected_failures_are_exact_rollback
V12_VOID_LIFECYCLE_QUALIFIED,True,0,tests/test_voiding_v3.py::test_multihit_localized_lifecycle_and_partition tests/test_voiding_v3.py::test_healing_competes_and_creates_no_cavity
V12_VOID_PROMOTION_AND_GROWTH_QUALIFIED,True,0,tests/test_voiding_v3.py::test_series_growth_sign_inventory_and_promotion_identity
