candidate_id,target_class,restart,candidate_source,objective,de_success,local_success,cleave_G00_eV,cleave_gT_eV_per_K,cleave_sigc0_GPa,cleave_sT_GPa_per_K,cleave_exp_a,cleave_exp_n,cleave_floor_frac,emit_G00_eV,emit_gT_eV_per_K,emit_sigc0_GPa,emit_sT_GPa_per_K,emit_exp_a,emit_exp_n,emit_floor_frac,peierls_H0_eV,peierls_exp_a,peierls_exp_n,delta_H_PT_eV,taylor_exp_a,taylor_exp_n,peierls_activation_entropy_kB,taylor_activation_entropy_kB,log10_taylor_corr_rho_c_m2,log10_taylor_corr_scale,log10_source_sites_per_system,log10_encounter_efficiency,log10_retained_recovery_rate_s,log10_source_refresh_length_um,c_blunt,taylor_H0_eV,taylor_corr_rho_c_m2,taylor_corr_scale,source_sites_per_system,encounter_efficiency,retained_recovery_rate_s,source_refresh_length_um,peierls_nu0_s,taylor_nu0_s,independent_shape_all_four_active,completion_loss,K_init_loss,K_plateau_loss,early_rise_loss,plateau_rise_loss,delta_window_loss,barrier_order_margin_eV,min_raw_barrier_eV,min_peierls_traverse_number,plateau_temperature_rise,max_K_shield_MPa_sqrt_m,search_initialization,status,accepted_for_spatial_promotion,acceptance_reason,selection_role,spatial_validation_extension_um,spatial_validation_status
ceramic_restart02_candidate00,ceramic,2,de_best,0.21875,False,True,4.671136131760219,0.0031162850810752,5.8233820259690425,-0.0040323175744081,1.8149551483088913,2.265027811936024,0.007795735163968,2.721114323054711,0.0036752220653558,5.459148094017482,-0.0003950765213497,0.6308568081867402,1.539946657700238,0.1305533637196125,5.78887597977492,1.517367405447237,1.322389348570314,5.889360656632568,0.458066829585916,1.456852510820299,16.108580657894713,4.583488904083648,12.765930653865857,-0.2383871646301654,1.1044428307408407,0.3065537318503801,-3.513187146468759,1.5841180323413089,1.3065281417460777,11.678236636407489,5833519498955.079,0.577580916275522,12.718703137662922,2.025600202950261,0.0003067699768288,38.381154343166386,1000000000000.0,100000000000.0,1.0,0.0,0.03125,0.0625,0.125,0.0,0.0,0.7924553572995894,4.791268535833695,2.3094379877150107e-30,-12.0,3.3154602495650566e-14,FULL_SOBOL_NO_PRIOR_SHORTLIST,V9_10_UNIFIED_ZEROD_REQUIRES_SPATIAL_PROMOTION,True,ceramic_small_Rcurve,primary,500.0,PASSED_CERAMIC_500UM_GATE
