T_K,sigma_GPa,G_cleave_eV,G_emit_eV
300.0,0.0,3.651703999572871,2.1619279970100975
300.0,0.25,3.599380455690652,2.1413465428834075
300.0,0.5,3.4815800090780904,2.086886775532522
300.0,0.75,3.3100037341983435,2.0050443845475887
300.0,1.0,3.1001333245515337,1.9038741836839876
300.0,1.25,2.8681653492574917,1.7916140521373793
300.0,1.5,2.6284908885968203,1.6755068071043568
300.0,1.75,2.3923160244058295,1.5611572773855378
300.0,2.0,2.1673574637299997,1.4524060849594895
300.0,2.25,1.9582343355525116,1.3515391942274977
300.0,2.5,1.767160170067854,1.2596405304619207
300.0,2.75,1.5946619346262738,1.1769542933394737
300.0,3.0,1.4401893435463915,1.1031904222033555
300.0,3.25,1.30257345760519,1.0377537528524026
300.0,3.5,1.1803441821769949,0.9799022245472933
300.0,3.75,1.0719353813533743,0.9288487796694739
300.0,4.0,0.9758085365577872,0.8838225556126659
300.0,4.25,0.8905210898895014,0.8441024955453154
300.0,4.5,0.8147591275249567,0.80903322217842
300.0,4.75,0.7473481719456014,0.7780300563680439
300.0,5.0,0.6872512641013128,0.7505777606041945
300.0,5.25,0.6335602231954539,0.7262259383840868
300.0,5.5,0.5854837271320779,0.7045828984609674
300.0,5.75,0.5423343821247714,0.685309057116962
300.0,6.0,0.5035160092520574,0.6681104830102039
300.0,6.25,0.46851179132740584,0.6527328986585373
300.0,6.5,0.4368735704218604,0.6389562776338381
300.0,6.75,0.40821238035168755,0.6265900748146326
300.0,7.0,0.38219018397064075,0.615469070859139
300.0,7.25,0.3585127264799266,0.605449783589123
300.0,7.5,0.33692339057238,0.5964073869417843
300.0,7.75,0.3171979329490918,0.588233075528671
300.0,8.0,0.29913998591800034,0.5808318153317229
300.0,8.25,0.282577217176396,0.5741204260768987
300.0,8.5,0.2673580524148184,0.5680259468362528
300.0,8.75,0.25334887730842576,0.562484242560532
300.0,9.0,0.2404316468426554,0.5574388150784393
300.0,9.25,0.2285018402960964,0.5528397873970524
300.0,9.5,0.21746670940077736,0.5486430348210118
300.0,9.75,0.2072437752032032,0.5448094404742609
300.0,10.0,0.19775953602700738,0.5413042562961717
300.0,10.25,0.18894835479787703,0.5380965535512727
300.0,10.5,0.18075149895480935,0.5351587494019234
300.0,10.75,0.173116310359268,0.5324661982084783
300.0,11.0,0.1659954861376738,0.5299968379995098
300.0,11.25,0.15934645435355269,0.527730884047087
300.0,11.5,0.15313083089167695,0.5256505627339407
300.0,11.75,0.14731394602357298,0.5237398799492888
300.0,12.0,0.141864430876422,0.5219844191309985
300.0,12.25,0.13675385550025843,0.5203711648113923
300.0,12.5,0.13195641146733036,0.518888348145601
300.0,12.75,0.12744863298092268,0.5175253114244135
300.0,13.0,0.1232091513509128,0.5162723890142902
300.0,13.25,0.11921847843654569,0.5151208025390966
300.0,13.5,0.11545881528563874,0.5140625684324458
300.0,13.75,0.11191388273218304,0.5130904162556434
300.0,14.0,0.10856877116652297,0.5121977164019158
300.0,14.25,0.10540980707683412,0.5113784159993158
300.0,14.5,0.10242443428818554,0.5106269819878927
300.0,14.75,0.09960110810502659,0.5099383504858254
300.0,15.0,0.09692920080193887,0.5093078816780573
300.0,15.25,0.09439891711220891,0.5087313195626653
300.0,15.5,0.09200121853943458,0.5082047559773551
300.0,15.75,0.08972775546838034,0.5077245984033498
300.0,16.0,0.08757080618133237,0.5072875411083355
300.0,16.25,0.08552322199839225,0.5068905392456384
300.0,16.5,0.08357837785709453,0.5065307855747289
300.0,16.75,0.08173012773066929,0.5062056895095873
300.0,17.0,0.07997276435705523,0.505912858237375
300.0,17.25,0.07830098281399564,0.5056500796809993
300.0,17.5,0.07670984753056374,0.5054153071062465
300.0,17.75,0.07519476237341062,0.5052066451977245
300.0,18.0,0.07375144348788173,0.5050223374484147
300.0,18.25,0.0723758946107439,0.5048607547255848
300.0,18.5,0.071064384603306,0.5047203848915117
300.0,18.75,0.06981342698182327,0.5045998233712261
300.0,19.0,0.0686197612467556,0.5044977645715498
300.0,19.25,0.06748033583416582,0.5044129940663036
300.0,19.5,0.06639229253166926,0.5043443814718913
300.0,19.75,0.06535295221821834,0.5042908739456832
300.0,20.0,0.0643598018019124,0.5042514902468735
600.0,0.0,3.7034079991457425,2.2136319965829685
600.0,0.25,3.6530730706317107,2.2089594654017772
600.0,0.5,3.5369771514775956,2.168135917718462
600.0,0.75,3.366878133728502,2.0981115837787563
600.0,1.0,3.1583003240710137,2.00728218282973
600.0,1.25,2.9274728781793145,1.9041462865018635
600.0,1.5,2.6888122214318364,1.796149472774389
600.0,1.75,2.4535444449526507,1.6890566447500082
600.0,2.0,2.229402263217445,1.5868364838489541
600.0,2.25,2.0210177636052835,1.491878621639576
600.0,2.5,1.8306150786345596,1.4053518019854665
600.0,2.75,1.6587299340970054,1.3275702920952286
600.0,3.0,1.50481934301248,1.2583024209219684
600.0,3.25,1.3677204970670074,1.1970020715368452
600.0,3.5,1.2459684893271774,1.1429686847386558
600.0,3.75,1.1380016030298208,1.0954505560709475
600.0,4.0,1.0422851074371928,1.0537071256378137
600.0,4.25,0.9573797100268348,1.0170434596338842
600.0,4.5,0.8819743269696892,0.9848268207261817
600.0,4.75,0.8148969455811265,0.9564922484421471
600.0,5.0,0.755112763540706,0.9315417591092434
600.0,5.25,0.7017154953596931,0.9095401186879022
600.0,5.5,0.6539154912726425,0.8901090145753872
600.0,5.75,0.6110268387001572,0.8729207127099514
600.0,6.0,0.5724546753492188,0.857691814777398
600.0,6.25,0.5376833583235441,0.8441774376175466
600.0,6.5,0.5062657803749242,0.832165960248251
600.0,6.75,0.4778139182382448,0.8214743808969925
600.0,7.0,0.4519905833940167,0.811944269236049
600.0,7.25,0.4285022868773497,0.8034382697584099
600.0,7.5,0.4070931042784194,0.7958370995800013
600.0,7.75,0.38753942074009085,0.7890369808465656
600.0,8.0,0.3696454398810064,0.7829474500256735
600.0,8.25,0.3532393499259865,0.7774894910635248
600.0,8.5,0.33817005182983745,0.772593945146308
600.0,8.75,0.32430436608396157,0.768200155754721
600.0,9.0,0.3115246462553531,0.7642548133699235
600.0,9.25,0.29972673766688823,0.7607109693532891
600.0,9.5,0.2888182288113395,0.7575271930954112
600.0,9.75,0.27871695108334843,0.7546668505053261
600.0,10.0,0.26934968928175185,0.7520974853240308
600.0,10.25,0.26065107118666997,0.7497902876515185
600.0,10.5,0.25256260947268583,0.747719636534838
600.0,10.75,0.2450318734015341,0.7458627055365098
600.0,11.0,0.23801177125702996,0.7441991219442614
600.0,11.25,0.23145992744203073,0.742710671744814
600.0,11.5,0.22533814063999688,0.7413810437104028
600.0,11.75,0.21961191152801132,0.7401956069746983
600.0,12.0,0.2142500302784415,0.7391412173370571
600.0,12.25,0.2092242155573154,0.7382060482577508
600.0,12.5,0.20450879796474622,0.7373794431148306
600.0,12.75,0.20008044190471774,0.7366517858046766
600.0,13.0,0.19591790075026275,0.7360143871989921
600.0,13.25,0.19200180091220265,0.735459385334255
600.0,13.5,0.18831445104741165,0.7349796575165313
600.0,13.75,0.1848396731745161,0.7345687427842106
600.0,14.0,0.18156265291645862,0.7342207733913032
600.0,14.25,0.17846980647328234,0.7339304141608043
600.0,14.5,0.17554866225553173,0.733692808716565
600.0,14.75,0.1727877553877525,0.7335035317375354
600.0,15.0,0.1701765335301729,0.7333585464938319
600.0,15.25,0.16770527267100557,0.7332541670229409
600.0,15.5,0.16536500171715707,0.7331870243890372
600.0,15.75,0.1631474348618573,0.7331540365410676
600.0,16.0,0.1610449108375176,0.733149454051869
600.0,16.25,0.15905033827409853,0.733149454051869
600.0,16.5,0.15715714648002643,0.733149454051869
600.0,16.75,0.15535924104646667,0.733149454051869
600.0,17.0,0.1536509637483965,0.733149454051869
600.0,17.25,0.1520270562790155,0.733149454051869
600.0,17.5,0.15048262740892857,0.733149454051869
600.0,17.75,0.14901312320937715,0.733149454051869
600.0,18.0,0.1476143000205547,0.733149454051869
600.0,18.25,0.14628219988255373,0.733149454051869
600.0,18.5,0.14501312817845882,0.733149454051869
600.0,18.75,0.14380363326713877,0.733149454051869
600.0,19.0,0.14265048790791193,0.733149454051869
600.0,19.25,0.14155067230091933,0.733149454051869
600.0,19.5,0.14050135858611779,0.733149454051869
600.0,19.75,0.13949989666063234,0.733149454051869
600.0,20.0,0.13854380118907528,0.733149454051869
900.0,0.0,3.7551119987186135,1.9551119987186132
900.0,0.25,3.706765685572769,1.9663483904829209
900.0,0.5,3.5923742938771,1.9391610624671758
900.0,0.75,3.42375253325866,1.880954785572698
900.0,1.0,3.2164673235904937,1.8004661845382455
900.0,1.25,2.9867804071011372,1.706454523429121
900.0,1.5,2.749133554266853,1.606568141007195
900.0,1.75,2.5147728654994714,1.5067320146772523
900.0,2.0,2.2914470627048904,1.411042885301193
900.0,2.25,2.083801191658056,1.3219940516144284
900.0,2.5,1.894069987201265,1.2408390760717858
900.0,2.75,1.722797933567737,1.167962293413757
900.0,3.0,1.5694493424785692,1.1031904222033553
900.0,3.25,1.4328675365288253,1.046026392784062
900.0,3.5,1.3115927964773597,0.995811147492792
900.0,3.75,1.204067824706267,0.9518283350351945
900.0,4.0,1.1087616783165983,0.9133676982257352
900.0,4.25,1.024238330164168,0.8797604262852264
900.0,4.5,0.9491895264144216,0.8503964218367167
900.0,4.75,0.8824457192166516,0.8247304430790241
900.0,5.0,0.8229742629800993,0.8022817601770657
900.0,5.25,0.7698707675239321,0.7826303015544915
900.0,5.5,0.722347255413207,0.7654111332525806
900.0,5.75,0.679719295275543,0.7503083708657142
900.0,6.0,0.6413933414463803,0.7370491491073653
900.0,6.25,0.6068549253196824,0.7253979791393292
900.0,6.5,0.575657990327988,0.7151516454254376
900.0,6.75,0.547415456124802,0.7061346895421264
900.0,7.0,0.5217909828173927,0.6981954701757326
900.0,7.25,0.49849184727477275,0.6912027584904701
900.0,7.5,0.4772628179844587,0.6850428147809918
900.0,7.75,0.4578809085310898,0.6796168887272339
900.0,8.0,0.44015089384401235,0.6748390872823977
900.0,8.25,0.423901482675577,0.6706345586129249
900.0,8.5,0.40898205124485654,0.6669379460191366
900.0,8.75,0.39525985485949733,0.6636920715116837
900.0,9.0,0.3826176456680508,0.6608468142241813
900.0,9.25,0.3709516350376801,0.6583581538722995
900.0,9.5,0.36016974822190156,0.6561873539325839
900.0,9.75,0.3501901269634938,0.6543002630991644
900.0,10.0,0.3409398425364964,0.6526667169146633
900.0,10.25,0.3323537875754628,0.6512600243145379
900.0,10.5,0.3243737199905623,0.6500565262305258
900.0,10.75,0.3169474364438003,0.6490352154273149
900.0,11.0,0.3100280563763861,0.6481774084517866
900.0,11.25,0.3035734005305089,0.6474664620053147
900.0,11.5,0.29754545038831687,0.6468875272496384
900.0,11.75,0.29190987703244964,0.6464273365628813
900.0,12.0,0.28663562968046097,0.6460740181058892
900.0,12.25,0.2816945756143724,0.645816934266883
900.0,12.5,0.2770611844621621,0.6456465406468335
900.0,12.75,0.2727122508285128,0.6455542627477133
900.0,13.0,0.26862665014961273,0.6455314743877806
900.0,13.25,0.2647851233878596,0.6455314743877806
900.0,13.5,0.2611700868091845,0.6455314743877806
900.0,13.75,0.25776546361684916,0.6455314743877806
900.0,14.0,0.2545565346663942,0.6455314743877806
900.0,14.25,0.2515298058697306,0.6455314743877806
900.0,14.5,0.24867289022287797,0.6455314743877806
900.0,14.75,0.2459744026704785,0.6455314743877806
900.0,15.0,0.24342386625840692,0.6455314743877806
900.0,15.25,0.2410116282298022,0.6455314743877806
