line_id,line_index,H0_eV,chi_shield,N_sat,regime_hint
line_01,1,2.6,0.0,inf,ceramic
line_02,2,2.6871794871794874,0.008717948717948731,inf,ceramic
line_03,3,2.7743589743589743,0.017435897435897418,inf,ceramic
line_04,4,2.8615384615384616,0.026153846153846153,inf,ceramic
line_05,5,2.948717948717949,0.034871794871794884,inf,ceramic
line_06,6,3.0358974358974358,0.043589743589743574,inf,ceramic
line_07,7,3.123076923076923,0.052307692307692305,inf,peak
line_08,8,3.2102564102564104,0.061025641025641036,inf,peak
line_09,9,3.2974358974358973,0.06974358974358973,inf,peak
line_10,10,3.3846153846153846,0.07846153846153846,inf,peak
line_11,11,3.471794871794872,0.08717948717948719,inf,peak
line_12,12,3.5589743589743588,0.09589743589743588,inf,peak
line_13,13,3.646153846153846,0.1115384615384615,13000.000000000044,peak
line_14,14,3.7333333333333334,0.13333333333333333,4500.0,peak
line_15,15,3.8205128205128203,0.15512820512820505,2720.9302325581434,weakT
line_16,16,3.907692307692308,0.17692307692307702,1949.999999999998,weakT
line_17,17,3.994871794871795,0.19871794871794873,1519.4805194805194,weakT
line_18,18,4.082051282051282,0.21641025641025635,1515.5440414507773,weakT
line_19,19,4.1692307692307695,0.2338461538461539,1532.416502946955,weakT
line_20,20,4.256410256410256,0.2512820512820513,1549.6688741721853,weakT
line_21,21,4.343589743589744,0.26871794871794885,1567.3141326188884,weakT
line_22,22,4.430769230769231,0.2861538461538462,1585.3658536585367,weakT
line_23,23,4.517948717948718,0.30358974358974355,1603.8382453735437,weakT
line_24,24,4.605128205128205,0.32102564102564096,1622.7461858529819,weakT
line_25,25,4.692307692307692,0.3384615384615383,1642.1052631578946,weakT
line_26,26,4.779487179487179,0.3558974358974359,1661.9318181818182,weakT
line_27,27,4.866666666666667,0.3733333333333334,1682.2429906542056,weakT
line_28,28,4.953846153846154,0.3907692307692308,1703.0567685589522,weakT
line_29,29,5.041025641025641,0.40820512820512816,1724.3920412675018,dbtt
line_30,30,5.128205128205128,0.4256410256410255,1746.2686567164178,dbtt
line_31,31,5.2153846153846155,0.4430769230769231,1768.7074829931973,dbtt
line_32,32,5.302564102564102,0.46051282051282044,1791.7304747320063,dbtt
line_33,33,5.38974358974359,0.477948717948718,1815.3607447633826,dbtt
line_34,34,5.476923076923077,0.49538461538461537,1839.6226415094338,dbtt
line_35,35,5.564102564102564,0.5128205128205128,1864.5418326693227,dbtt
line_36,36,5.651282051282051,0.5302564102564101,1890.1453957996766,dbtt
line_37,37,5.7384615384615385,0.5476923076923077,1916.4619164619166,dbtt
line_38,38,5.825641025641025,0.565128205128205,1943.5215946843853,dbtt
line_39,39,5.912820512820513,0.5825641025641026,1971.3563605728727,dbtt
line_40,40,6.0,0.6,2000.0,dbtt
