framework,class,T_K,Kc_first_MPa_sqrt_m,n_growth_events,case_dir,source_file,crack_extension_um,n_r_curve_points,K_mean_all_points_MPa_sqrt_m,K_median_all_points_MPa_sqrt_m,K_std_all_points_MPa_sqrt_m,K_first_rcurve_MPa_sqrt_m,K_last_rcurve_MPa_sqrt_m,is_complete,K_analytic_interp_MPa_sqrt_m,error_vs_analytic_MPa_sqrt_m,relative_error_vs_analytic,percent_error_vs_analytic
FEM/CZM,weakT,400,16.230220562491073,130,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T400_th45,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/four_class_temperature_summary.csv,501.844144205444,130,16.046961100986117,15.884728374659716,2.459863371634003,16.230220562491073,17.885261298208903,True,15.9,0.330220562491073,0.020768588835916542,2.076858883591654
PF sharp-front,weakT,400,15.847170918256758,2,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/weakT/T400_th45,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/four_class_temperature_summary.csv,1480.0,2,15.114509450119819,15.114509450119819,0.7326614681369383,15.847170918256756,14.38184798198288,True,15.9,-0.05282908174324241,-0.0033225837574366295,-0.33225837574366296
FEM/CZM,weakT,500,15.874042798433884,127,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T500_th45,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/four_class_temperature_summary.csv,501.2629194814941,127,11.840482809633679,11.660069574795353,3.10531324064886,15.874042798433884,16.656440402192615,True,15.62,0.25404279843388444,0.016263943561708353,1.6263943561708354
PF sharp-front,weakT,500,15.595293701310917,2,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/weakT/T500_th45,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/four_class_temperature_summary.csv,1480.0,2,15.498033281025911,15.498033281025911,0.09726042028500448,15.595293701310917,15.400772860740908,True,15.62,-0.024706298689082473,-0.0015817092630654593,-0.15817092630654594
FEM/CZM,weakT,600,15.30541683192553,125,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T600_th45,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/four_class_temperature_summary.csv,503.5143045218889,125,11.803977240585144,11.3203763710013,2.900592211315145,15.305416831925529,11.66379700791712,True,15.4,-0.09458316807446998,-0.006141764160679869,-0.6141764160679869
PF sharp-front,weakT,600,15.3738838757694,2,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/weakT/T600_th45,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/four_class_temperature_summary.csv,1480.0,2,15.311740680230496,15.311740680230496,0.06214319553890402,15.3738838757694,15.249597484691591,True,15.4,-0.026116124230600946,-0.001695852222766295,-0.1695852222766295
FEM/CZM,weakT,700,15.562685169951903,128,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T700_th45,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/four_class_temperature_summary.csv,502.6351936465274,128,12.940282534255843,12.433649824173145,3.0864249133220754,15.562685169951903,16.07038575778369,True,15.24,0.3226851699519031,0.021173567582145874,2.1173567582145876
PF sharp-front,weakT,700,15.235311969811118,2,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/weakT/T700_th45,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/four_class_temperature_summary.csv,1480.0,2,15.139976994358674,15.139976994358674,0.09533497545244174,15.235311969811116,15.044642018906233,True,15.24,-0.004688030188882308,-0.0003076135294542197,-0.030761352945421972
FEM/CZM,weakT,800,15.070120564422838,129,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T800_th45,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/four_class_temperature_summary.csv,502.8242507534187,129,12.921614532742497,12.51260329473276,2.5797102900160964,15.070120564422838,13.629190476210416,True,15.1,-0.029879435577161217,-0.0019787705680239217,-0.19787705680239218
PF sharp-front,weakT,800,15.13806463463492,2,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/weakT/T800_th45,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/four_class_temperature_summary.csv,1480.0,2,15.094411537987167,15.094411537987167,0.04365309664775463,15.13806463463492,15.050758441339411,True,15.1,0.038064634634920935,0.002520836730789466,0.25208367307894664
FEM/CZM,weakT,900,14.950938286726414,136,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T900_th45,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/four_class_temperature_summary.csv,501.20619010585307,136,22.17102781556421,22.53902661135109,3.7591298058344864,14.950938286726412,20.492930198501103,True,15.0,-0.049061713273585994,-0.003270780884905733,-0.3270780884905733
PF sharp-front,weakT,900,15.0156011644363,2,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/weakT/T900_th45,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/four_class_temperature_summary.csv,1480.0,2,14.980059397733918,14.980059397733918,0.03554176670238185,15.0156011644363,14.944517631031536,True,15.0,0.015601164436299442,0.0010400776290866295,0.10400776290866295
FEM/CZM,weakT,1000,15.17688258771422,134,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T1000_th45,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/four_class_temperature_summary.csv,500.2219526730155,134,18.534929056821476,17.984747373809036,2.6789826366931475,15.17688258771422,23.354795307655134,True,14.9,0.27688258771421914,0.018582724007665714,1.8582724007665714
PF sharp-front,weakT,1000,14.946130748370765,134,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/weakT/T1000_th45,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/four_class_temperature_summary.csv,502.0243218242541,134,19.022781026255064,18.8701456952597,3.0379265366072956,14.946130748370765,15.894787167179178,True,14.9,0.04613074837076425,0.003096023380588205,0.3096023380588205
FEM/CZM,weakT,1100,14.833856890524132,130,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T1100_th45,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/four_class_temperature_summary.csv,502.0635167054001,130,20.184473042246637,18.932666078055806,4.737251233018807,14.833856890524132,27.66182749308268,True,14.84,-0.006143109475868158,-0.0004139561641420592,-0.04139561641420592
PF sharp-front,weakT,1100,14.85216777694156,16,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/weakT/T1100_th45,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/four_class_temperature_summary.csv,60.64511846603962,16,17.237911196446184,16.96033260690458,1.5258476245463366,14.85216777694156,16.465846964806403,False,14.84,0.012167776941559794,0.0008199310607520077,0.08199310607520077
FEM/CZM,weakT,1200,15.052228210087693,132,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T1200_th45,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/four_class_temperature_summary.csv,502.8767661801523,132,19.75715144604238,19.206591996465697,3.81486602942394,15.052228210087693,24.21703668469164,True,14.76,0.29222821008769273,0.019798659220033384,1.9798659220033383
PF sharp-front,weakT,1200,14.818134611464972,131,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/weakT/T1200_th45,runs/PF-four_class_exp_floor_PF_sharp_no_branch_500um_theta45/four_class_temperature_summary.csv,501.3508088957355,131,20.067377474553705,18.89393994891894,5.162944270464348,14.818134611464972,20.15674601861968,True,14.76,0.0581346114649719,0.00393865931334498,0.393865931334498
