framework,class,T_K,Kc_first_MPa_sqrt_m,crack_extension_um,n_growth_events,case_dir,record_source,source_priority,source_file,rate_factor,rate_label,n_r_curve_points,K_mean_all_points_MPa_sqrt_m,K_median_all_points_MPa_sqrt_m,K_p10_all_points_MPa_sqrt_m,K_p90_all_points_MPa_sqrt_m,is_complete,first_passage_MPa_sqrt_m,K_analytic_interp_MPa_sqrt_m,error_vs_analytic_MPa_sqrt_m,relative_error_vs_analytic,percent_error_vs_analytic
FEM/CZM,peak,600.0,14.569217274539284,502.9114256274436,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T600_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T600_th45/summary.json,100.0,100x,128,19.50019707840185,19.403767541037556,14.465385051927111,25.262576246632417,True,14.569217274539284,14.42,0.1492172745392839,0.010347938594957275,1.0347938594957276
FEM/CZM,peak,700.0,11.541648613932594,502.0736621489071,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T700_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T700_th45/summary.json,100.0,100x,129,14.377119882932519,13.84505334680516,11.437377335435297,18.670684425544394,True,11.541648613932594,11.42,0.12164861393259407,0.01065224290127794,1.065224290127794
FEM/CZM,peak,800.0,8.592341461543452,501.1872310558018,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T800_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T800_th45/summary.json,100.0,100x,127,12.174357130878633,12.322142358989268,8.832467752647863,16.170191789208154,True,8.592341461543452,8.74,-0.14765853845654853,-0.016894569617454065,-1.6894569617454065
FEM/CZM,peak,900.0,6.555809074740636,501.8948174983105,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T900_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T900_th45/summary.json,100.0,100x,128,8.121590857563955,7.24374505361144,6.262792903471011,12.289194860219851,True,6.555809074740636,6.52,0.035809074740636326,0.00549218937739821,0.549218937739821
FEM/CZM,peak,1000.0,4.476225791948674,502.1964521253442,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T1000_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T1000_th45/summary.json,100.0,100x,131,5.12392530498299,5.040957246657517,3.9499881715477008,6.635855548238175,True,4.476225791948674,4.42,0.056225791948674164,0.0127207674092023,1.27207674092023
FEM/CZM,peak,1100.0,0.5493925889239337,500.98804648615754,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T1100_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T1100_th45/summary.json,100.0,100x,129,1.7282872329441619,1.689525642555,1.2560324032918138,2.460482516189943,True,0.5493925889239337,0.26,0.2893925889239337,1.1130484189382066,111.30484189382067
FEM/CZM,peak,1200.0,0.00013252365212270816,503.02530906907725,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T1200_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T1200_th45/summary.json,100.0,100x,119,0.007753888382863168,0.0082186106331951,0.0013978748659639801,0.01458992808211294,True,0.00013252365212270816,0.02,-0.01986747634787729,-0.9933738173938645,-99.33738173938646
FEM/CZM,weakT,300.0,16.29081941704946,502.5440811483239,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T300_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T300_th45/summary.json,0.1,0.1x,133,15.876925338645371,15.349661156558923,13.68657386249229,19.763991897764875,True,16.29081941704946,16.04,0.25081941704945976,0.01563712076368203,1.563712076368203
FEM/CZM,weakT,400.0,15.973357382024309,501.1868854625022,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T400_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T400_th45/summary.json,0.1,0.1x,133,15.265567759527253,15.206452692420203,12.947182089144404,17.96704768587541,True,15.973357382024309,15.64,0.33335738202430854,0.021314410615364994,2.1314410615364996
FEM/CZM,weakT,500.0,15.518913435663166,503.49042315581886,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T500_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T500_th45/summary.json,0.1,0.1x,133,11.470956956086432,11.141852144225188,7.765515769795995,15.267404316200482,True,15.518913435663166,15.34,0.17891343566316564,0.01166319658821158,1.1663196588211582
FEM/CZM,weakT,600.0,15.580594805010008,500.7089415056496,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T600_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T600_th45/summary.json,0.1,0.1x,140,11.208601379282884,10.890544198304838,7.86856321345187,14.569328592932028,True,15.580594805010008,15.08,0.5005948050100084,0.03319594197679101,3.319594197679101
FEM/CZM,weakT,700.0,15.197600325351928,501.7986192401649,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T700_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T700_th45/summary.json,0.1,0.1x,128,10.484212131588682,10.738530710507368,7.465175729063339,13.196951856014623,True,15.197600325351928,14.9,0.2976003253519277,0.019973176198115953,1.9973176198115954
FEM/CZM,weakT,800.0,14.9367777596363,502.81262591640274,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T800_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T800_th45/summary.json,0.1,0.1x,128,12.019772466568378,11.417854754576407,8.870988366922651,15.505089942944048,True,14.9367777596363,14.72,0.2167777596362992,0.014726749975292065,1.4726749975292064
FEM/CZM,weakT,900.0,14.811206874982744,500.40434114095063,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T900_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T900_th45/summary.json,0.1,0.1x,129,12.11403433214911,12.017798539496244,8.34315840028414,16.06485838319876,True,14.811206874982744,14.58,0.23120687498274428,0.015857810355469428,1.5857810355469428
FEM/CZM,weakT,1000.0,14.694706565795114,502.3181684604024,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T1000_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T1000_th45/summary.json,0.1,0.1x,135,19.414343460817566,17.716477833954315,15.406590315196564,25.78190347549209,True,14.694706565795114,14.46,0.23470656579511306,0.01623143608541584,1.623143608541584
FEM/CZM,weakT,1100.0,14.286926275830249,500.5168946339777,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T1100_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T1100_th45/summary.json,0.1,0.1x,125,19.82653932417006,19.56373524580104,15.246195995597596,24.90331428585977,True,14.286926275830249,14.36,-0.07307372416975078,-0.0050886994547180205,-0.5088699454718021
FEM/CZM,weakT,1200.0,14.24190359519469,500.7916649386556,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T1200_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/weakT/T1200_th45/summary.json,0.1,0.1x,138,19.187018125956385,18.853346784003342,14.966890050950841,23.676015747266533,True,14.24190359519469,14.26,-0.018096404805309163,-0.0012690325950427182,-0.12690325950427184
FEM/CZM,weakT,300.0,16.50831609503715,502.87375316831225,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T300_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T300_th45/summary.json,1.0,1x,130,17.460632302554803,17.023827037608562,14.012999010072404,21.639977516872133,True,16.50831609503715,16.26,0.24831609503714702,0.015271592560710147,1.5271592560710148
FEM/CZM,weakT,400.0,16.230220562491073,501.844144205444,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T400_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T400_th45/summary.json,1.0,1x,130,16.046961100986117,15.884728374659716,13.206288729407724,18.904174333071584,True,16.230220562491073,15.9,0.330220562491073,0.020768588835916542,2.076858883591654
FEM/CZM,weakT,500.0,15.874042798433884,501.2629194814941,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T500_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T500_th45/summary.json,1.0,1x,127,11.840482809633679,11.660069574795353,7.999827932816293,15.97635334836029,True,15.874042798433884,15.62,0.25404279843388444,0.016263943561708353,1.6263943561708354
FEM/CZM,weakT,600.0,15.30541683192553,503.5143045218889,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T600_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T600_th45/summary.json,1.0,1x,125,11.803977240585144,11.3203763710013,8.50457961482726,15.527802166020184,True,15.30541683192553,15.4,-0.09458316807446998,-0.006141764160679869,-0.6141764160679869
FEM/CZM,weakT,700.0,15.562685169951903,502.6351936465274,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T700_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T700_th45/summary.json,1.0,1x,128,12.940282534255843,12.433649824173145,10.287450556184654,16.57828050566608,True,15.562685169951903,15.24,0.3226851699519031,0.021173567582145874,2.1173567582145876
FEM/CZM,weakT,800.0,15.070120564422838,502.8242507534187,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T800_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T800_th45/summary.json,1.0,1x,129,12.921614532742497,12.51260329473276,9.537290400796042,16.710813563025873,True,15.070120564422838,15.1,-0.029879435577161217,-0.0019787705680239217,-0.19787705680239218
FEM/CZM,weakT,900.0,14.950938286726414,501.20619010585307,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T900_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T900_th45/summary.json,1.0,1x,136,22.17102781556421,22.53902661135109,16.558997091100014,27.326875972927866,True,14.950938286726414,15.0,-0.049061713273585994,-0.003270780884905733,-0.3270780884905733
FEM/CZM,weakT,1000.0,15.17688258771422,500.2219526730155,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T1000_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T1000_th45/summary.json,1.0,1x,134,18.534929056821476,17.984747373809036,15.490916106572104,22.440712562113106,True,15.17688258771422,14.9,0.27688258771421914,0.018582724007665714,1.8582724007665714
FEM/CZM,weakT,1100.0,14.833856890524132,502.0635167054001,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T1100_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T1100_th45/summary.json,1.0,1x,130,20.184473042246637,18.932666078055806,15.483184329035636,27.316939072484377,True,14.833856890524132,14.84,-0.006143109475868158,-0.0004139561641420592,-0.04139561641420592
FEM/CZM,weakT,1200.0,15.052228210087693,502.8767661801523,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T1200_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/weakT/T1200_th45/summary.json,1.0,1x,132,19.75715144604238,19.206591996465697,15.144321235389361,24.803109120274044,True,15.052228210087693,14.76,0.29222821008769273,0.019798659220033384,1.9798659220033383
FEM/CZM,weakT,300.0,16.732558508032625,502.78086769240014,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T300_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T300_th45/summary.json,10.0,10x,126,17.516661177029498,17.484775922437144,14.252787385363177,22.174634807489596,True,16.732558508032625,16.46,0.27255850803262405,0.016558840099187365,1.6558840099187364
FEM/CZM,weakT,400.0,16.48556811211475,503.7512686653573,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T400_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T400_th45/summary.json,10.0,10x,129,15.77714857576923,16.047205994366546,12.653284345779767,18.100596330310893,True,16.48556811211475,16.14,0.3455681121147478,0.0214106636997985,2.1410663699798502
FEM/CZM,weakT,500.0,16.17611354498697,502.1687542427272,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T500_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T500_th45/summary.json,10.0,10x,131,13.084900732453855,13.061179358450802,8.856852153683935,17.706250711920433,True,16.17611354498697,15.9,0.27611354498696805,0.01736563176018667,1.736563176018667
FEM/CZM,weakT,600.0,16.02804829815971,502.6219704147169,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T600_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T600_th45/summary.json,10.0,10x,130,13.631041363385412,12.93279695531099,9.496386471074219,18.80353701187641,True,16.02804829815971,15.74,0.2880482981597101,0.01830040013721157,1.830040013721157
FEM/CZM,weakT,700.0,15.924298206509192,501.3508423369691,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T700_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T700_th45/summary.json,10.0,10x,133,23.893582351719694,24.74387984494611,16.67275161869684,30.61725034997857,True,15.924298206509192,15.6,0.3242982065091926,0.020788346571102092,2.078834657110209
FEM/CZM,weakT,800.0,15.422138171673943,501.2348254560565,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T800_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T800_th45/summary.json,10.0,10x,131,20.682527939446096,20.46834496599134,16.287919796363937,26.081996670964084,True,15.422138171673943,15.5,-0.07786182832605704,-0.005023343762971422,-0.5023343762971422
FEM/CZM,weakT,900.0,15.656047719007978,502.2945329992655,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T900_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T900_th45/summary.json,10.0,10x,139,21.281464418799686,20.754141780612404,16.102242483166954,27.195216586158956,True,15.656047719007978,15.42,0.23604771900797772,0.015307893580283899,1.5307893580283898
FEM/CZM,weakT,1000.0,15.305416831906275,502.51140349535905,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T1000_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T1000_th45/summary.json,10.0,10x,132,20.878910905636268,20.307691249417807,15.793941912163342,26.962116141127588,True,15.305416831906275,15.36,-0.054583168093724765,-0.0035535916727685397,-0.35535916727685396
FEM/CZM,weakT,1100.0,15.305416831906275,500.9752485617797,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T1100_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T1100_th45/summary.json,10.0,10x,129,20.006749683786044,20.132466212476007,15.715437615213522,25.607569465527593,True,15.305416831906275,15.32,-0.014583168093725618,-0.0009519039225669464,-0.09519039225669464
FEM/CZM,weakT,1200.0,15.533090814956074,500.04935288653314,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T1200_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/weakT/T1200_th45/summary.json,10.0,10x,129,20.204531701363294,20.078939251983694,15.547648659539263,25.48530273280665,True,15.533090814956074,15.28,0.25309081495607444,0.016563535010214295,1.6563535010214296
FEM/CZM,weakT,300.0,16.95231652416999,500.3989323968004,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T300_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T300_th45/summary.json,100.0,100x,134,17.146341596533954,16.863442744538204,14.614384568309703,20.123033123769254,True,16.95231652416999,16.68,0.27231652416999097,0.016325930705634952,1.6325930705634952
FEM/CZM,weakT,400.0,16.762756066548935,500.2397911542887,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T400_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T400_th45/summary.json,100.0,100x,133,17.363323402081903,17.941319633908023,13.881656869023447,20.633606899138332,True,16.762756066548935,16.4,0.3627560665489362,0.022119272350544894,2.2119272350544894
FEM/CZM,weakT,500.0,16.405630923646182,500.1924578004748,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T500_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T500_th45/summary.json,100.0,100x,124,12.258017560423559,12.405826457278383,8.596265146698912,16.223439204402045,True,16.405630923646182,16.2,0.20563092364618285,0.012693266891739682,1.2693266891739683
FEM/CZM,weakT,600.0,16.248267220666577,500.36422852469474,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T600_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T600_th45/summary.json,100.0,100x,128,14.88496291513598,14.951407061815816,10.456699889228346,19.845609846638784,True,16.248267220666577,16.06,0.18826722066657808,0.011722741012862895,1.1722741012862894
FEM/CZM,weakT,700.0,15.89334714990319,500.6539180969665,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T700_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T700_th45/summary.json,100.0,100x,133,21.79462144821292,21.67792042534532,16.918949544379974,26.370032969457355,True,15.89334714990319,15.96,-0.06665285009681021,-0.004176243740401642,-0.4176243740401642
FEM/CZM,weakT,800.0,16.132103643457203,502.74407715351214,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T800_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T800_th45/summary.json,100.0,100x,137,20.71944581254203,20.687960655974567,16.41216733251761,25.672843275152943,True,16.132103643457203,15.88,0.25210364345720215,0.015875544298312477,1.5875544298312478
FEM/CZM,weakT,900.0,15.77680887903436,500.0193281115804,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T900_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T900_th45/summary.json,100.0,100x,134,24.09089711839037,26.153773406142186,16.307931649212684,32.007268194418295,True,15.77680887903436,15.84,-0.06319112096563906,-0.003989338444800446,-0.3989338444800446
FEM/CZM,weakT,1000.0,15.77680887903436,503.576379765456,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T1000_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T1000_th45/summary.json,100.0,100x,131,21.877832887380183,20.602331155813214,16.127505872370993,29.156705369575494,True,15.77680887903436,15.8,-0.02319112096563991,-0.0014677924661797412,-0.14677924661797412
FEM/CZM,weakT,1100.0,15.77680887903436,502.6734438562048,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T1100_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T1100_th45/summary.json,100.0,100x,130,20.55609573856023,20.163335341030262,16.037317431164187,25.590294595340147,True,15.77680887903436,15.8,-0.02319112096563991,-0.0014677924661797412,-0.14677924661797412
FEM/CZM,weakT,1200.0,15.776808878664262,501.1666057900645,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T1200_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/weakT/T1200_th45/summary.json,100.0,100x,136,20.261289108715737,19.243655267344216,16.101958605747207,27.194261795689126,True,15.776808878664262,15.78,-0.0031911213357371793,-0.0002022256866753599,-0.02022256866753599
