framework,class,T_K,Kc_first_MPa_sqrt_m,crack_extension_um,n_growth_events,case_dir,record_source,source_priority,source_file,rate_factor,rate_label,n_r_curve_points,K_mean_all_points_MPa_sqrt_m,K_median_all_points_MPa_sqrt_m,K_p10_all_points_MPa_sqrt_m,K_p90_all_points_MPa_sqrt_m,is_complete,first_passage_MPa_sqrt_m,K_analytic_interp_MPa_sqrt_m,error_vs_analytic_MPa_sqrt_m,relative_error_vs_analytic,percent_error_vs_analytic
FEM/CZM,ceramic,700.0,6.692313586482256,502.0203694522877,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/ceramic/T700_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/ceramic/T700_th45/summary.json,1.0,1x,129,9.50813776079043,9.72573313883946,6.987387610629414,11.858383422811682,True,6.692313586482256,7.12,-0.42768641351774406,-0.06006831650530113,-6.006831650530113
FEM/CZM,ceramic,800.0,5.459509747322313,501.424291007643,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/ceramic/T800_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/ceramic/T800_th45/summary.json,1.0,1x,136,8.126303832182487,6.503157159184751,5.610114643000859,12.353275588832751,True,5.459509747322313,5.68,-0.22049025267768663,-0.038818706457339196,-3.8818706457339194
FEM/CZM,ceramic,900.0,3.445707162167198,501.45576379638055,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/ceramic/T900_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/ceramic/T900_th45/summary.json,1.0,1x,137,6.202873596214021,5.499142857242208,3.8293480960643165,9.134586470222564,True,3.445707162167198,3.6,-0.15429283783280212,-0.04285912162022281,-4.285912162022281
FEM/CZM,ceramic,1000.0,0.5100854191694423,501.487752150487,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/ceramic/T1000_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/ceramic/T1000_th45/summary.json,1.0,1x,114,2.2397529727666456,2.4099097808398793,1.003914122285763,3.4277426071364965,True,0.5100854191694423,0.08,0.43008541916944226,5.376067739618028,537.6067739618028
FEM/CZM,ceramic,1100.0,0.003475708195617368,500.64767677502806,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/ceramic/T1100_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/ceramic/T1100_th45/summary.json,1.0,1x,132,0.18868660949472368,0.1722074435885259,0.03408753234716703,0.3428700802259144,True,0.003475708195617368,0.02,-0.016524291804382633,-0.8262145902191317,-82.62145902191317
FEM/CZM,ceramic,1200.0,3.0378345935081168e-05,503.1377671053899,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/ceramic/T1200_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/ceramic/T1200_th45/summary.json,1.0,1x,119,0.0014860436790413583,0.0015791143984335,0.00026995937563674004,0.00279876051997562,True,3.0378345935081168e-05,0.02,-0.01996962165406492,-0.998481082703246,-99.8481082703246
FEM/CZM,ceramic,300.0,12.126581074969716,500.4941085995222,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T300_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T300_th45/summary.json,10.0,10x,135,15.785016424235305,15.16281835998722,12.166440189889887,20.958393933581892,True,12.126581074969716,11.9,0.22658107496971525,0.019040426468043298,1.9040426468043297
FEM/CZM,ceramic,400.0,10.837124246825743,500.73417193927,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T400_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T400_th45/summary.json,10.0,10x,139,15.026124052055572,15.518410802066043,11.154161791194097,18.213791983922228,True,10.837124246825743,10.82,0.017124246825742873,0.0015826475809374188,0.15826475809374188
FEM/CZM,ceramic,500.0,9.646567093668942,500.25943435522265,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T500_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T500_th45/summary.json,10.0,10x,126,12.256450963095759,11.744398266594299,9.5808020138963,15.540116120776684,True,9.646567093668942,9.76,-0.11343290633105774,-0.011622224009329687,-1.1622224009329687
FEM/CZM,ceramic,600.0,8.694332082451691,501.0102175220708,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T600_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T600_th45/summary.json,10.0,10x,123,10.793552717980601,11.208276185463587,8.500246652250796,12.99503540511669,True,8.694332082451691,8.68,0.014332082451691264,0.0016511615727754913,0.16511615727754914
FEM/CZM,ceramic,700.0,7.160924036841573,501.2067869947692,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T700_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T700_th45/summary.json,10.0,10x,129,9.869762060336164,10.10128305790028,7.315498357916863,12.178822751013293,True,7.160924036841573,7.52,-0.3590759631584266,-0.04774946318596099,-4.774946318596099
FEM/CZM,ceramic,800.0,5.734106348553387,502.7040791414231,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T800_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T800_th45/summary.json,10.0,10x,132,8.198966938583073,8.235207568998774,6.126180151619458,10.119169729148021,True,5.734106348553387,6.18,-0.44589365144661297,-0.0721510762858597,-7.2151076285859705
FEM/CZM,ceramic,900.0,4.172275443987938,502.692885081544,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T900_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T900_th45/summary.json,10.0,10x,130,6.243155493293109,6.193211317619302,4.5998939859233685,7.984952501423517,True,4.172275443987938,4.42,-0.247724556012062,-0.05604627964073801,-5.604627964073801
FEM/CZM,ceramic,1000.0,1.0329048634062699,500.06784578241167,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T1000_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T1000_th45/summary.json,10.0,10x,133,4.116239551339699,3.7356047484479538,2.281025143096715,6.554139487083047,True,1.0329048634062699,0.62,0.41290486340626986,0.665975586139145,66.5975586139145
FEM/CZM,ceramic,1100.0,0.034744019877208855,503.1886975103352,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T1100_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T1100_th45/summary.json,10.0,10x,127,0.7396555619363656,0.7796533172773394,0.34182764891784023,1.0511767129533853,True,0.034744019877208855,0.02,0.014744019877208855,0.7372009938604427,73.72009938604427
FEM/CZM,ceramic,1200.0,0.0003037834550771138,501.8667120720315,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T1200_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/ceramic/T1200_th45/summary.json,10.0,10x,118,0.015007192415772355,0.01574195972348405,0.0026721036319764203,0.029550213784813588,True,0.0003037834550771138,0.02,-0.019696216544922887,-0.9848108272461443,-98.48108272461444
FEM/CZM,ceramic,300.0,12.326933527676145,502.3066881848027,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T300_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T300_th45/summary.json,100.0,100x,134,15.700893739300271,15.554863235071263,12.358287613545233,18.482990776751908,True,12.326933527676145,12.1,0.22693352767614527,0.018754836998028535,1.8754836998028535
FEM/CZM,ceramic,400.0,11.074761573564992,503.31213552634415,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T400_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T400_th45/summary.json,100.0,100x,129,14.673353505027524,15.030556258968607,11.075642830715008,17.66719334463286,True,11.074761573564992,11.04,0.03476157356499243,0.00314869325769859,0.314869325769859
FEM/CZM,ceramic,500.0,9.891280747675555,500.0700657025619,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T500_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T500_th45/summary.json,100.0,100x,137,13.409846213057172,13.860698650010743,9.887663831118926,17.418233188714833,True,9.891280747675555,10.02,-0.12871925232444426,-0.012846232766910605,-1.2846232766910606
FEM/CZM,ceramic,600.0,8.686998479987869,502.1899762802733,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T600_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T600_th45/summary.json,100.0,100x,132,11.58886978874209,10.86746020374897,8.75602538510185,16.438380390527016,True,8.686998479987869,9.0,-0.313001520012131,-0.03477794666801456,-3.4777946668014557
FEM/CZM,ceramic,700.0,7.519448763700161,503.7112970454798,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T700_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T700_th45/summary.json,100.0,100x,127,10.610488089294385,10.633334423756052,7.668139989671193,13.78334132750451,True,7.519448763700161,7.9,-0.3805512362998398,-0.04817104256959997,-4.817104256959997
FEM/CZM,ceramic,800.0,6.326061593671513,501.1701667183156,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T800_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T800_th45/summary.json,100.0,100x,133,9.10391623200595,9.365620610574991,6.5124221271728295,12.42109029974733,True,6.326061593671513,6.66,-0.33393840632848715,-0.050140901851124194,-5.014090185112419
FEM/CZM,ceramic,900.0,4.7732248661162,502.0709915491339,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T900_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T900_th45/summary.json,100.0,100x,130,7.148432114792179,7.233810329730721,5.148671011632901,9.360284004259983,True,4.7732248661162,5.12,-0.3467751338838001,-0.0677295183366797,-6.77295183366797
FEM/CZM,ceramic,1000.0,2.5856636960905006,502.9785139546432,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T1000_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T1000_th45/summary.json,100.0,100x,131,4.8458005111745965,4.929851030115722,3.3059689002651846,6.201101494465318,True,2.5856636960905006,2.48,0.10566369609050064,0.042606329068750254,4.260632906875025
FEM/CZM,ceramic,1100.0,0.3319816345971051,500.6978783113623,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T1100_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T1100_th45/summary.json,100.0,100x,110,1.4700244867168266,1.4745883134953695,0.7066028585046888,2.302531567304483,True,0.3319816345971051,0.02,0.3119816345971051,15.599081729855255,1559.9081729855254
FEM/CZM,ceramic,1200.0,0.0030378273109691323,500.54021311133266,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T1200_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/ceramic/T1200_th45/summary.json,100.0,100x,135,0.16963613183268028,0.164716937008669,0.030423907602543338,0.3166502770487449,True,0.0030378273109691323,0.02,-0.016962172689030868,-0.8481086344515434,-84.81086344515434
FEM/CZM,peak,300.0,25.049451580094576,500.68746354035983,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T300_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T300_th45/summary.json,0.1,0.1x,129,31.25252288896564,30.44729267170592,25.29204888338115,37.634659584250116,True,25.049451580094576,24.6,0.44945158009457487,0.018270389434738816,1.8270389434738816
FEM/CZM,peak,400.0,20.297314029891208,500.53280283734256,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T400_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T400_th45/summary.json,0.1,0.1x,131,25.500195254549983,25.4078967219668,20.474813506474145,31.324231234504435,True,20.297314029891208,20.06,0.2373140298912091,0.011830210861974532,1.1830210861974533
FEM/CZM,peak,500.0,16.304459763183047,503.0401120188594,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T500_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T500_th45/summary.json,0.1,0.1x,129,21.281543545751575,21.068350882941218,16.470155756360114,27.644597854915663,True,16.304459763183047,16.3,0.004459763183046306,0.00027360510325437457,0.027360510325437456
FEM/CZM,peak,600.0,12.986572025381134,500.8405905717417,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T600_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T600_th45/summary.json,0.1,0.1x,133,19.992356578425014,19.661379265781125,13.23894288449658,26.5033459063488,True,12.986572025381134,13.22,-0.23342797461886633,-0.01765718416179019,-1.7657184161790191
FEM/CZM,peak,700.0,11.211358396519266,503.7684911478038,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T700_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T700_th45/summary.json,0.1,0.1x,134,16.40980594515353,17.05260338878591,10.831342384593611,22.684818134214876,True,11.211358396519266,11.48,-0.2686416034807344,-0.023400836540133658,-2.3400836540133656
FEM/CZM,peak,800.0,9.964878466934856,501.5376281540863,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T800_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T800_th45/summary.json,0.1,0.1x,127,11.347436166629722,10.79553859346446,8.59313423190978,14.369421986005657,True,9.964878466934856,9.9,0.06487846693485544,0.006553380498470246,0.6553380498470246
FEM/CZM,peak,900.0,5.734106348579524,501.0292253854905,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T900_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T900_th45/summary.json,0.1,0.1x,129,11.407062033968158,11.693200684252057,6.72552400395102,15.61663205585493,True,5.734106348579524,3.78,1.9541063485795243,0.5169593514760646,51.69593514760646
FEM/CZM,peak,1000.0,0.38784643496511384,501.3733225795612,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T1000_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T1000_th45/summary.json,0.1,0.1x,118,3.107048172477254,3.1704484268460544,0.43339966066452834,6.4793909561741225,True,0.38784643496511384,0.4,-0.012153565034886182,-0.030383912587215456,-3.0383912587215454
FEM/CZM,peak,1100.0,0.003545515626580509,502.4236180901479,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T1100_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T1100_th45/summary.json,0.1,0.1x,132,0.16354788013282093,0.16454259280328748,0.029717810168491583,0.30965129463788016,True,0.003545515626580509,0.02,-0.01645448437341949,-0.8227242186709746,-82.27242186709745
FEM/CZM,peak,1200.0,1.3268913999008493e-07,503.1377671053899,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T1200_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_0.1x/peak/T1200_th45/summary.json,0.1,0.1x,119,7.833615068392466e-06,8.297537821531949e-06,1.4006166706383923e-06,1.4744545286052253e-05,True,1.3268913999008493e-07,0.02,-0.01999986731086001,-0.9999933655430004,-99.99933655430004
FEM/CZM,peak,300.0,25.49981614606334,500.7513713024116,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T300_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T300_th45/summary.json,1.0,1x,124,31.441167792846734,31.702012583078243,25.654657443255115,37.458843930748216,True,25.49981614606334,25.08,0.41981614606334006,0.016739080784024724,1.6739080784024725
FEM/CZM,peak,400.0,20.746730421943518,502.8044201197397,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T400_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T400_th45/summary.json,1.0,1x,135,24.765437975415836,24.219344316061076,20.890166636944215,30.880941207307924,True,20.746730421943518,20.52,0.22673042194351822,0.011049240835454105,1.1049240835454106
FEM/CZM,peak,500.0,16.76682997374109,500.27668683009824,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T500_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T500_th45/summary.json,1.0,1x,118,21.40214261175792,20.85930038712595,16.765014886022232,26.39788076219375,True,16.76682997374109,16.76,0.006829973741087514,0.0004075163330004483,0.04075163330004483
FEM/CZM,peak,600.0,13.59869453396577,500.08201433558287,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T600_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T600_th45/summary.json,1.0,1x,125,16.845107321397364,17.06145273453792,13.544944045507622,20.16536898962794,True,13.59869453396577,13.48,0.11869453396576901,0.008805232490042211,0.8805232490042212
FEM/CZM,peak,700.0,11.056275109759428,501.7367339937716,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T700_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T700_th45/summary.json,1.0,1x,130,14.537166914153984,12.712579857371807,10.695318641873055,20.970194149338003,True,11.056275109759428,11.0,0.05627510975942762,0.0051159190690388745,0.5115919069038875
FEM/CZM,peak,800.0,9.187043069024151,504.3204258410737,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T800_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T800_th45/summary.json,1.0,1x,135,13.892937320249448,14.942725720745688,8.55183449741116,18.231263314811944,True,9.187043069024151,9.4,-0.21295693097584945,-0.022654992657005258,-2.2654992657005257
FEM/CZM,peak,900.0,8.2371150939708,503.65506813830314,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T900_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T900_th45/summary.json,1.0,1x,135,10.603155253936112,10.702493532021936,6.920277769702015,14.35249712002007,True,8.2371150939708,11.92,-3.6828849060291997,-0.308966854532651,-30.8966854532651
FEM/CZM,peak,1000.0,0.6778240235284673,503.8657316865697,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T1000_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T1000_th45/summary.json,1.0,1x,135,6.58452315201601,6.386214492555152,3.8003308246309966,9.904526664336089,True,0.6778240235284673,0.48,0.19782402352846729,0.4121333823509735,41.21333823509735
FEM/CZM,peak,1100.0,0.03539655041731982,502.78672926358774,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T1100_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T1100_th45/summary.json,1.0,1x,130,0.823992148222727,0.865387342437482,0.32332736028208037,1.2419512238696713,True,0.03539655041731982,0.02,0.015396550417319823,0.7698275208659912,76.98275208659912
FEM/CZM,peak,1200.0,1.3252365234294085e-06,503.1377671053899,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T1200_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_1x/peak/T1200_th45/summary.json,1.0,1x,119,7.823965893741095e-05,8.28680989320316e-05,1.398809824281503e-05,0.00014741421601988,True,1.3252365234294085e-06,0.02,-0.01999867476347657,-0.9999337381738286,-99.99337381738286
FEM/CZM,peak,300.0,26.118121808278694,460.89430293722967,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T300_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T300_th45/summary.json,10.0,10x,117,31.381437782341603,30.98321364216819,26.17505558157344,36.11437833394589,False,26.118121808278694,25.56,0.5581218082786954,0.021835751497601544,2.1835751497601543
FEM/CZM,peak,400.0,21.24099129453697,502.6842366774795,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T400_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T400_th45/summary.json,10.0,10x,132,28.53261319994681,27.36440583472378,21.46505461642109,40.226458798316294,True,21.24099129453697,21.0,0.24099129453696833,0.011475775930331824,1.1475775930331824
FEM/CZM,peak,500.0,17.24867071310701,503.78403972072886,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T500_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T500_th45/summary.json,10.0,10x,129,22.560960110910017,22.29131785391957,17.462050920631874,28.54629893879916,True,17.24867071310701,17.24,0.008670713107012062,0.0005029415955343425,0.05029415955343425
FEM/CZM,peak,600.0,14.084008152297864,501.7250314606821,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T600_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T600_th45/summary.json,10.0,10x,123,17.739740264987002,18.270903287840586,14.0816295329286,21.21571065952008,True,14.084008152297864,13.92,0.16400815229786403,0.011782194848984484,1.1782194848984484
FEM/CZM,peak,700.0,10.855416981943785,500.5857515457564,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T700_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T700_th45/summary.json,10.0,10x,133,14.397910062249528,13.776307414019673,11.176630197659202,18.666563698347378,True,10.855416981943785,11.02,-0.16458301805621467,-0.014934938117623836,-1.4934938117623835
FEM/CZM,peak,800.0,8.874317722286055,501.939716317526,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T800_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T800_th45/summary.json,10.0,10x,129,10.70365526861259,9.42918080946832,8.461089700732709,15.7526148614577,True,8.874317722286055,8.84,0.034317722286054675,0.0038820952812279046,0.38820952812279047
FEM/CZM,peak,900.0,6.9314420619286246,502.352180469755,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T900_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T900_th45/summary.json,10.0,10x,135,11.82500205947445,12.174345414815448,6.376274010968347,16.784790584530764,True,6.9314420619286246,7.06,-0.12855793807137506,-0.018209339670166438,-1.8209339670166438
FEM/CZM,peak,1000.0,5.734106348553387,500.70159196755907,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T1000_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T1000_th45/summary.json,10.0,10x,134,10.097335169197862,11.752735232994247,4.602179230454127,14.310599550975184,True,5.734106348553387,3.76,1.974106348553387,0.5250282841897306,52.50282841897306
FEM/CZM,peak,1100.0,0.34845557482566347,502.663506833932,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T1100_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T1100_th45/summary.json,10.0,10x,131,1.1818513386878444,1.1598508964657763,0.6311020058526161,1.6098028435478788,True,0.34845557482566347,0.06,0.2884555748256635,4.8075929137610585,480.75929137610586
FEM/CZM,peak,1200.0,1.32523652316806e-05,503.1377671053899,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T1200_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_10x/peak/T1200_th45/summary.json,10.0,10x,119,0.0007821847346874354,0.0008285847023713,0.00013988098242446,0.00147227794318164,True,1.32523652316806e-05,0.02,-0.01998674763476832,-0.999337381738416,-99.9337381738416
FEM/CZM,peak,300.0,26.56731058917316,502.7024446537819,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T300_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T300_th45/summary.json,100.0,100x,127,32.22089209267204,30.830750406928672,26.79634333010983,39.531333785223325,True,26.56731058917316,26.08,0.4873105891731626,0.018685221977498567,1.8685221977498567
FEM/CZM,peak,400.0,21.6025816002026,502.7555193915969,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T400_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T400_th45/summary.json,100.0,100x,137,26.530648229915595,24.96186517722644,21.9743012320755,34.14075826699894,True,21.6025816002026,21.52,0.08258160020260163,0.0038374349536524923,0.3837434953652492
FEM/CZM,peak,500.0,17.728883427937028,501.41575630131285,,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T500_th45,per_case_summary,1,runs/four_class_exp_floor_CZM_rates_no_branch_500um_theta45/rate_100x/peak/T500_th45/summary.json,100.0,100x,126,22.113129562099388,21.35365003808117,17.73700268833713,27.625420552642687,True,17.728883427937028,17.74,-0.011116572062970675,-0.0006266387859622704,-0.06266387859622705
