candidate_id,temperature_K,Kdot,threshold_action,threshold_mode,tier,barrier,evaluation,stress_Pa,G,D1,D2,DT
A_NATIVE,300.0,0.0005,0.07509316036236147,EXPONENTIAL_CRN_1720_ENGINE1,F0_INTRINSIC_OPENING,cleavage,fixed_K18_intrinsic,7180961047.225788,0.41087650129913017,1.3861892569385025e-05,-0.0005813265507626142,0.0
A_NATIVE,300.0,0.0005,0.07509316036236147,EXPONENTIAL_CRN_1720_ENGINE1,F0_INTRINSIC_OPENING,cleavage,FP_opening_stress,3861046934.872925,0.5280704096547734,0.8574177450834115,-3.7671792420604455,0.0
A_NATIVE,300.0,0.0005,0.07509316036236147,EXPONENTIAL_CRN_1720_ENGINE1,F0_INTRINSIC_OPENING,cleavage,cleavage_action_weighted_opening_stress,,0.5364140065314489,0.8924763942234839,-3.741040364858841,0.0
A_NATIVE,300.0,0.0005,0.07509316036236147,EXPONENTIAL_CRN_1720_ENGINE1,F0_INTRINSIC_OPENING,emission,fixed_K18_intrinsic,7180961047.225788,0.04827490263457832,0.006270448505946058,-0.09927957979150781,0.0
A_NATIVE,300.0,0.0005,0.07509316036236147,EXPONENTIAL_CRN_1720_ENGINE1,F0_INTRINSIC_OPENING,emission,FP_opening_stress,3861046934.872925,0.21605597499407395,0.8028371555339575,-2.1189736106303565,0.0
A_NATIVE,300.0,0.0005,0.07509316036236147,EXPONENTIAL_CRN_1720_ENGINE1,F0_INTRINSIC_OPENING,emission,cleavage_action_weighted_opening_stress,,0.22375095523236826,0.822447687597557,-2.092026420478338,0.0
A_NATIVE,300.0,0.0005,0.07509316036236147,EXPONENTIAL_CRN_1720_ENGINE1,F1_EMISSION_BLUNTING,cleavage,fixed_K18_intrinsic,7180961047.225788,0.41087650129913017,1.3861892569385025e-05,-0.0005813265507626142,0.0
A_NATIVE,300.0,0.0005,0.07509316036236147,EXPONENTIAL_CRN_1720_ENGINE1,F1_EMISSION_BLUNTING,cleavage,FP_opening_stress,3856144503.7004128,0.5291628179227873,0.862202552655796,-3.7648222816695096,0.0
A_NATIVE,300.0,0.0005,0.07509316036236147,EXPONENTIAL_CRN_1720_ENGINE1,F1_EMISSION_BLUNTING,cleavage,cleavage_action_weighted_opening_stress,,0.5374507003581994,0.8968201274962964,-3.7377223028879003,0.0
A_NATIVE,300.0,0.0005,0.07509316036236147,EXPONENTIAL_CRN_1720_ENGINE1,F1_EMISSION_BLUNTING,emission,fixed_K18_intrinsic,7180961047.225788,0.04827490263457832,0.006270448505946058,-0.09927957979150781,0.0
