candidate_id,role,fatigue_classification,fatigue_global_slope,fatigue_local_slope_range,fatigue_R_squared,fatigue_RMS_prediction_residual,second_seed_status,R_transfer_status,K_FP_300K,K_FP_1200K,forward_classification,accessibility_status,F2_status,explicit_thermal_coefficients_changed,P_coordinate_intent,source_branch,source_commit,complete_row_sha256,material_manifest_sha256
A_NATIVE,BASELINE_CONTROL,QUALIFIED_A_NATIVE_BASELINE,,null,,,NOT_REQUIRED_OR_NOT_IN_SOURCE_BUNDLE,{},10.100847214216339,0.00038378962827903735,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,FRACTURE_RESPONSE_ACCESSIBLE;ZERO_LOAD_FIRST_PASSAGE_DOMINATED,STATE_CLOSURE_UNAVAILABLE,False,REFERENCE,codex/v10.2.30-prospective-paris-candidate-design,b29d1b54c6d69c9db969a9d95cd56a7cf429d022,04518e244b7a446a120ea6e2d15a68758cb54a225d099609deeb23da32679971,795aadecb9800682a4aa11a1a88f1a14dd0447ada32aaea175650498519c9adf
P25_TRANSFER_V1_RANK1,RETAINED_FATIGUE_CONTROL,EFFECTIVE_GLOBAL_SLOPE_ONLY,2.4715673454590834,"[1.9446384457612904, 2.8616460052911776]",0.9944487683685128,0.011955111255522547,True,"{""-0.95"": {""developed_qualified"": true, ""global_slope"": 2.3451617896793997, ""median_abs_prediction_residual_decade"": 0.008995212550656039, ""scope"": ""fixed-row transfer diagnostic; no additional fitted R parameter or invented R acceptance tolerance""}, ""0.5"": {""developed_qualified"": true, ""global_slope"": 2.3810516136329127, ""median_abs_prediction_residual_decade"": 0.009091663683955321, ""scope"": ""fixed-row transfer diagnostic; no additional fitted R parameter or invented R acceptance tolerance""}}",0.00011557278761995371,3.7546580181180735e-10,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,RENEWAL_CEILING_DOMINATED;ZERO_LOAD_FIRST_PASSAGE_DOMINATED,STATE_CLOSURE_UNAVAILABLE,False,P1_P2_OPENING_SHAPE_NO_INDEPENDENT_P3,codex/v10.2.30-prospective-paris-candidate-design,b29d1b54c6d69c9db969a9d95cd56a7cf429d022,6aad4fbcce5e9e9a6dcbcb52c954627226332e3e55d7daf8d995d50cecf3d88a,dc3143b080f22aa3e36a7b93516e2d26b45758e4b5461e4059fa9ee4f92cb898
P40_TRANSFER_CALIBRATED_GEN2,RETAINED_FATIGUE_CONTROL,EFFECTIVE_GLOBAL_SLOPE_ONLY,3.69873195352322,"[2.8181418914208125, 4.204155352503832]",0.9947990945742438,0.028671133193594003,True,"{""-0.95"": {""developed_qualified"": true, ""global_slope"": 3.512761682949404, ""median_abs_prediction_residual_decade"": 0.005165044844612599, ""scope"": ""fixed-row transfer diagnostic; no additional fitted R parameter or invented R acceptance tolerance""}, ""0.5"": {""developed_qualified"": true, ""global_slope"": 3.5014488718842576, ""median_abs_prediction_residual_decade"": 0.004453512716434809, ""scope"": ""fixed-row transfer diagnostic; no additional fitted R parameter or invented R acceptance tolerance""}}",0.0005131906114297735,3.7546580181180735e-10,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,RENEWAL_CEILING_DOMINATED;ZERO_LOAD_FIRST_PASSAGE_DOMINATED,STATE_CLOSURE_UNAVAILABLE,False,P1_P2_OPENING_SHAPE_NO_INDEPENDENT_P3,codex/v10.2.30-prospective-paris-candidate-design,b29d1b54c6d69c9db969a9d95cd56a7cf429d022,142e0c7dc0c00193d62aa1cb9c5120cea0261a0f41a7949071dac710ec97a729,68686f49551fd679375dd112b3e1ee7604ac3b2ecd9cb906bb1124a2fa66f649
P55_TRANSFER_V1_RANK1,HIGH_SLOPE_BOUNDARY_NOT_RETAINED_AS_VALIDATED_CONTROL,TARGET_NOT_TRANSFERRED_WITH_SINGLE_EXP_FLOOR,4.946010610091776,"[4.0000109450424, 5.3601282148169975]",,0.06800256744662986,NOT_REQUIRED_OR_NOT_IN_SOURCE_BUNDLE,{},0.0023972236412417107,3.7546580181180735e-10,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,RENEWAL_CEILING_DOMINATED;ZERO_LOAD_FIRST_PASSAGE_DOMINATED,STATE_CLOSURE_UNAVAILABLE,False,P1_P2_OPENING_SHAPE_NO_INDEPENDENT_P3,codex/v10.2.30-prospective-paris-candidate-design,b29d1b54c6d69c9db969a9d95cd56a7cf429d022,6c43fd32c4c5e74d028b71441f07fad32d4cecd18cf6239e6897ab3290a093cd,eb7cf56c1f3e18021173f1e2237001d336b2fceb1d21f88308d6ab2fc87f580e
