candidate_id,temperature_K,barrier,stress_Pa,G,D1,D2,DT
A_NATIVE,300,cleavage,0.0,1.8433725545182824,0.0,0.0,0.0
A_NATIVE,300,emission,0.0,1.6206148624420167,0.0,0.0,0.0
A_NATIVE,300,cleavage,250000000.0,1.8421698143853527,0.003513626559838983,0.010260224500806651,0.0
A_NATIVE,300,emission,250000000.0,1.6104808664421084,0.021573695709874628,0.04577793979888482,0.0
A_NATIVE,300,cleavage,500000000.0,1.8342785360417562,0.026493441688726395,0.07693605103381801,0.0
A_NATIVE,300,emission,500000000.0,1.5765643402552716,0.09275039527175721,0.19246306612901593,0.0
A_NATIVE,300,cleavage,750000000.0,1.8138425647753837,0.08540799348273066,0.24441221956313344,0.0
A_NATIVE,300,emission,750000000.0,1.5179061080346383,0.21203501869666527,0.4222669681675543,0.0
A_NATIVE,300,cleavage,1000000000.0,1.7758453595352386,0.19262709841076325,0.5357839350246273,0.0
A_NATIVE,300,emission,1000000000.0,1.4360288941175654,0.37013012182388183,0.6918084496414416,0.0
A_NATIVE,300,cleavage,1250000000.0,1.7165559722937376,0.3537189726153692,0.9379462516489543,0.0
A_NATIVE,300,emission,1250000000.0,1.3341507520885603,0.552362527605183,0.94249344122306,0.0
A_NATIVE,300,cleavage,1500000000.0,1.6340966296569943,0.5645986352348362,1.389483611787941,0.0
A_NATIVE,300,emission,1500000000.0,1.2167322734695525,0.7409014101576027,1.1127183605314706,0.0
A_NATIVE,300,cleavage,1750000000.0,1.5289467172946216,0.8097697554574812,1.7801348541074922,0.0
A_NATIVE,300,emission,1750000000.0,1.089009109631782,0.9172425965381554,1.150858233512766,0.0
A_NATIVE,300,cleavage,2000000000.0,1.404206673439243,1.0628504037416533,1.9690281008757407,0.0
A_NATIVE,300,emission,2000000000.0,0.95650191807952,1.064671797592979,1.026276650727904,0.0
A_NATIVE,300,cleavage,2250000000.0,1.265470947893777,1.2901371253754266,1.8228744946982969,0.0
A_NATIVE,300,emission,2250000000.0,0.8245438822883526,1.170335553972789,0.7358782882403635,0.0
A_NATIVE,300,cleavage,2500000000.0,1.1202351488798015,1.45704032362094,1.265519142579432,0.0
