candidate_id,temperature_K,Kdot,intrinsic_K_FP,F1_K_FP,blunting_shift,retained_shielding_shift,transport_shift,full_predicted_K_FP,F2_status,F1_status
A_NATIVE,300.0,0.0005,9.678209416629832,9.888036827416723,0.20982741078689138,,,,STATE_CLOSURE_UNAVAILABLE,FIRST_PASSAGE
A_NATIVE,325.0,0.0005,9.248558619469094,9.458890578007878,0.2103319585387844,,,,STATE_CLOSURE_UNAVAILABLE,FIRST_PASSAGE
A_NATIVE,350.0,0.0005,8.891118603503259,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,375.0,0.0005,8.57972607401539,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,400.0,0.0005,8.3000884809429,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,425.0,0.0005,8.043473826694534,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,450.0,0.0005,7.804106642566179,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,475.0,0.0005,7.577927456337679,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,500.0,0.0005,7.361937493405544,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,525.0,0.0005,7.153823849096047,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,550.0,0.0005,6.951730578912386,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,575.0,0.0005,6.754110503710197,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,600.0,0.0005,6.559623595404063,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,625.0,0.0005,6.36706275884025,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,650.0,0.0005,6.17529536274058,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,675.0,0.0005,5.98321268596976,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,700.0,0.0005,5.789681148801424,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,725.0,0.0005,5.593489426342481,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,750.0,0.0005,5.393284318911909,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,775.0,0.0005,5.187484977929002,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,800.0,0.0005,4.974158042125078,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,825.0,0.0005,4.750821053403273,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,850.0,0.0005,4.514106133753735,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,875.0,0.0005,4.259122148556152,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,900.0,0.0005,3.978060194824161,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,925.0,0.0005,3.6564835030050973,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,950.0,0.0005,3.2606549594263776,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,975.0,0.0005,2.678336498963108,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
A_NATIVE,1000.0,0.0005,1.4595922313464431,,,,,,STATE_CLOSURE_UNAVAILABLE,STATE_CLOSURE_UNAVAILABLE
