temperature_K,context_id,surface_id,endurance_binary,score
100.0,ctx_FCC_like_case29,EXP_00036,0,15.6
100.0,ctx_FCC_like_case29,EXP_00037,0,14.7
100.0,ctx_FCC_like_case29,EXP_00038,1,31.9
100.0,ctx_FCC_like_case29,EXP_00039,0,20.2
100.0,ctx_FCC_like_case29,EXP_00040,0,16.3
100.0,ctx_FCC_like_case29,EXP_00041,0,15.6
100.0,ctx_FCC_like_case29,EXP_00042,0,20.0
100.0,ctx_FCC_like_case29,EXP_00043,1,32.7
100.0,ctx_FCC_like_case29,EXP_00044,0,8.4
100.0,ctx_FCC_like_case29,EXP_00045,0,31.8
100.0,ctx_FCC_like_case29,EXP_00046,0,23.4
100.0,ctx_FCC_like_case29,EXP_00047,0,15.5
100.0,ctx_FCC_like_case29,EXP_00048,0,22.6
100.0,ctx_FCC_like_case29,EXP_00049,0,14.1
100.0,ctx_FCC_like_case29,EXP_00050,1,29.9
100.0,ctx_FCC_like_case29,EXP_00051,0,14.5
100.0,ctx_FCC_like_case29,EXP_00052,0,14.4
100.0,ctx_FCC_like_case29,EXP_00053,0,17.6
100.0,ctx_FCC_like_case29,EXP_00054,1,32.7
100.0,ctx_FCC_like_case29,EXP_00055,0,17.3
100.0,ctx_FCC_like_case29,EXP_00056,0,16.4
100.0,ctx_FCC_like_case29,EXP_00057,0,17.0
100.0,ctx_FCC_like_case29,EXP_00058,0,15.8
100.0,ctx_FCC_like_case29,EXP_00059,0,16.3
100.0,ctx_FCC_like_case29,EXP_00060,0,16.7
100.0,ctx_FCC_like_case29,EXP_00061,1,32.7
100.0,ctx_FCC_like_case29,EXP_00062,0,18.7
100.0,ctx_FCC_like_case29,EXP_00063,0,24.8
100.0,ctx_FCC_like_case29,EXP_00064,0,20.3
100.0,ctx_FCC_like_case29,EXP_00065,1,31.2
100.0,ctx_FCC_like_case29,EXP_00066,1,32.7
100.0,ctx_FCC_like_case29,EXP_00067,0,17.5
100.0,ctx_FCC_like_case29,EXP_00068,0,15.5
100.0,ctx_FCC_like_case29,EXP_00069,1,32.5
100.0,ctx_FCC_like_case29,EXP_00070,1,32.7
100.0,ctx_FCC_like_case29,EXP_00071,0,19.4
100.0,ctx_FCC_like_case29,EXP_00072,0,17.4
100.0,ctx_FCC_like_case29,EXP_00073,0,16.3
100.0,ctx_FCC_like_case29,EXP_00074,0,18.7
100.0,ctx_FCC_like_case29,EXP_00075,0,19.3
100.0,ctx_FCC_like_case29,EXP_00076,1,32.1
100.0,ctx_FCC_like_case29,EXP_00077,0,21.8
100.0,ctx_FCC_like_case29,EXP_00078,0,21.3
100.0,ctx_FCC_like_case29,EXP_00079,0,16.9
100.0,ctx_FCC_like_case29,EXP_00080,0,18.8
100.0,ctx_FCC_like_case29,EXP_00081,1,32.7
100.0,ctx_FCC_like_case29,EXP_00082,0,18.1
100.0,ctx_FCC_like_case29,EXP_00083,1,32.7
100.0,ctx_FCC_like_case29,EXP_00084,1,32.7
100.0,ctx_FCC_like_case29,EXP_00085,0,14.8
100.0,ctx_FCC_like_case29,EXP_00086,0,25.9
100.0,ctx_FCC_like_case29,EXP_00087,1,32.7
100.0,ctx_FCC_like_case29,EXP_00088,0,19.0
100.0,ctx_FCC_like_case29,EXP_00089,0,16.0
100.0,ctx_FCC_like_case29,EXP_00090,0,19.2
100.0,ctx_FCC_like_case29,EXP_00091,1,32.7
100.0,ctx_FCC_like_case29,EXP_00092,0,20.9
100.0,ctx_FCC_like_case29,EXP_00093,1,31.9
100.0,ctx_FCC_like_case29,EXP_00094,0,16.6
100.0,ctx_FCC_like_case29,EXP_00095,1,32.7
100.0,ctx_FCC_like_case29,EXP_00096,0,20.4
100.0,ctx_FCC_like_case29,EXP_00097,0,16.6
100.0,ctx_FCC_like_case29,EXP_00098,0,23.6
100.0,ctx_FCC_like_case29,EXP_00099,0,14.3
100.0,ctx_FCC_like_case29,EXP_00100,0,23.6
100.0,ctx_FCC_like_case29,EXP_00101,0,19.8
100.0,ctx_FCC_like_case29,EXP_00102,0,32.3
100.0,ctx_FCC_like_case29,EXP_00103,0,23.5
100.0,ctx_FCC_like_case29,EXP_00104,0,16.2
100.0,ctx_FCC_like_case29,EXP_00105,0,18.9
100.0,ctx_FCC_like_case29,EXP_00106,0,15.0
100.0,ctx_FCC_like_case29,EXP_00107,0,25.6
100.0,ctx_FCC_like_case29,EXP_00108,1,32.7
100.0,ctx_FCC_like_case29,EXP_00109,0,19.7
100.0,ctx_FCC_like_case29,EXP_00110,0,16.9
100.0,ctx_FCC_like_case29,EXP_00111,0,23.9
100.0,ctx_FCC_like_case29,EXP_00112,0,4.4
100.0,ctx_FCC_like_case29,EXP_00113,0,26.1
100.0,ctx_FCC_like_case29,EXP_00114,0,18.9
100.0,ctx_FCC_like_case29,EXP_00115,0,24.4
100.0,ctx_FCC_like_case29,EXP_00116,0,16.2
100.0,ctx_FCC_like_case29,EXP_00117,0,15.4
100.0,ctx_FCC_like_case29,EXP_00118,0,25.3
100.0,ctx_FCC_like_case29,EXP_00119,0,20.2
100.0,ctx_FCC_like_case29,EXP_00120,0,4.4
100.0,ctx_FCC_like_case29,EXP_00121,0,23.3
100.0,ctx_FCC_like_case29,EXP_00122,0,14.8
100.0,ctx_FCC_like_case29,EXP_00123,0,19.8
100.0,ctx_FCC_like_case29,EXP_00124,0,16.0
100.0,ctx_FCC_like_case29,EXP_00125,0,22.0
100.0,ctx_FCC_like_case29,EXP_00126,0,19.0
100.0,ctx_FCC_like_case29,EXP_00127,0,19.6
100.0,ctx_FCC_like_case29,EXP_00128,0,19.8
100.0,ctx_FCC_like_case29,EXP_00129,1,27.8
100.0,ctx_FCC_like_case29,EXP_00130,0,15.2
100.0,ctx_FCC_like_case29,EXP_00131,0,25.0
100.0,ctx_FCC_like_case29,EXP_00132,0,4.4
100.0,ctx_FCC_like_case29,EXP_00133,1,32.7
100.0,ctx_FCC_like_case29,EXP_00134,0,15.6
100.0,ctx_FCC_like_case29,EXP_00135,0,23.9
100.0,ctx_FCC_like_case29,EXP_00136,0,19.3
100.0,ctx_FCC_like_case29,EXP_00137,0,7.2
100.0,ctx_FCC_like_case29,EXP_00138,0,16.5
100.0,ctx_FCC_like_case29,EXP_00139,0,19.8
100.0,ctx_FCC_like_case29,EXP_00140,0,15.3
100.0,ctx_FCC_like_case29,EXP_00141,0,23.1
100.0,ctx_FCC_like_case29,EXP_00142,0,17.9
100.0,ctx_FCC_like_case29,EXP_00143,0,17.2
100.0,ctx_FCC_like_case29,EXP_00144,1,32.7
100.0,ctx_FCC_like_case29,EXP_00145,0,17.1
100.0,ctx_FCC_like_case29,EXP_00146,0,15.6
100.0,ctx_FCC_like_case29,EXP_00147,0,4.4
100.0,ctx_FCC_like_case29,EXP_00148,0,15.4
100.0,ctx_FCC_like_case29,EXP_00149,0,14.5
100.0,ctx_FCC_like_case29,EXP_00150,0,14.7
100.0,ctx_FCC_like_case29,EXP_00151,0,4.4
100.0,ctx_FCC_like_case29,EXP_00152,0,4.4
100.0,ctx_FCC_like_case29,EXP_00153,0,4.4
100.0,ctx_FCC_like_case29,EXP_00154,0,4.4
100.0,ctx_FCC_like_case29,EXP_00155,0,4.4
100.0,ctx_FCC_like_case29,EXP_00156,0,16.6
100.0,ctx_FCC_like_case29,EXP_00157,0,4.4
100.0,ctx_FCC_like_case29,EXP_00158,0,4.4
100.0,ctx_FCC_like_case29,EXP_00159,0,4.4
100.0,ctx_FCC_like_case29,EXP_00160,0,4.4
100.0,ctx_FCC_like_case29,EXP_00161,0,4.4
100.0,ctx_FCC_like_case29,EXP_00162,0,17.5
100.0,ctx_FCC_like_case29,EXP_00163,0,4.4
100.0,ctx_FCC_like_case29,EXP_00164,0,4.4
100.0,ctx_FCC_like_case29,EXP_00165,0,19.5
100.0,ctx_FCC_like_case29,EXP_00166,0,4.4
100.0,ctx_FCC_like_case29,EXP_00167,0,4.4
100.0,ctx_FCC_like_case29,EXP_00168,0,4.4
100.0,ctx_FCC_like_case29,EXP_00169,0,4.4
100.0,ctx_FCC_like_case29,EXP_00170,0,4.4
100.0,ctx_FCC_like_case29,EXP_00171,0,4.4
100.0,ctx_FCC_like_case29,EXP_00172,1,32.7
100.0,ctx_FCC_like_case29,EXP_00173,0,4.4
100.0,ctx_FCC_like_case29,EXP_00174,0,4.4
100.0,ctx_FCC_like_case29,EXP_00175,0,4.4
100.0,ctx_FCC_like_case29,EXP_00176,0,4.4
100.0,ctx_FCC_like_case29,EXP_00177,0,4.4
100.0,ctx_FCC_like_case29,EXP_00178,0,4.4
100.0,ctx_FCC_like_case29,EXP_00179,0,4.4
100.0,ctx_FCC_like_case29,EXP_00180,0,4.4
100.0,ctx_FCC_like_case29,EXP_00181,0,4.4
100.0,ctx_FCC_like_case29,EXP_00182,0,4.4
100.0,ctx_FCC_like_case29,EXP_00183,0,17.4
100.0,ctx_FCC_like_case29,EXP_00184,0,4.4
100.0,ctx_FCC_like_case29,EXP_00185,1,4.4
100.0,ctx_FCC_like_case29,EXP_00186,0,4.4
100.0,ctx_FCC_like_case29,EXP_00187,0,4.4
100.0,ctx_FCC_like_case29,EXP_00188,0,4.4
100.0,ctx_FCC_like_case29,EXP_00189,0,4.4
100.0,ctx_FCC_like_case29,EXP_00190,0,4.4
100.0,ctx_FCC_like_case29,EXP_00191,0,4.4
100.0,ctx_FCC_like_case29,EXP_00192,0,15.5
100.0,ctx_FCC_like_case29,EXP_00193,1,32.7
100.0,ctx_FCC_like_case29,EXP_00194,0,20.2
100.0,ctx_FCC_like_case29,EXP_00195,1,32.7
100.0,ctx_FCC_like_case29,EXP_00196,1,31.9
100.0,ctx_FCC_like_case29,EXP_00197,0,17.5
100.0,ctx_FCC_like_case29,EXP_00198,0,16.3
100.0,ctx_FCC_like_case29,EXP_00199,1,32.7
100.0,ctx_FCC_like_case29,EXP_00200,0,14.6
100.0,ctx_FCC_like_case29,EXP_00201,1,23.7
100.0,ctx_FCC_like_case29,EXP_00202,0,18.9
100.0,ctx_FCC_like_case29,EXP_00203,0,15.7
100.0,ctx_FCC_like_case29,EXP_00204,0,14.5
100.0,ctx_FCC_like_case29,EXP_00205,0,17.0
100.0,ctx_FCC_like_case29,EXP_00206,0,20.1
100.0,ctx_FCC_like_case29,EXP_00207,1,31.2
100.0,ctx_FCC_like_case29,EXP_00208,0,20.3
100.0,ctx_FCC_like_case29,EXP_00209,0,17.3
100.0,ctx_FCC_like_case29,EXP_00210,0,20.6
100.0,ctx_FCC_like_case29,EXP_00211,0,15.1
100.0,ctx_FCC_like_case29,EXP_00212,1,32.7
100.0,ctx_FCC_like_case29,EXP_00213,0,17.9
100.0,ctx_FCC_like_case29,EXP_00214,0,15.0
100.0,ctx_FCC_like_case29,EXP_00215,1,32.6
100.0,ctx_FCC_like_case29,EXP_00216,0,19.3
100.0,ctx_FCC_like_case29,EXP_00217,0,16.0
100.0,ctx_FCC_like_case29,EXP_00218,0,20.9
100.0,ctx_FCC_like_case29,EXP_00219,0,15.1
100.0,ctx_FCC_like_case29,EXP_00220,0,15.6
100.0,ctx_FCC_like_case29,EXP_00221,0,28.1
100.0,ctx_FCC_like_case29,EXP_00222,1,30.7
100.0,ctx_FCC_like_case29,EXP_00223,0,20.1
100.0,ctx_FCC_like_case29,EXP_00224,0,16.9
100.0,ctx_FCC_like_case29,EXP_00225,0,16.9
100.0,ctx_FCC_like_case29,EXP_00226,0,14.9
100.0,ctx_FCC_like_case29,EXP_00227,0,17.4
100.0,ctx_FCC_like_case29,EXP_00228,0,19.4
100.0,ctx_FCC_like_case29,EXP_00229,0,15.6
100.0,ctx_FCC_like_case29,EXP_00230,0,23.5
100.0,ctx_FCC_like_case29,EXP_00231,0,18.3
100.0,ctx_FCC_like_case29,EXP_00232,0,4.4
100.0,ctx_FCC_like_case29,EXP_00233,0,4.4
100.0,ctx_FCC_like_case29,EXP_00234,0,4.4
100.0,ctx_FCC_like_case29,EXP_00235,0,4.4
100.0,ctx_FCC_like_case29,EXP_00236,0,14.2
100.0,ctx_FCC_like_case29,EXP_00237,0,14.3
100.0,ctx_FCC_like_case29,EXP_00238,0,4.4
100.0,ctx_FCC_like_case29,EXP_00239,0,4.4
100.0,ctx_FCC_like_case29,EXP_00240,0,4.4
100.0,ctx_FCC_like_case29,EXP_00241,0,4.4
100.0,ctx_FCC_like_case29,EXP_00242,0,4.4
100.0,ctx_FCC_like_case29,EXP_00243,0,4.4
100.0,ctx_FCC_like_case29,EXP_00244,0,14.5
100.0,ctx_FCC_like_case29,EXP_00245,1,4.4
100.0,ctx_FCC_like_case29,EXP_00246,0,14.1
100.0,ctx_FCC_like_case29,EXP_00247,0,14.8
100.0,ctx_FCC_like_case29,EXP_00248,1,32.3
100.0,ctx_FCC_like_case29,EXP_00249,0,4.4
100.0,ctx_FCC_like_case29,EXP_00250,0,17.9
100.0,ctx_FCC_like_case29,EXP_00251,0,4.4
100.0,ctx_FCC_like_case29,EXP_00252,1,9.8
100.0,ctx_FCC_like_case29,EXP_00253,0,4.4
100.0,ctx_FCC_like_case29,EXP_00254,0,16.1
100.0,ctx_FCC_like_case29,EXP_00255,0,16.8
100.0,ctx_FCC_like_case29,EXP_00256,0,16.8
100.0,ctx_FCC_like_case29,EXP_00257,0,17.5
100.0,ctx_FCC_like_case29,EXP_00258,0,16.3
100.0,ctx_FCC_like_case29,EXP_00259,0,17.9
100.0,ctx_FCC_like_case29,EXP_00260,0,27.8
100.0,ctx_FCC_like_case29,EXP_00261,0,32.7
100.0,ctx_FCC_like_case29,EXP_00262,0,15.0
100.0,ctx_FCC_like_case29,EXP_00263,0,17.9
100.0,ctx_FCC_like_case29,EXP_00264,0,6.0
100.0,ctx_FCC_like_case29,EXP_00265,0,20.3
100.0,ctx_FCC_like_case29,EXP_00266,0,19.6
100.0,ctx_FCC_like_case29,EXP_00267,1,32.7
100.0,ctx_FCC_like_case29,EXP_00268,1,32.7
100.0,ctx_FCC_like_case29,EXP_00269,0,14.2
100.0,ctx_FCC_like_case29,EXP_00270,0,16.2
100.0,ctx_FCC_like_case29,EXP_00271,1,32.7
100.0,ctx_FCC_like_case29,EXP_00272,0,14.2
100.0,ctx_FCC_like_case29,EXP_00273,0,19.4
100.0,ctx_FCC_like_case29,EXP_00274,0,24.2
100.0,ctx_FCC_like_case29,EXP_00275,0,21.7
100.0,ctx_FCC_like_case29,EXP_00276,0,32.7
100.0,ctx_FCC_like_case29,EXP_00277,0,23.4
100.0,ctx_FCC_like_case29,EXP_00278,0,29.7
100.0,ctx_FCC_like_case29,EXP_00279,0,16.0
100.0,ctx_FCC_like_case29,EXP_00280,1,32.7
100.0,ctx_FCC_like_case29,EXP_00281,0,19.8
100.0,ctx_FCC_like_case29,EXP_00282,0,17.9
100.0,ctx_FCC_like_case29,EXP_00283,0,17.2
100.0,ctx_FCC_like_case29,EXP_00284,0,19.4
100.0,ctx_FCC_like_case29,EXP_00285,0,18.0
100.0,ctx_FCC_like_case29,EXP_00286,0,26.7
100.0,ctx_FCC_like_case29,EXP_00287,0,20.1
100.0,ctx_FCC_like_case29,EXP_00288,0,18.5
100.0,ctx_FCC_like_case29,EXP_00289,1,32.7
100.0,ctx_FCC_like_case29,EXP_00290,0,23.1
100.0,ctx_FCC_like_case29,EXP_00291,0,19.4
100.0,ctx_FCC_like_case29,EXP_00292,0,4.4
100.0,ctx_FCC_like_case29,EXP_00293,0,16.2
100.0,ctx_FCC_like_case29,EXP_00294,0,16.7
100.0,ctx_FCC_like_case29,EXP_00295,0,17.6
100.0,ctx_FCC_like_case29,EXP_00296,0,17.2
100.0,ctx_FCC_like_case29,EXP_00297,0,15.6
100.0,ctx_FCC_like_case29,EXP_00298,0,16.6
100.0,ctx_FCC_like_case29,EXP_00299,0,15.2
100.0,ctx_FCC_like_case29,EXP_00300,0,16.0
100.0,ctx_FCC_like_case29,EXP_00301,0,19.5
100.0,ctx_FCC_like_case29,EXP_00302,0,23.7
100.0,ctx_FCC_like_case29,EXP_00303,0,26.9
100.0,ctx_FCC_like_case29,EXP_00304,0,16.3
100.0,ctx_FCC_like_case29,EXP_00305,0,19.5
100.0,ctx_FCC_like_case29,EXP_00306,0,20.0
100.0,ctx_FCC_like_case29,EXP_00307,1,32.7
100.0,ctx_FCC_like_case29,EXP_00308,1,32.7
100.0,ctx_FCC_like_case29,EXP_00309,0,19.2
100.0,ctx_FCC_like_case29,EXP_00310,0,30.7
100.0,ctx_FCC_like_case29,EXP_00311,0,17.4
100.0,ctx_FCC_like_case29,EXP_00312,0,24.2
100.0,ctx_FCC_like_case29,EXP_00313,1,32.7
100.0,ctx_FCC_like_case29,EXP_00314,0,21.5
100.0,ctx_FCC_like_case29,EXP_00315,0,24.6
100.0,ctx_FCC_like_case29,EXP_00316,0,23.0
100.0,ctx_FCC_like_case29,EXP_00317,0,16.3
100.0,ctx_FCC_like_case29,EXP_00318,0,22.1
100.0,ctx_FCC_like_case29,EXP_00319,0,17.5
100.0,ctx_FCC_like_case29,EXP_00320,0,23.8
100.0,ctx_FCC_like_case29,EXP_00321,1,32.7
100.0,ctx_FCC_like_case29,EXP_00322,1,32.7
100.0,ctx_FCC_like_case29,EXP_00323,1,32.7
100.0,ctx_FCC_like_case29,EXP_00324,1,32.7
100.0,ctx_FCC_like_case29,EXP_00325,0,14.2
100.0,ctx_FCC_like_case29,EXP_00326,0,18.3
100.0,ctx_FCC_like_case29,EXP_00327,0,15.3
100.0,ctx_FCC_like_case29,EXP_00328,0,14.7
100.0,ctx_FCC_like_case29,EXP_00329,0,17.5
100.0,ctx_FCC_like_case29,EXP_00330,0,7.2
100.0,ctx_FCC_like_case29,EXP_00331,0,17.1
100.0,ctx_FCC_like_case29,EXP_00332,0,18.5
100.0,ctx_FCC_like_case29,EXP_00333,1,29.4
100.0,ctx_FCC_like_case29,EXP_00334,1,31.4
100.0,ctx_FCC_like_case29,EXP_00335,0,22.1
100.0,ctx_FCC_like_case29,EXP_00336,0,29.8
100.0,ctx_FCC_like_case29,EXP_00337,0,18.1
100.0,ctx_FCC_like_case29,EXP_00338,0,17.9
100.0,ctx_FCC_like_case29,EXP_00339,0,15.1
100.0,ctx_FCC_like_case29,EXP_00340,0,32.6
100.0,ctx_FCC_like_case29,EXP_00341,0,9.6
100.0,ctx_FCC_like_case29,EXP_00342,0,18.9
100.0,ctx_FCC_like_case29,EXP_00343,0,16.9
100.0,ctx_FCC_like_case29,EXP_00344,0,15.3
100.0,ctx_FCC_like_case29,EXP_00345,1,32.7
100.0,ctx_FCC_like_case29,EXP_00346,0,15.7
100.0,ctx_FCC_like_case29,EXP_00347,0,14.5
100.0,ctx_FCC_like_case29,EXP_00348,0,15.4
100.0,ctx_FCC_like_case29,EXP_00349,0,20.1
100.0,ctx_FCC_like_case29,EXP_00350,0,6.3
100.0,ctx_FCC_like_case29,EXP_00351,0,19.2
100.0,ctx_FCC_like_case29,EXP_00352,0,16.1
100.0,ctx_FCC_like_case29,EXP_00353,0,19.2
100.0,ctx_FCC_like_case29,EXP_00354,0,17.9
100.0,ctx_FCC_like_case29,EXP_00355,0,16.0
100.0,ctx_FCC_like_case29,EXP_00356,0,21.4
100.0,ctx_FCC_like_case29,EXP_00357,0,17.0
100.0,ctx_FCC_like_case29,EXP_00358,0,17.2
100.0,ctx_FCC_like_case29,EXP_00359,0,17.2
100.0,ctx_FCC_like_case29,EXP_00360,0,16.6
100.0,ctx_FCC_like_case29,EXP_00361,0,18.0
100.0,ctx_FCC_like_case29,EXP_00362,1,32.6
100.0,ctx_FCC_like_case29,EXP_00363,0,17.5
100.0,ctx_FCC_like_case29,EXP_00364,1,28.5
100.0,ctx_FCC_like_case29,EXP_00365,0,18.0
100.0,ctx_FCC_like_case29,EXP_00366,0,18.1
100.0,ctx_FCC_like_case29,EXP_00367,0,23.5
100.0,ctx_FCC_like_case29,EXP_00368,0,4.4
100.0,ctx_FCC_like_case29,EXP_00369,0,15.1
100.0,ctx_FCC_like_case29,EXP_00370,0,23.9
100.0,ctx_FCC_like_case29,EXP_00371,0,21.5
100.0,ctx_FCC_like_case29,EXP_00372,0,4.4
100.0,ctx_FCC_like_case29,EXP_00373,0,21.7
100.0,ctx_FCC_like_case29,EXP_00374,0,16.2
100.0,ctx_FCC_like_case29,EXP_00375,0,16.9
100.0,ctx_FCC_like_case29,EXP_00376,0,4.8
100.0,ctx_FCC_like_case29,EXP_00377,0,14.9
100.0,ctx_FCC_like_case29,EXP_00378,0,14.7
100.0,ctx_FCC_like_case29,EXP_00379,0,16.8
100.0,ctx_FCC_like_case29,EXP_00380,0,29.1
100.0,ctx_FCC_like_case29,EXP_00381,0,14.7
100.0,ctx_FCC_like_case29,EXP_00382,1,32.3
100.0,ctx_FCC_like_case29,EXP_00383,0,4.4
100.0,ctx_FCC_like_case29,EXP_00384,0,14.4
100.0,ctx_FCC_like_case29,EXP_00385,0,19.0
100.0,ctx_FCC_like_case29,EXP_00386,0,15.8
100.0,ctx_FCC_like_case29,EXP_00387,1,23.6
100.0,ctx_FCC_like_case29,EXP_00388,1,4.4
100.0,ctx_FCC_like_case29,EXP_00389,0,15.4
100.0,ctx_FCC_like_case29,EXP_00390,0,14.1
100.0,ctx_FCC_like_case29,EXP_00391,0,14.3
100.0,ctx_FCC_like_case29,EXP_00392,0,17.2
100.0,ctx_FCC_like_case29,EXP_00393,0,15.7
100.0,ctx_FCC_like_case29,EXP_00394,0,18.8
100.0,ctx_FCC_like_case29,EXP_00395,0,23.4
100.0,ctx_FCC_like_case29,EXP_00396,0,7.5
100.0,ctx_FCC_like_case29,EXP_00397,0,18.3
100.0,ctx_FCC_like_case29,EXP_00398,1,32.7
100.0,ctx_FCC_like_case29,EXP_00399,0,29.5
100.0,ctx_FCC_like_case29,EXP_00400,0,4.4
100.0,ctx_FCC_like_case29,EXP_00401,0,4.4
100.0,ctx_FCC_like_case29,EXP_00402,0,17.4
100.0,ctx_FCC_like_case29,EXP_00403,0,4.4
100.0,ctx_FCC_like_case29,EXP_00404,0,17.0
100.0,ctx_FCC_like_case29,EXP_00405,1,24.9
100.0,ctx_FCC_like_case29,EXP_00406,1,22.9
100.0,ctx_FCC_like_case29,EXP_00407,0,19.6
100.0,ctx_FCC_like_case29,EXP_00408,0,4.4
100.0,ctx_FCC_like_case29,EXP_00409,0,4.4
100.0,ctx_FCC_like_case29,EXP_00410,0,4.4
100.0,ctx_FCC_like_case29,EXP_00411,0,4.4
100.0,ctx_FCC_like_case29,EXP_00412,0,4.4
100.0,ctx_FCC_like_case29,EXP_00413,0,14.8
100.0,ctx_FCC_like_case29,EXP_00414,0,4.4
100.0,ctx_FCC_like_case29,EXP_00415,0,15.0
100.0,ctx_FCC_like_case29,EXP_00416,0,4.4
100.0,ctx_FCC_like_case29,EXP_00417,0,4.4
100.0,ctx_FCC_like_case29,EXP_00418,0,4.4
100.0,ctx_FCC_like_case29,EXP_00419,0,4.4
100.0,ctx_FCC_like_case29,EXP_00420,0,4.4
100.0,ctx_FCC_like_case29,EXP_00421,0,4.4
100.0,ctx_FCC_like_case29,EXP_00422,1,4.4
100.0,ctx_FCC_like_case29,EXP_00423,0,18.0
100.0,ctx_FCC_like_case29,EXP_00424,1,4.4
100.0,ctx_FCC_like_case29,EXP_00425,0,4.4
100.0,ctx_FCC_like_case29,EXP_00426,0,4.4
100.0,ctx_FCC_like_case29,EXP_00427,0,4.4
100.0,ctx_FCC_like_case29,EXP_00428,0,4.4
100.0,ctx_FCC_like_case29,EXP_00429,0,4.4
100.0,ctx_FCC_like_case29,EXP_00430,0,4.4
100.0,ctx_FCC_like_case29,EXP_00431,0,4.4
100.0,ctx_FCC_like_case29,EXP_00432,0,4.4
100.0,ctx_FCC_like_case29,EXP_00433,0,4.4
100.0,ctx_FCC_like_case29,EXP_00434,0,17.2
100.0,ctx_FCC_like_case29,EXP_00435,0,4.4
100.0,ctx_FCC_like_case29,EXP_00436,0,4.4
100.0,ctx_FCC_like_case29,EXP_00437,0,15.7
100.0,ctx_FCC_like_case29,EXP_00438,0,15.5
100.0,ctx_FCC_like_case29,EXP_00439,0,4.4
100.0,ctx_FCC_like_case29,EXP_00440,0,4.4
100.0,ctx_FCC_like_case29,EXP_00441,0,4.4
100.0,ctx_FCC_like_case29,EXP_00442,0,20.2
100.0,ctx_FCC_like_case29,EXP_00443,0,4.4
100.0,ctx_FCC_like_case29,EXP_00444,0,4.4
100.0,ctx_FCC_like_case29,EXP_00445,0,4.4
100.0,ctx_FCC_like_case29,EXP_00446,0,4.4
100.0,ctx_FCC_like_case29,EXP_00447,0,19.0
100.0,ctx_FCC_like_case29,EXP_00448,0,16.3
100.0,ctx_FCC_like_case29,EXP_00449,0,14.4
100.0,ctx_FCC_like_case29,EXP_00450,0,16.7
100.0,ctx_FCC_like_case29,EXP_00451,0,17.7
100.0,ctx_FCC_like_case29,EXP_00452,1,32.7
100.0,ctx_FCC_like_case29,EXP_00453,0,20.5
100.0,ctx_FCC_like_case29,EXP_00454,0,14.2
100.0,ctx_FCC_like_case29,EXP_00455,0,16.0
100.0,ctx_FCC_like_case29,EXP_00456,1,32.7
100.0,ctx_FCC_like_case29,EXP_00457,0,20.4
100.0,ctx_FCC_like_case29,EXP_00458,0,17.0
100.0,ctx_FCC_like_case29,EXP_00459,0,19.7
100.0,ctx_FCC_like_case29,EXP_00460,0,20.5
100.0,ctx_FCC_like_case29,EXP_00461,1,32.6
100.0,ctx_FCC_like_case29,EXP_00462,1,32.7
100.0,ctx_FCC_like_case29,EXP_00463,1,32.7
100.0,ctx_FCC_like_case29,EXP_00464,0,16.4
