class,sat_success,sat_K0,sat_dK,sat_Kss,sat_ell_um,sat_p,sat_rmse,J_power_success,J0_kJ_m2,A_kJ_m2_per_um_m,m_power,J_power_rmse_kJ_m2
ceramic,True,9.26046632663658,7.011107017601672,16.271573344238252,370.8367581730068,1.8196788724274089,0.7681848685801632,True,0.07050432472506538,0.01621941450220982,0.5176467430745633,0.06012379720660505
peak,True,16.79527826388401,10.637235320766234,27.432513584650245,353.8382617770292,2.215491098538313,1.026859794926221,True,0.2107432216032835,0.06647385203907852,0.4654617755426454,0.1559459681271214
weakT,True,10.654152481032966,6.575294569778502,17.22944705081147,453.677668426535,3.9767844622824677,1.3454368872065259,True,0.23454098739614074,0.00016259733152238984,1.1814255556936237,0.08726614771595927
DBTT,True,22.929124290037898,10.799529915842024,33.72865420587992,319.3047586147092,2.343921389512823,1.1540426229579894,True,0.2107179878221114,0.28869379373516896,0.31549827212862946,0.24059051294698322
