sigma_GPa,H_EXPfloor_eV,v_EXPfloor_b3,bilinear_H_eV,bilinear_v_b3,exponential_H_eV,exponential_v_b3,polynomial_H_eV,polynomial_v_b3,v_EXPfloor_m_per_s,bilinear_v_m_per_s,exponential_v_m_per_s,polynomial_v_m_per_s
2.27048865217391,1.37926053290118,2.36450511955343,1.38853722558294,2.52046062303101,1.3875669483791,2.45481395592134,1.39181949142802,2.50946454135915,5.17882829499277e-06,4.59498734317082e-06,4.65283479564146e-06,4.40457936345671e-06
2.32113152173913,1.36397074462248,2.33858274898215,1.37219086112441,2.50642261449767,1.37165892988843,2.43803846191732,1.37554160400929,2.49728924169757,6.30740267813759e-06,5.67309337370363e-06,5.71213700654615e-06,5.43321132627403e-06
2.37177439130435,1.34884871802836,2.31290355676646,1.3559404327988,2.49238460596433,1.35585952422765,2.42266092574697,1.35934513973534,2.48376113096248,7.66531806352295e-06,6.99549298187326e-06,7.00279468232271e-06,6.69503428732629e-06
2.42241726086957,1.33389287168098,2.28746753007692,1.33978368373774,2.47707041483705,1.34016579881267,2.40448747390928,1.34323329235076,2.4715858313009,9.29563866313416e-06,8.61573113862536e-06,8.5733862031691e-06,8.24091016589729e-06
2.47306013043478,1.31910162480168,2.26227448645918,1.32372791059629,2.46175622370978,1.32458314693628,2.38771197990526,1.3272020491212,2.45805772056581,1.12488097248985e-05,1.05974288742976e-05,1.04812094011246e-05,1.01331901183895e-05
2.523703,1.30447339832532,2.23732408810349,1.30776773981255,2.44771821517644,1.30910624515502,2.37233444373491,1.31125446641869,2.44723523197774,1.35837923378257e-05,1.3018877281456e-05,1.27961179100307e-05,1.24465424204661e-05
2.57434586956522,1.29000661586624,2.21261585483662,1.29190176501742,2.43240402404916,1.29373430713814,2.35695690756456,1.29538767691422,2.43370712124265,1.63693505773819e-05,1.59741986834319e-05,1.56011746103621e-05,1.52721026443396e-05
2.62498873913043,1.27569970460366,2.18814917597659,1.27613618056735,2.41708983292189,1.27846705403506,2.34018141356055,1.27960464565927,2.42153182158107,1.96855080158489e-05,1.95750314781063e-05,1.89954747455726e-05,1.87188825533453e-05
2.67563160869565,1.26155109609348,2.16392332117243,1.26046626732548,2.40305182438855,1.26329996867487,2.32340591955653,1.2639012236254,2.40800371084598,2.36251920456987e-05,2.39579757640311e-05,2.30984103306828e-05,2.29200316256641e-05
2.72627447826087,1.24755922701265,2.1399374503355,1.2448910667963,2.38773763326127,1.24823961404821,2.30802838338618,1.24828032726744,2.39718122225791,2.82960859454154e-05,2.92864954713636e-05,2.80489343660181e-05,2.80342138706604e-05
2.77691734782609,1.2337225398419,2.1161906227552,1.22941567103761,2.372423442134,1.23328083429833,2.29265084721583,1.23273983891332,2.38365311152282,3.38227101515272e-05,3.57540964783112e-05,3.4015890597082e-05,3.42539994862391e-05
2.8275602173913,1.22003948349156,2.09268180548084,1.21403310496528,2.35710925100672,1.21842278711378,2.27727331104548,1.21728175859355,2.37147781186124,4.03487557815623e-05,4.35977811006419e-05,4.11986749572308e-05,4.18092836825582e-05
2.87820308695652,1.20650851387523,2.06940988104168,1.19875158907437,2.34307124247338,1.20366096656772,2.26189577487513,1.20190257053186,2.35930251219966,4.80396950727575e-05,5.30929808707108e-05,4.98363015744016e-05,5.09791264815593e-05
2.92884595652174,1.19312809443526,2.04637365456779,1.18356600931637,2.32903323394004,1.18900393705839,2.24651823870478,1.18660436435012,2.34577440146457,5.70856950519644e-05,6.45762190203691e-05,6.02034747536491e-05,6.20952777270931e-05
2.97948882608696,1.17989669662378,2.0235718603677,1.16847459020067,2.31244286021883,1.17444521323382,2.23114070253443,1.17138895875368,2.33359910180299,6.77048624234164e-05,7.84478130276402e-05,7.26351475932522e-05,7.5554632098161e-05
3.03013169565217,1.16681280034266,2.00100316801267,1.15348333185163,2.29840485168549,1.1599838603916,2.21716112419774,1.15625156941908,2.32142380214141,8.01468493417223e-05,9.51761630981536e-05,8.75239350353686e-05,9.18389150911256e-05
3.08077456521739,1.15387489434545,1.9786661879713,1.1385880096355,2.28436684315215,1.14561652376836,2.20038563019373,1.14119663634402,2.30924850247982,9.46968514152435e-05,0.000115328946825078,0.000105336862652822,0.000111514324879169
3.13141743478261,1.14108147660401,1.95655947683334,1.12378729593525,2.26777646943094,1.13135033438272,2.18640605185704,1.12622023602738,2.29707320281824,0.000111680030946263,0.000139578547637071,0.000126609858586815,0.000135267919426585
3.18206030434783,1.12843105464253,1.93468154215808,1.10908629512809,2.2537384608976,1.11717962598011,2.17242647352036,1.11132401150432,2.28354509208315,0.000131466400044268,0.000168709934312589,0.000151991743996738,0.000163911715685934
3.23270317391304,1.11592214584115,1.91303084697822,1.09448123045383,2.23970045236426,1.10310377884318,2.15844689518368,1.09650950181032,2.27272260349508,0.000154476199831187,0.000203669228801708,0.00018223897878089,0.000198411846672495
3.28334604347826,1.10355327771135,1.89160581398724,1.07997122216903,2.22311007864304,1.08911980331777,2.14306935901333,1.08177326420265,2.2605473038335,0.000181185813475511,0.000245571458260725,0.00021824690294024,0.000239931294918952
3.33398891304348,1.09132298814516,1.87040482943579,1.06556047890374,2.20907207010971,1.07523389342792,2.12908978067665,1.06711755067034,2.24701919309841,0.000212134252227672,0.000295715779859556,0.000261039219686217,0.000289837971581385
3.3846317826087,1.07922982563988,1.84942624675931,1.05124262461912,2.19375787898243,1.06144100979407,2.11511020233997,1.05254285070622,2.23619670451034,0.00024793025496285,0.000355673046596743,0.000311847675731773,0.000349759894566501
3.43527465217391,1.06727234950009,1.82866838995781,1.037026368902,2.17844368785515,1.04773755478458,2.09973266616962,1.03804725486751,2.22266859377525,0.00028926004294957,0.000427226795102869,0.000372116118469737,0.000421639969704327
3.48591752173913,1.05544913001841,1.80812955674586,1.02290588317858,2.16440567932182,1.034131049025,2.08575308783294,1.02363094581459,2.21049329411367,0.000336895772632536,0.00051254231147985,0.000443477469724668,0.000507772937852179
3.53656039130435,1.04375874863659,1.78780802149021,1.0088788031599,2.14909148819454,1.02061573018051,2.07177350949625,1.00929417180846,2.19831799445209,0.000391704730124868,0.000614154890027425,0.000527902860786701,0.000610874437424758
3.58720326086957,1.03219979808805,1.76770203795019,0.994952393378476,2.1350534796612,1.00718785511821,2.0563959733259,0.99503982454441,2.18614269479051,0.000454659311826977,0.000734957754708658,0.000627692307654308,0.000734129681994057
3.63784613043478,1.0207708825233,1.74780984183425,0.981122507952616,2.11973928853392,0.993855193729253,2.04381435282289,0.980863409518461,2.17396739512893,0.000526847836104784,0.000878428315426941,0.000745429239922479,0.000881367868881706
3.688489,1.00947061761929,1.73791696904481,0.967386202199877,2.10442509740665,0.980612500498333,2.02983477448621,0.966766631281859,2.16179209546735,0.000609486231247332,0.00104863959801149,0.000884223885917213,0.00105705040672895
