sigma_GPa,H_EXPfloor_eV,v_EXPfloor_b3,bilinear_H_eV,bilinear_v_b3,exponential_H_eV,exponential_v_b3,polynomial_H_eV,polynomial_v_b3,v_EXPfloor_m_per_s,bilinear_v_m_per_s,exponential_v_m_per_s,polynomial_v_m_per_s
0.194131,2.16620789115624,3.52102638348577,2.14215893173488,3.13175208552815,2.15174315739864,3.36907837914033,2.13933187364038,3.17504758952557,2.03011321169929e-10,2.76814288218074e-10,2.44635343503453e-10,2.87090837190444e-10
0.244773869565217,2.14331351151894,3.51175189338619,2.12184293961386,3.11771407699481,2.12993451094719,3.3397212646333,2.11878365731357,3.14528574590837,2.72723863697994e-10,3.59710447686531e-10,3.24072550234642e-10,3.74183194926063e-10
0.295416739130435,2.12053974085991,3.49144697099035,2.10162337605642,3.10239988586753,2.10832330382974,3.3089661922926,2.09841008319821,3.12093514658521,3.65805847744824e-10,4.66850281006188e-10,4.28212834852611e-10,4.86599067812061e-10
0.346059608695652,2.09790941411583,3.46818029740701,2.08149830864349,3.08708569474026,2.08690482050291,3.27960907778557,2.07819683498502,3.09658454726205,4.89750509048914e-10,6.05163940388634e-10,5.64414169519798e-10,6.31481280330918e-10
0.39670247826087,2.07543821208305,3.44284360267407,2.06147257406434,3.07304768620692,2.06567504222452,3.2516499211122,2.05813323530089,3.07493957008591,6.54346960157189e-10,7.83451687101321e-10,7.42129053682989e-10,8.17921631654475e-10
0.447345347826087,2.05313737330344,3.41600595749488,2.04154031922148,3.0564573124857,2.04463075663867,3.22229280660517,2.03821220513555,3.05329459290976,8.72343019269664e-10,1.01304312768206e-09,9.73469270834054e-10,1.05746147268225e-09
0.497988217391304,2.03101517816261,3.38805433812032,2.02170890605129,3.04241930395236,2.02376745394088,3.19573160776548,2.01842681302696,3.03300242680713,1.16028888145922e-09,1.30821450705725e-09,1.27394770267325e-09,1.36476498912382e-09
0.548631086956522,2.00907783281687,3.35926461334175,2.00197342901401,3.02838129541903,2.00308243016123,3.16777245109211,1.99877158166741,3.014063071778,1.53960693212939e-09,1.68730179368677e-09,1.6633461415118e-09,1.75841882377529e-09
0.599273956521739,1.98733003014969,3.32984075201558,1.9823315248569,3.01306710429175,1.98257175472424,3.14121125225242,1.9792424278322,2.99512371674888,2.03794375040782e-09,2.17361484009116e-09,2.16689248029519e-09,2.26193839490834e-09
0.649916826086957,1.96577532382918,3.29993800054361,1.96279072395828,2.99775291316447,1.96223217103019,3.11604801124639,1.95983343602715,2.97483155064624,2.69087321550084e-09,2.79644485438645e-09,2.81665735340891e-09,2.9051351635316e-09
0.700559695652174,1.94441638785587,3.26967733809359,1.94334550446287,2.98371490463114,1.94206121462861,3.08948681240669,1.94054499392595,2.95724500669062,3.54403508900109e-09,3.59331008413011e-09,3.65330896615503e-09,3.72543392426151e-09
0.751202565217391,1.92325520263902,3.23915489220132,1.92399437457171,2.96840071350386,1.92205526381179,3.06432357140067,1.92137194829983,2.93965846273501,4.65581199567669e-09,4.61164909834627e-09,4.72840640158177e-09,4.77025060280993e-09
0.801845434782609,1.90229319210029,3.20844829659964,1.90474376236446,2.95308652237658,1.90221144324594,3.04055828822831,1.90231111195295,2.9234247298529,6.10066991648496e-09,5.91091804832749e-09,6.10710379285031e-09,6.0992604771383e-09
0.852488304347826,1.88153132707051,3.17762111669738,1.88558880041092,2.93904851384324,1.88252765908923,3.01539504722228,1.8833608483887,2.90583818589728,7.97331376656532e-09,7.56690016585601e-09,7.87153881057107e-09,7.78742696011454e-09
0.903131173913044,1.86097020484272,3.14672601112492,1.8665284447857,2.92373432271597,1.86300058880169,2.99162976404992,1.86451767631499,2.89095726408868,1.03938410689961e-08,9.67500722477599e-09,1.01252655496024e-08,9.92912791951293e-09
0.953774043478261,1.840610111455,3.11580704174844,1.84756802126984,2.90842013158869,1.8436279626637,2.96786448087756,1.84577936409551,2.87337072013307,1.35141139579727e-08,1.23544949637553e-08,1.29983538009624e-08,1.26427350318258e-08
1.00441691304348,1.82045107120321,3.08490139507875,1.82870030010147,2.89310594046141,1.82440708066323,2.94549715553887,1.82714739073131,2.85713698725096,1.75256136622329e-08,1.57572195089184e-08,1.6654076522116e-08,1.60759073594206e-08
1.0550597826087,1.80049288653796,3.05404068755587,1.80993373549889,2.87906793192808,1.80533197054576,2.92033391453284,1.80861732438141,2.84225606544236,2.26690932529297e-08,2.00709404146247e-08,2.12978846824038e-08,2.04145259459025e-08
1.10570265217391,1.78073517060297,3.02325197073042,1.79126310702923,2.86502992339474,1.78640854991607,2.89796658919415,1.79018798352844,2.82737514363376,2.92464049327205e-08,2.55339873850016e-08,2.7183349119261e-08,2.58904182355156e-08
1.15634552173913,1.76117737406026,2.9925585161424,1.77268655377198,2.84843954967352,1.76763000725463,2.87699722168913,1.77185800045808,2.81249422182516,3.76349487669445e-08,3.24446250338472e-08,3.46304530805562e-08,3.27930985135823e-08
1.20698839130435,1.74181880742163,2.96198043588363,1.75421024671128,2.83440154114018,1.74899482320128,2.85462989635044,1.75362492883631,2.79626048894306,4.83052719228665e-08,4.11723375995648e-08,4.40362786791233e-08,4.1484242187202e-08
1.25763126086957,1.72265865980386,2.93153517882949,1.73582987578348,2.82036353260685,1.73050025835338,2.83366052884541,1.73549063493236,2.78137956713446,6.18424427426972e-08,5.21832438302574e-08,5.58953418263995e-08,5.24120006219275e-08
1.30827413043478,1.70369601480695,2.90123793156403,1.71754402794169,2.80377315888563,1.71214467421718,2.81269116134039,1.71745138655166,2.76785145639937,7.89719340342664e-08,6.6058287910287e-08,7.08210503719821e-08,6.61372423194966e-08
1.358917,1.68492986405561,2.87110194537489,1.69935797842285,2.78973515035229,1.69392619431084,2.79172179383537,1.69950729234322,2.75297053459077,1.00590876678616e-07,8.35150429261839e-08,8.9573874714189e-08,8.33544110931915e-08
1.40955986956522,1.66635911882509,2.84113880527407,1.68126786503693,2.77569714181896,1.67584291830338,2.77075242633035,1.6816551877976,2.73808961278217,1.27805690043312e-07,1.05454443729388e-07,1.13094959605714e-07,1.04929106111183e-07
1.46020273913043,1.6479826200842,2.81135865310162,1.66327272261059,2.75910676809774,1.6578926450972,2.75118101665899,1.6638975887981,2.72456150204708,1.61977261930355e-07,1.32994367271739e-07,1.42547746391456e-07,1.31927141017499e-07
1.51084560869565,1.62979914721988,2.78177037392701,1.64537693063362,2.7450687595644,1.6400744586232,2.73021164915397,1.64623168206416,2.71103339131199,2.0477504021307e-07,1.67511748590979e-07,1.79365044037794e-07,1.65675723088331e-07
1.56148847826087,1.61180742565613,2.75238175286239,1.62757707478957,2.73103075103106,1.62238590062323,2.71064023948261,1.62865581373744,2.69479965842988,2.58241613417301e-07,2.10726948299883e-07,2.25314620535991e-07,2.07816203009641e-07
1.61213134782609,1.59400613353935,2.72319960783441,1.60987263777868,2.71444037730985,1.60482565978512,2.69106882981126,1.61117152791734,2.6826243587683,3.24869600916838e-07,2.647649924748e-07,2.82567620564374e-07,2.60367694192739e-07
1.6627742173913,1.57639390763064,2.69422990267834,1.59226710334358,2.70040236877651,1.58739213056714,2.67149742013991,1.59377716140314,2.66909624803321,4.07692947918752e-07,3.32236402418344e-07,3.53790251086938e-07,3.25830145581297e-07
1.71341708695652,1.55896934852042,2.66547784401466,1.57475486822887,2.68508817764923,1.57008013880134,2.65192601046855,1.57646984581753,2.65421532622461,5.10395028913518e-07,4.16400666505559e-07,4.42271290554611e-07,4.07293954782829e-07
1.76405995652174,1.54173102526094,2.63694796467506,1.55734340973577,2.6710501691159,1.55289651148417,2.6323546007972,1.55925324065387,2.64068721548952,6.37436308768126e-07,5.21208263123786e-07,5.51966635025758e-07,5.08530153705214e-07
1.81470282608696,1.52467747949597,2.60864419590449,1.54002849655274,2.65573597798862,1.53583499269878,2.61418114895951,1.54212349567512,2.62851191582794,7.9420469624466e-07,6.51584190924723e-07,6.8778567581132e-07,6.34218724592249e-07
1.86534569565217,1.50780722915434,2.58056993014458,1.52280703570396,2.64042178686134,1.51889435194172,2.59600769712182,1.52507971967853,2.61363099401934,9.87192153588938e-07,8.1359163559239e-07,8.55690163776753e-07,7.90096257943191e-07
1.91598856521739,1.49111877176323,2.55272807587146,1.50568583475274,2.62638377832801,1.50207327011189,2.57783424528414,1.50812428227328,2.60145569435776,1.22420160113974e-06,1.01456758025102e-06,1.06294416512789e-06,9.83164696526226e-07
1.96663143478261,1.47461058742856,2.52512110569702,1.48866111026109,2.61106958720073,1.48537041644345,2.55966079344645,1.49125512558658,2.58792758362267,1.51458868083844e-06,1.26361636526178e-06,1.31838519141674e-06,1.22205118185114e-06
2.01727430434783,1.45828114152272,2.49775109873,1.47173042367825,2.59575539607345,1.46878417479327,2.54288529944243,1.47446975776526,2.57439947288758,1.8695435202025e-06,1.57189276129324e-06,1.63275559863982e-06,1.51734143745236e-06
2.06791717391304,1.44212888711412,2.47061977802504,1.4548994802689,2.58171738754011,1.45231410663875,2.52471184760475,1.45777135276232,2.562224173226,2.30241827180185e-06,1.95286422217247e-06,2.01906129742704e-06,1.88187282430577e-06
2.11856004347826,1.42615226716789,2.44372854381042,1.43816494446863,2.56640319641284,1.43595515743396,2.50653839576706,1.44115554276081,2.54869606249091,2.8291068954379e-06,2.42315572421824e-06,2.49319121393381e-06,2.33149619819969e-06
2.16920291304348,1.41034971654334,2.4170785030712,1.42152503215174,2.55108900528556,1.41971410428438,2.48836494392937,1.42462748663385,2.53516795175582,3.46848440376159e-06,3.00303734411814e-06,3.073983150167e-06,2.88527858536944e-06
2.2198457826087,1.39471966380996,2.39067049597528,1.40498434628425,2.53705099675222,1.40358498186149,2.47158944992536,1.40818226853185,2.52299265209424,4.24291360940975e-06,3.71693098331595e-06,3.78460529794151e-06,3.56678491065563e-06
