class,replicate,seed,bin_start_um,bin_end_um,bin_center_um,K_median_MPa_sqrt_m,K_mean_MPa_sqrt_m,K_p10_MPa_sqrt_m,K_p90_MPa_sqrt_m,n,complete
ceramic,5,1105,700.0,725.0,712.5,18.828793263742256,18.051813827098297,15.758447937630645,19.568200279922003,6,True
ceramic,5,1105,725.0,750.0,737.5,19.639462181774768,19.630929735708296,19.599390353576204,19.65603701780744,7,True
ceramic,5,1105,750.0,775.0,762.5,19.204574413528075,19.055263383323737,18.66247035275905,19.298745383684093,6,True
ceramic,5,1105,775.0,800.0,787.5,18.483416005669334,18.53339418157368,18.371642435804702,18.745124103247008,6,True
ceramic,5,1105,800.0,825.0,812.5,18.74917997738455,18.474910574606827,17.969312510293918,18.908911388080785,7,True
ceramic,5,1105,825.0,850.0,837.5,18.145759148295024,17.782409068704098,16.871843477006607,18.271711328968067,7,True
ceramic,5,1105,850.0,875.0,862.5,17.84379077390944,17.86297031355175,17.554827313852318,18.13794778932843,8,True
ceramic,5,1105,875.0,900.0,887.5,18.110095359590247,18.066225695200423,17.844636870657364,18.24394485535366,6,True
ceramic,5,1105,900.0,925.0,912.5,18.52918356082116,18.26223505778196,17.52793389540129,18.59534408585717,7,True
ceramic,5,1105,925.0,950.0,937.5,17.531306296230284,17.52976782434981,17.480195786660563,17.581664498959135,8,True
ceramic,5,1105,950.0,975.0,962.5,17.969128202966573,17.85717431663116,17.574595134948005,18.0277996119789,6,True
ceramic,5,1105,975.0,1000.0,987.5,18.06126737285053,18.0640287150165,17.995255778206957,18.13556299399201,6,True
peak,1,1101,0.0,25.0,12.5,16.839256041143067,16.765520150170136,16.44429700119225,17.013007408175092,6,True
peak,1,1101,25.0,50.0,37.5,16.815751143424478,16.86175528073823,16.520322613206666,17.249192085583545,6,True
peak,1,1101,50.0,75.0,62.5,18.157790342444407,18.047329004315333,17.030736724280374,19.02006074578518,7,True
peak,1,1101,75.0,100.0,87.5,16.883758792575875,16.75076434563917,16.228371915542724,17.140162328798905,6,True
peak,1,1101,100.0,125.0,112.5,17.362849553032518,17.48600307872646,16.654684969531424,18.44047471361543,6,True
peak,1,1101,125.0,150.0,137.5,17.531366813514627,17.761753790764235,17.027839808006316,18.530555259488484,7,True
peak,1,1101,150.0,175.0,162.5,17.238433340189193,17.0516956984419,16.48271460949637,17.433939145640146,6,True
peak,1,1101,175.0,200.0,187.5,17.1064932189446,17.165991284946603,16.68029875303034,17.711181882864867,6,True
peak,1,1101,200.0,225.0,212.5,19.668621297317888,19.377334312102512,17.63141482582798,20.975086265299513,5,True
peak,1,1101,225.0,250.0,237.5,23.273316818593894,23.245304213286182,22.41250320949972,24.01397981608509,5,True
peak,1,1101,250.0,275.0,262.5,24.167705846255224,24.466702287530218,24.121542037709222,25.03053183231204,5,True
peak,1,1101,275.0,300.0,287.5,22.89904617515175,22.69221297699986,20.609842245582342,24.567750510265498,6,True
peak,1,1101,300.0,325.0,312.5,19.84093424202483,19.87899189070179,18.65688120689157,21.139160223188973,6,True
peak,1,1101,325.0,350.0,337.5,20.348382686324104,20.34874787235744,19.58156314342371,21.12367539755774,7,True
peak,1,1101,350.0,375.0,362.5,25.520478208312717,25.90918487731688,22.75864257805955,29.44843384557838,6,True
peak,1,1101,375.0,400.0,387.5,25.62467237097867,25.980295785088334,24.026219951234772,28.20302407716204,7,True
peak,1,1101,400.0,425.0,412.5,26.615545801094083,25.989223047263277,23.9769506181696,27.536164174410928,7,True
peak,1,1101,425.0,450.0,437.5,22.007821822542297,22.128551636565767,21.82106196477431,22.567593722057552,7,True
peak,1,1101,450.0,475.0,462.5,22.83744717379679,22.80372767104376,22.390819091562484,23.24096923092818,7,True
peak,1,1101,475.0,500.0,487.5,23.78446783686231,23.89825115428397,23.650562072053212,24.26223355760893,7,True
peak,1,1101,500.0,525.0,512.5,24.36158238516882,24.185332545102437,23.419959660229168,24.774455589909323,6,True
peak,1,1101,525.0,550.0,537.5,24.940318683716026,25.09411259262228,24.66797557312917,25.707760374513306,7,True
peak,1,1101,550.0,575.0,562.5,24.70453668597721,24.760394401310712,24.640195335349226,24.92003353043184,7,True
peak,1,1101,575.0,600.0,587.5,25.59234696542745,25.651222224797937,25.175069348610865,26.18694953331017,7,True
peak,1,1101,600.0,625.0,612.5,26.307430957235972,26.4068487116241,25.72734364407748,27.17770289214344,7,True
peak,1,1101,625.0,650.0,637.5,27.36590433401014,26.257035460170698,23.97898883615479,27.614998466798056,7,True
peak,1,1101,650.0,675.0,662.5,25.00587190564874,25.229410318105913,24.729915842230408,25.819623904398508,9,True
peak,1,1101,675.0,700.0,687.5,24.713020946490104,24.930685914585567,23.905596198238726,26.26734768473121,8,True
peak,1,1101,700.0,725.0,712.5,26.491903832833778,27.239812084380297,25.588689908049663,29.585033069044037,7,True
peak,1,1101,725.0,750.0,737.5,27.70545061806054,27.69847704617994,27.48549001845628,27.8912078906404,7,True
peak,1,1101,750.0,775.0,762.5,27.75027530858347,27.689090505153644,27.407462692947338,27.860518298095233,7,True
peak,1,1101,775.0,800.0,787.5,25.92936127046186,27.257208704348955,25.03437216518881,30.264842039196377,7,True
