class,replicate,seed,bin_start_um,bin_end_um,bin_center_um,K_median_MPa_sqrt_m,K_mean_MPa_sqrt_m,K_p10_MPa_sqrt_m,K_p90_MPa_sqrt_m,n,complete
peak,1,1101,800.0,825.0,812.5,24.66071273546657,25.027706187599524,23.898742136784666,26.523663690547338,6,True
peak,1,1101,825.0,850.0,837.5,23.83527833777284,23.823072618259406,22.699846519533217,25.09751911254511,7,True
peak,1,1101,850.0,875.0,862.5,23.427314127064836,23.360642917824386,22.286910807282894,24.33422559875891,8,True
peak,1,1101,875.0,900.0,887.5,25.71633869208244,25.579741957631715,25.163523374624837,25.99274589340464,7,True
peak,1,1101,900.0,925.0,912.5,26.249016995028008,26.10630514668197,25.72268531919976,26.344531570799916,8,True
peak,1,1101,925.0,950.0,937.5,25.62426173966885,25.145618505804496,23.033334657856102,26.56646223539346,8,True
peak,1,1101,950.0,975.0,962.5,24.98751965367227,24.695417737052924,23.896024176948742,25.19535331701734,7,True
peak,1,1101,975.0,1000.0,987.5,25.589096779342775,25.61445602660849,25.43562467353938,25.79041197643314,7,True
peak,2,1102,0.0,25.0,12.5,16.73017057906261,16.678108274850235,16.36801063806073,16.936143607427375,6,True
peak,2,1102,25.0,50.0,37.5,16.722813041951337,16.79170438189954,16.611690288371523,17.040609815375756,6,True
peak,2,1102,50.0,75.0,62.5,17.74197126162649,17.863572681971586,17.027268888146374,18.666751206545783,7,True
peak,2,1102,75.0,100.0,87.5,17.050158233767153,17.032413633811327,16.87079726175653,17.176285405910292,6,True
peak,2,1102,100.0,125.0,112.5,17.052900286756163,17.05577430875834,16.71666424650431,17.39775839301455,6,True
peak,2,1102,125.0,150.0,137.5,18.44070214365255,19.08885138793865,17.971191580866417,20.900646568833142,7,True
peak,2,1102,150.0,175.0,162.5,17.31679984436088,16.882372638780293,15.479118411372275,17.935097908704517,7,True
peak,2,1102,175.0,200.0,187.5,16.910253874324344,16.24899969981713,14.2164753209702,17.620269904156846,6,True
peak,2,1102,200.0,225.0,212.5,18.686463354665825,18.71119776701089,18.674606291748265,18.760327543773148,5,True
peak,2,1102,225.0,250.0,237.5,20.402744572281016,20.533849726335223,19.26842376486812,21.930380841856525,6,True
peak,2,1102,250.0,275.0,262.5,24.139355818357075,23.855500871198647,23.15368459537219,24.27346219986667,6,True
peak,2,1102,275.0,300.0,287.5,23.0406183030398,23.107333400915365,22.671051722323956,23.610330177382345,6,True
peak,2,1102,300.0,325.0,312.5,21.091584260847085,21.404309773844975,20.780548838505965,22.126292213756365,7,True
peak,2,1102,325.0,350.0,337.5,22.623484619075175,22.695579899722027,22.08176176340047,23.340999876698802,7,True
peak,2,1102,350.0,375.0,362.5,25.28540209016141,25.03273446001196,24.093761911889274,25.77983363420732,7,True
peak,2,1102,375.0,400.0,387.5,26.08557736636635,26.17101309652881,26.014661293722735,26.41280062949734,6,True
peak,2,1102,400.0,425.0,412.5,26.800716253837198,26.79298831048932,26.645194014859538,26.93305466277122,6,True
peak,2,1102,425.0,450.0,437.5,26.499634728420173,26.56583705222356,26.13522829377048,27.03105217106056,7,True
peak,2,1102,450.0,475.0,462.5,27.877900600982404,27.800012287372272,27.00633498420909,28.540830272559987,7,True
peak,2,1102,475.0,500.0,487.5,29.10466146672287,29.01435494809822,28.724885081330275,29.213518296241524,6,True
peak,2,1102,500.0,525.0,512.5,29.530136962660183,26.673269535089673,19.449748704457058,29.727893379672143,7,True
peak,2,1102,525.0,550.0,537.5,24.460631825353616,24.36905883839685,19.201408529682226,29.445136160154696,6,True
peak,2,1102,550.0,575.0,562.5,30.009758663790677,30.014313851816144,29.702495541718072,30.295277479998017,7,True
peak,2,1102,575.0,600.0,587.5,30.87150882853456,30.76763623159812,30.30395756757427,31.08256347293571,7,True
peak,2,1102,600.0,625.0,612.5,31.163268642918812,30.921997224605274,30.3338346169788,31.268888413918223,6,True
peak,2,1102,625.0,650.0,637.5,31.08667819470515,29.13146423032061,26.13621752463971,31.344046755062504,7,True
peak,2,1102,650.0,675.0,662.5,25.01076481143923,24.98753942147717,24.124930313371443,25.886677850412998,7,True
peak,2,1102,675.0,700.0,687.5,25.211819772847058,25.308312542301334,24.95281337682098,25.72989098542063,7,True
peak,2,1102,700.0,725.0,712.5,18.37247305145798,19.436251985413417,17.290114997861146,22.64616790692112,6,True
peak,2,1102,725.0,750.0,737.5,27.824658617723014,27.448962751489322,24.821775733280155,29.700453903464794,6,True
peak,2,1102,750.0,775.0,762.5,30.261632213522873,29.993221180290266,28.96980509550786,30.733093568796388,7,True
peak,2,1102,775.0,800.0,787.5,26.564489610635352,26.411105547562997,25.009557385133,27.659269646920645,6,True
peak,2,1102,800.0,825.0,812.5,28.767111477839258,28.993567613895987,28.009563149837287,30.20402821401141,6,True
peak,2,1102,825.0,850.0,837.5,33.34536486924699,32.77700544687079,30.544695348117145,34.44095612324823,6,True
peak,2,1102,850.0,875.0,862.5,31.9024866018522,31.081319161525304,28.066370674005523,34.53319698438813,7,True
peak,2,1102,875.0,900.0,887.5,23.221904895828246,21.606296109309103,13.433064173163356,28.163919258935714,6,True
peak,2,1102,900.0,925.0,912.5,17.15929831129709,20.48761172974397,16.96367471481743,25.924806157721655,7,True
peak,2,1102,925.0,950.0,937.5,34.03983344141831,33.932537544010124,31.63369911631177,36.12408007430028,6,True
peak,2,1102,950.0,975.0,962.5,36.92546450026528,36.885920898695986,36.56512563730741,37.128424879169955,7,True
peak,2,1102,975.0,1000.0,987.5,36.74823015361236,36.773780210309326,36.61029047730654,36.9493756962221,7,True
peak,3,1103,0.0,25.0,12.5,16.56397342270729,16.566258986442477,16.169461499317062,16.96534203730309,6,True
peak,3,1103,25.0,50.0,37.5,16.51829560664804,16.654689242052495,16.37326871337863,17.07250340613082,6,True
peak,3,1103,50.0,75.0,62.5,18.315066965086892,18.18035777142426,17.175884398119564,19.03920263140006,7,True
peak,3,1103,75.0,100.0,87.5,17.053550310388218,16.99340917437049,16.75346519313578,17.173212019587474,6,True
peak,3,1103,100.0,125.0,112.5,16.767285924999,16.659393169047572,16.23422115991425,16.97667242222946,6,True
peak,3,1103,125.0,150.0,137.5,17.844783074531456,18.285571925919523,16.877392057235927,20.13454064599118,6,True
peak,3,1103,150.0,175.0,162.5,19.18914898759146,18.726134782733848,17.322078791760717,19.667176568849364,6,True
peak,3,1103,175.0,200.0,187.5,16.779744767334826,16.064486552470512,14.164140736833593,17.249574153243117,6,True
peak,3,1103,200.0,225.0,212.5,19.66887435262455,19.654673665626017,18.523793472768816,20.708077191789666,5,True
peak,3,1103,225.0,250.0,237.5,22.903119269659904,22.825666123189375,21.875951464176513,23.714951602534562,5,True
peak,3,1103,250.0,275.0,262.5,23.00467190273225,23.112860313226463,22.41717377385241,23.883467048961535,5,True
peak,3,1103,275.0,300.0,287.5,21.05315064307955,20.90350035479582,19.406746672634775,22.250603748673143,6,True
peak,3,1103,300.0,325.0,312.5,19.06815043853858,19.052777508504644,18.113348346964614,19.97683374001074,6,True
peak,3,1103,325.0,350.0,337.5,19.21938160642678,19.49255231188915,18.612555180267456,20.519502843932727,7,True
peak,3,1103,350.0,375.0,362.5,20.546607936543236,20.606475587018714,20.295388147140525,20.961466667253593,5,True
peak,3,1103,375.0,400.0,387.5,20.751645447922627,20.87925164364335,20.48701853928508,21.389071643374514,7,True
peak,3,1103,400.0,425.0,412.5,21.445929553866517,21.382288448318604,20.565281117548583,22.13565467354072,6,True
peak,3,1103,425.0,450.0,437.5,22.908043233334972,22.977359920656433,22.22366192609758,23.834626846484216,8,True
peak,3,1103,450.0,475.0,462.5,22.13655477640217,22.139931974669942,21.997026105843247,22.271750993011718,7,True
peak,3,1103,475.0,500.0,487.5,22.51010641769548,22.538349831238786,21.588297006527462,23.474345806854863,7,True
peak,3,1103,500.0,525.0,512.5,25.251314234405474,25.16057597491934,23.043930964587428,26.99236514772833,7,True
peak,3,1103,525.0,550.0,537.5,26.850301661359772,26.89448081620777,26.70272468565934,27.130416101604204,6,True
peak,3,1103,550.0,575.0,562.5,26.337665948512115,26.243144945930677,25.779696139299343,26.611493904832543,8,True
peak,3,1103,575.0,600.0,587.5,25.794828260683467,25.898972524056553,25.645511378490067,26.226226278167573,7,True
peak,3,1103,600.0,625.0,612.5,24.525148936168133,24.400228078022966,22.50800759893464,26.501895579396894,7,True
peak,3,1103,625.0,650.0,637.5,23.34833226132211,23.203646548502583,22.75962253968886,23.488992297868208,7,True
peak,3,1103,650.0,675.0,662.5,23.184878933299206,23.13845185646113,22.457901106252383,23.840913188724553,7,True
peak,3,1103,675.0,700.0,687.5,23.474444738261447,23.24501251793231,22.610080538533705,23.669685806623814,8,True
peak,3,1103,700.0,725.0,712.5,27.305425486953553,26.89725987888026,25.217981874438895,28.09549876618053,7,True
peak,3,1103,725.0,750.0,737.5,21.576776345906623,21.9129687598689,19.769706768149128,24.635479917976717,7,True
peak,3,1103,750.0,775.0,762.5,25.098294694466453,26.01926340714984,22.962214859058186,29.99728066792489,6,True
peak,3,1103,775.0,800.0,787.5,28.73849781048728,28.816930799897648,25.767900808785086,31.944393780420576,6,True
peak,3,1103,800.0,825.0,812.5,26.34167757647308,26.650274414961245,24.781491754006566,28.813690678387488,7,True
peak,3,1103,825.0,850.0,837.5,27.111437102757417,26.899472359026337,26.22574108932748,27.433837693122268,8,True
peak,3,1103,850.0,875.0,862.5,26.638956503951437,25.682054508778407,21.21550536129472,29.405686090937337,7,True
peak,3,1103,875.0,900.0,887.5,18.89713080306879,19.04531270204304,17.756420128942015,20.686136689040715,8,True
peak,3,1103,900.0,925.0,912.5,25.5346701113788,25.105825712499477,23.46731841086526,26.315488615254367,6,True
peak,3,1103,925.0,950.0,937.5,25.881917380954494,25.891193399096807,25.760595791082952,26.023918078752796,7,True
peak,3,1103,950.0,975.0,962.5,25.67416267727467,25.52572794387401,25.04665125181263,25.814419301670753,7,True
peak,3,1103,975.0,1000.0,987.5,25.033363711964043,25.073669432600962,24.879509314859035,25.36366033155465,8,True
peak,4,1104,0.0,25.0,12.5,16.492448884169683,16.53701515453356,16.060459121113844,17.058137458317148,6,True
peak,4,1104,25.0,50.0,37.5,16.988943993464186,16.923225862795487,16.551508807949197,17.229224786973084,6,True
peak,4,1104,50.0,75.0,62.5,18.231187515886848,18.129735950317816,17.144458367525207,19.04873566966156,7,True
peak,4,1104,75.0,100.0,87.5,17.209090460439906,16.967341598321855,16.3732802143733,17.31965412015235,6,True
peak,4,1104,100.0,125.0,112.5,16.85074025686408,16.858815588336842,16.428027382063725,17.29767912608273,6,True
peak,4,1104,125.0,150.0,137.5,18.02652549279649,19.27736213736727,16.89125389699987,22.667181937697208,7,True
peak,4,1104,150.0,175.0,162.5,25.057044818901353,25.223868763829632,24.552608289837032,26.061953182750514,6,True
peak,4,1104,175.0,200.0,187.5,16.924595329185337,18.552627986814034,16.219105960440835,23.013226181425534,7,True
peak,4,1104,200.0,225.0,212.5,18.59083905705583,18.45829071442392,17.754648683790666,19.029384402425272,6,True
peak,4,1104,225.0,250.0,237.5,19.150681360300837,19.223999502436577,18.927142626230285,19.613835795198202,7,True
peak,4,1104,250.0,275.0,262.5,19.772927971944682,19.81301198869745,19.644017909747035,20.022090084400634,6,True
peak,4,1104,275.0,300.0,287.5,30.75351492642561,27.571116869838104,18.505359723903865,33.45447595918483,6,True
peak,4,1104,300.0,325.0,312.5,32.44829452286163,32.9326619482055,31.67219768927296,34.66135425109759,7,True
peak,4,1104,325.0,350.0,337.5,17.893135453149874,18.555135598559207,17.4680481643707,20.30422317815705,6,True
peak,4,1104,350.0,375.0,362.5,19.20864493739098,19.793180547395032,18.505616627255552,21.487513394263154,7,True
peak,4,1104,375.0,400.0,387.5,19.174881895254615,19.14547592191564,18.687067172121587,19.57447869837072,6,True
peak,4,1104,400.0,425.0,412.5,20.428055133987115,20.682899052829594,19.868857865612313,21.69010682080644,7,True
peak,4,1104,425.0,450.0,437.5,26.925213026652703,26.56357447591359,25.537711723996992,27.148163333722138,7,True
peak,4,1104,450.0,475.0,462.5,25.99015049754674,23.82569279326167,18.399854562705006,28.552050053440666,7,True
peak,4,1104,475.0,500.0,487.5,25.1060756907659,25.093736218311474,23.113394470725183,27.061738493443336,6,True
peak,4,1104,500.0,525.0,512.5,26.7348806222729,27.082228258263807,24.15332686963103,30.358477282887495,6,True
peak,4,1104,525.0,550.0,537.5,24.299930359961905,27.485099933011586,24.029189418697086,32.129245111444305,7,True
peak,4,1104,550.0,575.0,562.5,29.279851878823372,28.911007445511633,25.779096980716893,31.674073476994643,6,True
peak,4,1104,575.0,600.0,587.5,27.491573245133957,26.5879985478532,22.766295994529614,29.506126403896033,6,True
peak,4,1104,600.0,625.0,612.5,26.26832858281688,25.29546424806428,23.06438420309091,26.92771891340915,7,True
peak,4,1104,625.0,650.0,637.5,23.8134330976765,23.989587950572854,23.418149110030875,24.632804934263156,8,True
peak,4,1104,650.0,675.0,662.5,25.147609923439965,25.147902479125143,24.70739778863703,25.55166909518389,8,True
peak,4,1104,675.0,700.0,687.5,26.75718156517955,26.777958620099234,25.93716607099968,27.64472513062402,7,True
peak,4,1104,700.0,725.0,712.5,28.053013023245057,28.20273082541079,27.43577928714311,29.069226348620763,7,True
peak,4,1104,725.0,750.0,737.5,28.39146908055809,28.355109299920784,28.18958720235302,28.484271616851238,6,True
peak,4,1104,750.0,775.0,762.5,27.125644378104916,27.055011920646905,26.031130572045324,28.04371952837082,8,True
peak,4,1104,775.0,800.0,787.5,26.638407230295226,27.463330795956985,26.439453086653277,29.136741371665707,7,True
peak,4,1104,800.0,825.0,812.5,27.17495843264011,27.144447591303628,26.668754532900202,27.61494247740992,7,True
peak,4,1104,825.0,850.0,837.5,27.67396815236016,28.103347237301875,24.54375353868223,32.30859114018742,7,True
peak,4,1104,850.0,875.0,862.5,29.295607650534205,29.19069521172101,26.050670040158476,32.22580794447036,6,True
peak,4,1104,875.0,900.0,887.5,26.796150567240275,27.889706896967493,26.71682279729268,30.465479203055615,7,True
peak,4,1104,900.0,925.0,912.5,27.768402028674345,28.332727587271677,26.705979858701674,30.523800874439004,6,True
peak,4,1104,925.0,950.0,937.5,27.040303445529975,27.67874399466143,26.93319089929063,28.643387388467193,7,True
peak,4,1104,950.0,975.0,962.5,27.49871956755879,27.585972029245927,27.024077096157825,28.235119424021164,6,True
peak,4,1104,975.0,1000.0,987.5,27.296781859103103,27.27711120790996,26.28263611251349,28.193868062043553,7,True
peak,5,1105,0.0,25.0,12.5,16.57103090655962,16.50009919289662,16.13781214673464,16.791454525395608,6,True
peak,5,1105,25.0,50.0,37.5,16.814998200643466,16.27876941564757,15.002284794080687,17.01902525221856,6,True
peak,5,1105,50.0,75.0,62.5,17.86166117676061,18.01638526874536,17.2611599998177,18.88384781013054,7,True
peak,5,1105,75.0,100.0,87.5,17.010911152614696,17.050165676672222,16.683657103313198,17.455928774088775,6,True
peak,5,1105,100.0,125.0,112.5,16.95051787644277,16.914472793336586,16.432851377714652,17.38369465502521,7,True
peak,5,1105,125.0,150.0,137.5,18.38282248834051,18.638047100269585,17.5814505534402,19.949868259028044,6,True
peak,5,1105,150.0,175.0,162.5,17.095481594909515,17.19091407452913,16.912398159249523,17.619347819079366,7,True
peak,5,1105,175.0,200.0,187.5,17.348845993832786,17.38037201833949,17.142627188069657,17.649642873116026,6,True
peak,5,1105,200.0,225.0,212.5,19.616972317257932,19.782353452415048,18.86937090806012,20.8629220109442,5,True
peak,5,1105,225.0,250.0,237.5,20.16046694702188,20.357237835859394,19.395721681864977,21.395702008049835,7,True
peak,5,1105,250.0,275.0,262.5,19.51579207680639,19.475906672827193,19.12380276244341,19.787866341149964,8,True
peak,5,1105,275.0,300.0,287.5,21.481541073507167,21.404853353439815,20.773564933090803,22.10879639916731,8,True
peak,5,1105,300.0,325.0,312.5,22.31289738363696,22.42859517364454,21.917989906977528,23.076174982289206,7,True
peak,5,1105,325.0,350.0,337.5,28.96916323794266,26.439280913609526,21.151908977181236,29.196770525704686,6,True
peak,5,1105,350.0,375.0,362.5,27.26834548209879,27.19311572406925,26.60570813532102,27.688809759047988,7,True
peak,5,1105,375.0,400.0,387.5,26.408409160757692,26.50337639601249,25.858601080085545,27.22808785433026,8,True
peak,5,1105,400.0,425.0,412.5,28.468027299311856,28.37816811074628,27.70746374332457,28.880862163591992,8,True
peak,5,1105,425.0,450.0,437.5,23.010698929635826,24.29400586619914,19.281448956229255,29.018891005878128,7,True
peak,5,1105,450.0,475.0,462.5,22.400202210409276,22.88758043626284,20.315602849100728,26.231555278637725,8,True
peak,5,1105,475.0,500.0,487.5,29.294686037151465,29.208228610714272,28.337631173619165,30.009510191815707,8,True
peak,5,1105,500.0,525.0,512.5,30.087086658531497,30.117305226494118,29.677023188304535,30.517996930245125,10,True
peak,5,1105,525.0,550.0,537.5,31.767419962924308,31.02075404893705,29.191478646114334,32.41652976409036,8,True
peak,5,1105,550.0,575.0,562.5,28.957480745329608,28.685236832563636,28.030443130031934,29.18642805099459,7,True
peak,5,1105,575.0,600.0,587.5,31.84725126195669,31.613321766274158,30.36950795772504,32.590452270746624,7,True
peak,5,1105,600.0,625.0,612.5,33.05142124960467,32.72717277516607,31.279261515667745,33.67283201885484,7,True
peak,5,1105,625.0,650.0,637.5,32.63578147146664,32.62155336004927,32.27110838007992,32.97300220709646,8,True
peak,5,1105,650.0,675.0,662.5,33.60094019326306,33.62726276423664,33.360290539143364,33.92055756030349,6,True
peak,5,1105,675.0,700.0,687.5,34.19707938300716,34.20000054067629,34.150564246115685,34.244487718023855,5,True
peak,5,1105,700.0,725.0,712.5,34.0270499317576,34.034637047097085,33.990572951858624,34.08628825767502,6,True
peak,5,1105,725.0,750.0,737.5,29.300510262894555,28.57657695281954,25.35554048452478,30.935373714508305,7,True
peak,5,1105,750.0,775.0,762.5,27.964958201130976,28.041091786425845,27.239010917391106,28.847062438855367,8,True
peak,5,1105,775.0,800.0,787.5,30.303733441417844,29.88830867955928,28.510111861585187,31.129722052133026,7,True
peak,5,1105,800.0,825.0,812.5,30.885111288871105,30.82548472119934,30.241960429759793,31.344675552391404,7,True
peak,5,1105,825.0,850.0,837.5,29.76249054042747,29.834331245963,29.5942390244766,30.146264172984928,6,True
peak,5,1105,850.0,875.0,862.5,28.572237190167698,28.566494231263306,28.006382263718898,29.021064591147038,8,True
peak,5,1105,875.0,900.0,887.5,28.575788565182656,28.519876126727727,28.324353527380975,28.668191402640915,7,True
peak,5,1105,900.0,925.0,912.5,28.451811529368296,28.458372724717908,28.34987647497106,28.575613891427235,7,True
peak,5,1105,925.0,950.0,937.5,28.35524925245288,28.1250614577202,27.67276548441687,28.38875739592945,7,True
peak,5,1105,950.0,975.0,962.5,27.204462499600318,27.177269855088348,26.88916532045071,27.431951889642164,8,True
peak,5,1105,975.0,1000.0,987.5,27.14374789244491,27.10075876682149,26.974539607963997,27.194802866710717,7,True
weakT,1,1101,0.0,25.0,12.5,14.801524047136573,14.557797935569665,13.402576787271855,15.469292972300568,6,True
weakT,1,1101,25.0,50.0,37.5,10.980475104073243,11.343731019759849,10.790516886176212,12.260201069030089,6,True
weakT,1,1101,50.0,75.0,62.5,11.650041765516397,11.60252624522654,10.89663351352241,12.19610911030433,7,True
weakT,1,1101,75.0,100.0,87.5,10.293779776722012,10.226993479748856,9.55451096171871,10.832689700805847,6,True
weakT,1,1101,100.0,125.0,112.5,8.20520599897577,8.308209616889547,7.992399738973035,8.809303928041613,7,True
weakT,1,1101,125.0,150.0,137.5,11.644282130397126,11.800404172432762,9.60624058349783,14.150689803403324,6,True
weakT,1,1101,150.0,175.0,162.5,13.331778277625672,12.984028279829037,12.210180725302378,13.550617454803042,7,True
weakT,1,1101,175.0,200.0,187.5,7.022673161203604,7.188903162971738,6.539574259353604,7.884216813306595,7,True
weakT,1,1101,200.0,225.0,212.5,9.144109390816373,9.026819899372372,8.562458262969816,9.373892044330926,6,True
weakT,1,1101,225.0,250.0,237.5,10.276134562037177,10.0814610662287,9.563205988180117,10.434346587703102,7,True
weakT,1,1101,250.0,275.0,262.5,10.629652177589872,10.76889811386053,7.305287119358377,14.371755044633339,6,True
weakT,1,1101,275.0,300.0,287.5,13.274682199844657,13.238892004021297,12.755191794486805,13.618162100697996,7,True
weakT,1,1101,300.0,325.0,312.5,13.46915922582722,13.525664586552566,12.250018991523127,14.857815542307346,6,True
weakT,1,1101,325.0,350.0,337.5,12.685542155307532,12.136254375714465,10.161706796938077,13.561514174897782,6,True
weakT,1,1101,350.0,375.0,362.5,12.80332465595302,13.03081507095728,12.171912233013098,14.089263483951283,5,True
weakT,1,1101,375.0,400.0,387.5,12.420700220877343,12.293883417959284,9.850803392958085,14.610146640042423,6,True
weakT,1,1101,400.0,425.0,412.5,10.780848977104585,11.686302511610444,9.43076478592288,14.359812548351252,7,True
weakT,1,1101,425.0,450.0,437.5,14.995075893235173,14.237509275335194,11.845018139227971,15.872433793542445,6,True
weakT,1,1101,450.0,475.0,462.5,16.120338171692993,16.08576732526036,15.939677069296273,16.211541173649195,5,True
weakT,1,1101,475.0,500.0,487.5,15.913264156549216,15.903111238286064,15.845240459515718,15.950829098793253,6,True
weakT,1,1101,500.0,525.0,512.5,16.27085143864261,16.278031213775606,16.194402898746674,16.369155936957984,5,True
weakT,1,1101,525.0,550.0,537.5,16.248436779663,16.2776218525836,16.175325292571465,16.419200041852665,7,True
weakT,1,1101,550.0,575.0,562.5,15.570788703276474,15.580686934930464,15.478628382296774,15.699277224165346,7,True
weakT,1,1101,575.0,600.0,587.5,15.872499614091405,15.928728249237606,15.600036969879213,16.28792489042716,7,True
weakT,1,1101,600.0,625.0,612.5,16.908090746993164,16.918831332144972,16.54801371819966,17.340361513583378,7,True
weakT,1,1101,625.0,650.0,637.5,16.86257513605436,17.199585059077126,16.79790356199028,17.895503269495507,8,True
weakT,1,1101,650.0,675.0,662.5,17.0390013318785,17.151599695579204,17.009524831124228,17.44940314152045,7,True
weakT,1,1101,675.0,700.0,687.5,17.270837539960088,16.99727957055979,16.35548409248937,17.40118385318742,7,True
weakT,1,1101,700.0,725.0,712.5,16.676337615545247,16.522384196362854,14.787837593187492,18.167421885307522,7,True
weakT,1,1101,725.0,750.0,737.5,13.349313057715266,13.87246861882698,12.85255758871672,15.41553521004896,6,True
weakT,1,1101,750.0,775.0,762.5,14.899525861965728,15.18974164073253,14.101715876474866,16.567983183757,6,True
weakT,1,1101,775.0,800.0,787.5,17.029243085974237,16.705795982187603,15.40152199150743,17.914387628047866,7,True
weakT,1,1101,800.0,825.0,812.5,16.81989686494014,16.94245136552131,15.573251548896195,18.434205682727587,6,True
weakT,1,1101,825.0,850.0,837.5,13.357713744476952,13.716395940594683,12.794664124177162,14.990546697910128,7,True
weakT,1,1101,850.0,875.0,862.5,14.305921175924263,14.302195908958067,13.558620885504327,15.019087606963138,7,True
weakT,1,1101,875.0,900.0,887.5,15.666869492158153,15.625360189380446,15.487446161027133,15.742949363162136,7,True
weakT,1,1101,900.0,925.0,912.5,15.776852259277502,15.765976887900255,15.661321598938908,15.868544813273106,7,True
weakT,1,1101,925.0,950.0,937.5,15.978526571106732,16.10891116588755,15.883736967032574,16.455502628927167,7,True
weakT,1,1101,950.0,975.0,962.5,16.389181962800947,16.61575907400868,14.945388863339353,18.512706395885743,6,True
weakT,1,1101,975.0,1000.0,987.5,15.687790683512755,16.166202405625924,15.599192021397892,16.90363229213461,7,True
weakT,2,1102,0.0,25.0,12.5,14.872116669505337,14.640499292618573,13.460356233311916,15.589024975038464,6,True
weakT,2,1102,25.0,50.0,37.5,11.046945987849224,11.411776806690568,10.861290704278822,12.327093727943659,6,True
weakT,2,1102,50.0,75.0,62.5,12.146359344086507,12.148600676030544,11.66621529445766,12.743470561779647,7,True
weakT,2,1102,75.0,100.0,87.5,10.354124033366968,10.484437836649587,10.066493174819641,11.032696301762153,6,True
weakT,2,1102,100.0,125.0,112.5,10.233445314494016,9.93934640954185,9.190427847531113,10.547894818633274,7,True
weakT,2,1102,125.0,150.0,137.5,9.605835471421692,9.481090234204176,8.683548179488056,10.153887051702776,6,True
weakT,2,1102,150.0,175.0,162.5,7.297751283850635,7.395446263325442,6.517527754800661,8.402604059333303,7,True
weakT,2,1102,175.0,200.0,187.5,7.974317770369243,7.334409654220363,5.5027814158341775,8.526129776457669,6,True
weakT,2,1102,200.0,225.0,212.5,8.815185956893814,8.477201088345366,7.598579715486911,9.06822637922619,7,True
weakT,2,1102,225.0,250.0,237.5,8.618420713954537,7.780170884726694,5.918905480999732,9.16928539748141,5,True
weakT,2,1102,250.0,275.0,262.5,9.217273162076328,8.811595012100806,6.185536488504354,11.031975385721738,6,True
weakT,2,1102,275.0,300.0,287.5,13.83634242425138,13.586032112582815,12.109422369936507,14.7000211681285,7,True
weakT,2,1102,300.0,325.0,312.5,11.382116452771978,11.776789308211894,9.730010592379756,14.218240879483947,6,True
weakT,2,1102,325.0,350.0,337.5,8.491893672410775,8.491114636667339,8.062374046025827,8.919076191565416,6,True
weakT,2,1102,350.0,375.0,362.5,10.377428201738788,10.233036140167949,9.507009433300086,10.814670785464973,6,True
weakT,2,1102,375.0,400.0,387.5,11.014892732076596,11.003482411643322,10.960092898938202,11.037371395498166,7,True
weakT,2,1102,400.0,425.0,412.5,12.224192992222019,12.588643363503865,11.168278983354217,14.37345811493536,6,True
weakT,2,1102,425.0,450.0,437.5,16.005716359089995,15.653833473481086,14.296812018438139,16.478466400473653,7,True
weakT,2,1102,450.0,475.0,462.5,13.157548267474498,13.625612077297628,12.699591605130626,15.113280887097691,7,True
weakT,2,1102,475.0,500.0,487.5,13.240168222812017,13.270470083100786,12.890416873932525,13.629926472469261,7,True
weakT,2,1102,500.0,525.0,512.5,14.05686598580242,14.06539284088264,13.872641390860577,14.238941134785797,7,True
weakT,2,1102,525.0,550.0,537.5,16.319501944431593,16.1326300264855,15.107182943374912,16.97120519165,6,True
weakT,2,1102,550.0,575.0,562.5,15.22826485612478,14.61703426483282,12.947948365747598,16.11238879330091,7,True
weakT,2,1102,575.0,600.0,587.5,13.587164143385003,13.617043492912842,11.710269321011278,15.553697014342248,6,True
weakT,2,1102,600.0,625.0,612.5,19.031964543730464,18.523294578754054,17.40189179932807,19.136027393203637,6,True
weakT,2,1102,625.0,650.0,637.5,17.792386263143175,17.980202276949314,17.370665040936945,18.675063848946305,7,True
weakT,2,1102,650.0,675.0,662.5,16.40470354677592,16.51608062663516,16.297937675294314,16.84560065783524,6,True
weakT,2,1102,675.0,700.0,687.5,16.752413074976676,16.835930114901675,16.594509044885392,17.147441202116337,7,True
weakT,2,1102,700.0,725.0,712.5,8.418879803648398,8.125993209519907,6.967757903202604,9.196324606992293,7,True
weakT,2,1102,725.0,750.0,737.5,16.032851210855082,16.021943351366087,13.716497454159665,18.316481389083513,6,True
weakT,2,1102,750.0,775.0,762.5,20.48354995086902,20.43997441182625,20.00343490079909,20.851853040908647,7,True
weakT,2,1102,775.0,800.0,787.5,18.891642652993895,18.830424217903587,18.164974475943033,19.434655524773838,6,True
weakT,2,1102,800.0,825.0,812.5,19.880228758117124,19.873403195970553,19.123560267871174,20.5400508134832,7,True
weakT,2,1102,825.0,850.0,837.5,20.65064874294274,20.313796313643955,19.396723511426725,20.755256990807425,7,True
weakT,2,1102,850.0,875.0,862.5,20.08504572626783,20.082118011096554,19.740603404555,20.41866861019996,7,True
weakT,2,1102,875.0,900.0,887.5,19.60491951799401,19.54601575442041,19.374710266843927,19.6965888852746,7,True
weakT,2,1102,900.0,925.0,912.5,19.595558596427377,19.558094468378716,19.304806375602876,19.81241068220261,7,True
weakT,2,1102,925.0,950.0,937.5,19.33623699528741,18.63960532634331,16.98948688457906,19.593092099163464,6,True
