temperature_K,surface_id,endurance_binary,score
100.0,EXP_00000,0,0.0
100.0,EXP_00001,0,0.0
100.0,EXP_00002,0,0.0
100.0,EXP_00003,0,0.0
100.0,EXP_00004,0,0.0
100.0,EXP_00005,0,0.0
100.0,EXP_00006,0,0.0
100.0,EXP_00007,0,0.0
100.0,EXP_00008,0,0.0
100.0,EXP_00009,0,0.0
100.0,EXP_00010,0,0.0
100.0,EXP_00011,0,0.0
100.0,EXP_00012,0,0.0
100.0,EXP_00013,0,0.0
100.0,EXP_00014,0,0.0
100.0,EXP_00015,0,0.0
100.0,EXP_00016,0,0.0
100.0,EXP_00017,1,0.0
100.0,EXP_00018,0,0.0
100.0,EXP_00019,0,0.0
100.0,EXP_00020,0,0.0
100.0,EXP_00021,0,0.0
100.0,EXP_00022,0,0.0
100.0,EXP_00023,0,0.0
100.0,EXP_00024,0,0.0
100.0,EXP_00025,0,0.0
100.0,EXP_00026,0,0.0
100.0,EXP_00027,0,0.0
100.0,EXP_00028,0,0.0
100.0,EXP_00029,0,0.0
100.0,EXP_00030,0,0.0
100.0,EXP_00031,0,0.0
100.0,EXP_00032,0,0.0
100.0,EXP_00033,1,0.0
100.0,EXP_00034,1,0.0
100.0,EXP_00035,0,0.0
100.0,EXP_00036,0,0.0
100.0,EXP_00037,0,0.0
100.0,EXP_00038,1,0.0
100.0,EXP_00039,0,0.0
100.0,EXP_00040,0,0.0
100.0,EXP_00041,0,0.0
100.0,EXP_00042,0,0.0
100.0,EXP_00043,1,0.0
100.0,EXP_00044,0,0.0
100.0,EXP_00045,0,0.0
100.0,EXP_00046,0,0.0
100.0,EXP_00047,0,0.0
100.0,EXP_00048,0,0.0
100.0,EXP_00049,0,0.0
100.0,EXP_00050,1,0.0
100.0,EXP_00051,0,0.0
100.0,EXP_00052,0,0.0
100.0,EXP_00053,0,0.0
100.0,EXP_00054,1,0.0
100.0,EXP_00055,0,0.0
100.0,EXP_00056,0,0.0
100.0,EXP_00057,0,0.0
100.0,EXP_00058,0,0.0
100.0,EXP_00059,0,0.0
100.0,EXP_00060,0,0.0
100.0,EXP_00061,1,0.0
100.0,EXP_00062,0,0.0
100.0,EXP_00063,0,0.0
100.0,EXP_00064,0,0.0
100.0,EXP_00065,1,0.0
100.0,EXP_00066,1,0.0
100.0,EXP_00067,0,0.0
100.0,EXP_00068,0,0.0
100.0,EXP_00069,1,0.0
100.0,EXP_00070,1,0.0
100.0,EXP_00071,0,0.0
100.0,EXP_00072,0,0.0
100.0,EXP_00073,0,0.0
100.0,EXP_00074,0,0.0
100.0,EXP_00075,0,0.0
100.0,EXP_00076,1,0.0
100.0,EXP_00077,0,0.0
100.0,EXP_00078,0,0.0
100.0,EXP_00079,0,0.0
100.0,EXP_00080,0,0.0
100.0,EXP_00081,1,0.0
100.0,EXP_00082,0,0.0
100.0,EXP_00083,1,0.0
100.0,EXP_00084,1,0.0
100.0,EXP_00085,0,0.0
100.0,EXP_00086,0,0.0
100.0,EXP_00087,1,0.0
100.0,EXP_00088,0,0.0
100.0,EXP_00089,0,0.0
100.0,EXP_00090,0,0.0
100.0,EXP_00091,1,0.0
100.0,EXP_00092,0,0.0
100.0,EXP_00093,1,0.0
100.0,EXP_00094,0,0.0
100.0,EXP_00095,1,0.0
100.0,EXP_00096,0,0.0
100.0,EXP_00097,0,0.0
100.0,EXP_00098,0,0.0
100.0,EXP_00099,0,0.0
100.0,EXP_00100,0,0.0
100.0,EXP_00101,0,0.0
100.0,EXP_00102,0,0.0
100.0,EXP_00103,0,0.0
100.0,EXP_00104,0,0.0
100.0,EXP_00105,0,0.0
100.0,EXP_00106,0,0.0
100.0,EXP_00107,0,0.0
100.0,EXP_00108,1,0.0
100.0,EXP_00109,0,0.0
100.0,EXP_00110,0,0.0
100.0,EXP_00111,0,0.0
100.0,EXP_00113,0,0.1998588855303541
100.0,EXP_00114,0,0.2324272334139003
100.0,EXP_00115,0,0.032879052420037
100.0,EXP_00116,0,0.0302008760376711
100.0,EXP_00117,0,0.0
100.0,EXP_00118,0,0.0137842533249448
100.0,EXP_00119,0,0.0
100.0,EXP_00120,0,24.21107513109462
100.0,EXP_00121,0,0.0075046581737677
100.0,EXP_00122,0,0.1061714108026976
100.0,EXP_00123,0,0.0701390191074169
100.0,EXP_00124,0,0.626475230471893
100.0,EXP_00125,0,0.0
100.0,EXP_00126,0,0.8652963249038919
100.0,EXP_00127,0,0.0061170428452233
100.0,EXP_00128,0,0.1147575313205506
100.0,EXP_00129,1,0.0101206846252275
100.0,EXP_00130,0,0.920623525141512
100.0,EXP_00131,0,0.0173121871310604
100.0,EXP_00133,1,0.0
100.0,EXP_00134,0,0.1817163223620586
100.0,EXP_00135,0,0.0015979515151035
100.0,EXP_00136,0,0.1356662530399602
100.0,EXP_00137,0,0.7768224201539393
100.0,EXP_00138,0,0.0307193906425418
100.0,EXP_00139,0,0.0
100.0,EXP_00140,0,0.0471982620549741
100.0,EXP_00141,0,0.4182622271342107
100.0,EXP_00142,0,0.0018951324021563
100.0,EXP_00143,0,0.0
100.0,EXP_00144,1,0.2292750663276444
100.0,EXP_00145,0,0.0
100.0,EXP_00146,0,0.6020078295974254
100.0,EXP_00148,0,0.1465543512894661
100.0,EXP_00149,0,0.8223378490294461
100.0,EXP_00150,0,0.1566452922686066
100.0,EXP_00156,0,0.0855742796535973
100.0,EXP_00162,0,0.3534583371867913
100.0,EXP_00165,0,0.0808587582667639
100.0,EXP_00172,1,0.1197334764598355
100.0,EXP_00183,0,0.846330231025352
100.0,EXP_00190,0,252.98213567325735
100.0,EXP_00192,0,0.1973891564062824
100.0,EXP_00193,1,0.0
100.0,EXP_00194,0,0.2729156312889779
100.0,EXP_00195,1,0.0
