option_key,candidate_id,material_class,role,mechanism_summary,validation_status,Tref_K,n_slip_channels,rho_forest_floor_m2,peierls_stress_fraction,taylor_stress_fraction,mobile_shield_fraction,source_recovery_rate_s,L_pz_um_recommended,n_bins_recommended,cleave_G00_eV,cleave_gT_eV_per_K,cleave_sigc0_GPa,cleave_sT_GPa_per_K,cleave_exp_a,cleave_exp_n,cleave_floor_frac,emit_G00_eV,emit_gT_eV_per_K,emit_sigc0_GPa,emit_sT_GPa_per_K,emit_exp_a,emit_exp_n,emit_floor_frac,peierls_H0_eV,peierls_activation_entropy_kB,peierls_exp_a,peierls_exp_n,taylor_H0_eV,taylor_activation_entropy_kB,taylor_exp_a,taylor_exp_n,taylor_corr_rho_c_m2,taylor_corr_scale,source_sites_per_system,encounter_efficiency,retained_recovery_rate_s,source_refresh_length_um,c_blunt,peierls_nu0_s,taylor_nu0_s,rho_source0_m2,recovery_nu0_s,recovery_H0_eV,recovery_activation_entropy_kB,reference_source_area_um2,reference_front_width_um,source_zone_length_um,legacy_source_sites_active,legacy_source_refresh_active,explicit_recovery_active
v913_top01_0091348_persistent_sites,v913_zeroD_sobol_0091348,DBTT,v9.13 1-D sharp-peak rank 1,50 um 1-D peak at 950 K; prominence 23.6036 MPa sqrt(m).,"v10.2.23 exact parameter transfer candidate; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.0453791483305395,0.00863687546039,4.7996945809572935,-0.0026235509999096,1.025148071022704,0.5528804096393287,0.0964374188428917,3.8308874852955337,-0.0028567998185753,3.902883253991604,-0.0032430217675864,0.1332801415678113,1.0675640703644602,0.0366040845765816,4.3817731263116,-14.132837280631064,0.4922186036594211,2.4421899511944503,1.139809478521347,16.26906782388687,0.5407711146771907,1.666124790906906,3.69651609827048e+16,2.959853771657688,141.0590567476921,9.160246308716648,0.0,0.0,2.0320381047204137,1000000000000.0,100000000000.0,2.808902172197675e+16,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0
v913_top02_0086763_persistent_sites,v913_zeroD_sobol_0086763,DBTT,v9.13 1-D sharp-peak rank 2,50 um 1-D peak at 1050 K; prominence 14.9491 MPa sqrt(m).,"v10.2.23 exact parameter transfer candidate; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,2.0171823515556757,0.0007157472013495,4.4299531150609255,0.007358667384833,0.3242059195879846,1.6929715820588171,0.1966510411308111,3.909099069423973,-0.0016350555261597,3.728829473257065,-0.0066645889617502,0.0765673027653247,1.8451305483933536,0.0316501915939528,1.314332072623074,-20.236899703741077,1.1734891518950463,2.3269249042496085,0.9463708013296128,10.147276632487774,0.5216803448833525,1.5814494546502829,3.744286819044797e+17,3.648212336865315,141.0590567476921,9.160246308716648,0.0,0.0,1.6149879125878217,1000000000000.0,100000000000.0,360369746344293.2,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0
v913_top03_0115460_persistent_sites,v913_zeroD_sobol_0115460,DBTT,v9.13 1-D sharp-peak rank 3,50 um 1-D peak at 1000 K; prominence 14.7122 MPa sqrt(m).,"v10.2.23 exact parameter transfer candidate; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,1.1613941742107272,0.0090379247856326,6.670654106885195,-0.0028363684089854,0.4481693573761731,1.29237992875278,0.0058151524305092,2.4904328616335984,-0.0007605794165283,6.220869481563568,-0.0036550394035875,0.3259654083196074,2.404178873915225,0.0077051986327223,4.713885683566332,-15.420426856726408,0.6459798035211861,1.871017365716397,0.6784277588129043,12.890316806733608,0.6109996828529984,1.1505513414740562,477017333469.6986,6.048544658291038,141.0590567476921,9.160246308716648,0.0,0.0,1.7878488041460514,1000000000000.0,100000000000.0,583920431319320.6,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0
v913_top04_0097332_persistent_sites,v913_zeroD_sobol_0097332,DBTT,v9.13 1-D sharp-peak rank 4,50 um 1-D peak at 1050 K; prominence 12.6423 MPa sqrt(m).,"v10.2.23 exact parameter transfer candidate; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,1.853576356545091,0.0091699949614703,5.02421388309449,-0.0024083667006343,0.6424405699595809,0.7936017932370305,0.1338542771391865,4.5595012456178665,-0.001935733593069,6.242005445063114,0.0036394156441092,1.1490606744680554,0.5527025077491998,0.0198707426202576,3.69412992708385,6.896810047328472,1.9146125694736835,2.4528713058680296,0.3909632432460785,18.80783263593912,0.7429710346926004,0.7508040796965361,4489458734316.03,4.092276826500829,141.0590567476921,9.160246308716648,0.0,0.0,0.7267177635803819,1000000000000.0,100000000000.0,2.28911211413095e+16,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0
v913_top05_0127508_persistent_sites,v913_zeroD_sobol_0127508,DBTT,v9.13 1-D sharp-peak rank 5,50 um 1-D peak at 1000 K; prominence 12.5088 MPa sqrt(m).,"v10.2.23 exact parameter transfer candidate; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,2.3740459862165157,0.0015134139778092,7.010096753947437,-0.0011172577394172,0.2095967781729996,2.1608003759756684,0.0050646847977669,3.574336855113506,-0.0016428749952465,6.148618519306183,0.0008358946740627,0.1372442117426544,2.060861888201907,0.1925852665942847,1.6530268932692709,-25.901026763021942,0.7985359244048595,2.5466286113951355,1.0286340892314911,18.19020554423332,0.8843029700033367,2.3768100421875715,1584700116629.7751,0.4160710325159645,141.0590567476921,9.160246308716648,0.0,0.0,1.7163635361939669,1000000000000.0,100000000000.0,1.121640055491243e+16,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0
v913_top06_0116955_persistent_sites,v913_zeroD_sobol_0116955,DBTT,v9.13 1-D sharp-peak rank 6,50 um 1-D peak at 1000 K; prominence 12.4474 MPa sqrt(m).,"v10.2.23 exact parameter transfer candidate; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.497796688694507,0.0080361246806569,5.115476604551077,-0.0016002543857321,0.4365619524847716,1.040377038996667,0.0254752893929062,3.9774327300488954,-0.0024142604712396,8.767316944897175,0.0021373024657368,0.1364233205281197,1.639806836657226,0.0645240567354888,3.6282808207906783,-4.032082986086607,1.010412615071982,2.38337339903228,1.8844304084777832,11.56215574592352,0.526846093358472,1.4233212359249592,8.319121413916371e+17,0.4964460622427377,141.0590567476921,9.160246308716648,0.0,0.0,0.5934622306376696,1000000000000.0,100000000000.0,7.411536373796822e+16,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0
v913_top07_0060219_persistent_sites,v913_zeroD_sobol_0060219,DBTT,v9.13 1-D sharp-peak rank 7,50 um 1-D peak at 1050 K; prominence 11.6208 MPa sqrt(m).,"v10.2.23 exact parameter transfer candidate; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,4.388700178824365,0.0056093849847093,5.11267201974988,-0.0018545337766408,0.5163953727576882,1.5005021863617003,0.065555313646972,3.8714989850297568,-0.0014363304665312,4.633709907531738,-0.0069189315550029,0.1755501898750662,0.775419834908098,0.0113425899289356,0.959687392693013,14.77918503805995,1.7894757851958274,0.9159671810921282,0.1275879848003387,19.32783756405115,0.0402470866590738,0.6374284494668245,5.451008813541711e+16,5.963884351453593,141.0590567476921,9.160246308716648,0.0,0.0,2.47790246643126,1000000000000.0,100000000000.0,1.6621303923333022e+16,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0
v913_top08_0242980_persistent_sites,v913_zeroD_sobol_0242980,DBTT,v9.13 1-D sharp-peak rank 8,50 um 1-D peak at 1100 K; prominence 10.8503 MPa sqrt(m).,"v10.2.23 exact parameter transfer candidate; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,4.011803912930191,0.0081468212408944,7.349638969637454,-0.0012099820682778,1.3227705595549195,1.2558047282509506,0.0184513317135146,2.0446315124630927,0.000941995373927,7.205215461552143,0.0013325903080403,0.0858719444833695,1.1423492641188204,0.0058420097608974,6.368386985268444,12.2265643812716,1.9097672308795155,1.1372957159765065,1.6986502355337143,38.45378890633583,0.4561179580539465,1.2506696581840515,58780073970578.01,0.8638954413677038,141.0590567476921,9.160246308716648,0.0,0.0,2.687256144359708,1000000000000.0,100000000000.0,1.4102520844479966e+16,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0
v913_top09_0103251_persistent_sites,v913_zeroD_sobol_0103251,DBTT,v9.13 1-D sharp-peak rank 9,50 um 1-D peak at 1100 K; prominence 10.2682 MPa sqrt(m).,"v10.2.23 exact parameter transfer candidate; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,3.858983729965985,0.0053661396629177,6.426139679737389,-0.0026073887292295,0.6865754192695022,1.2599241705611348,0.0060338789299509,3.699940881133079,0.0079019972188398,3.475247330963612,-0.0057029963098466,0.178433520141989,1.333366803266108,0.0186362179179887,5.65535672660917,-26.924134884029627,1.8863388748839496,1.2991912495344875,0.737521898150444,27.29128111153841,0.9219415864069016,2.441455863416195,112705259472.60164,0.2696879707850609,141.0590567476921,9.160246308716648,0.0,0.0,2.373462835326791,1000000000000.0,100000000000.0,135396858145766.9,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0
v913_top10_0080699_persistent_sites,v913_zeroD_sobol_0080699,DBTT,v9.13 1-D sharp-peak rank 10,50 um 1-D peak at 1000 K; prominence 10.1644 MPa sqrt(m).,"v10.2.23 exact parameter transfer candidate; persistent sites, no finite source inventory, no source refresh, and no explicit recovery.",481.33,2,5000000000000.0,0.5773502691896258,0.5773502691896258,0.0,0.0,50.0,80,1.8228789144195616,0.0058950852882117,7.44025968760252,-0.0028067363090813,0.4711434281896799,2.1272922581993043,0.1366117095912031,3.3612994717434046,-0.0021694913096725,8.481935933232307,-0.0017528934814035,0.4519571632705629,1.7034903925843536,0.0053803038590234,1.2845298163592815,-2.167497500777245,1.3346875578165054,2.243367848917842,1.8378528547286987,27.96429194509983,0.9629826734401286,0.8973991516977549,23998262174607.336,0.2927229584720893,141.0590567476921,9.160246308716648,0.0,0.0,1.389185255393386,1000000000000.0,100000000000.0,290425788083257.8,0.0,0.0,0.0,25.0,10.0,2.0,0,0,0
