option_key,candidate_id,paper_material_class,selection_role,oneD_strict_gate_passed,oneD_selection_score,Tref_K,cleave_G00_eV,cleave_gT_eV_per_K,cleave_sigc0_GPa,cleave_sT_GPa_per_K,cleave_exp_a,cleave_exp_n,cleave_floor_frac,emit_G00_eV,emit_gT_eV_per_K,emit_sigc0_GPa,emit_sT_GPa_per_K,emit_exp_a,emit_exp_n,emit_floor_frac,peierls_H0_eV,peierls_activation_entropy_kB,peierls_exp_a,peierls_exp_n,peierls_nu0_s,taylor_H0_eV,taylor_activation_entropy_kB,taylor_exp_a,taylor_exp_n,taylor_nu0_s,rho_source0_m2,taylor_corr_rho_c_m2,taylor_corr_scale,c_blunt
v913_paper_weakT01_0257068_persistent_sites,v913_zeroD_sobol_0257068,weakT_FCC_like,paper primary weak-temperature/FCC-like candidate,False,1.5507112702534789,481.33,1.7857417692430315,0.006509999431204,4.317841878160834,-0.0003522890694439,0.8600370321888476,2.352245875634253,0.0185557536586929,0.6063306843861938,0.0064757523797452,1.9432697892189024,0.0036708527207374,1.3162708382215351,2.2117161420173943,0.1800513945002218,1.8067784011363983,17.572232261300087,0.2672757891006768,1.393180159619078,1000000000000.0,1.092869216799736,32.019011192023754,0.7464381405618041,2.266563219949603,100000000000.0,1192880079841322.5,1010450966636.6918,8.048362291854987,1.2116037514060736
v913_paper_ceramic01_0189364_persistent_sites,v913_zeroD_sobol_0189364,ceramic_like,paper primary ceramic-like candidate,True,2.1336511361240458,481.33,1.081143809016794,0.0096617741994559,3.2650211164727807,-0.0021090396642684,1.4272734744474291,0.6433983957394958,0.0550766035811187,4.500048100948334,0.0009033065196126,8.752024725079536,0.0028109069839119,0.1183954715263098,1.0063363710884003,0.0384280163263492,3.22086986200884,1.9302894547581673,0.9031734521500766,1.2957701568957418,1000000000000.0,0.4702797365188598,34.05686903744936,0.3518301888089626,2.469824718311429,100000000000.0,5.340986449923722e+16,373418862531448.5,0.1456338310109436,2.366037824191153
