job_id,stage,option,R,Kmax_MPa_sqrt_m,Kmin_MPa_sqrt_m,deltaK_driver_MPa_sqrt_m,deltaK_nominal_full_MPa_sqrt_m,deltaK_nominal_tensile_MPa_sqrt_m,Kmax_nominal_MPa_sqrt_m,developed_da_dN,event_count,cycles,final_extension_um,target_reached,stable_growth,stationarity_ratio,terminal_classification,result_path,seed,n_bins,temperature_K,frequency_Hz,branch,head,analysis_head,production_solver_hash,common_physics_hash,composite_hash,acceleration_mode,reused,resumed,stationarity_classification,W_m,B_m,nominal_Pmax_initial_N,nominal_Pmin_initial_N,mobile_count,retained_count,mobile_to_retained,tip_radius_m,internal_stress_Pa,shielding_Pa_sqrt_m,physical_return,returned_source_slip,gross_source_activity,gross_return_activity,far_field_escape,wake_transfer,r0_m,micro_advance_total_m,net_source_linked_blunting_m,cleavage_action,emission_action
primary__A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6__R0.1__Kmax18__seed1720,PRIMARY_REUSE,A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6,0.1,18.0,1.8,16.2,16.2,16.2,18.0,4.473471513329103e-07,18,218.13306190867965,102.66778366452745,True,True,0.9107007146961993,REUSED_PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_plus_8PT_fatigue_v1/developed/n80/A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6/DK_16.2,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,f99693632376a5e0308e8e112e9cd1c36a0692f6,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,dfbf87038a937593b9ba6e78351287807ab19d36ade45f10cfaccaf179a9ae9e,prior_qualified,True,False,STABLE,0.01,0.0025,465.8829451448703,46.58829451448703,552.6795715097941,30.62681486723754,18.045610485634032,1.100527987669575e-06,727196135.2509961,-171.20575205136984,0.0,0.0,13560.381212871935,0.0,2.878844080287749e-10,0.0,1e-06,0.00010100782108740613,1.0052798766957501e-07,20.7587978940564,2081143.9511948074
primary__A_NATIVE__R0.1__Kmax24__seed1720,PRIMARY_REUSE,A_NATIVE,0.1,24.0,2.4000000000000004,21.6,21.6,21.6,24.0,5.580641987406302e-07,18,174.66166845897123,102.66778366452745,True,True,0.9073520305709378,REUSED_PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_plus_8PT_fatigue_v1/developed/n80/A_NATIVE/DK_21.6,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,f99693632376a5e0308e8e112e9cd1c36a0692f6,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,659bf6e416abc219e854b3d753a056edc925da7f9959a7af6773821d078cea95,prior_qualified,True,False,STABLE,0.01,0.0025,621.1772601931604,62.11772601931604,1988.301103577019,2.849392591558245,697.7982288111721,1.343158213754612e-06,1352743651.899821,-15.929263645417887,0.0,0.0,42636.610265721494,0.0,3.378486020133055e-10,0.0,1e-06,0.00010100782108740613,3.43158213754612e-07,20.335259551017238,4375849.631622303
primary__A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5__R0.1__Kmax24__seed1720,PRIMARY_REUSE,A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5,0.1,24.0,2.4000000000000004,21.6,21.6,21.6,24.0,5.679672698171123e-07,18,171.78974022667722,102.66778366452745,True,True,0.8943975030247387,REUSED_PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_plus_8PT_fatigue_v1/developed/n80/A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5/DK_21.6,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,f99693632376a5e0308e8e112e9cd1c36a0692f6,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,6eeb596c0fd79dbc940107eb9806b9ad9b3f15328b9858dd729a23ef1c55d60b,prior_qualified,True,False,STABLE,0.01,0.0025,621.1772601931604,62.11772601931604,0.3823965005159354,1990.78345071534,0.00019208342342735992,1.3431608247996631e-06,1352814548.8319285,-240023.11366340396,0.0,0.0,42678.01480537397,0.0,4.982275000518076e-05,0.0,1e-06,0.00010100782108740613,3.431608247996632e-07,20.29028569625647,4569972.286246236
primary__A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6__R0.1__Kmax24__seed1720,PRIMARY_REUSE,A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6,0.1,24.0,2.4000000000000004,21.6,21.6,21.6,24.0,5.583805978063834e-07,18,174.5617386258746,102.66778366452745,True,True,0.9070450382138977,REUSED_PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_plus_8PT_fatigue_v1/developed/n80/A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6/DK_21.6,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,f99693632376a5e0308e8e112e9cd1c36a0692f6,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,dfbf87038a937593b9ba6e78351287807ab19d36ade45f10cfaccaf179a9ae9e,prior_qualified,True,False,STABLE,0.01,0.0025,621.1772601931604,62.11772601931604,1460.6474308122235,530.5032895723438,2.753323984078779,1.3431582525287826e-06,1352553027.064619,-4116.535211394136,0.0,0.0,42621.1063932722,0.0,5.639516713108125e-10,0.0,1e-06,0.00010100782108740613,3.431582525287827e-07,20.332599384188075,4409417.177463026
primary__A_NATIVE__R-0.95__Kmax12__seed1720,PRIMARY,A_NATIVE,-0.95,12.0,-11.399999999999999,23.4,23.4,12.0,12.0,1.655830330487975e-08,18,5812.841824963309,102.66778366452745,True,True,0.9875623543217743,PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_PT03_PT08_R_nominal_deltaK_v1/developed/primary__A_NATIVE__R-0.95__Kmax12__seed1720,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,7e90c27a895c9f705d1071c2be39ca0ca62a73c1,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,659bf6e416abc219e854b3d753a056edc925da7f9959a7af6773821d078cea95,explicit_only,False,False,STABLE,0.01,0.0025,310.5886300965802,-295.05919859175117,61.09887265652728,1.0956751853491974e-28,5.576367291466471e+29,1.0105298821932634e-06,235461839.392635,-6.12488829982302e-28,0.0,0.0,2123.3131677957517,0.0,0.0,0.0,1e-06,0.00010100782108740613,1.0529882193263403e-08,22.332191954079565,21083.115797322556
primary__A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5__R-0.95__Kmax12__seed1720,PRIMARY,A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5,-0.95,12.0,-11.399999999999999,23.4,23.4,12.0,12.0,1.665106645357266e-08,18,5781.948614578849,102.66778366452745,True,True,0.9844844567147804,PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_PT03_PT08_R_nominal_deltaK_v1/developed/primary__A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5__R-0.95__Kmax12__seed1720,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,7e90c27a895c9f705d1071c2be39ca0ca62a73c1,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,6eeb596c0fd79dbc940107eb9806b9ad9b3f15328b9858dd729a23ef1c55d60b,explicit_only,False,False,STABLE,0.01,0.0025,310.5886300965802,-295.05919859175117,34.122677635595814,27.04671874949501,1.2616198641926915,1.0105420360728725e-06,235435694.0316646,-565.4557479361372,6.453538689595717e-05,6.453538689595717e-05,2124.5343709351887,6.453538689594988e-05,6.950660302897679e-10,0.0,1e-06,0.00010100782108740613,1.0542036072872535e-08,22.331914445562806,21090.20897226551
primary__A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6__R-0.95__Kmax12__seed1720,PRIMARY,A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6,-0.95,12.0,-11.399999999999999,23.4,23.4,12.0,12.0,1.6558303304879748e-08,18,5812.841824963309,102.66778366452745,True,True,0.9875623543217726,PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_PT03_PT08_R_nominal_deltaK_v1/developed/primary__A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6__R-0.95__Kmax12__seed1720,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,7e90c27a895c9f705d1071c2be39ca0ca62a73c1,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,dfbf87038a937593b9ba6e78351287807ab19d36ade45f10cfaccaf179a9ae9e,explicit_only,False,False,STABLE,0.01,0.0025,310.5886300965802,-295.05919859175117,61.09887265552422,1.0267956585676533e-09,59504412728.77523,1.0105298821932672e-06,235461839.39257714,-5.739843304417451e-09,8.049116928532385e-16,8.049116928532385e-16,2123.313167796356,8.049116928532385e-16,2.6805825123054915e-10,0.0,1e-06,0.00010100782108740613,1.0529882193267214e-08,22.332191954079548,21083.115797342794
primary__A_NATIVE__R-0.95__Kmax15__seed1720,PRIMARY,A_NATIVE,-0.95,15.0,-14.25,29.25,29.25,15.0,15.0,2.0024767529003474e-07,18,485.3491432015143,102.66778366452745,True,True,0.9195282855347896,PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_PT03_PT08_R_nominal_deltaK_v1/developed/primary__A_NATIVE__R-0.95__Kmax15__seed1720,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,7e90c27a895c9f705d1071c2be39ca0ca62a73c1,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,659bf6e416abc219e854b3d753a056edc925da7f9959a7af6773821d078cea95,explicit_only,False,False,STABLE,0.01,0.0025,388.23578762072526,-368.823998239689,239.8020017254271,2.336344699720409e-19,1.0263982097938042e+21,1.0413278791790311e-06,466478487.73415077,-1.3060293420923842e-18,0.0,0.0,6103.847580820281,0.0,0.0,0.0,1e-06,0.00010100782108740613,4.1327879179031156e-08,21.612151133896745,714927.7458097242
primary__A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5__R-0.95__Kmax15__seed1720,PRIMARY,A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5,-0.95,15.0,-14.25,29.25,29.25,15.0,15.0,2.0080144403330832e-07,18,483.2947342329708,102.66778366452745,True,True,0.9251152161174877,PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_PT03_PT08_R_nominal_deltaK_v1/developed/primary__A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5__R-0.95__Kmax15__seed1720,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,7e90c27a895c9f705d1071c2be39ca0ca62a73c1,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,6eeb596c0fd79dbc940107eb9806b9ad9b3f15328b9858dd729a23ef1c55d60b,explicit_only,False,False,STABLE,0.01,0.0025,388.23578762072526,-368.823998239689,87.29102285696639,153.56200779680975,0.5684415312703398,1.0415088497152398e-06,467240611.6757148,-12227.216597250841,1.4880263056269793e-06,1.4880263056269793e-06,6124.8802209668,1.4880263056269638e-06,1.347302236853626e-10,0.0,1e-06,0.00010100782108740613,4.1508849715239874e-08,21.60860931335127,725673.6469936672
primary__A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6__R-0.95__Kmax15__seed1720,PRIMARY,A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6,-0.95,15.0,-14.25,29.25,29.25,15.0,15.0,2.002476754138269e-07,18,485.3491427893558,102.66778366452745,True,True,0.9195282846814677,PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_PT03_PT08_R_nominal_deltaK_v1/developed/primary__A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6__R-0.95__Kmax15__seed1720,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,7e90c27a895c9f705d1071c2be39ca0ca62a73c1,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,dfbf87038a937593b9ba6e78351287807ab19d36ade45f10cfaccaf179a9ae9e,explicit_only,False,False,STABLE,0.01,0.0025,388.23578762072526,-368.823998239689,239.79895712424246,0.0031100144568555277,77105.41556990005,1.0413278902170645e-06,466478406.861132,-0.017385149416942854,2.0280565982554883e-05,2.0280565982554883e-05,6103.848272241854,2.0280565982554798e-05,1.388222908154606e-10,0.0,1e-06,0.00010100782108740613,4.132789021706456e-08,21.612151132876896,714927.8042716128
primary__A_NATIVE__R-0.95__Kmax18__seed1720,PRIMARY,A_NATIVE,-0.95,18.0,-17.099999999999998,35.1,35.1,18.0,18.0,2.9467920569579534e-07,18,330.29562357180987,102.66778366452745,True,True,0.9025668168940776,PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_PT03_PT08_R_nominal_deltaK_v1/developed/primary__A_NATIVE__R-0.95__Kmax18__seed1720,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,7e90c27a895c9f705d1071c2be39ca0ca62a73c1,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,659bf6e416abc219e854b3d753a056edc925da7f9959a7af6773821d078cea95,explicit_only,False,False,STABLE,0.01,0.0025,465.8829451448703,-442.58879788762675,584.0817195294995,3.34492854727143e-11,17461709907255.105,1.1006616232100291e-06,728051371.2039814,-1.8698331657317222e-10,0.0,0.0,13565.811901000345,0.0,8.548733692406729e-13,0.0,1e-06,0.00010100782108740613,1.0066162321002919e-07,21.244482727319884,2567152.4491755245
primary__A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5__R-0.95__Kmax18__seed1720,PRIMARY,A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5,-0.95,18.0,-17.099999999999998,35.1,35.1,18.0,18.0,2.975068956166946e-07,18,327.39837029166796,102.66778366452745,True,True,0.9099473644903882,PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_PT03_PT08_R_nominal_deltaK_v1/developed/primary__A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5__R-0.95__Kmax18__seed1720,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,7e90c27a895c9f705d1071c2be39ca0ca62a73c1,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,6eeb596c0fd79dbc940107eb9806b9ad9b3f15328b9858dd729a23ef1c55d60b,explicit_only,False,False,STABLE,0.01,0.0025,465.8829451448703,-442.58879788762675,32.76076255245454,557.19025974499,0.05879636619536062,1.101669292029712e-06,731508443.3326563,-55133.290303503265,2.2469139677438398e-06,2.2469139677438398e-06,13619.107652953382,2.2469139677438254e-06,6.477556702921774e-11,0.0,1e-06,0.00010100782108740613,1.0166929202971202e-07,21.236015371904067,2549329.4149014074
primary__A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6__R-0.95__Kmax18__seed1720,PRIMARY,A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6,-0.95,18.0,-17.099999999999998,35.1,35.1,18.0,18.0,2.946819530031878e-07,18,330.2925036658399,102.66778366452745,True,True,0.9025628010912036,PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_PT03_PT08_R_nominal_deltaK_v1/developed/primary__A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6__R-0.95__Kmax18__seed1720,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,7e90c27a895c9f705d1071c2be39ca0ca62a73c1,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,dfbf87038a937593b9ba6e78351287807ab19d36ade45f10cfaccaf179a9ae9e,explicit_only,False,False,STABLE,0.01,0.0025,465.8829451448703,-442.58879788762675,550.8382496699383,33.54802629245169,16.41939364384834,1.1007123494502172e-06,727883869.4193081,-187.53548906352268,0.12988635277822985,0.12988635277822985,13566.997260158932,0.12988635277822888,2.792078325062964e-10,0.0,1e-06,0.00010100782108740613,1.0071234945021723e-07,21.244432228529938,2570424.2757884124
primary__A_NATIVE__R-0.95__Kmax24__seed1720,PRIMARY,A_NATIVE,-0.95,24.0,-22.799999999999997,46.8,46.8,24.0,24.0,3.622293986474048e-07,18,268.90354884994395,102.66778366452745,True,True,0.9036857349480516,PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_PT03_PT08_R_nominal_deltaK_v1/developed/primary__A_NATIVE__R-0.95__Kmax24__seed1720,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,7e90c27a895c9f705d1071c2be39ca0ca62a73c1,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,659bf6e416abc219e854b3d753a056edc925da7f9959a7af6773821d078cea95,explicit_only,False,False,STABLE,0.01,0.0025,621.1772601931604,-590.1183971835023,1979.4322990862902,2.6224141881857346,754.812991785909,1.34159062929213e-06,1349484342.986549,-14.660324507185251,3.0469741665728706e-05,3.0469741665728706e-05,42527.779739696314,3.0469741665728706e-05,3.510427213401345e-10,0.0,1e-06,0.00010100782108740613,3.4159062929213005e-07,21.06190671831196,4163980.582412183
primary__A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5__R-0.95__Kmax24__seed1720,PRIMARY,A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5,-0.95,24.0,-22.799999999999997,46.8,46.8,24.0,24.0,3.6868505938176397e-07,18,264.5279771668641,102.66778366452745,True,True,0.9104964176809996,PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_PT03_PT08_R_nominal_deltaK_v1/developed/primary__A_PT_03_oneD_v2_dbtt_TP_4895f9e5b44deea5__R-0.95__Kmax24__seed1720,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,7e90c27a895c9f705d1071c2be39ca0ca62a73c1,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,6eeb596c0fd79dbc940107eb9806b9ad9b3f15328b9858dd729a23ef1c55d60b,explicit_only,False,False,STABLE,0.01,0.0025,621.1772601931604,-590.1183971835023,0.10756572779699895,1981.9664678878405,5.427222384424624e-05,1.3415939109062263e-06,1349558187.4250722,-239332.39656920088,0.0011460188501069238,0.0011460188501069238,42571.83250986001,0.0011460188501069082,4.994815830209476e-05,0.0,1e-06,0.00010100782108740613,3.4159391090622634e-07,21.036458826681194,4338057.649444792
primary__A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6__R-0.95__Kmax24__seed1720,PRIMARY,A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6,-0.95,24.0,-22.799999999999997,46.8,46.8,24.0,24.0,3.623466259431827e-07,18,268.81625513561386,102.66778366452745,True,True,0.9034965709871361,PHYSICAL_TARGET_REACHED,/private/tmp/v10230-reversible-energy-integration/runs/A_native_PT03_PT08_R_nominal_deltaK_v1/developed/primary__A_PT_08_oneD_v2_dbtt_TP_f2817e7998cb7be6__R-0.95__Kmax24__seed1720,1720,80,300.0,1000.0,codex/v10.2.30-R-ratio-nominal-deltaK,7e90c27a895c9f705d1071c2be39ca0ca62a73c1,4b554006d60539d7dec659f4bfe4bf298728780a,c15a957161e8cdb43bf944243d8a18a64839dbfe0518aa2d1c5f0c93773b817b,4ba723c80abcfdd7101cee0afaa9b4104eebf2a8e847892528128664829c7760,dfbf87038a937593b9ba6e78351287807ab19d36ade45f10cfaccaf179a9ae9e,explicit_only,False,False,STABLE,0.01,0.0025,621.1772601931604,-590.1183971835023,1454.8196899414593,527.2352895186253,2.7593367114514167,1.3415906765980282e-06,1349302934.456849,-4062.8784681465063,7.367064430087162e-06,7.367064430087162e-06,42512.714802229646,7.3670644300871615e-06,5.421193840563195e-10,0.0,1e-06,0.00010100782108740613,3.4159067659802823e-07,21.060431007470154,4194977.29936495
