candidate_id,parent_anchor_id,K_prior_high_MPa_sqrt_m,K_fracture_300_MPa_sqrt_m,K_upper_MPa_sqrt_m,status,new_physical_trajectory_launched
P25_TJBSV2_S_002987,P25_TRANSFER_V1_RANK1,24.3,3.272711093704063,2.9454399843336567,NO_UNSAMPLED_SUBFRACTURE_FATIGUE_INTERVAL,False
