attempt_count,case_id,configuration_hash,expected_output_paths,failure_classification,geometry_parameters,kinetic_parameters,mesh_level,seed,source_sha,status,timestep_control
2,STATIC-0068,804309e2ee7750f7e44d36468431dab9cf2d0d0dcd3be757889700028900713c,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""core"", ""ligament_ratio"": 8.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
2,STATIC-0069,1914ea8d36037e73f83130cf8f8436172acb8bac938d5a8b6e8140492bfea71a,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""core"", ""ligament_ratio"": 8.0, ""offset_ratio"": 0.5, ""opening_scale"": 1.0, ""resolution"": 8, ""theta_deg"": 0.0}",{},8,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
2,STATIC-0070,ed6ac67a5c14571f8801e6f5167f6ef65a0b088f24ab330820f2fe3ea477bc04,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""core"", ""ligament_ratio"": 8.0, ""offset_ratio"": 0.5, ""opening_scale"": 1.0, ""resolution"": 12, ""theta_deg"": 0.0}",{},12,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
2,STATIC-0071,3387f1914a261393ce11d48b79c377b234282b0d0023a8361a239c4c1be0487e,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""core"", ""ligament_ratio"": 8.0, ""offset_ratio"": 0.5, ""opening_scale"": 1.0, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
2,STATIC-0072,97c6c0bc1837b43836ba5dc5984a084b41bd33a108e5e0a0fc1e451f43bcd19f,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""core"", ""ligament_ratio"": 8.0, ""offset_ratio"": 1.0, ""opening_scale"": 1.0, ""resolution"": 8, ""theta_deg"": 0.0}",{},8,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
2,STATIC-0073,d01603d988cba70a60f5202789cb19da4c0ce0f1c36b02e8f2a45118ba444812,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""core"", ""ligament_ratio"": 8.0, ""offset_ratio"": 1.0, ""opening_scale"": 1.0, ""resolution"": 12, ""theta_deg"": 0.0}",{},12,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
2,STATIC-0074,d8255b24e312f90bd020972c8cd779e715a6c82855494ea80f3898fd6860895a,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""core"", ""ligament_ratio"": 8.0, ""offset_ratio"": 1.0, ""opening_scale"": 1.0, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
2,STATIC-0075,9e86834ed78a39783a9766dc9eb8a0d822c484814ba634692f6dd018c7d45e27,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 0.5, ""offset_ratio"": -1.0, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,RECOVERED_PASS,static
1,STATIC-0076,a6afd88f0a5dd2d5a2e2d264407b1ade2a3e958860034003443e13ed7f325c29,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 0.5, ""offset_ratio"": -1.0, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0077,d41e29cd79f925dcfab7d80c63e2423d89adce7aa14b57990a9364d0f782a7c9,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 0.5, ""offset_ratio"": -1.0, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0078,3eaba427106528edbe6907ae7631f3bb7a5d973d1eeef13391957b4efc32c3f3,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 0.5, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0079,276efa2f1211ebad0e2417a73da2a2f01579678a7af14e65af9627ee94e7c8a0,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 0.5, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0080,df43256281a310d937f7a55a87274cb1a8f23d1a125b19d8459a6b17e779146d,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 0.5, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
2,STATIC-0081,060f997979a7a579fef7c1487921256566b2e24dcda02133d2f12ce7fed87e7f,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 0.5, ""offset_ratio"": 1.0, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,RECOVERED_PASS,static
1,STATIC-0082,b0310201bac66d91e580a09182554f694830dbcfd66ced8853229089e04737cb,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 0.5, ""offset_ratio"": 1.0, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0083,6ac8bf277a9657bd1e013b8113b522aa9e67e5dceae7a0eb8d17382fe1fa9c7e,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 0.5, ""offset_ratio"": 1.0, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
2,STATIC-0084,863e30f5ff780ba95f88cf349fdde447c78c3dda1c20e7ff4ba01755a0570238,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 1.0, ""offset_ratio"": -0.5, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,RECOVERED_PASS,static
1,STATIC-0085,428a48f037bf7ad9d67f42fc41aaf71b0a8428c108a63d7a6f46f86be81b1d89,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 1.0, ""offset_ratio"": -0.5, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0086,c24c33579beb1c489dd4792c22d996d0cf618f723bc9fab75c69d5adf3de627f,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 1.0, ""offset_ratio"": -0.5, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
2,STATIC-0087,bb0170c842e5cb9528dce9e61133554ae1bd08fc0028f7d3dbbe059051e57ca1,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 1.0, ""offset_ratio"": 0.5, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,RECOVERED_PASS,static
1,STATIC-0088,7fe06168431ddff3c738880264336cd790d38a57274e56c6be6d40f406894361,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 1.0, ""offset_ratio"": 0.5, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0089,8cda8e6bd31c00e0a40b7ed9cb5cf34fba6d02b34db12684b0fa1f58c4713983,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 1.0, ""offset_ratio"": 0.5, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
2,STATIC-0090,7674f0bb43cd09ec1380912f97cace0ff3d69092908cf6fe4c0020fd4ecca1ef,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 2.0, ""offset_ratio"": -1.0, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,RECOVERED_PASS,static
1,STATIC-0091,48d427c06f4ed43c04098ba3b4c10fd611f88d278d091ccfa31495b3b09033fe,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 2.0, ""offset_ratio"": -1.0, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0092,9336a507e2c94dce9282f7a543e94b5088174d616e52282a051693c91fce1ced,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 2.0, ""offset_ratio"": -1.0, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0093,dd7e8120d458c05d93141000f0f5068144d762d4cb814d39730821cfdfa9b024,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 2.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0094,a34cb7af685873a48cd5ea32c3c7960e40ce732057f8119d250020bc28245220,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 2.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0095,065d27a486769d6e291c1c0fd37e410ac85d66fac71342a3f984f9cc2463c607,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 2.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
2,STATIC-0096,cf88d78049ba3ec24b9454e790d66162b2406ff24d04ee56f04f201ad2610012,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 2.0, ""offset_ratio"": 1.0, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,RECOVERED_PASS,static
1,STATIC-0097,f6d83875d82ea02b139583f2a6b6a0715db98233dc3ab3142d42c9e6ca2b2b0e,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 2.0, ""offset_ratio"": 1.0, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0098,e9412bb092d8593acf06cf7eef77bc53d594d123d764a3bb0a6aa11fa8360ddf,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 2.0, ""offset_ratio"": 1.0, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
2,STATIC-0099,003abb2a79dc1dcb1ed74792bbf85a9e06b97342906345c2b1003f98ab86c322,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 4.0, ""offset_ratio"": -0.5, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,RECOVERED_PASS,static
1,STATIC-0100,81a4dd4ad2a79464755311a0e4d0d386afae2a516b695992155b8be10baae84a,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 4.0, ""offset_ratio"": -0.5, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0101,101539405b0184a0d9833d676c239625e5b57035804a36a52d909b2d99cd000b,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 4.0, ""offset_ratio"": -0.5, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
2,STATIC-0102,834c99fbdf141a25cb03fd40d98a8bceb8b907a3de251dcb5f5e0e0013be61ec,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 4.0, ""offset_ratio"": 0.5, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,RECOVERED_PASS,static
1,STATIC-0103,c65243e891f0ef13fdadf22f3609e01267a0b50e087aaeafd50c1cf7bb12a054,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 4.0, ""offset_ratio"": 0.5, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0104,73a75cf9e87fe15096c31052f14b05a292e88fad52843ece9202b413faa05b0b,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 4.0, ""offset_ratio"": 0.5, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
2,STATIC-0105,d7fbe76acd964b9b03601cee36af32e06ccaae9c2ace819ca5b2e329871b745f,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""convergence"", ""ligament_ratio"": 8.0, ""offset_ratio"": -1.0, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
2,STATIC-0106,ed6630a5af7354bca6e564d6c20fab2e8c316536951ba9b03e8633dcad8ca8d7,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""convergence"", ""ligament_ratio"": 8.0, ""offset_ratio"": -1.0, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
1,STATIC-0107,d5ea64838bfe798056289c49d54da6c99e4cf00ad860e1e5a1b44d4d619087e0,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 8.0, ""offset_ratio"": -1.0, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
2,STATIC-0108,68932c48e3e2eb8b15dd0800c2650a96aa87466b513d6b1ec83a3d6c06d217f3,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""convergence"", ""ligament_ratio"": 8.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
2,STATIC-0109,0a50cc0e4e09d61196e1aa5bd6407c288c74590bc46ca42bff2db1250117dc90,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""convergence"", ""ligament_ratio"": 8.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
1,STATIC-0110,bc7103810969288029231a5f421e89a3bf5ab223d6224b41e63fb081145d2eb2,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 8.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
2,STATIC-0111,2e5679deeea7363e6eda444c041b11a9bb33fe5c689613656204a8fd0c8989f6,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""convergence"", ""ligament_ratio"": 8.0, ""offset_ratio"": 1.0, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
2,STATIC-0112,6a302b1243e061298391cb9a23efe12ed38a222a49c1308212d5ef1f5ff9157e,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""convergence"", ""ligament_ratio"": 8.0, ""offset_ratio"": 1.0, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
1,STATIC-0113,12916040497931fce7e681743a6773faa97ccfff83406d57f93f579b930e071a,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 8.0, ""offset_ratio"": 1.0, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0114,23db614c19a95f85bb63d5187b29f446f73acb5efcef8a5d7a0b84e236207cdf,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 1.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0115,2208ff570de28b7de94eb308501759879d3881dce4975fa5c56a1b9710455a2f,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 1.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0116,0cda91c6a740d834b61bf03c69b37fd3ae8676ecd13ff1b3ce639553c309296b,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 1.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0117,253b20998be310fe9ecbbdde2b0394489405b8eb75fdbb82137b404571e55579,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 4.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 10, ""theta_deg"": 0.0}",{},10,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0118,a115dc3996350a4fbb838f43a6600e2cb9f1841f0decf1cbb3a539ef84162045,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 4.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 14, ""theta_deg"": 0.0}",{},14,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0119,7461e9f31af28341b919b7a79c036a979db7b90c184823c2c1b4874a66d47bb1,static_mechanics_matrix.csv,,"{""family"": ""convergence"", ""ligament_ratio"": 4.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 20, ""theta_deg"": 0.0}",{},20,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0120,0d09d5e3dcd15ad1e090127ade52be169d72049b56356983f621af1f53faf7c5,static_mechanics_matrix.csv,,"{""family"": ""opening"", ""ligament_ratio"": 1.0, ""offset_ratio"": 0.0, ""opening_scale"": 0.5, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0121,cb614be33c96079c691fbd6ee3825c2053d3b4e5e7be04b2ad319b9f362a7753,static_mechanics_matrix.csv,,"{""family"": ""opening"", ""ligament_ratio"": 1.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0122,30ecc2baea486593396fcd40e66df3e8e0c99cdbbaf9cdff67d654dd44ec7feb,static_mechanics_matrix.csv,,"{""family"": ""opening"", ""ligament_ratio"": 1.0, ""offset_ratio"": 0.0, ""opening_scale"": 2.0, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0123,bf3775213bf62eb647cc6e887e5b5dbd7bcb4c095b34621e41b5cf2850c6a6e4,static_mechanics_matrix.csv,,"{""family"": ""orientation"", ""ligament_ratio"": 1.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
2,STATIC-0124,bfb508ae7813c0c0867f5a48a2cc3b2c3668dbc82d2e51dff0b4fbca526b6b66,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""orientation"", ""ligament_ratio"": 1.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 16, ""theta_deg"": 30.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
2,STATIC-0125,29084d8246b75e3c5a88389db2f58273bc40fe009e142ddbac0fb9d1cba9a5fd,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""orientation"", ""ligament_ratio"": 1.0, ""offset_ratio"": 0.0, ""opening_scale"": 1.0, ""resolution"": 16, ""theta_deg"": 45.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
1,STATIC-0126,0f216e1793e447fd631ca3c7d8125f67e0d1c9dfc0cf3f69073d9c670ddb9ffd,static_mechanics_matrix.csv,,"{""family"": ""opening"", ""ligament_ratio"": 2.0, ""offset_ratio"": 0.5, ""opening_scale"": 0.5, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0127,a7d3be6e82dfe3beaf5d5ea67ab17f1c0fddf13e1f6ddeaf899e4ae995085ce0,static_mechanics_matrix.csv,,"{""family"": ""opening"", ""ligament_ratio"": 2.0, ""offset_ratio"": 0.5, ""opening_scale"": 1.0, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0128,674c67628cb56cecd8766030a27e7ccfad3d5cff3dcde0a466b3a5a6aadf04d8,static_mechanics_matrix.csv,,"{""family"": ""opening"", ""ligament_ratio"": 2.0, ""offset_ratio"": 0.5, ""opening_scale"": 2.0, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0129,5a83493deab67de99b3b5f83f2407cc75b23a161e0fe05388dd19111aa43bad1,static_mechanics_matrix.csv,,"{""family"": ""orientation"", ""ligament_ratio"": 2.0, ""offset_ratio"": 0.5, ""opening_scale"": 1.0, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
2,STATIC-0130,47968984410aba5e7d223adbcb4e5f9d61916716deaa24a8725658c429996380,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""orientation"", ""ligament_ratio"": 2.0, ""offset_ratio"": 0.5, ""opening_scale"": 1.0, ""resolution"": 16, ""theta_deg"": 30.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
2,STATIC-0131,d1fcc5659f69a60f496b2bbfe686b9db676eb552b371d9f0f057219910ae9487,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""orientation"", ""ligament_ratio"": 2.0, ""offset_ratio"": 0.5, ""opening_scale"": 1.0, ""resolution"": 16, ""theta_deg"": 45.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
1,STATIC-0132,09900005d7d6799463fd016ed81665a700630df920d9a03491cbff245d9e3346,static_mechanics_matrix.csv,,"{""family"": ""opening"", ""ligament_ratio"": 4.0, ""offset_ratio"": -0.5, ""opening_scale"": 0.5, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0133,c423d52716036f9e166bd87a6ee5747c4c1dc9b79178776afa403e6a89b71b70,static_mechanics_matrix.csv,,"{""family"": ""opening"", ""ligament_ratio"": 4.0, ""offset_ratio"": -0.5, ""opening_scale"": 1.0, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0134,b78d90c94e3968ac1bf38418178af7348ae3ff1db28f782455138c10def78a12,static_mechanics_matrix.csv,,"{""family"": ""opening"", ""ligament_ratio"": 4.0, ""offset_ratio"": -0.5, ""opening_scale"": 2.0, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
1,STATIC-0135,93a0fdcde2936c1e790917a3abe7378a7949f1263176d21c272341105b0e83da,static_mechanics_matrix.csv,,"{""family"": ""orientation"", ""ligament_ratio"": 4.0, ""offset_ratio"": -0.5, ""opening_scale"": 1.0, ""resolution"": 16, ""theta_deg"": 0.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,PASS,static
2,STATIC-0136,92f769feb36c4691801577dca97d07c9ea7476a8eccb8ccafb8a373444c72190,static_mechanics_matrix.csv,OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,"{""family"": ""orientation"", ""ligament_ratio"": 4.0, ""offset_ratio"": -0.5, ""opening_scale"": 1.0, ""resolution"": 16, ""theta_deg"": 30.0}",{},16,0,ba0803a10ce540feb92bb1d8988712d315173d59,OUTSIDE_ENVELOPE,static
