backend,theta_deg,extension_um,physical_path_extension_um,tip_radius_um,reference_opening_m,drive_factor_system_0,drive_factor_system_1,tau_signed_system_0_Pa,tau_signed_system_1_Pa,opening_stress_Pa,sigma_nn_probe_Pa,sigma1_probe_Pa,tau_over_opening_system_0,tau_over_opening_system_1,reliable,field_snapshot_hash,topology_fingerprint,source_commit
PF,30.0,0.0,0.0,1.0,1e-05,0.13150908065712213,2.549788355318353,18109757.83254783,-351124419.76123744,275414560.6076375,21942580.34586418,275414560.6076375,0.06575454032856107,-1.2748941776591765,True,429f24156d909b108364ddce085429655ab48cee0d005d88581cbc5649137873,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49
PF,30.0,0.0,0.0,2.0,1e-05,0.2564438273722113,2.0057188168207,51793028.10779174,-405087742.29587156,403932733.64008546,-47668594.320614465,403932733.64008546,0.12822191368610564,-1.00285940841035,True,429f24156d909b108364ddce085429655ab48cee0d005d88581cbc5649137873,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49
PF,30.0,0.0,0.0,4.0,1e-05,0.13654078830073127,1.2089075625385768,54402801.23105277,-481672609.7014225,796872522.9743149,-3472354.860216891,796872522.9743149,0.06827039415036563,-0.6044537812692884,True,429f24156d909b108364ddce085429655ab48cee0d005d88581cbc5649137873,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49
PF,30.0,0.0,0.0,8.0,1e-05,0.2753006457822688,1.0164069355662675,135879402.8000951,-501665250.4180733,987134646.2990873,6111439.19825526,987134646.2990873,0.1376503228911344,-0.5082034677831337,True,429f24156d909b108364ddce085429655ab48cee0d005d88581cbc5649137873,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49
PF,30.0,0.0,0.0,12.0,1e-05,0.5426230238801096,0.07415352124752474,327842367.7966386,-44802127.65836896,1208361434.6193833,24465865.90191361,1208361434.6193833,0.2713115119400548,-0.03707676062376237,True,429f24156d909b108364ddce085429655ab48cee0d005d88581cbc5649137873,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49
PF,30.0,0.0,0.0,25.0,1e-05,0.5538453646557661,0.004065956566170572,396250920.9323619,2909005.1783993016,1430908142.3066363,35381456.15549074,1430908142.3066363,0.27692268232788303,0.002032978283085286,True,429f24156d909b108364ddce085429655ab48cee0d005d88581cbc5649137873,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49
PF,30.0,0.0,0.0,50.0,1e-05,0.7256942025984293,0.02660328651998991,399798571.908646,14656250.416064048,1101837579.7329576,155267641.51207638,1101837579.7329576,0.36284710129921466,0.013301643259994955,True,429f24156d909b108364ddce085429655ab48cee0d005d88581cbc5649137873,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac,9e884fb0b0845da621d2612bdf1042e481b8df49
PF,30.0,5.0,5.0,1.0,1e-05,0.2667902515695206,0.21676844659728764,335129875.7361209,-272294741.44684356,2512309754.682264,2512308255.3862176,2512309754.682264,0.1333951257847603,-0.10838422329864382,True,f89b49d876afbbdb5b26529c0fb3e1347506ee96fcae25df70841537090a0e2c,dc3a3c7a3d4f0fcdaa3234034aa3fc219ac75459eeda6a974fc92ac6e9158cc7,9e884fb0b0845da621d2612bdf1042e481b8df49
PF,30.0,5.0,5.0,2.0,1e-05,0.4306028754528316,0.34202282058819705,652062878.582225,-517925907.25042987,3028604385.8694677,3028172870.1314635,3028604385.8694677,0.2153014377264158,-0.17101141029409853,True,f89b49d876afbbdb5b26529c0fb3e1347506ee96fcae25df70841537090a0e2c,dc3a3c7a3d4f0fcdaa3234034aa3fc219ac75459eeda6a974fc92ac6e9158cc7,9e884fb0b0845da621d2612bdf1042e481b8df49
PF,30.0,5.0,5.0,4.0,1e-05,0.13360093762238906,0.8258949969989395,-89903162.6431068,-555763855.8734249,1345846282.8638215,91042911.42510146,1345846282.8638215,-0.06680046881119453,-0.41294749849946977,True,f89b49d876afbbdb5b26529c0fb3e1347506ee96fcae25df70841537090a0e2c,dc3a3c7a3d4f0fcdaa3234034aa3fc219ac75459eeda6a974fc92ac6e9158cc7,9e884fb0b0845da621d2612bdf1042e481b8df49
PF,30.0,5.0,5.0,8.0,1e-05,0.06885271650829296,0.8502880292767409,45815902.72570056,-565797772.6046387,1330837911.6801374,-28546184.298276052,1330837911.6801374,0.03442635825414648,-0.4251440146383704,True,f89b49d876afbbdb5b26529c0fb3e1347506ee96fcae25df70841537090a0e2c,dc3a3c7a3d4f0fcdaa3234034aa3fc219ac75459eeda6a974fc92ac6e9158cc7,9e884fb0b0845da621d2612bdf1042e481b8df49
