theta_deg,target_extension_um,actual_extension_um,physical_path_extension_um,geometry_event_count,reference_opening_m,reaction_N_per_m,compliance_m2_per_N,elastic_energy_J_per_m,native_J_J_per_m2,native_J_signed_J_per_m2,native_KJ_MPa_sqrt_m,domain_metadata_json,F_over_U_N_per_m2,J_native_over_U2,KJ_native_over_U,wake_width_m,mesh_scale_m,tip_x_m,tip_y_m,mesh_fingerprint,damage_wake_fingerprint
15.0,0.0,0.0,0.0,0,1e-05,2178398.5892120646,4.590528129022082e-12,10.891992946060201,888.3352775942286,888.3352775942286,19.879669039428805,"{""J"": 888.3352775942286, ""J_signed"": 888.3352775942286, ""KJ"": 19879669.039428804, ""KJ_MPa"": 19.879669039428805, ""n_active_elements"": 470.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217839858921.20645,8883352775942.285,1987966.9039428802,2.769159822672732e-06,1.384579911336366e-06,0.0005,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac
15.0,5.0,5.0,5.0,1,1e-05,2178281.4551270707,4.5907749783494565e-12,10.891407275635224,873.9172008031402,873.9172008031402,19.717681129940765,"{""J"": 873.9172008031402, ""J_signed"": 873.9172008031402, ""KJ"": 19717681.129940763, ""KJ_MPa"": 19.717681129940765, ""n_active_elements"": 476.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217828145512.70706,8739172008031.4,1971768.1129940762,2.769159822672732e-06,1.384579911336366e-06,0.000505,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,dc3a3c7a3d4f0fcdaa3234034aa3fc219ac75459eeda6a974fc92ac6e9158cc7
15.0,10.0,10.0,10.0,2,1e-05,2177971.5031570727,4.591428301749829e-12,10.889857515785248,859.9582092774364,859.9582092774364,19.55957295848516,"{""J"": 859.9582092774364, ""J_signed"": 859.9582092774364, ""KJ"": 19559572.95848516, ""KJ_MPa"": 19.55957295848516, ""n_active_elements"": 475.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217797150315.70724,8599582092774.362,1955957.2958485158,2.769159822672732e-06,1.384579911336366e-06,0.00051,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,a54bd18acf23ed3aca5221756971242f6e734c32ce63e6175922e2eb70977a76
15.0,15.000000000000002,15.000000000000002,15.0,3,1e-05,2177219.6589320507,4.593013827968606e-12,10.886098294660124,846.5336501553671,846.5336501553671,19.406303021591228,"{""J"": 846.5336501553671, ""J_signed"": 846.5336501553671, ""KJ"": 19406303.021591228, ""KJ_MPa"": 19.406303021591228, ""n_active_elements"": 471.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217721965893.20505,8465336501553.67,1940630.3021591227,2.769159822672732e-06,1.384579911336366e-06,0.000515,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,fc7dec6825e4c0c074427981da1bf016d18e7996c6cee082bce03d4acf15cb4d
15.0,20.0,20.0,20.0,4,1e-05,2176565.2449366106,4.5943947801533684e-12,10.882826224682944,833.5116253217074,833.5116253217074,19.256463290349622,"{""J"": 833.5116253217074, ""J_signed"": 833.5116253217074, ""KJ"": 19256463.29034962, ""KJ_MPa"": 19.256463290349622, ""n_active_elements"": 469.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217656524493.66104,8335116253217.072,1925646.329034962,2.769159822672732e-06,1.384579911336366e-06,0.0005200000000000001,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,912ad33658abb14b8efcdec9597a706af92c47137ee27fe6c3f1252afb3350e9
15.0,25.0,25.0,25.0,5,1e-05,2175654.9599660896,4.596317055787129e-12,10.878274799830326,820.9729407521617,820.9729407521617,19.111074999005332,"{""J"": 820.9729407521617, ""J_signed"": 820.9729407521617, ""KJ"": 19111074.999005333, ""KJ_MPa"": 19.111074999005332, ""n_active_elements"": 460.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217565495996.60895,8209729407521.615,1911107.4999005331,2.769159822672732e-06,1.384579911336366e-06,0.0005250000000000001,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,82c2cc073e6a585581cfba547c17939ee0ea538877aa408cad818c656b6b7f1a
15.0,30.000000000000004,30.000000000000004,30.0,6,1e-05,2174504.334696887,4.598749168000137e-12,10.872521673484313,808.9741580859622,808.9741580859622,18.970903708483192,"{""J"": 808.9741580859622, ""J_signed"": 808.9741580859622, ""KJ"": 18970903.708483193, ""KJ_MPa"": 18.970903708483192, ""n_active_elements"": 458.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217450433469.6887,8089741580859.621,1897090.370848319,2.769159822672732e-06,1.384579911336366e-06,0.0005300000000000001,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,68c46aef480acc95b28b179793e95b8b8c0d3c6dba3530b45c5874598f6e17d9
15.0,35.00000000000001,35.00000000000001,35.0,7,1e-05,2172995.1171673797,4.601943152562422e-12,10.864975585836767,797.6024676793015,797.6024676793015,18.837095510238356,"{""J"": 797.6024676793015, ""J_signed"": 797.6024676793015, ""KJ"": 18837095.510238357, ""KJ_MPa"": 18.837095510238356, ""n_active_elements"": 459.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217299511716.73795,7976024676793.014,1883709.5510238355,2.769159822672732e-06,1.384579911336366e-06,0.0005350000000000001,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,36ccc446d053bd8e89f775ae6f3bdb9a0d78e49e512723a00cc62be061cc6ab2
15.0,40.0,40.0,40.0,8,1e-05,2172995.1171673797,4.601943152562422e-12,10.864975585836767,786.5745946362148,786.5745946362148,18.70641879009911,"{""J"": 786.5745946362148, ""J_signed"": 786.5745946362148, ""KJ"": 18706418.79009911, ""KJ_MPa"": 18.70641879009911, ""n_active_elements"": 458.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217299511716.73795,7865745946362.146,1870641.8790099109,2.769159822672732e-06,1.384579911336366e-06,0.0005400000000000001,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,36ccc446d053bd8e89f775ae6f3bdb9a0d78e49e512723a00cc62be061cc6ab2
15.0,45.0,45.0,45.0,9,1e-05,2166652.355954376,4.615415099943507e-12,10.833261779771735,776.7776658686132,776.7776658686132,18.589557855096295,"{""J"": 776.7776658686132, ""J_signed"": 776.7776658686132, ""KJ"": 18589557.855096295, ""KJ_MPa"": 18.589557855096295, ""n_active_elements"": 456.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",216665235595.4376,7767776658686.131,1858955.7855096294,2.769159822672732e-06,1.384579911336366e-06,0.0005450000000000001,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,2e28f429784789c32102f579875d0c3e68cafc35b15f8a582f15a5cbc541037f
