theta_deg,target_extension_um,actual_extension_um,physical_path_extension_um,geometry_event_count,reference_opening_m,reaction_N_per_m,compliance_m2_per_N,elastic_energy_J_per_m,native_J_J_per_m2,native_J_signed_J_per_m2,native_KJ_MPa_sqrt_m,domain_metadata_json,F_over_U_N_per_m2,J_native_over_U2,KJ_native_over_U,wake_width_m,mesh_scale_m,tip_x_m,tip_y_m,mesh_fingerprint,damage_wake_fingerprint
45.0,85.0,85.0,85.0,17,1e-05,2143096.287862026,4.666145920105204e-12,10.715481439310096,720.1952134288184,720.1952134288184,17.899702406799115,"{""J"": 720.1952134288184, ""J_signed"": 720.1952134288184, ""KJ"": 17899702.406799115, ""KJ_MPa"": 17.899702406799115, ""n_active_elements"": 459.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",214309628786.2026,7201952134288.183,1789970.2406799113,2.769159822672732e-06,1.384579911336366e-06,0.0005850000000000002,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,b2d206fb852fa0021f12a6e270c67c0b5125d2069755743554f1bcdba4357387
45.0,90.0,90.0,90.0,18,1e-05,2143096.287862026,4.666145920105204e-12,10.715481439310096,717.5024664120634,717.5024664120634,17.86620835748523,"{""J"": 717.5024664120634, ""J_signed"": 717.5024664120634, ""KJ"": 17866208.35748523, ""KJ_MPa"": 17.86620835748523, ""n_active_elements"": 459.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",214309628786.2026,7175024664120.633,1786620.835748523,2.769159822672732e-06,1.384579911336366e-06,0.0005900000000000002,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,b2d206fb852fa0021f12a6e270c67c0b5125d2069755743554f1bcdba4357387
45.0,95.0,95.0,95.0,19,1e-05,2143096.287862026,4.666145920105204e-12,10.715481439310096,715.874263586799,715.874263586799,17.84592526846685,"{""J"": 715.874263586799, ""J_signed"": 715.874263586799, ""KJ"": 17845925.26846685, ""KJ_MPa"": 17.84592526846685, ""n_active_elements"": 463.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",214309628786.2026,7158742635867.988,1784592.5268466847,2.769159822672732e-06,1.384579911336366e-06,0.0005950000000000003,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,b2d206fb852fa0021f12a6e270c67c0b5125d2069755743554f1bcdba4357387
45.0,100.0,100.0,100.0,20,1e-05,2104244.1998911807,4.7523001372735835e-12,10.521220999455851,692.1574879648305,692.1574879648305,17.54781940250597,"{""J"": 692.1574879648305, ""J_signed"": 692.1574879648305, ""KJ"": 17547819.402505968, ""KJ_MPa"": 17.54781940250597, ""n_active_elements"": 457.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",210424419989.11804,6921574879648.304,1754781.9402505967,2.769159822672732e-06,1.384579911336366e-06,0.0006000000000000003,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,9bd60e2539934f43b615a66523768ff107b7f95d0b4dfad7444cd25cb590e1c8
45.0,105.0,105.0,105.0,21,1e-05,2104244.1998911807,4.7523001372735835e-12,10.521220999455851,696.8794802815368,696.8794802815368,17.607574464152247,"{""J"": 696.8794802815368, ""J_signed"": 696.8794802815368, ""KJ"": 17607574.464152247, ""KJ_MPa"": 17.607574464152247, ""n_active_elements"": 462.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",210424419989.11804,6968794802815.366,1760757.4464152246,2.769159822672732e-06,1.384579911336366e-06,0.0006050000000000003,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,9bd60e2539934f43b615a66523768ff107b7f95d0b4dfad7444cd25cb590e1c8
45.0,110.0,110.0,110.0,22,1e-05,2104244.1998911807,4.7523001372735835e-12,10.521220999455851,702.6969279032479,702.6969279032479,17.68091444809476,"{""J"": 702.6969279032479, ""J_signed"": 702.6969279032479, ""KJ"": 17680914.44809476, ""KJ_MPa"": 17.68091444809476, ""n_active_elements"": 462.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",210424419989.11804,7026969279032.478,1768091.444809476,2.769159822672732e-06,1.384579911336366e-06,0.0006100000000000003,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,9bd60e2539934f43b615a66523768ff107b7f95d0b4dfad7444cd25cb590e1c8
45.0,115.0,115.0,115.0,23,1e-05,2104244.1998911807,4.7523001372735835e-12,10.521220999455851,709.5193504301849,709.5193504301849,17.766538341260635,"{""J"": 709.5193504301849, ""J_signed"": 709.5193504301849, ""KJ"": 17766538.341260634, ""KJ_MPa"": 17.766538341260635, ""n_active_elements"": 462.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",210424419989.11804,7095193504301.848,1776653.8341260634,2.769159822672732e-06,1.384579911336366e-06,0.0006150000000000003,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,9bd60e2539934f43b615a66523768ff107b7f95d0b4dfad7444cd25cb590e1c8
45.0,120.00000000000001,120.00000000000001,120.0,24,1e-05,2104244.1998911807,4.7523001372735835e-12,10.521220999455851,717.3832030435552,717.3832030435552,17.86472343384865,"{""J"": 717.3832030435552, ""J_signed"": 717.3832030435552, ""KJ"": 17864723.43384865, ""KJ_MPa"": 17.86472343384865, ""n_active_elements"": 462.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",210424419989.11804,7173832030435.551,1786472.3433848647,2.769159822672732e-06,1.384579911336366e-06,0.0006200000000000003,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,9bd60e2539934f43b615a66523768ff107b7f95d0b4dfad7444cd25cb590e1c8
45.0,125.0,125.0,125.0,25,1e-05,2104244.1998911807,4.7523001372735835e-12,10.521220999455851,726.3450441787085,726.3450441787085,17.975963772782986,"{""J"": 726.3450441787085, ""J_signed"": 726.3450441787085, ""KJ"": 17975963.772782985, ""KJ_MPa"": 17.975963772782986, ""n_active_elements"": 459.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",210424419989.11804,7263450441787.083,1797596.3772782984,2.769159822672732e-06,1.384579911336366e-06,0.0006250000000000003,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,9bd60e2539934f43b615a66523768ff107b7f95d0b4dfad7444cd25cb590e1c8
45.0,130.00000000000003,130.00000000000003,130.0,26,1e-05,2104244.1998911807,4.7523001372735835e-12,10.521220999455851,736.4096526934426,736.4096526934426,18.10007738160133,"{""J"": 736.4096526934426, ""J_signed"": 736.4096526934426, ""KJ"": 18100077.38160133, ""KJ_MPa"": 18.10007738160133, ""n_active_elements"": 459.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",210424419989.11804,7364096526934.425,1810007.738160133,2.769159822672732e-06,1.384579911336366e-06,0.0006300000000000004,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,9bd60e2539934f43b615a66523768ff107b7f95d0b4dfad7444cd25cb590e1c8
45.0,135.0,135.0,135.0,27,1e-05,2087366.4205428015,4.790725720977914e-12,10.436832102713982,751.2426206357779,751.2426206357779,18.28145698068574,"{""J"": 751.2426206357779, ""J_signed"": 751.2426206357779, ""KJ"": 18281456.98068574, ""KJ_MPa"": 18.28145698068574, ""n_active_elements"": 463.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",208736642054.28012,7512426206357.778,1828145.6980685738,2.769159822672732e-06,1.384579911336366e-06,0.0006350000000000004,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,da0d0ec6ab7b926c60e2238c8fff3dc72d9296e16465a946203393554faaba8a
45.0,140.00000000000003,140.00000000000003,140.0,28,1e-05,2087366.4205428015,4.790725720977914e-12,10.436832102713982,765.1244621516837,765.1244621516837,18.449590829660437,"{""J"": 765.1244621516837, ""J_signed"": 765.1244621516837, ""KJ"": 18449590.829660438, ""KJ_MPa"": 18.449590829660437, ""n_active_elements"": 461.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",208736642054.28012,7651244621516.836,1844959.0829660436,2.769159822672732e-06,1.384579911336366e-06,0.0006400000000000004,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,da0d0ec6ab7b926c60e2238c8fff3dc72d9296e16465a946203393554faaba8a
45.0,145.0,145.0,145.0,29,1e-05,2087366.4205428015,4.790725720977914e-12,10.436832102713982,779.3600471111376,779.3600471111376,18.620432515649096,"{""J"": 779.3600471111376, ""J_signed"": 779.3600471111376, ""KJ"": 18620432.515649095, ""KJ_MPa"": 18.620432515649096, ""n_active_elements"": 461.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",208736642054.28012,7793600471111.375,1862043.2515649095,2.769159822672732e-06,1.384579911336366e-06,0.0006450000000000004,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,da0d0ec6ab7b926c60e2238c8fff3dc72d9296e16465a946203393554faaba8a
45.0,150.0,150.0,150.0,30,1e-05,2087366.4205428015,4.790725720977914e-12,10.436832102713982,794.1349246916975,794.1349246916975,18.796104171746652,"{""J"": 794.1349246916975, ""J_signed"": 794.1349246916975, ""KJ"": 18796104.171746653, ""KJ_MPa"": 18.796104171746652, ""n_active_elements"": 461.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",208736642054.28012,7941349246916.974,1879610.417174665,2.769159822672732e-06,1.384579911336366e-06,0.0006500000000000004,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,da0d0ec6ab7b926c60e2238c8fff3dc72d9296e16465a946203393554faaba8a
45.0,155.0,155.0,155.0,31,1e-05,2087366.4205428015,4.790725720977914e-12,10.436832102713982,809.4315455535768,809.4315455535768,18.976265948661958,"{""J"": 809.4315455535768, ""J_signed"": 809.4315455535768, ""KJ"": 18976265.948661957, ""KJ_MPa"": 18.976265948661958, ""n_active_elements"": 470.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",208736642054.28012,8094315455535.767,1897626.5948661957,2.769159822672732e-06,1.384579911336366e-06,0.0006550000000000004,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,da0d0ec6ab7b926c60e2238c8fff3dc72d9296e16465a946203393554faaba8a
45.0,160.0,160.0,160.0,32,1e-05,2087366.4205428015,4.790725720977914e-12,10.436832102713982,825.2271633945684,825.2271633945684,19.160527124462256,"{""J"": 825.2271633945684, ""J_signed"": 825.2271633945684, ""KJ"": 19160527.124462254, ""KJ_MPa"": 19.160527124462256, ""n_active_elements"": 477.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",208736642054.28012,8252271633945.683,1916052.7124462253,2.769159822672732e-06,1.384579911336366e-06,0.0006600000000000004,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,da0d0ec6ab7b926c60e2238c8fff3dc72d9296e16465a946203393554faaba8a
45.0,165.00000000000003,165.00000000000003,165.0,33,1e-05,2087366.4205428015,4.790725720977914e-12,10.436832102713982,841.5044612543079,841.5044612543079,19.34857150001004,"{""J"": 841.5044612543079, ""J_signed"": 841.5044612543079, ""KJ"": 19348571.50001004, ""KJ_MPa"": 19.34857150001004, ""n_active_elements"": 494.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",208736642054.28012,8415044612543.077,1934857.1500010036,2.769159822672732e-06,1.384579911336366e-06,0.0006650000000000004,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,da0d0ec6ab7b926c60e2238c8fff3dc72d9296e16465a946203393554faaba8a
45.0,170.0,170.0,170.0,34,1e-05,2087366.4205428015,4.790725720977914e-12,10.436832102713982,858.2458765268419,858.2458765268419,19.540089926617107,"{""J"": 858.2458765268419, ""J_signed"": 858.2458765268419, ""KJ"": 19540089.92661711, ""KJ_MPa"": 19.540089926617107, ""n_active_elements"": 503.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",208736642054.28012,8582458765268.418,1954008.9926617106,2.769159822672732e-06,1.384579911336366e-06,0.0006700000000000005,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,da0d0ec6ab7b926c60e2238c8fff3dc72d9296e16465a946203393554faaba8a
45.0,175.00000000000003,175.00000000000003,175.0,35,1e-05,2087366.4205428015,4.790725720977914e-12,10.436832102713982,875.4351538818614,875.4351538818614,19.734798042761636,"{""J"": 875.4351538818614, ""J_signed"": 875.4351538818614, ""KJ"": 19734798.042761635, ""KJ_MPa"": 19.734798042761636, ""n_active_elements"": 508.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",208736642054.28012,8754351538818.613,1973479.8042761635,2.769159822672732e-06,1.384579911336366e-06,0.0006750000000000005,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,da0d0ec6ab7b926c60e2238c8fff3dc72d9296e16465a946203393554faaba8a
45.0,180.0,180.0,180.0,36,1e-05,2087366.4205428015,4.790725720977914e-12,10.436832102713982,893.1207208187847,893.1207208187847,19.933142797558816,"{""J"": 893.1207208187847, ""J_signed"": 893.1207208187847, ""KJ"": 19933142.797558814, ""KJ_MPa"": 19.933142797558816, ""n_active_elements"": 512.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",208736642054.28012,8931207208187.846,1993314.2797558813,2.769159822672732e-06,1.384579911336366e-06,0.0006800000000000005,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,da0d0ec6ab7b926c60e2238c8fff3dc72d9296e16465a946203393554faaba8a
45.0,185.00000000000003,185.00000000000003,185.0,37,1e-05,2087366.4205428015,4.790725720977914e-12,10.436832102713982,911.3534621257342,911.3534621257342,20.135578856465226,"{""J"": 911.3534621257342, ""J_signed"": 911.3534621257342, ""KJ"": 20135578.856465228, ""KJ_MPa"": 20.135578856465226, ""n_active_elements"": 515.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",208736642054.28012,9113534621257.34,2013557.8856465225,2.769159822672732e-06,1.384579911336366e-06,0.0006850000000000005,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,da0d0ec6ab7b926c60e2238c8fff3dc72d9296e16465a946203393554faaba8a
45.0,190.0,190.0,190.0,38,1e-05,2087366.4205428015,4.790725720977914e-12,10.436832102713982,930.1139143939453,930.1139143939453,20.34177124117291,"{""J"": 930.1139143939453, ""J_signed"": 930.1139143939453, ""KJ"": 20341771.24117291, ""KJ_MPa"": 20.34177124117291, ""n_active_elements"": 518.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",208736642054.28012,9301139143939.451,2034177.1241172908,2.769159822672732e-06,1.384579911336366e-06,0.0006900000000000005,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,da0d0ec6ab7b926c60e2238c8fff3dc72d9296e16465a946203393554faaba8a
45.0,195.00000000000003,195.00000000000003,195.0,39,1e-05,2087366.4205428015,4.790725720977914e-12,10.436832102713982,949.3823231480558,949.3823231480558,20.55139307874021,"{""J"": 949.3823231480558, ""J_signed"": 949.3823231480558, ""KJ"": 20551393.078740213, ""KJ_MPa"": 20.55139307874021, ""n_active_elements"": 525.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",208736642054.28012,9493823231480.557,2055139.307874021,2.769159822672732e-06,1.384579911336366e-06,0.0006950000000000005,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,da0d0ec6ab7b926c60e2238c8fff3dc72d9296e16465a946203393554faaba8a
