theta_deg,target_extension_um,actual_extension_um,physical_path_extension_um,geometry_event_count,reference_opening_m,reaction_N_per_m,compliance_m2_per_N,elastic_energy_J_per_m,native_J_J_per_m2,native_J_signed_J_per_m2,native_KJ_MPa_sqrt_m,domain_metadata_json,F_over_U_N_per_m2,J_native_over_U2,KJ_native_over_U,wake_width_m,mesh_scale_m,tip_x_m,tip_y_m,mesh_fingerprint,damage_wake_fingerprint
30.0,0.0,0.0,0.0,0,1e-05,2178398.5892120274,4.59052812902216e-12,10.891992946060201,888.3352775942271,888.3352775942271,19.879669039428787,"{""J"": 888.3352775942271, ""J_signed"": 888.3352775942271, ""KJ"": 19879669.039428785, ""KJ_MPa"": 19.879669039428787, ""n_active_elements"": 470.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217839858921.20273,8883352775942.27,1987966.9039428786,2.769159822672732e-06,1.384579911336366e-06,0.0005,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,9a73ac2dedb244ae21bd0570908201e341e20845473ed145a11912c35b1d4dac
30.0,5.0,5.0,5.0,1,1e-05,2178281.4551270353,4.590774978349532e-12,10.891407275635224,873.9172008031384,873.9172008031384,19.71768112994074,"{""J"": 873.9172008031384, ""J_signed"": 873.9172008031384, ""KJ"": 19717681.12994074, ""KJ_MPa"": 19.71768112994074, ""n_active_elements"": 476.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217828145512.70352,8739172008031.382,1971768.112994074,2.769159822672732e-06,1.384579911336366e-06,0.000505,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,dc3a3c7a3d4f0fcdaa3234034aa3fc219ac75459eeda6a974fc92ac6e9158cc7
30.0,10.0,10.0,10.0,2,1e-05,2177971.50315704,4.5914283017498975e-12,10.889857515785248,859.9582092774349,859.9582092774349,19.559572958485145,"{""J"": 859.9582092774349, ""J_signed"": 859.9582092774349, ""KJ"": 19559572.958485145, ""KJ_MPa"": 19.559572958485145, ""n_active_elements"": 475.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217797150315.70398,8599582092774.348,1955957.2958485144,2.769159822672732e-06,1.384579911336366e-06,0.00051,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,a54bd18acf23ed3aca5221756971242f6e734c32ce63e6175922e2eb70977a76
30.0,15.000000000000002,15.000000000000002,15.0,3,1e-05,2177219.658932018,4.593013827968675e-12,10.886098294660126,846.5336501553667,846.5336501553667,19.406303021591224,"{""J"": 846.5336501553667, ""J_signed"": 846.5336501553667, ""KJ"": 19406303.021591224, ""KJ_MPa"": 19.406303021591224, ""n_active_elements"": 471.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217721965893.20178,8465336501553.665,1940630.3021591222,2.769159822672732e-06,1.384579911336366e-06,0.000515,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,fc7dec6825e4c0c074427981da1bf016d18e7996c6cee082bce03d4acf15cb4d
30.0,20.0,20.0,20.0,4,1e-05,2176565.244936578,4.594394780153437e-12,10.882826224682944,833.5116253217064,833.5116253217064,19.25646329034961,"{""J"": 833.5116253217064, ""J_signed"": 833.5116253217064, ""KJ"": 19256463.29034961, ""KJ_MPa"": 19.25646329034961, ""n_active_elements"": 469.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217656524493.65778,8335116253217.063,1925646.329034961,2.769159822672732e-06,1.384579911336366e-06,0.0005200000000000001,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,912ad33658abb14b8efcdec9597a706af92c47137ee27fe6c3f1252afb3350e9
30.0,25.0,25.0,25.0,5,1e-05,2175654.9599660537,4.596317055787205e-12,10.878274799830328,820.9729407521602,820.9729407521602,19.111074999005314,"{""J"": 820.9729407521602, ""J_signed"": 820.9729407521602, ""KJ"": 19111074.999005314, ""KJ_MPa"": 19.111074999005314, ""n_active_elements"": 460.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217565495996.60535,8209729407521.601,1911107.4999005313,2.769159822672732e-06,1.384579911336366e-06,0.0005250000000000001,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,82c2cc073e6a585581cfba547c17939ee0ea538877aa408cad818c656b6b7f1a
30.0,30.000000000000004,30.000000000000004,30.0,6,1e-05,2174504.3346968526,4.59874916800021e-12,10.87252167348431,808.9741580859616,808.9741580859616,18.970903708483185,"{""J"": 808.9741580859616, ""J_signed"": 808.9741580859616, ""KJ"": 18970903.708483186, ""KJ_MPa"": 18.970903708483185, ""n_active_elements"": 458.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217450433469.68524,8089741580859.614,1897090.3708483183,2.769159822672732e-06,1.384579911336366e-06,0.0005300000000000001,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,68c46aef480acc95b28b179793e95b8b8c0d3c6dba3530b45c5874598f6e17d9
30.0,35.00000000000001,35.00000000000001,35.0,7,1e-05,2172995.117167343,4.6019431525625e-12,10.864975585836765,797.6024676793013,797.6024676793013,18.837095510238353,"{""J"": 797.6024676793013, ""J_signed"": 797.6024676793013, ""KJ"": 18837095.510238353, ""KJ_MPa"": 18.837095510238353, ""n_active_elements"": 459.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217299511716.73428,7976024676793.012,1883709.551023835,2.769159822672732e-06,1.384579911336366e-06,0.0005350000000000001,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,36ccc446d053bd8e89f775ae6f3bdb9a0d78e49e512723a00cc62be061cc6ab2
30.0,40.0,40.0,40.0,8,1e-05,2172995.117167343,4.6019431525625e-12,10.864975585836765,786.5745946362149,786.5745946362149,18.70641879009911,"{""J"": 786.5745946362149, ""J_signed"": 786.5745946362149, ""KJ"": 18706418.79009911, ""KJ_MPa"": 18.70641879009911, ""n_active_elements"": 458.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",217299511716.73428,7865745946362.147,1870641.8790099109,2.769159822672732e-06,1.384579911336366e-06,0.0005400000000000001,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,36ccc446d053bd8e89f775ae6f3bdb9a0d78e49e512723a00cc62be061cc6ab2
30.0,45.0,45.0,45.0,9,1e-05,2166652.3559543327,4.615415099943599e-12,10.833261779771734,776.777665868613,776.777665868613,18.589557855096295,"{""J"": 776.777665868613, ""J_signed"": 776.777665868613, ""KJ"": 18589557.855096295, ""KJ_MPa"": 18.589557855096295, ""n_active_elements"": 456.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",216665235595.43326,7767776658686.129,1858955.7855096294,2.769159822672732e-06,1.384579911336366e-06,0.0005450000000000001,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,2e28f429784789c32102f579875d0c3e68cafc35b15f8a582f15a5cbc541037f
30.0,50.0,50.0,50.0,10,1e-05,2166652.3559543327,4.615415099943599e-12,10.833261779771734,766.9413133495334,766.9413133495334,18.471482879483307,"{""J"": 766.9413133495334, ""J_signed"": 766.9413133495334, ""KJ"": 18471482.87948331, ""KJ_MPa"": 18.471482879483307, ""n_active_elements"": 456.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",216665235595.43326,7669413133495.333,1847148.2879483306,2.769159822672732e-06,1.384579911336366e-06,0.0005500000000000001,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,2e28f429784789c32102f579875d0c3e68cafc35b15f8a582f15a5cbc541037f
30.0,55.0,55.0,55.0,11,1e-05,2149343.145880658,4.652584218190374e-12,10.746715729403336,758.2857749021293,758.2857749021293,18.366954484788796,"{""J"": 758.2857749021293, ""J_signed"": 758.2857749021293, ""KJ"": 18366954.484788794, ""KJ_MPa"": 18.366954484788796, ""n_active_elements"": 454.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",214934314588.0658,7582857749021.292,1836695.4484788794,2.769159822672732e-06,1.384579911336366e-06,0.0005550000000000002,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,4a2c35556a5add52d3b0d7a393873e9bf1bffea9128d4cafb86a3eea8e36c7d1
30.0,60.00000000000001,60.00000000000001,60.0,12,1e-05,2149343.145880658,4.652584218190374e-12,10.746715729403336,749.8359941426831,749.8359941426831,18.264333863884225,"{""J"": 749.8359941426831, ""J_signed"": 749.8359941426831, ""KJ"": 18264333.863884225, ""KJ_MPa"": 18.264333863884225, ""n_active_elements"": 454.0, ""r_inner"": 0.00016, ""r_outer"": 0.00064}",214934314588.0658,7498359941426.83,1826433.3863884225,2.769159822672732e-06,1.384579911336366e-06,0.0005600000000000002,0.0,3dd0befb122b3e8ab23bd78c20a19597ec8fb54712d3e25e6bdf9fc852e9819f,4a2c35556a5add52d3b0d7a393873e9bf1bffea9128d4cafb86a3eea8e36c7d1
