state_id,r_eff_over_r0,opening_strength_fraction,crack_extension_m,region,system,bin,x_m,burgers_sign,delta_signed_line_content,K_I_base_Pa_sqrt_m,K_I_perturbed_Pa_sqrt_m,K_II_base_Pa_sqrt_m,K_II_perturbed_Pa_sqrt_m,interaction_integral_schema,ribbon_width_m,mesh_area_ratio,parent_state_id,load_scale,captured_opening_strength_fraction,scaled_opening_proxy,cumulative_crack_path_extension_m
E0000400__load_0p5,1.0,0.0,0.0004,active,0,0,3.125e-07,-1,-0.25,6919.990051750164,6923.3730398260805,5841.5959262792,5845.152768261124,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9940084883819742,E0000400,0.5,0.0,0.0,0.0004
E0000400__load_0p5,1.0,0.0,0.0004,active,0,0,3.125e-07,-1,-0.5,6919.990051750164,6926.756027902498,5841.5959262792,5848.7096102429705,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9940084883819742,E0000400,0.5,0.0,0.0,0.0004
E0000400__load_0p5,1.0,0.0,0.0004,active,0,0,3.125e-07,1,0.25,6919.990051750164,6916.607063673209,5841.5959262792,5838.039084297402,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9940084883819742,E0000400,0.5,0.0,0.0,0.0004
E0000400__load_0p5,1.0,0.0,0.0004,active,0,0,3.125e-07,1,0.5,6919.990051750164,6913.224075596776,5841.5959262792,5834.482242315557,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9940084883819742,E0000400,0.5,0.0,0.0,0.0004
E0000400__load_0p5,1.0,0.0,0.0004,active,0,79,4.96875e-05,-1,-0.25,6919.990051750164,6671.703636613536,5841.5959262792,6521.294571753898,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9999623175369962,E0000400,0.5,0.0,0.0,0.0004
E0000400__load_0p5,1.0,0.0,0.0004,active,0,79,4.96875e-05,-1,-0.5,6919.990051750164,6423.417221477458,5841.5959262792,7200.993217228549,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9999623175369962,E0000400,0.5,0.0,0.0,0.0004
E0000400__load_0p5,1.0,0.0,0.0004,active,0,79,4.96875e-05,1,0.25,6919.990051750164,7168.276466885747,5841.5959262792,5161.897280804618,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9999623175369962,E0000400,0.5,0.0,0.0,0.0004
E0000400__load_0p5,1.0,0.0,0.0004,active,0,79,4.96875e-05,1,0.5,6919.990051750164,7416.562882021858,5841.5959262792,4482.198635329968,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9999623175369962,E0000400,0.5,0.0,0.0,0.0004
E0000400__load_0p5,1.0,0.0,0.0004,active,1,0,3.125e-07,-1,-0.25,6919.990051750164,6916.77691361278,5841.5959262792,5844.134862096983,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9985869789781899,E0000400,0.5,0.0,0.0,0.0004
E0000400__load_0p5,1.0,0.0,0.0004,active,1,0,3.125e-07,-1,-0.5,6919.990051750164,6913.563775475899,5841.5959262792,5846.6737979147,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9985869789781899,E0000400,0.5,0.0,0.0,0.0004
