state_id,r_eff_over_r0,opening_strength_fraction,crack_extension_m,region,system,bin,x_m,burgers_sign,delta_signed_line_content,K_I_base_Pa_sqrt_m,K_I_perturbed_Pa_sqrt_m,K_II_base_Pa_sqrt_m,K_II_perturbed_Pa_sqrt_m,interaction_integral_schema,ribbon_width_m,mesh_area_ratio
E0000400__load_0p5,1.0,0.0,0.0004,active,0,0,3.125e-07,-1,-0.25,6919.990051750164,6923.3730398260805,5841.5959262792,5845.152768261124,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9940084883819742
E0000400__load_0p5,1.0,0.0,0.0004,active,0,0,3.125e-07,-1,-0.5,6919.990051750164,6926.756027902498,5841.5959262792,5848.7096102429705,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9940084883819742
E0000400__load_0p5,1.0,0.0,0.0004,active,0,0,3.125e-07,1,0.25,6919.990051750164,6916.607063673209,5841.5959262792,5838.039084297402,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9940084883819742
E0000400__load_0p5,1.0,0.0,0.0004,active,0,0,3.125e-07,1,0.5,6919.990051750164,6913.224075596776,5841.5959262792,5834.482242315557,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9940084883819742
E0000400__load_0p5,1.0,0.0,0.0004,active,0,79,4.96875e-05,-1,-0.25,6919.990051750164,6671.703636613536,5841.5959262792,6521.294571753898,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9999623175369962
E0000400__load_0p5,1.0,0.0,0.0004,active,0,79,4.96875e-05,-1,-0.5,6919.990051750164,6423.417221477458,5841.5959262792,7200.993217228549,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9999623175369962
E0000400__load_0p5,1.0,0.0,0.0004,active,0,79,4.96875e-05,1,0.25,6919.990051750164,7168.276466885747,5841.5959262792,5161.897280804618,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9999623175369962
E0000400__load_0p5,1.0,0.0,0.0004,active,0,79,4.96875e-05,1,0.5,6919.990051750164,7416.562882021858,5841.5959262792,4482.198635329968,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9999623175369962
E0000400__load_0p5,1.0,0.0,0.0004,active,1,0,3.125e-07,-1,-0.25,6919.990051750164,6916.77691361278,5841.5959262792,5844.134862096983,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9985869789781899
E0000400__load_0p5,1.0,0.0,0.0004,active,1,0,3.125e-07,-1,-0.5,6919.990051750164,6913.563775475899,5841.5959262792,5846.6737979147,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9985869789781899
E0000400__load_0p5,1.0,0.0,0.0004,active,1,0,3.125e-07,1,0.25,6919.990051750164,6923.203189886493,5841.5959262792,5839.056990461537,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9985869789781899
E0000400__load_0p5,1.0,0.0,0.0004,active,1,0,3.125e-07,1,0.5,6919.990051750164,6926.416328023357,5841.5959262792,5836.518054643816,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9985869789781899
E0000400__load_0p5,1.0,0.0,0.0004,active,1,79,4.96875e-05,-1,-0.25,6919.990051750164,7152.90509296692,5841.5959262792,6468.2514499099025,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9999911130753384
E0000400__load_0p5,1.0,0.0,0.0004,active,1,79,4.96875e-05,-1,-0.5,6919.990051750164,7385.820134184207,5841.5959262792,7094.906973540525,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9999911130753384
E0000400__load_0p5,1.0,0.0,0.0004,active,1,79,4.96875e-05,1,0.25,6919.990051750164,6687.075010532367,5841.5959262792,5214.940402648626,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9999911130753384
E0000400__load_0p5,1.0,0.0,0.0004,active,1,79,4.96875e-05,1,0.5,6919.990051750164,6454.159969315076,5841.5959262792,4588.284879018006,v10.2.14_signed_intrinsic_isotropy_interaction_integral,2.54559918337995e-08,0.9999911130753384
