candidate_id,parent_id,mode,temperature_K,event_index,cumulative_advance_um,event_advance_um,K_reinit_MPa_sqrt_m,loading_time_s,threshold_action,physical_hazard_action,elementary_cleavage_rate_s,constitutive_ceiling_occupied,sigma_cap_active,dN_cap_active,N_sat_active,conservation_relative,complete_bound_row_sha256,emitted_total,mobile,retained,wake_mobile,wake_retained,escaped,recovered,radius_m,backstress_Pa,active_shield_Pa_sqrt_m,wake_shield_Pa_sqrt_m,total_shield_Pa_sqrt_m,source_multiplicity,time_s,n_adv,micro_advance_m,checkpoint_advance_m,hazard_action,J_equiv_J_m2,continued_from_50um_checkpoint,engine_unused_next_threshold_action
P40_TJBSV2_S_031027,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,1,10.0,5.0,3.751773601750185,750.3547203500368,0.6931471805599453,0.6931471805599453,23552.152599136505,False,False,False,False,4.743384504624082e-19,d76e6a011ba83f762b5830c03c75571c851936677d213cfa1fb600a00a286cfa,7.098134888787877e-05,7.098134888772042e-05,1.5856901550959708e-16,0.0,0.0,2.597098969232741e-19,0.0,1.000000015852768e-06,163766.25599328903,1.0089132800850048e-15,0.0,1.0089132800850048e-15,96388.47158649591,1500.709440214847,2,0.0,0.0,0.0,31.63966349839135,,1.3375116922274952
P40_TJBSV2_S_031027,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,2,15.0,5.0,3.751773604176319,750.354720835265,0.6931471805599453,0.6931471805599453,23552.1511885257,False,False,False,False,1.1926223897340549e-18,d76e6a011ba83f762b5830c03c75571c851936677d213cfa1fb600a00a286cfa,0.0001064720225132,0.0001064720225129,2.4319630720778246e-16,0.0,0.0,6.3918065729320065e-19,0.0,1.000000023779152e-06,200571.88135414984,1.5470998984238057e-15,0.0,1.5470998984238057e-15,96388.31349545758,2251.064161050112,3,0.0,0.0,0.0,31.63966353931177,,0.9821512851333696
P40_TJBSV2_S_031027,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,3,20.0,5.0,3.7517736066024545,750.3547213204915,0.6931471805599453,0.6931471805599453,23552.149777914805,False,False,False,False,1.9244588561617704e-18,d76e6a011ba83f762b5830c03c75571c851936677d213cfa1fb600a00a286cfa,0.0001419626955928,0.0001419626955924,3.278236140391857e-16,0.0,0.0,9.64441309038852e-19,0.0,1.0000000317055356e-06,231600.4584819787,2.0852866287404386e-15,0.0,2.0852866287404386e-15,96388.1554052046,3001.4188823706036,4,0.0,0.0,0.0,31.63966358023221,,1.119872756395219
P40_TJBSV2_S_031027,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,4,25.0,5.0,3.75177360902859,750.3547218057197,0.6931471805599453,0.6931471805599453,23552.14836730425,False,False,False,False,3.198396408832238e-18,d76e6a011ba83f762b5830c03c75571c851936677d213cfa1fb600a00a286cfa,0.0001774533681266,0.0001774533681262,4.124509360037975e-16,0.0,0.0,1.6149626125301546e-18,0.0,1.0000000396319192e-06,258937.1833851182,2.623473471034831e-15,0.0,2.623473471034831e-15,96387.99731573695,3751.7736041763233,5,0.0,0.0,0.0,31.63966362115264,,0.5163135502843831
P40_TJBSV2_S_031027,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,5,30.0,5.0,3.751773611454726,750.3547222909451,0.6931471805599453,0.6931471805599453,23552.146956693698,False,False,False,False,4.662069341687669e-18,d76e6a011ba83f762b5830c03c75571c851936677d213cfa1fb600a00a286cfa,0.0002129440401147,0.0002129440401142,4.970782731016069e-16,0.0,0.0,2.211273807397182e-18,0.0,1.0000000475583027e-06,283651.47152978054,3.1616604253069072e-15,0.0,3.1616604253069072e-15,96387.83922705466,4502.128326467268,6,0.0,0.0,0.0,31.639663662073097,,0.1477758850184879
P40_TJBSV2_S_031027,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,6,35.0,5.0,3.751773613880862,750.3547227761728,0.6931471805599453,0.6931471805599453,23552.145546083146,False,False,False,False,6.1257422745431e-18,d76e6a011ba83f762b5830c03c75571c851936677d213cfa1fb600a00a286cfa,0.0002484347115571,0.0002484347115565,5.8170562533260125e-16,0.0,0.0,2.6720597307035226e-18,0.0,1.000000055484686e-06,306378.60475861793,3.699847491556571e-15,0.0,3.699847491556571e-15,96387.6811391577,5252.483049243441,7,0.0,0.0,0.0,31.639663702993538,,3.567171269717884
P40_TJBSV2_S_031027,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,7,40.0,5.0,3.7517736163069992,750.3547232614028,0.6931471805599453,0.6931471805599453,23552.14413547284,False,False,False,False,8.077306185017008e-18,d76e6a011ba83f762b5830c03c75571c851936677d213cfa1fb600a00a286cfa,0.0002839253824537,0.0002839253824531,6.6633299269677275e-16,0.0,0.0,3.5936315773162e-18,0.0,1.0000000634110694e-06,327532.5043379679,4.238034669783756e-15,0.0,4.238034669783756e-15,96387.52305204608,6002.837772504844,8,0.0,0.0,0.0,31.639663743914006,,2.838213989028148
P40_TJBSV2_S_031027,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,8,45.0,5.0,3.751773618733136,750.3547237466246,0.6931471805599453,0.6931471805599453,23552.14272486262,False,False,False,False,1.0028870095490916e-17,d76e6a011ba83f762b5830c03c75571c851936677d213cfa1fb600a00a286cfa,0.0003194160528046,0.0003194160528039,7.509603751941096e-16,0.0,0.0,4.406783206680329e-18,0.0,1.0000000713374523e-06,347400.68096248794,4.776221959988396e-15,0.0,4.776221959988396e-15,96387.36496571975,6753.192496251469,9,0.0,0.0,0.0,31.63966378483447,,1.9015151320257748
P40_TJBSV2_S_031027,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,9,50.0,5.0,3.7517736211592743,750.3547242318555,0.6931471805599453,0.6931471805599453,23552.14131425282,False,False,False,False,1.3010426069826053e-17,d76e6a011ba83f762b5830c03c75571c851936677d213cfa1fb600a00a286cfa,0.0003549067226098,0.000354906722609,8.355877728246021e-16,0.0,0.0,5.816246030911484e-18,0.0,1.0000000792638354e-06,366192.4694197519,5.314409362170402e-15,0.0,5.314409362170402e-15,96387.20688017875,7503.547220483324,10,0.0,0.0,0.0,31.639663825754948,,0.9066455318458576
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,0,5.0,5.0,5.937736650895207,1187.5473301790423,0.6931471805599453,0.6931471805599453,8332.830434825613,False,False,False,False,2.0328790734103208e-19,e9b7ad4446555e84c75b93fb9d80a7a1015b2b33e648fc8130a258dcec76f9f6,8.63284606612292e-05,8.632846065519767e-05,6.0316088204945854e-15,0.0,0.0,1.3180792188787477e-19,0.0,1.0000000192803473e-06,180604.8024403354,5.29024705281499e-14,0.0,5.29024705281499e-14,96388.40322362828,1187.5473301790423,1,0.0,0.0,0.0,79.25021941221978,,0.9388827094396268
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,1,10.0,5.0,5.937736716590875,1187.5473433181742,0.6931471805599453,0.6931471805599453,8332.830029217093,False,False,False,False,1.111307226797642e-18,e9b7ad4446555e84c75b93fb9d80a7a1015b2b33e648fc8130a258dcec76f9f6,0.0001726569189545,0.0001726569189424,1.2113938331840428e-14,0.0,0.0,7.687766982231086e-19,0.0,1.0000000385606942e-06,255413.75900151828,1.0624980514119365e-13,0.0,1.0624980514119365e-13,96388.01868097232,2375.0946734972167,2,0.0,0.0,0.0,79.2502211658833,,1.2054968070981276
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,2,15.0,5.0,5.93773678228655,1187.5473564573108,0.6931471805599453,0.6931471805599453,8332.829623608652,False,False,False,False,2.222614453595284e-18,e9b7ad4446555e84c75b93fb9d80a7a1015b2b33e648fc8130a258dcec76f9f6,0.0002589853748798,0.0002589853748616,1.819626632890588e-14,0.0,0.0,1.5819283275872373e-18,0.0,1.0000000578410405e-06,312816.68892231316,1.5959712585427797e-13,0.0,1.5959712585427797e-13,96387.6341429607,3562.6420299545275,3,0.0,0.0,0.0,79.25022291954706,,0.9744515266955028
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,3,20.0,5.0,5.937736847982232,1187.5473695964452,0.6931471805599453,0.6931471805599453,8332.829218000263,False,False,False,False,3.63207727782644e-18,e9b7ad4446555e84c75b93fb9d80a7a1015b2b33e648fc8130a258dcec76f9f6,0.0003453138284372,0.000345313828413,2.427859281169128e-14,0.0,0.0,2.991391151818393e-18,0.0,1.0000000771213863e-06,361209.5962285792,2.1294443266740577e-13,0.0,2.1294443266740577e-13,96387.2496095934,4750.189399550973,4,0.0,0.0,0.0,79.25022467321101,,0.8925491070754429
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,4,25.0,5.0,5.937736913677922,1187.5473827355845,0.6931471805599453,0.6931471805599453,8332.82881239186,False,False,False,False,5.095750210681872e-18,e9b7ad4446555e84c75b93fb9d80a7a1015b2b33e648fc8130a258dcec76f9f6,0.0004316422796267,0.0004316422795963,3.0360917780197245e-14,0.0,0.0,4.563484301922374e-18,0.0,1.0000000964017315e-06,403844.60242173326,2.662917255805832e-13,0.0,2.662917255805832e-13,96386.86508087024,5937.736782286557,5,0.0,0.0,0.0,79.25022642687517,,0.1987722769928259
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,5,30.0,5.0,5.937736979373618,1187.5473958747243,0.6931471805599453,0.6931471805599453,8332.82840678354,False,False,False,False,7.047314121155779e-18,e9b7ad4446555e84c75b93fb9d80a7a1015b2b33e648fc8130a258dcec76f9f6,0.0005179707284482,0.0005179707284118,3.6443241234423836e-14,0.0,0.0,9.008713209112942e-18,0.0,1.0000001156820763e-06,442389.59341397515,3.196390045938103e-13,0.0,3.196390045938103e-13,96386.48055679112,7125.2841781612815,6,0.0,0.0,0.0,79.25022818053955,,0.3151470493684574
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,6,35.0,5.0,5.937737045069322,1187.5474090138623,0.6931471805599453,0.6931471805599453,8332.828001175265,False,False,False,False,9.974659986866641e-18,e9b7ad4446555e84c75b93fb9d80a7a1015b2b33e648fc8130a258dcec76f9f6,0.0006042991749018,0.0006042991748593,4.252556317437165e-14,0.0,0.0,1.3020261247309309e-17,0.0,1.0000001349624209e-06,477835.36994979554,3.7298626970709353e-13,0.0,3.7298626970709353e-13,96386.09603735604,8312.831587175144,7,0.0,0.0,0.0,79.25022993420414,,2.468375097918611
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,7,40.0,5.0,5.937737110765032,1187.547422153002,0.6931471805599453,0.6931471805599453,8332.827595567012,False,False,False,False,1.2793585635328952e-17,e9b7ad4446555e84c75b93fb9d80a7a1015b2b33e648fc8130a258dcec76f9f6,0.0006906276189875,0.0006906276189389,4.8607883600041567e-14,0.0,0.0,1.6272867764765822e-17,0.0,1.0000001542427644e-06,510827.493531226,4.263335209204398e-13,0.0,4.263335209204398e-13,96385.71152256486,9500.379009328146,8,0.0,0.0,0.0,79.25023168786893,,1.47866035734802
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,8,45.0,5.0,5.937737176460751,1187.5474352921483,0.6931471805599453,0.6931471805599453,8332.827189958809,False,False,False,False,1.5829351718288365e-17,e9b7ad4446555e84c75b93fb9d80a7a1015b2b33e648fc8130a258dcec76f9f6,0.0007769560607052,0.0007769560606505,5.4690202511433374e-14,0.0,0.0,1.8983373195979586e-17,0.0,1.0000001735231077e-06,541814.3727126407,4.79680758233848e-13,0.0,4.79680758233848e-13,96385.3270124174,10687.926444620294,9,0.0,0.0,0.0,79.25023344153396,,1.7873629081920066
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,FULL_PRODUCTION_STATE,900.0,9,50.0,5.0,5.9377372421564765,1187.5474484312929,0.6931471805599453,0.6931471805599453,8332.826784350653,False,False,False,False,1.940721888749053e-17,e9b7ad4446555e84c75b93fb9d80a7a1015b2b33e648fc8130a258dcec76f9f6,0.000863284500055,0.0008632844999942,6.07725199085476e-14,0.0,0.0,2.2561240365181748e-17,0.0,1.0000001928034502e-06,571122.4910357242,5.330279816473236e-13,0.0,5.330279816473236e-13,96384.9425069137,11875.473893051589,10,0.0,0.0,0.0,79.25023519519918,,0.6996681625154944
P40_TJBSV2_S_043821,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,0,5.0,5.0,8.48791329550278,1697.5826591005562,0.6931471805599453,0.6931471805599453,8126.748261347334,False,False,False,False,3.2526065174565133e-19,8a3e2b1c5ab49546c9b350c2fe46a65ff00fd900509e6e86a32e1481f062e0a9,0.0001915944732542,0.0001915944697927,3.461565824485281e-12,0.0,0.0,3.206962691255837e-19,0.0,1.0000000427901525e-06,269056.6186742195,3.372738322304762e-11,0.0,3.372738322304762e-11,96387.9343263038,1697.5826591005562,1,0.0,0.0,0.0,161.9423654107175,,0.2818354639683757
P40_TJBSV2_S_043821,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,1,10.0,5.0,8.487913535741768,1697.5827071483532,0.6931471805599453,0.6931471805599453,8126.746943121288,False,False,False,False,2.439454888092385e-18,8a3e2b1c5ab49546c9b350c2fe46a65ff00fd900509e6e86a32e1481f062e0a9,0.0003831889365258,0.0003831889295654,6.960464268308895e-12,0.0,0.0,2.109629853726666e-18,0.0,1.0000000855803029e-06,380503.4230455525,6.78185116340672e-11,0.0,6.78185116340672e-11,96387.08090536084,3395.1653662489093,2,0.0,0.0,0.0,161.94237457784007,,0.0297972941265442
P40_TJBSV2_S_043821,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,2,15.0,5.0,8.487913775980857,1697.5827551961745,0.6931471805599453,0.6931471805599453,8126.745624895574,False,False,False,False,5.204170427930421e-18,8a3e2b1c5ab49546c9b350c2fe46a65ff00fd900509e6e86a32e1481f062e0a9,0.0005747833898147,0.0005747833793553,1.0459353266484666e-11,0.0,0.0,4.765925176316152e-18,0.0,1.000000128370451e-06,466019.4981877082,1.0190954695333779e-10,0.0,1.0190954695333779e-10,96386.22750809866,5092.748121445084,3,0.0,0.0,0.0,161.94238374496663,,0.3200973750385045
P40_TJBSV2_S_043821,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,3,20.0,5.0,8.487914016220051,1697.5828032440113,0.6931471805599453,0.6931471805599453,8126.744306670247,False,False,False,False,9.75781955236954e-18,8a3e2b1c5ab49546c9b350c2fe46a65ff00fd900509e6e86a32e1481f062e0a9,0.0007663778331208,0.0007663778191626,1.3958232819045406e-11,0.0,0.0,8.343792345518318e-18,0.0,1.0000001711605969e-06,538112.829504942,1.3600048918118475e-10,0.0,1.3600048918118475e-10,96385.37413451624,6790.330924689095,4,0.0,0.0,0.0,161.9423929120976,,0.379704050032745
P40_TJBSV2_S_043821,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,4,25.0,5.0,8.487914256459346,1697.5828512918688,0.6931471805599453,0.6931471805599453,8126.742988445336,False,False,False,False,1.3010426069826053e-17,8a3e2b1c5ab49546c9b350c2fe46a65ff00fd900509e6e86a32e1481f062e0a9,0.0009579722664443,0.0009579722489872,1.7457102926023705e-11,0.0,0.0,1.1813239297471929e-17,0.0,1.0000002139507405e-06,601628.2811750502,1.7009133831793115e-10,0.0,1.7009133831793115e-10,96384.52078461244,8487.913775980964,5,0.0,0.0,0.0,161.94240207923258,,1.177124398914135
P40_TJBSV2_S_043821,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,5,30.0,5.0,8.487914496698744,1697.5828993397445,0.6931471805599453,0.6931471805599453,8126.741670220695,False,False,False,False,1.951563910473908e-17,8a3e2b1c5ab49546c9b350c2fe46a65ff00fd900509e6e86a32e1481f062e0a9,0.001149566689785,0.0011495666688291,2.0955963587452614e-11,0.0,0.0,1.7884771463390756e-17,0.0,1.000000256740882e-06,659050.595164592,2.041820943639048e-10,0.0,2.041820943639048e-10,96383.6674583862,10185.496675320708,6,0.0,0.0,0.0,161.9424112463718,,0.6093514165511702
P40_TJBSV2_S_043821,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,6,35.0,5.0,8.487914736938247,1697.5829473876493,0.6931471805599453,0.6931471805599453,8126.740351996499,False,False,False,False,2.667137344314341e-17,8a3e2b1c5ab49546c9b350c2fe46a65ff00fd900509e6e86a32e1481f062e0a9,0.001341161103143,0.0013411610786882,2.445481480336474e-11,0.0,0.0,2.4823665367297984e-17,0.0,1.0000002995310211e-06,711855.8225578244,2.382727573194289e-10,0.0,2.382727573194289e-10,96382.81415583642,11883.079622708356,7,0.0,0.0,0.0,161.94242041351526,,0.2130891204746376
P40_TJBSV2_S_043821,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,7,40.0,5.0,8.487914977177851,1697.5829954355722,0.6931471805599453,0.6931471805599453,8126.739033772663,False,False,False,False,3.599551212651875e-17,8a3e2b1c5ab49546c9b350c2fe46a65ff00fd900509e6e86a32e1481f062e0a9,0.0015327555065184,0.0015327554785647,2.7953656573792943e-11,0.0,0.0,3.2846761443690717e-17,0.0,1.0000003423211582e-06,761005.6925397175,2.7236332718482947e-10,0.0,2.7236332718482947e-10,96381.960876962,13580.66261814393,8,0.0,0.0,0.0,161.9424295806628,,0.0470998696086246
P40_TJBSV2_S_043821,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,8,45.0,5.0,8.487915217417559,1697.583043483508,0.6931471805599453,0.6931471805599453,8126.737715549154,False,False,False,False,4.597017211338539e-17,8a3e2b1c5ab49546c9b350c2fe46a65ff00fd900509e6e86a32e1481f062e0a9,0.001724349899911,0.0017243498684585,3.145248889876995e-11,0.0,0.0,4.1954059692568954e-17,0.0,1.000000385111293e-06,807168.2246546415,3.0645380396043115e-10,0.0,3.0645380396043115e-10,96381.10762176193,15278.245661627438,9,0.0,0.0,0.0,161.9424387478146,,0.80543745497234
P40_TJBSV2_S_043821,P40_TRANSFER_CALIBRATED_GEN2,FULL_PRODUCTION_STATE,900.0,9,50.0,5.0,8.487915457657369,1697.58309153146,0.6931471805599453,0.6931471805599453,8126.7363973260335,False,False,False,False,5.637851296924623e-17,8a3e2b1c5ab49546c9b350c2fe46a65ff00fd900509e6e86a32e1481f062e0a9,0.001915944283321,0.0019159442483697,3.4951311778328515e-11,0.0,0.0,5.17118792449385e-17,0.0,1.0000004279014255e-06,850829.7999908546,3.4054418764655824e-10,0.0,3.4054418764655824e-10,96380.254390235,16975.828753158898,10,0.0,0.0,0.0,161.9424479149706,,0.5805867882559366
