candidate_id,threshold_mode,threshold_action,Kdot,frozen_full_interval_classification,branch_classification,accessible_intervals_K,K_FP_300K,K_FP_1200K,zero_load_fraction_300K,saturated_plateau,renewal_hits,renewal_tau_s
A_NATIVE,SEED_1720,0.07509316036236147,0.0005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ACCESSIBLE_LOW_T_BRANCH_WITH_HIGH_T_LOSS_OF_ACCESSIBILITY,"[[300.0, 1050.0]]",10.20972981815838,0.00036739249147356895,2.663916027384664e-72,2.6253145530072707e-11,3.2732414351776242,6.992153587194454e-07
A_NATIVE,SEED_1720,0.07509316036236147,0.005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ACCESSIBLE_LOW_T_BRANCH_WITH_HIGH_T_LOSS_OF_ACCESSIBILITY,"[[300.0, 1100.0]]",10.441860594522163,0.0036739249040789123,2.724483437748935e-73,2.6253145530072703e-10,3.2732414351776242,6.992153587194454e-07
A_NATIVE,SEED_1720,0.07509316036236147,0.05,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ACCESSIBLE_LOW_T_BRANCH_WITH_HIGH_T_LOSS_OF_ACCESSIBILITY,"[[300.0, 1125.0]]",10.72052788191289,0.03673915987426859,2.7971931241372736e-74,2.6253145530072706e-09,3.2732414351776242,6.992153587194454e-07
A_NATIVE,MEDIAN_LN2,0.6931471805599453,0.0005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ACCESSIBLE_LOW_T_BRANCH_WITH_HIGH_T_LOSS_OF_ACCESSIBILITY,"[[300.0, 1100.0]]",10.482035041083716,0.0033912152293309903,2.962966968109953e-73,2.423295772502972e-10,3.2732414351776242,6.992153587194454e-07
A_NATIVE,MEDIAN_LN2,0.6931471805599453,0.005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ACCESSIBLE_LOW_T_BRANCH_WITH_HIGH_T_LOSS_OF_ACCESSIBILITY,"[[300.0, 1125.0]]",10.758877798801532,0.03391208716121024,3.0412223777955084e-74,2.4232957725029717e-09,3.2732414351776242,6.992153587194454e-07
A_NATIVE,MEDIAN_LN2,0.6931471805599453,0.05,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ACCESSIBLE_LOW_T_BRANCH_WITH_HIGH_T_LOSS_OF_ACCESSIBILITY,"[[300.0, 1175.0]]",11.105627321096636,0.33857836245814277,3.1392384001367276e-75,2.4232957725029715e-08,3.2732414351776242,6.992153587194454e-07
A_NATIVE,UNIT_ACTION,1.0,0.0005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ACCESSIBLE_LOW_T_BRANCH_WITH_HIGH_T_LOSS_OF_ACCESSIBILITY,"[[300.0, 1100.0]]",10.531046170504785,0.004892489372368685,2.063375077217802e-73,3.496076793597227e-10,3.2732414351776242,6.992153587194454e-07
A_NATIVE,UNIT_ACTION,1.0,0.005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ACCESSIBLE_LOW_T_BRANCH_WITH_HIGH_T_LOSS_OF_ACCESSIBILITY,"[[300.0, 1125.0]]",10.817116533010912,0.04892461946196697,2.1194255822454058e-74,3.4960767935972267e-09,3.2732414351776242,6.992153587194454e-07
A_NATIVE,UNIT_ACTION,1.0,0.05,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ACCESSIBLE_LOW_T_BRANCH_WITH_HIGH_T_LOSS_OF_ACCESSIBILITY,"[[300.0, 1175.0]]",11.178615074785467,0.486981329749267,2.190254925263322e-75,3.4960767935972267e-08,3.2732414351776242,6.992153587194454e-07
P25_TRANSFER_V1_RANK1,SEED_1720,0.07509316036236147,0.0005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],9.892777957845802e-05,2.6253145530072703e-11,0.9999999694718837,2.6253145530072707e-11,3.2732414351776242,6.992153587194454e-07
P25_TRANSFER_V1_RANK1,SEED_1720,0.07509316036236147,0.005,FRACTURE_INADMISSIBLE_DESPITE_FATIGUE_CONTROL,ZERO_LOAD_DOMINATED_FROM_300K,[],0.0009892767656371302,2.6253145530072667e-10,0.999998928159299,2.6253145530072703e-10,3.2732414351776242,6.992153587194454e-07
